,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1968,"[[2, 93, 32, 37, 52, 14, 208, 69, 201, 292], [0, 252, 2, 36, 11, 39, 360, 66, 6, 228], [1, 27, 10, 28, 19, 19, 748, 38, 43, 67], [1, 11, 2, 27, 5, 9, 826, 77, 3, 39], [0, 7, 5, 8, 7, 1, 864, 30, 11, 67], [1, 12, 1, 38, 4, 17, 867, 40, 2, 18], [0, 1, 1, 4, 1, 1, 942, 33, 0, 17], [0, 9, 0, 9, 5, 8, 633, 144, 4, 188], [0, 113, 10, 52, 22, 10, 178, 89, 98, 428], [0, 94, 3, 18, 6, 14, 279, 108, 9, 469]]"
1,1,10,10,0.3745,"[[247, 116, 91, 27, 93, 20, 17, 53, 282, 54], [1, 528, 9, 18, 10, 31, 46, 33, 121, 203], [35, 43, 110, 109, 260, 141, 181, 73, 23, 25], [6, 37, 60, 163, 89, 225, 235, 121, 11, 53], [11, 23, 48, 58, 380, 71, 278, 80, 25, 26], [5, 24, 49, 116, 132, 373, 182, 80, 17, 22], [1, 17, 16, 60, 162, 71, 560, 67, 6, 40], [5, 46, 31, 80, 126, 125, 104, 379, 14, 90], [59, 134, 24, 30, 55, 26, 10, 25, 525, 112], [4, 188, 4, 46, 8, 17, 39, 61, 153, 480]]"
2,2,10,10,0.4055,"[[208, 129, 46, 36, 136, 4, 50, 41, 284, 66], [0, 668, 17, 18, 14, 13, 38, 15, 65, 152], [21, 34, 132, 115, 312, 65, 213, 74, 14, 20], [2, 36, 41, 271, 72, 96, 368, 68, 4, 42], [8, 23, 28, 53, 463, 20, 305, 65, 22, 13], [3, 25, 57, 199, 100, 253, 278, 58, 7, 20], [0, 22, 10, 85, 167, 5, 661, 23, 5, 22], [3, 37, 29, 92, 127, 69, 152, 423, 11, 57], [28, 174, 10, 30, 71, 8, 38, 15, 522, 104], [1, 264, 7, 36, 11, 8, 68, 45, 106, 454]]"
3,3,10,10,0.4379,"[[258, 62, 92, 35, 153, 8, 61, 31, 266, 34], [3, 650, 24, 18, 16, 19, 42, 22, 106, 100], [23, 20, 244, 78, 280, 78, 194, 56, 14, 13], [5, 18, 59, 299, 100, 118, 329, 41, 8, 23], [8, 15, 56, 50, 529, 26, 244, 53, 11, 8], [1, 12, 76, 215, 111, 306, 219, 46, 5, 9], [0, 8, 27, 67, 182, 6, 678, 17, 6, 9], [2, 16, 39, 87, 174, 94, 100, 445, 12, 31], [57, 115, 14, 44, 84, 10, 35, 12, 576, 53], [10, 226, 26, 40, 33, 8, 65, 44, 154, 394]]"
4,4,10,10,0.4774,"[[359, 50, 70, 22, 96, 9, 41, 25, 281, 47], [4, 619, 24, 16, 17, 11, 19, 23, 135, 132], [36, 18, 315, 74, 258, 56, 142, 54, 29, 18], [8, 16, 67, 329, 112, 126, 241, 50, 19, 32], [20, 14, 74, 51, 540, 30, 162, 72, 25, 12], [6, 12, 89, 226, 112, 323, 142, 65, 14, 11], [0, 11, 39, 64, 184, 15, 644, 18, 17, 8], [6, 15, 44, 83, 142, 83, 64, 506, 19, 38], [79, 80, 10, 34, 45, 6, 17, 12, 656, 61], [12, 193, 21, 33, 18, 6, 45, 40, 149, 483]]"
5,5,10,10,0.4949,"[[437, 37, 65, 17, 70, 8, 43, 23, 252, 48], [14, 639, 19, 20, 16, 9, 18, 10, 115, 140], [49, 18, 302, 61, 261, 59, 147, 50, 33, 20], [15, 13, 54, 312, 116, 135, 243, 53, 24, 35], [23, 13, 67, 49, 560, 25, 156, 74, 22, 11], [6, 12, 73, 213, 116, 337, 136, 73, 17, 17], [2, 11, 32, 57, 174, 12, 666, 19, 18, 9], [12, 14, 33, 74, 140, 81, 66, 522, 16, 42], [88, 72, 10, 28, 37, 10, 17, 14, 665, 59], [17, 204, 15, 22, 16, 6, 44, 36, 131, 509]]"
6,6,10,10,0.5051,"[[464, 36, 62, 21, 69, 11, 40, 30, 236, 31], [18, 655, 15, 19, 12, 12, 21, 10, 115, 123], [55, 20, 346, 73, 197, 77, 127, 60, 34, 11], [13, 12, 59, 362, 98, 152, 191, 63, 23, 27], [25, 13, 99, 56, 522, 32, 135, 86, 24, 8], [4, 8, 77, 234, 96, 366, 99, 86, 19, 11], [2, 10, 39, 82, 162, 21, 640, 18, 18, 8], [13, 13, 36, 82, 108, 85, 56, 556, 16, 35], [93, 69, 9, 30, 33, 11, 17, 14, 679, 45], [25, 234, 14, 27, 17, 7, 40, 39, 136, 461]]"
7,7,10,10,0.5068,"[[439, 35, 88, 22, 69, 9, 45, 36, 220, 37], [19, 651, 17, 21, 13, 10, 34, 13, 105, 117], [43, 11, 367, 53, 192, 88, 148, 59, 29, 10], [11, 7, 71, 300, 112, 166, 220, 70, 20, 23], [21, 10, 116, 41, 535, 30, 142, 82, 17, 6], [3, 5, 83, 196, 100, 385, 124, 85, 12, 7], [1, 7, 47, 58, 146, 18, 693, 16, 10, 4], [8, 8, 40, 61, 123, 97, 59, 569, 11, 24], [77, 68, 13, 26, 42, 14, 29, 16, 678, 37], [21, 228, 18, 31, 19, 8, 50, 51, 123, 451]]"
8,8,10,10,0.519,"[[521, 28, 56, 25, 50, 8, 41, 19, 216, 36], [29, 638, 13, 21, 11, 9, 28, 8, 120, 123], [62, 13, 359, 72, 202, 79, 126, 41, 36, 10], [16, 12, 61, 359, 105, 171, 175, 51, 23, 27], [36, 9, 108, 58, 527, 34, 122, 76, 25, 5], [9, 7, 72, 229, 107, 396, 85, 70, 15, 10], [2, 8, 52, 79, 149, 14, 654, 14, 18, 10], [17, 7, 37, 74, 123, 102, 48, 543, 16, 33], [97, 52, 7, 29, 25, 9, 19, 17, 711, 34], [32, 215, 19, 27, 14, 9, 37, 30, 135, 482]]"
9,9,10,10,0.5332,"[[531, 28, 63, 20, 46, 8, 38, 21, 201, 44], [30, 644, 15, 18, 8, 8, 19, 10, 111, 137], [62, 13, 369, 66, 199, 82, 108, 54, 37, 10], [17, 12, 68, 363, 105, 175, 153, 52, 26, 29], [31, 9, 100, 56, 554, 40, 102, 79, 22, 7], [8, 7, 75, 220, 107, 413, 70, 72, 14, 14], [3, 10, 41, 74, 160, 19, 649, 16, 19, 9], [15, 8, 34, 74, 113, 100, 38, 571, 11, 36], [106, 55, 7, 24, 25, 12, 15, 17, 699, 40], [33, 195, 19, 25, 11, 8, 30, 27, 113, 539]]"
