,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.23024,0.2406,"[[15, 17, 0, 29, 9, 22, 11, 7, 769, 121], [3, 48, 0, 50, 12, 49, 36, 12, 569, 221], [5, 16, 0, 242, 126, 82, 100, 32, 293, 104], [9, 4, 0, 289, 85, 160, 54, 34, 220, 145], [2, 2, 0, 242, 244, 61, 146, 41, 155, 107], [6, 8, 0, 244, 88, 183, 51, 33, 291, 96], [2, 10, 0, 266, 174, 56, 270, 42, 81, 99], [10, 23, 0, 167, 89, 85, 26, 118, 201, 281], [1, 11, 0, 22, 0, 45, 2, 3, 762, 154], [3, 9, 0, 56, 6, 13, 25, 11, 400, 477]]"
1,1,0.32752,0.3602,"[[515, 113, 30, 1, 8, 27, 47, 156, 61, 42], [86, 614, 2, 0, 2, 15, 62, 62, 34, 123], [101, 62, 157, 2, 110, 57, 329, 163, 8, 11], [32, 55, 83, 3, 47, 148, 400, 204, 0, 28], [53, 29, 90, 6, 231, 25, 403, 155, 3, 5], [27, 34, 126, 5, 46, 214, 334, 197, 9, 8], [6, 23, 56, 1, 63, 18, 739, 80, 0, 14], [29, 48, 43, 0, 90, 59, 145, 555, 3, 28], [312, 173, 12, 0, 2, 35, 46, 74, 220, 126], [83, 243, 4, 1, 3, 21, 103, 124, 64, 354]]"
2,2,0.31236,0.3396,"[[78, 30, 90, 132, 14, 7, 5, 2, 490, 152], [0, 207, 0, 111, 3, 18, 4, 21, 155, 481], [26, 6, 144, 461, 150, 50, 43, 13, 64, 43], [14, 8, 14, 794, 17, 33, 21, 9, 29, 61], [27, 9, 61, 347, 334, 23, 57, 22, 70, 50], [4, 1, 25, 748, 27, 107, 5, 8, 40, 35], [4, 3, 31, 497, 132, 20, 224, 8, 39, 42], [32, 6, 6, 423, 93, 79, 11, 169, 54, 127], [4, 27, 7, 96, 1, 9, 0, 4, 678, 174], [0, 40, 3, 153, 4, 6, 10, 2, 121, 661]]"
3,3,0.32182,0.3482,"[[685, 120, 28, 0, 5, 0, 44, 99, 11, 8], [194, 724, 3, 0, 0, 1, 27, 33, 3, 15], [124, 62, 226, 0, 6, 12, 343, 218, 5, 4], [46, 85, 75, 0, 6, 60, 417, 287, 5, 19], [74, 39, 90, 0, 22, 7, 503, 262, 3, 0], [41, 68, 116, 0, 3, 97, 354, 303, 12, 6], [7, 43, 43, 0, 2, 4, 794, 97, 3, 7], [46, 73, 28, 0, 4, 12, 132, 694, 1, 10], [601, 184, 10, 0, 4, 6, 34, 42, 95, 24], [194, 471, 7, 0, 3, 1, 44, 119, 16, 145]]"
4,4,0.19852,0.2146,"[[32, 1, 2, 593, 5, 0, 0, 0, 337, 30], [2, 6, 1, 515, 3, 0, 0, 0, 258, 215], [3, 0, 18, 832, 65, 3, 3, 0, 59, 17], [3, 0, 0, 964, 5, 0, 0, 0, 12, 16], [3, 0, 8, 737, 145, 0, 4, 1, 89, 13], [0, 0, 2, 962, 7, 1, 1, 0, 19, 8], [0, 0, 3, 805, 82, 0, 36, 0, 62, 12], [1, 0, 0, 795, 25, 5, 0, 2, 105, 67], [1, 1, 0, 356, 2, 0, 0, 0, 580, 60], [1, 1, 0, 459, 2, 2, 1, 0, 172, 362]]"
5,5,0.2735,0.2941,"[[474, 205, 36, 0, 2, 0, 61, 221, 0, 1], [33, 835, 1, 0, 0, 1, 49, 81, 0, 0], [92, 61, 98, 0, 4, 4, 302, 439, 0, 0], [15, 76, 21, 0, 1, 14, 334, 539, 0, 0], [36, 40, 20, 0, 7, 4, 343, 550, 0, 0], [16, 56, 34, 0, 2, 19, 342, 528, 2, 1], [6, 26, 8, 0, 0, 0, 672, 288, 0, 0], [16, 62, 10, 0, 0, 0, 92, 820, 0, 0], [427, 376, 12, 0, 9, 2, 74, 94, 1, 5], [58, 604, 1, 0, 0, 1, 64, 257, 0, 15]]"
6,6,0.15344,0.1595,"[[0, 0, 1, 827, 23, 0, 4, 0, 143, 2], [0, 0, 0, 835, 20, 0, 3, 0, 127, 15], [0, 0, 1, 819, 165, 0, 1, 0, 14, 0], [0, 0, 0, 967, 26, 0, 4, 0, 3, 0], [0, 0, 0, 683, 292, 0, 1, 0, 24, 0], [0, 0, 0, 970, 28, 0, 1, 0, 1, 0], [0, 0, 1, 750, 209, 0, 21, 0, 18, 1], [0, 0, 0, 894, 71, 0, 0, 0, 35, 0], [1, 0, 0, 689, 6, 0, 8, 0, 292, 4], [0, 0, 0, 853, 9, 0, 10, 0, 106, 22]]"
7,7,0.13746,0.1397,"[[31, 962, 0, 0, 0, 0, 0, 7, 0, 0], [0, 990, 0, 0, 0, 2, 0, 8, 0, 0], [27, 736, 3, 0, 0, 9, 17, 201, 0, 7], [12, 742, 1, 0, 0, 19, 2, 221, 0, 3], [25, 631, 0, 0, 0, 8, 21, 314, 0, 1], [7, 732, 0, 0, 1, 16, 0, 243, 0, 1], [8, 584, 1, 0, 1, 47, 40, 314, 0, 5], [5, 676, 0, 0, 0, 0, 0, 314, 0, 5], [20, 976, 0, 0, 0, 0, 0, 3, 0, 1], [0, 969, 0, 0, 0, 0, 0, 28, 0, 3]]"
8,8,0.15596,0.1619,"[[61, 0, 2, 4, 360, 0, 12, 0, 560, 1], [11, 2, 9, 13, 286, 0, 42, 0, 623, 14], [74, 0, 3, 23, 576, 0, 16, 0, 308, 0], [28, 0, 0, 53, 553, 0, 44, 0, 320, 2], [55, 0, 2, 6, 616, 0, 11, 0, 308, 2], [29, 0, 2, 50, 542, 0, 42, 1, 334, 0], [29, 0, 0, 4, 390, 0, 45, 0, 531, 1], [32, 0, 2, 25, 672, 0, 26, 0, 243, 0], [8, 0, 0, 4, 148, 0, 13, 0, 826, 1], [6, 0, 11, 27, 339, 0, 34, 0, 570, 13]]"
9,9,0.23058,0.2439,"[[224, 574, 59, 0, 0, 17, 14, 96, 14, 2], [1, 938, 2, 0, 0, 9, 2, 44, 0, 4], [33, 283, 84, 0, 1, 150, 53, 388, 3, 5], [4, 235, 10, 0, 0, 258, 48, 422, 1, 22], [15, 386, 12, 0, 1, 57, 64, 457, 4, 4], [4, 197, 8, 0, 0, 291, 23, 470, 2, 5], [3, 412, 2, 0, 1, 128, 150, 298, 0, 6], [4, 289, 2, 0, 0, 51, 7, 639, 1, 7], [72, 787, 5, 0, 1, 29, 4, 41, 57, 4], [2, 813, 3, 0, 0, 13, 5, 107, 2, 55]]"
