round	train_acc	test_acc	f1	time_stamp	time_hours
0.0	0.0	11.36	0.0	694.9971274534861	0.19305475762596835
1.0	0.0	11.406666666666666	0.0	1389.1249639193218	0.3858680455331449
2.0	0.0	11.806666666666667	0.0	2083.5361156463623	0.5787600321239895
3.0	0.0	12.600000000000001	0.0	2775.1968071460724	0.77088800198502
4.0	0.0	13.319999999999999	0.0	3461.64622092247	0.9615683947006861
5.0	0.0	14.286666666666667	0.0	4147.233377138774	1.1520092714274373
6.0	0.0	14.466666666666667	0.0	4832.837421655655	1.342454839348793
7.0	0.0	15.093333333333334	0.0	5518.789475361506	1.5329970764893073
8.0	0.0	14.906666666666666	0.0	6205.103476842244	1.7236398546784013
9.0	0.0	14.746666666666664	0.0	6890.641894578934	1.9140671929385926
10.0	0.0	15.540000000000001	0.0	7575.93369603157	2.1044260266754367
11.0	0.0	16.466666666666665	0.0	8261.529862642288	2.2948694062895245
12.0	0.0	17.526666666666667	0.0	8947.474314848581	2.4854095319023837
13.0	0.0	16.753333333333334	0.0	9632.132152239481	2.6755922645109673
14.0	0.0	17.3	0.0	10313.34146030744	2.864817072307622
15.0	0.0	18.92	0.0	10993.647963047028	3.0537911008463965
16.0	0.0	19.46	0.0	11673.324894269308	3.2425902484081406
17.0	0.0	20.0	0.0	12353.186453739801	3.4314406815943896
18.0	0.0	20.08	0.0	13033.163780371347	3.620323272325374
19.0	0.0	20.393333333333334	0.0	13712.943487564722	3.809150968767979
20.0	0.0	20.653333333333332	0.0	14391.223549365997	3.99756209704611
21.0	0.0	21.273333333333333	0.0	15071.160396973291	4.1864334436036925
22.0	0.0	21.206666666666667	0.0	15746.347641468048	4.373985455963346
23.0	0.0	21.78	0.0	16425.040731986363	4.562511314440656
24.0	0.0	22.086666666666662	0.0	17104.390592336655	4.751219608982404
25.0	0.0	22.613333333333333	0.0	17790.027616580326	4.94167433793898
26.0	0.0	22.62	0.0	18476.99225314458	5.132497848095717
27.0	0.0	23.506666666666664	0.0	19159.073252042133	5.321964792233927
28.0	0.0	23.0	0.0	19837.15723315875	5.510321453655209
29.0	0.0	23.54666666666667	0.0	20513.710856437683	5.6982530156771345
30.0	0.0	23.886666666666667	0.0	21192.78966943423	5.886886019287286
31.0	0.0	23.92	0.0	21872.342547814053	6.075650707726126
32.0	0.0	24.473333333333333	0.0	22552.283274888992	6.264523131913609
33.0	0.0	24.453333333333337	0.0	23231.370901266735	6.453158583685204
34.0	0.0	24.493333333333336	0.0	23910.34449481964	6.641762359672122
35.0	0.0	24.75333333333333	0.0	24587.049666166306	6.829736018379529
36.0	0.0	25.026666666666667	0.0	25263.906123240788	7.017751700900219
37.0	0.0	25.30666666666667	0.0	25940.271140972774	7.205630872492438
38.0	0.0	25.46666666666667	0.0	26616.987553358078	7.3936076537105775
39.0	0.0	25.746666666666666	0.0	27293.697047472	7.581582513186667
40.0	0.0	26.200000000000003	0.0	27970.364398320515	7.769545666200142
41.0	0.0	26.186666666666667	0.0	28646.73100209236	7.957425278358989
42.0	0.0	26.673333333333336	0.0	29323.532647053402	8.145425735292612
43.0	0.0	27.24666666666667	0.0	30000.21654367447	8.33339348435402
44.0	0.0	27.86	0.0	30677.957853794098	8.521654959387249
45.0	0.0	28.133333333333336	0.0	31357.252131938934	8.71034781442748
46.0	0.0	28.41333333333333	0.0	32030.957609176636	8.897488224771287
47.0	0.0	28.84	0.0	32711.886292854946	9.086635081348595
48.0	0.0	29.173333333333332	0.0	33399.153513113655	9.277542642531571
49.0	0.0	29.659999999999997	0.0	34085.84960826238	9.46829155785066
