,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000]]"
1,1,0.1067,0.1068,"[[0, 0, 0, 0, 0, 0, 0, 0, 165, 835], [0, 0, 0, 0, 0, 0, 0, 0, 110, 890], [0, 0, 0, 0, 0, 0, 0, 0, 54, 946], [0, 0, 0, 0, 0, 0, 0, 0, 66, 934], [0, 0, 0, 0, 0, 0, 0, 0, 45, 955], [0, 0, 0, 0, 0, 0, 0, 0, 113, 887], [0, 0, 0, 0, 0, 0, 0, 0, 31, 969], [0, 0, 0, 0, 0, 0, 0, 0, 73, 927], [0, 0, 0, 0, 0, 0, 0, 0, 168, 832], [0, 0, 0, 0, 0, 0, 0, 0, 100, 900]]"
2,2,0.12554,0.1274,"[[0, 0, 0, 0, 10, 5, 0, 0, 733, 252], [0, 0, 0, 0, 31, 10, 0, 0, 591, 368], [0, 0, 0, 0, 16, 13, 0, 0, 510, 461], [0, 0, 0, 0, 41, 15, 0, 0, 479, 465], [0, 0, 0, 0, 29, 8, 0, 0, 407, 556], [0, 0, 0, 0, 32, 27, 0, 0, 573, 368], [0, 0, 0, 0, 40, 18, 0, 0, 447, 495], [0, 0, 0, 0, 27, 9, 0, 0, 454, 510], [0, 0, 0, 0, 25, 10, 0, 0, 733, 232], [0, 0, 0, 0, 6, 3, 0, 0, 506, 485]]"
3,3,0.1442,0.144,"[[0, 0, 0, 0, 156, 3, 0, 0, 784, 57], [0, 0, 0, 0, 275, 2, 0, 0, 628, 95], [0, 0, 0, 0, 356, 4, 0, 0, 562, 78], [0, 0, 0, 1, 458, 8, 0, 0, 416, 117], [0, 0, 0, 0, 480, 3, 0, 0, 412, 105], [0, 0, 0, 0, 421, 13, 0, 0, 466, 100], [0, 0, 0, 0, 517, 2, 0, 0, 385, 96], [0, 0, 0, 1, 317, 3, 0, 0, 488, 191], [0, 0, 0, 0, 203, 2, 0, 0, 731, 64], [0, 0, 0, 0, 111, 0, 0, 0, 674, 215]]"
4,4,0.1445,0.1442,"[[87, 0, 0, 0, 125, 2, 0, 0, 776, 10], [7, 2, 0, 0, 224, 2, 0, 0, 743, 22], [38, 2, 0, 0, 333, 3, 0, 0, 607, 17], [66, 3, 0, 4, 440, 7, 0, 0, 451, 29], [22, 2, 0, 1, 476, 1, 0, 0, 483, 15], [105, 1, 0, 3, 364, 4, 0, 0, 499, 24], [12, 0, 0, 0, 501, 3, 0, 0, 468, 16], [35, 0, 0, 1, 300, 2, 0, 0, 603, 59], [33, 1, 0, 0, 146, 1, 0, 0, 806, 13], [11, 0, 0, 0, 94, 0, 0, 0, 832, 63]]"
5,5,0.14062,0.1434,"[[391, 2, 0, 17, 13, 4, 0, 0, 568, 5], [132, 1, 0, 27, 52, 15, 0, 0, 760, 13], [371, 3, 0, 35, 85, 6, 0, 0, 489, 11], [388, 7, 0, 112, 92, 6, 0, 0, 380, 15], [325, 4, 0, 66, 164, 2, 0, 0, 432, 7], [465, 5, 0, 96, 61, 3, 0, 0, 357, 13], [292, 3, 0, 61, 145, 19, 0, 0, 474, 6], [311, 1, 0, 54, 68, 3, 0, 0, 526, 37], [205, 0, 0, 33, 19, 4, 0, 0, 734, 5], [118, 0, 0, 10, 19, 4, 0, 0, 820, 29]]"
6,6,0.14636,0.1511,"[[495, 1, 0, 32, 4, 11, 0, 0, 447, 10], [197, 2, 0, 72, 6, 43, 0, 0, 647, 33], [512, 3, 0, 102, 17, 36, 0, 0, 315, 15], [427, 4, 0, 236, 18, 23, 0, 0, 256, 36], [427, 4, 0, 191, 25, 45, 0, 0, 290, 18], [512, 2, 0, 192, 15, 17, 0, 0, 236, 26], [379, 3, 0, 170, 10, 104, 0, 0, 313, 21], [388, 1, 0, 131, 7, 18, 0, 0, 374, 81], [248, 0, 0, 68, 1, 10, 0, 0, 658, 15], [160, 0, 0, 29, 5, 10, 0, 0, 718, 78]]"
7,7,0.1669,0.1717,"[[473, 2, 0, 44, 1, 58, 0, 0, 366, 56], [160, 1, 0, 45, 2, 154, 0, 1, 541, 96], [480, 4, 0, 92, 4, 163, 0, 0, 219, 38], [306, 2, 0, 222, 6, 210, 0, 1, 182, 71], [349, 3, 0, 145, 7, 254, 0, 1, 193, 48], [391, 1, 0, 192, 0, 186, 0, 0, 170, 60], [252, 8, 0, 108, 2, 369, 0, 2, 208, 51], [283, 1, 0, 165, 0, 123, 0, 0, 268, 160], [197, 0, 0, 60, 0, 90, 0, 0, 582, 71], [139, 1, 0, 33, 2, 53, 0, 0, 526, 246]]"
8,8,0.1808,0.1885,"[[475, 1, 0, 29, 0, 130, 1, 2, 232, 130], [171, 5, 0, 25, 2, 230, 2, 3, 366, 196], [406, 12, 0, 59, 3, 331, 0, 6, 108, 75], [246, 5, 0, 128, 4, 427, 2, 5, 66, 117], [274, 9, 0, 78, 6, 447, 0, 7, 88, 91], [299, 2, 1, 107, 3, 413, 0, 1, 85, 89], [209, 13, 0, 61, 1, 531, 3, 11, 85, 86], [234, 3, 0, 119, 1, 254, 0, 7, 152, 230], [195, 0, 0, 19, 0, 180, 0, 1, 418, 187], [160, 3, 0, 29, 2, 92, 1, 3, 280, 430]]"
9,9,0.19488,0.2018,"[[456, 6, 0, 33, 0, 103, 3, 8, 248, 143], [125, 16, 1, 37, 2, 216, 17, 13, 370, 203], [294, 24, 2, 91, 2, 380, 5, 33, 86, 83], [173, 12, 2, 150, 5, 454, 11, 34, 45, 114], [156, 19, 1, 112, 4, 495, 16, 42, 54, 101], [207, 13, 3, 135, 2, 442, 8, 41, 70, 79], [105, 36, 0, 101, 2, 571, 23, 30, 33, 99], [137, 15, 1, 173, 0, 242, 6, 57, 125, 244], [178, 3, 0, 14, 0, 155, 0, 6, 420, 224], [121, 13, 1, 41, 2, 85, 5, 26, 258, 448]]"
