,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
1,1,0.10018,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 1, 0, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 3, 997, 0], [0, 0, 0, 0, 0, 0, 0, 3, 997, 0], [0, 0, 0, 0, 0, 0, 0, 3, 997, 0], [0, 0, 0, 0, 0, 0, 0, 2, 998, 0], [0, 0, 0, 0, 0, 0, 0, 5, 995, 0], [0, 0, 1, 0, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
2,2,0.14684,0.1472,"[[0, 0, 0, 0, 0, 0, 0, 258, 742, 0], [0, 0, 4, 0, 0, 0, 0, 565, 431, 0], [0, 0, 2, 0, 0, 0, 0, 750, 248, 0], [0, 0, 1, 0, 0, 0, 0, 800, 199, 0], [0, 0, 0, 0, 0, 0, 0, 871, 129, 0], [0, 0, 1, 0, 0, 0, 0, 763, 236, 0], [0, 0, 0, 0, 0, 0, 0, 937, 63, 0], [0, 0, 3, 0, 0, 0, 0, 766, 231, 0], [0, 0, 2, 0, 0, 0, 0, 294, 704, 0], [0, 0, 7, 0, 0, 0, 0, 582, 411, 0]]"
3,3,0.12846,0.1296,"[[486, 0, 4, 0, 0, 0, 0, 20, 490, 0], [153, 0, 16, 0, 0, 0, 0, 75, 756, 0], [122, 0, 32, 0, 0, 0, 0, 190, 656, 0], [93, 0, 54, 0, 0, 0, 0, 181, 672, 0], [38, 0, 12, 0, 0, 0, 0, 329, 621, 0], [156, 0, 38, 0, 0, 0, 0, 151, 655, 0], [17, 0, 27, 0, 0, 0, 0, 420, 536, 0], [63, 0, 38, 0, 0, 0, 0, 127, 772, 0], [342, 0, 3, 0, 0, 0, 0, 4, 651, 0], [124, 0, 15, 0, 0, 0, 0, 56, 805, 0]]"
4,4,0.17614,0.1858,"[[768, 0, 3, 2, 0, 0, 36, 21, 170, 0], [478, 0, 9, 9, 0, 0, 94, 69, 341, 0], [243, 1, 21, 17, 0, 0, 319, 117, 281, 1], [190, 0, 42, 45, 0, 0, 301, 118, 303, 1], [116, 0, 10, 26, 0, 0, 513, 127, 207, 1], [256, 1, 43, 31, 0, 0, 267, 107, 295, 0], [46, 1, 14, 22, 0, 0, 628, 126, 163, 0], [163, 0, 18, 17, 0, 0, 218, 186, 396, 2], [746, 1, 3, 4, 0, 0, 15, 23, 208, 0], [427, 0, 12, 6, 0, 0, 73, 81, 399, 2]]"
5,5,0.23884,0.2557,"[[498, 74, 1, 37, 0, 22, 48, 53, 160, 107], [165, 190, 0, 27, 0, 71, 126, 105, 210, 106], [127, 69, 0, 117, 0, 38, 423, 133, 40, 53], [47, 60, 1, 158, 0, 101, 410, 142, 27, 54], [52, 36, 0, 71, 0, 34, 627, 114, 25, 41], [47, 124, 0, 110, 0, 137, 390, 114, 32, 46], [9, 16, 0, 80, 0, 28, 737, 105, 6, 19], [39, 88, 1, 79, 0, 50, 301, 252, 39, 151], [321, 68, 0, 23, 0, 46, 30, 56, 289, 167], [127, 59, 0, 36, 0, 23, 104, 161, 194, 296]]"
6,6,0.25188,0.269,"[[522, 77, 0, 21, 0, 35, 40, 44, 130, 131], [154, 244, 0, 12, 0, 106, 99, 96, 182, 107], [160, 70, 0, 54, 3, 166, 359, 110, 31, 47], [67, 62, 0, 87, 0, 252, 320, 132, 25, 55], [61, 40, 0, 37, 5, 111, 570, 107, 22, 47], [62, 118, 0, 66, 1, 280, 292, 101, 44, 36], [20, 21, 0, 54, 0, 104, 665, 111, 7, 18], [50, 107, 0, 53, 3, 115, 219, 284, 27, 142], [328, 61, 0, 11, 0, 77, 15, 44, 282, 182], [118, 88, 0, 25, 0, 44, 75, 152, 177, 321]]"
7,7,0.27358,0.2908,"[[478, 89, 0, 20, 3, 30, 29, 51, 189, 111], [101, 320, 0, 21, 7, 91, 69, 94, 201, 96], [140, 92, 1, 70, 35, 168, 266, 124, 65, 39], [60, 67, 0, 141, 23, 249, 213, 143, 64, 40], [51, 33, 1, 66, 85, 124, 407, 140, 52, 41], [48, 123, 0, 106, 24, 274, 196, 115, 90, 24], [23, 33, 0, 91, 36, 104, 568, 118, 8, 19], [49, 129, 0, 84, 47, 92, 116, 327, 40, 116], [225, 73, 0, 15, 0, 67, 11, 50, 412, 147], [67, 113, 0, 39, 0, 40, 51, 152, 236, 302]]"
8,8,0.29068,0.3136,"[[410, 105, 5, 36, 5, 37, 35, 59, 195, 113], [68, 371, 1, 23, 15, 92, 79, 84, 169, 98], [104, 76, 17, 81, 109, 157, 250, 108, 69, 29], [37, 60, 5, 170, 61, 234, 235, 114, 47, 37], [46, 23, 10, 71, 240, 103, 323, 115, 39, 30], [20, 105, 14, 122, 68, 288, 203, 98, 62, 20], [11, 27, 7, 92, 123, 90, 540, 86, 9, 15], [31, 111, 16, 83, 102, 93, 102, 343, 36, 83], [164, 97, 0, 19, 1, 77, 13, 58, 436, 135], [44, 148, 1, 42, 9, 37, 64, 144, 190, 321]]"
9,9,0.30388,0.3341,"[[388, 111, 6, 38, 5, 38, 37, 70, 219, 88], [63, 404, 10, 25, 18, 73, 78, 72, 161, 96], [92, 69, 38, 87, 144, 134, 227, 108, 80, 21], [31, 53, 8, 172, 78, 221, 238, 104, 60, 35], [45, 21, 16, 76, 307, 87, 275, 109, 38, 26], [17, 92, 27, 111, 84, 284, 206, 91, 69, 19], [9, 23, 14, 92, 142, 72, 555, 64, 14, 15], [22, 94, 20, 84, 114, 88, 93, 366, 44, 75], [119, 93, 2, 25, 2, 68, 19, 52, 491, 129], [46, 157, 2, 44, 9, 30, 73, 117, 186, 336]]"
