,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.10804,0.1069,"[[0, 0, 0, 0, 0, 930, 0, 0, 0, 70], [0, 0, 0, 0, 0, 913, 0, 0, 0, 87], [0, 0, 0, 0, 0, 938, 0, 0, 0, 62], [0, 0, 0, 0, 0, 950, 0, 0, 0, 50], [0, 0, 0, 0, 0, 980, 0, 0, 0, 20], [0, 0, 0, 0, 0, 953, 0, 0, 0, 47], [0, 0, 0, 0, 0, 977, 0, 0, 0, 23], [0, 0, 0, 0, 0, 950, 0, 0, 0, 50], [0, 0, 0, 0, 0, 922, 0, 0, 0, 78], [0, 0, 0, 0, 0, 884, 0, 0, 0, 116]]"
1,1,0.11344,0.1129,"[[0, 0, 0, 0, 0, 817, 0, 0, 0, 183], [0, 0, 0, 0, 0, 811, 0, 0, 0, 189], [0, 0, 0, 0, 0, 883, 0, 0, 0, 117], [0, 0, 0, 0, 0, 886, 0, 0, 0, 114], [0, 0, 0, 0, 0, 932, 0, 0, 0, 68], [0, 0, 0, 0, 0, 880, 0, 0, 0, 120], [0, 0, 0, 0, 0, 935, 0, 0, 0, 65], [0, 0, 0, 0, 0, 890, 0, 0, 0, 110], [0, 0, 0, 0, 0, 816, 0, 0, 0, 184], [0, 0, 0, 0, 0, 751, 0, 0, 0, 249]]"
2,2,0.12038,0.1184,"[[0, 0, 0, 0, 0, 660, 0, 0, 0, 340], [0, 0, 0, 0, 0, 687, 0, 0, 0, 313], [0, 0, 0, 0, 0, 760, 0, 0, 0, 240], [0, 0, 0, 0, 0, 791, 0, 0, 0, 209], [0, 0, 0, 0, 0, 838, 0, 0, 0, 162], [0, 0, 0, 0, 0, 772, 0, 0, 0, 228], [0, 0, 0, 0, 0, 839, 0, 0, 0, 161], [0, 0, 0, 0, 0, 797, 0, 0, 0, 203], [0, 0, 0, 0, 0, 676, 0, 0, 0, 324], [0, 0, 0, 0, 0, 588, 0, 0, 0, 412]]"
3,3,0.12356,0.1205,"[[0, 0, 0, 0, 0, 469, 0, 0, 0, 531], [0, 0, 0, 0, 0, 540, 0, 0, 0, 460], [0, 0, 0, 0, 0, 560, 0, 0, 0, 440], [0, 0, 0, 0, 0, 625, 0, 0, 0, 375], [0, 0, 0, 0, 0, 653, 0, 0, 0, 347], [0, 0, 0, 0, 0, 615, 0, 0, 0, 385], [0, 0, 0, 0, 0, 682, 0, 0, 0, 318], [0, 0, 0, 0, 0, 646, 0, 0, 0, 354], [0, 0, 0, 0, 0, 498, 0, 0, 0, 502], [0, 0, 0, 0, 0, 410, 0, 0, 0, 590]]"
4,4,0.1221,0.1182,"[[0, 0, 0, 0, 0, 304, 0, 0, 0, 696], [0, 0, 0, 0, 0, 424, 0, 0, 0, 576], [0, 0, 0, 0, 0, 342, 0, 0, 0, 658], [0, 0, 0, 0, 0, 457, 0, 0, 0, 543], [0, 0, 0, 0, 0, 433, 0, 0, 0, 567], [0, 0, 0, 0, 0, 455, 0, 0, 0, 545], [0, 0, 0, 0, 0, 490, 0, 0, 0, 510], [0, 0, 0, 0, 0, 457, 0, 0, 0, 543], [0, 0, 0, 0, 0, 385, 0, 0, 0, 615], [0, 0, 0, 0, 0, 273, 0, 0, 0, 727]]"
5,5,0.11792,0.1148,"[[0, 0, 0, 0, 0, 185, 0, 0, 0, 815], [0, 0, 0, 0, 0, 296, 0, 0, 0, 704], [0, 0, 0, 0, 0, 187, 0, 0, 0, 813], [0, 0, 0, 0, 0, 295, 0, 0, 0, 705], [0, 0, 0, 0, 0, 250, 0, 0, 0, 750], [0, 0, 0, 0, 0, 325, 0, 0, 0, 675], [0, 0, 0, 0, 0, 326, 0, 0, 0, 674], [0, 0, 0, 0, 0, 308, 0, 0, 0, 692], [0, 0, 0, 0, 0, 270, 0, 0, 0, 730], [0, 0, 0, 0, 0, 177, 0, 0, 0, 823]]"
6,6,0.11296,0.1121,"[[0, 0, 0, 0, 0, 99, 0, 0, 0, 901], [0, 0, 0, 0, 0, 193, 0, 0, 0, 807], [0, 0, 0, 0, 0, 112, 0, 0, 0, 888], [0, 0, 0, 0, 0, 204, 0, 0, 0, 796], [0, 0, 0, 0, 0, 116, 0, 0, 0, 884], [0, 0, 0, 0, 0, 215, 0, 0, 0, 785], [0, 0, 0, 0, 0, 182, 0, 0, 0, 818], [0, 0, 0, 0, 0, 182, 0, 0, 0, 818], [0, 0, 0, 0, 0, 183, 0, 0, 0, 817], [0, 0, 0, 0, 0, 94, 0, 0, 0, 906]]"
7,7,0.10808,0.1087,"[[0, 0, 0, 0, 0, 51, 0, 0, 0, 949], [0, 0, 0, 0, 0, 127, 0, 0, 0, 873], [0, 0, 0, 0, 0, 62, 0, 0, 0, 938], [0, 0, 0, 0, 0, 123, 0, 0, 0, 877], [0, 0, 0, 0, 0, 58, 0, 0, 0, 942], [0, 0, 0, 0, 0, 133, 0, 0, 0, 867], [0, 0, 0, 0, 0, 91, 0, 0, 0, 909], [0, 0, 0, 0, 0, 117, 0, 0, 0, 883], [0, 0, 0, 0, 0, 127, 0, 0, 0, 873], [0, 0, 0, 0, 0, 46, 0, 0, 0, 954]]"
8,8,0.1051,0.1047,"[[0, 0, 0, 0, 0, 24, 0, 0, 0, 976], [0, 0, 0, 0, 0, 76, 0, 0, 0, 924], [0, 0, 0, 0, 0, 32, 0, 0, 0, 968], [0, 0, 0, 0, 0, 60, 0, 0, 0, 940], [0, 0, 0, 0, 0, 25, 0, 0, 0, 975], [0, 0, 0, 0, 0, 72, 0, 0, 0, 928], [0, 0, 0, 0, 0, 44, 0, 0, 0, 956], [0, 0, 0, 0, 0, 63, 0, 0, 0, 937], [0, 0, 0, 0, 0, 72, 0, 0, 0, 928], [0, 0, 0, 0, 0, 25, 0, 0, 0, 975]]"
9,9,0.10218,0.1037,"[[0, 0, 0, 0, 0, 4, 0, 0, 0, 996], [0, 0, 0, 0, 0, 44, 0, 0, 0, 956], [0, 0, 0, 0, 0, 19, 0, 0, 0, 981], [0, 0, 0, 0, 0, 40, 0, 0, 0, 960], [0, 0, 0, 0, 0, 8, 0, 0, 0, 992], [0, 0, 0, 0, 0, 48, 0, 0, 0, 952], [0, 0, 0, 0, 0, 18, 0, 0, 0, 982], [0, 0, 0, 0, 0, 37, 0, 0, 0, 963], [0, 0, 0, 0, 0, 38, 0, 0, 0, 962], [0, 0, 0, 0, 0, 11, 0, 0, 0, 989]]"
