,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
1,1,0.10054,0.0998,"[[0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 22, 0, 0, 0, 0, 978, 0], [0, 0, 0, 6, 0, 0, 0, 0, 994, 0], [0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 7, 0, 0, 0, 0, 993, 0], [0, 0, 0, 3, 0, 0, 0, 0, 997, 0], [0, 0, 0, 27, 0, 0, 0, 0, 973, 0], [0, 0, 0, 14, 0, 0, 0, 0, 986, 0], [0, 0, 0, 4, 0, 0, 0, 0, 996, 0], [0, 0, 0, 20, 0, 0, 0, 0, 980, 0]]"
2,2,0.1,0.1,"[[0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0]]"
3,3,0.12752,0.1292,"[[183, 22, 0, 691, 0, 0, 0, 7, 97, 0], [79, 21, 0, 854, 0, 0, 2, 1, 43, 0], [44, 3, 0, 916, 0, 3, 0, 4, 30, 0], [29, 2, 0, 956, 0, 1, 0, 3, 9, 0], [11, 2, 0, 981, 0, 1, 0, 0, 5, 0], [41, 8, 0, 934, 0, 0, 0, 4, 13, 0], [4, 0, 0, 994, 0, 0, 0, 0, 2, 0], [34, 7, 0, 930, 0, 0, 0, 11, 18, 0], [135, 33, 0, 708, 0, 1, 0, 2, 121, 0], [101, 18, 0, 797, 0, 1, 0, 4, 79, 0]]"
4,4,0.17818,0.1837,"[[217, 1, 0, 61, 0, 31, 9, 2, 679, 0], [96, 1, 0, 106, 0, 107, 60, 5, 625, 0], [153, 0, 0, 352, 0, 102, 90, 4, 299, 0], [123, 3, 0, 316, 0, 180, 93, 8, 277, 0], [78, 1, 0, 443, 0, 80, 201, 7, 190, 0], [125, 2, 0, 287, 0, 171, 66, 11, 338, 0], [89, 1, 0, 429, 0, 79, 293, 4, 105, 0], [177, 7, 0, 307, 0, 74, 68, 54, 313, 0], [108, 2, 0, 32, 0, 62, 9, 2, 785, 0], [205, 1, 0, 122, 0, 37, 30, 8, 597, 0]]"
5,5,0.2236,0.2301,"[[102, 1, 0, 52, 0, 24, 42, 26, 627, 126], [18, 3, 0, 66, 0, 76, 140, 57, 498, 142], [10, 0, 0, 179, 0, 65, 365, 56, 199, 126], [6, 0, 0, 216, 0, 118, 333, 72, 126, 129], [8, 0, 0, 169, 0, 32, 555, 55, 95, 86], [5, 0, 0, 189, 0, 138, 303, 59, 205, 101], [0, 0, 0, 142, 0, 47, 664, 48, 22, 77], [8, 1, 0, 152, 0, 63, 261, 184, 127, 204], [28, 0, 0, 42, 0, 43, 23, 31, 698, 135], [23, 1, 0, 62, 0, 26, 106, 91, 395, 296]]"
6,6,0.22478,0.2243,"[[5, 8, 0, 18, 1, 39, 42, 19, 664, 204], [2, 17, 0, 27, 0, 113, 130, 50, 470, 191], [1, 2, 0, 60, 1, 160, 369, 53, 239, 115], [1, 6, 0, 82, 1, 233, 312, 76, 150, 139], [0, 1, 0, 56, 0, 115, 557, 52, 106, 113], [1, 2, 0, 83, 0, 237, 293, 54, 236, 94], [0, 2, 0, 44, 0, 110, 678, 51, 37, 78], [0, 12, 0, 56, 3, 124, 245, 164, 125, 271], [0, 5, 0, 24, 0, 50, 17, 22, 634, 248], [0, 4, 0, 31, 0, 47, 100, 73, 319, 426]]"
7,7,0.25272,0.2656,"[[442, 9, 0, 50, 1, 53, 46, 52, 154, 193], [64, 80, 0, 41, 3, 156, 129, 90, 281, 156], [112, 19, 0, 104, 11, 141, 404, 95, 51, 63], [32, 9, 0, 158, 3, 211, 331, 139, 42, 75], [33, 3, 0, 75, 10, 79, 610, 89, 34, 67], [41, 11, 0, 146, 3, 268, 323, 93, 56, 59], [10, 3, 0, 56, 6, 81, 713, 96, 7, 28], [31, 21, 0, 75, 20, 110, 262, 255, 37, 189], [234, 8, 0, 46, 0, 69, 21, 48, 331, 243], [47, 18, 0, 40, 1, 56, 105, 125, 209, 399]]"
8,8,0.2654,0.2834,"[[446, 33, 0, 29, 1, 52, 45, 51, 170, 173], [53, 177, 0, 19, 4, 142, 117, 89, 247, 152], [129, 32, 0, 74, 17, 166, 374, 112, 42, 54], [42, 21, 0, 132, 7, 240, 309, 138, 38, 73], [41, 8, 0, 57, 24, 98, 580, 96, 34, 62], [48, 31, 0, 104, 7, 300, 303, 96, 60, 51], [14, 5, 0, 47, 10, 99, 687, 108, 4, 26], [36, 46, 0, 71, 28, 112, 224, 274, 32, 177], [191, 34, 0, 18, 0, 81, 15, 44, 385, 232], [36, 49, 0, 27, 4, 55, 95, 106, 219, 409]]"
9,9,0.2828,0.3041,"[[450, 56, 0, 32, 8, 30, 37, 63, 145, 179], [59, 277, 0, 27, 12, 87, 99, 92, 182, 165], [131, 44, 0, 87, 70, 153, 303, 123, 34, 55], [46, 38, 0, 167, 43, 209, 245, 151, 26, 75], [44, 11, 0, 78, 157, 88, 425, 108, 25, 64], [54, 64, 0, 152, 55, 257, 228, 108, 35, 47], [14, 10, 0, 61, 55, 89, 621, 119, 4, 27], [38, 64, 0, 80, 89, 93, 141, 315, 23, 157], [202, 67, 0, 37, 1, 44, 12, 51, 340, 246], [40, 78, 0, 38, 8, 34, 81, 99, 165, 457]]"
10,10,0.29422,0.3171,"[[367, 62, 0, 45, 14, 25, 38, 87, 190, 172], [30, 315, 0, 27, 25, 64, 104, 89, 179, 167], [107, 44, 0, 98, 153, 104, 289, 120, 42, 43], [28, 38, 0, 161, 112, 156, 267, 153, 26, 59], [37, 9, 0, 82, 244, 53, 392, 108, 25, 50], [21, 60, 0, 144, 119, 233, 239, 117, 33, 34], [10, 5, 0, 52, 110, 46, 644, 101, 4, 28], [24, 58, 0, 68, 149, 79, 128, 355, 24, 115], [114, 90, 0, 37, 4, 38, 22, 61, 392, 242], [20, 94, 0, 31, 12, 29, 91, 107, 156, 460]]"
