round,train_acc,test_acc,f1,time_stamp,time_hours
0.0,0.0,10.19,0.0,412.01529749234516,0.11444869374787366
1.0,0.0,10.553333333333333,0.0,825.256680727005,0.2292379668686125
2.0,0.0,10.396666666666667,0.0,1238.2270845572154,0.34395196793255983
3.0,0.0,11.306666666666667,0.0,1650.3272208372753,0.45842422801035426
4.0,0.0,11.83,0.0,2060.7812904516854,0.5724392473476904
5.0,0.0,13.520000000000001,0.0,2470.2767029603324,0.6861879730445367
6.0,0.0,13.76,0.0,2880.15466372172,0.8000429621449223
7.0,0.0,14.906666666666666,0.0,3289.5364557902017,0.9137601266083895
8.0,0.0,15.339999999999998,0.0,3699.3031676610312,1.0275842132391755
9.0,0.0,15.116666666666667,0.0,4108.53933318456,1.1412609258846
10.0,0.0,16.183333333333334,0.0,4517.801603555679,1.2549448898765776
11.0,0.0,16.34,0.0,4927.287038962047,1.3686908441561239
12.0,0.0,17.19666666666667,0.0,5336.553268035253,1.4823759077875704
13.0,0.0,17.123333333333335,0.0,5745.150448640187,1.5958751246222744
14.0,0.0,17.076666666666668,0.0,6152.925868113835,1.7091460744760656
15.0,0.0,18.356666666666666,0.0,6561.248355468114,1.8225689876300317
16.0,0.0,19.116666666666664,0.0,6969.772372802098,1.9360478813339164
17.0,0.0,19.42,0.0,7378.190407276154,2.049497335354487
18.0,0.0,19.33,0.0,7786.058413267136,2.1627940036853155
19.0,0.0,20.053333333333335,0.0,8192.588939666748,2.27571914990743
20.0,0.0,19.88,0.0,8599.269204457602,2.3886858901271117
21.0,0.0,19.78,0.0,9005.90266195933,2.5016396283220357
22.0,0.0,20.623333333333335,0.0,9412.37125468254,2.61454757074515
23.0,0.0,20.91333333333333,0.0,9818.415759325027,2.7273377109236185
24.0,0.0,21.633333333333336,0.0,10224.558011213938,2.840155003114983
25.0,0.0,21.366666666666664,0.0,10630.788827975592,2.9529968966598865
26.0,0.0,21.843333333333334,0.0,11037.019100109736,3.0658386389193715
27.0,0.0,22.53333333333333,0.0,11443.129611492157,3.178647114303377
28.0,0.0,22.963333333333335,0.0,11849.193258841833,3.2914425719005087
29.0,0.0,22.91,0.0,12255.175447543463,3.404215402095406
30.0,0.0,23.313333333333333,0.0,12661.536774158478,3.517093548377355
31.0,0.0,23.116666666666664,0.0,13067.53242635727,3.629870118432575
32.0,0.0,23.763333333333332,0.0,13473.06755232811,3.742518764535586
33.0,0.0,23.983333333333334,0.0,13878.706462860107,3.8551962396833637
34.0,0.0,24.88,0.0,14285.058721621832,3.968071867117175
35.0,0.0,24.876666666666665,0.0,14691.277757326761,4.080910488146323
36.0,0.0,25.353333333333335,0.0,15097.992196877798,4.193886721354944
37.0,0.0,25.11,0.0,15503.998717705408,4.306666310473725
38.0,0.0,25.376666666666665,0.0,15909.990617831549,4.419441838286541
39.0,0.0,25.540000000000003,0.0,16316.036551713943,4.532232375476095
40.0,0.0,25.94333333333334,0.0,16721.64987198512,4.644902742218088
41.0,0.0,26.133333333333336,0.0,17127.498588403065,4.75763849677863
42.0,0.0,26.433333333333337,0.0,17533.302903811138,4.870361917725316
43.0,0.0,26.58666666666667,0.0,17939.294349034626,4.9831373191762856
44.0,0.0,27.166666666666668,0.0,18345.457780599594,5.095960494610998
45.0,0.0,27.02,0.0,18751.561666886013,5.2087671296905595
46.0,0.0,27.319999999999997,0.0,19158.24545256297,5.321734847934159
47.0,0.0,27.5,0.0,19564.40693442027,5.434557481783408
48.0,0.0,27.793333333333333,0.0,19974.946894407272,5.548596359557576
49.0,0.0,28.05333333333333,0.0,20385.104435364407,5.662529009823445
