,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.204,"[[3, 0, 0, 298, 0, 0, 0, 0, 673, 6], [0, 274, 0, 7, 0, 0, 0, 0, 854, 0], [0, 1, 0, 514, 0, 0, 0, 4, 512, 1], [0, 0, 0, 725, 0, 0, 0, 0, 284, 1], [0, 0, 0, 15, 0, 0, 0, 0, 824, 143], [0, 0, 0, 130, 0, 0, 0, 0, 761, 1], [0, 1, 0, 257, 0, 0, 0, 0, 700, 0], [0, 6, 0, 127, 0, 0, 0, 25, 823, 47], [0, 0, 0, 39, 0, 0, 0, 0, 935, 0], [0, 0, 0, 75, 0, 0, 0, 0, 856, 78]]"
1,1,10,10,0.7181,"[[866, 0, 13, 52, 1, 23, 10, 1, 14, 0], [0, 1042, 19, 10, 0, 4, 0, 0, 60, 0], [7, 29, 712, 132, 12, 18, 55, 18, 38, 11], [0, 13, 15, 863, 0, 21, 1, 16, 61, 20], [5, 3, 2, 2, 330, 0, 56, 3, 67, 514], [37, 13, 2, 149, 3, 379, 18, 1, 253, 37], [25, 16, 12, 4, 11, 44, 811, 0, 33, 2], [2, 41, 28, 25, 1, 0, 0, 761, 52, 118], [21, 23, 7, 87, 4, 95, 13, 28, 633, 63], [12, 13, 1, 14, 19, 6, 5, 53, 102, 784]]"
2,2,10,10,0.8031,"[[929, 0, 3, 10, 2, 14, 11, 1, 10, 0], [0, 1067, 7, 9, 0, 5, 1, 0, 45, 1], [14, 30, 796, 33, 26, 8, 75, 18, 30, 2], [1, 16, 20, 831, 1, 54, 5, 25, 48, 9], [3, 3, 2, 0, 744, 0, 45, 3, 13, 169], [49, 12, 6, 79, 26, 555, 32, 1, 121, 11], [18, 12, 11, 1, 27, 27, 852, 0, 10, 0], [3, 40, 26, 9, 7, 1, 1, 865, 24, 52], [35, 23, 4, 47, 20, 86, 28, 30, 680, 21], [21, 15, 2, 9, 119, 9, 5, 80, 37, 712]]"
3,3,10,10,0.7829,"[[943, 0, 4, 6, 3, 4, 19, 1, 0, 0], [0, 1117, 9, 3, 0, 2, 3, 0, 0, 1], [14, 42, 827, 7, 22, 3, 89, 24, 1, 3], [6, 41, 68, 766, 2, 54, 10, 38, 4, 21], [2, 6, 1, 0, 768, 0, 56, 2, 1, 146], [62, 27, 8, 52, 31, 630, 68, 2, 2, 10], [14, 9, 10, 0, 18, 11, 895, 1, 0, 0], [5, 51, 25, 1, 10, 1, 1, 865, 0, 69], [59, 118, 29, 51, 33, 163, 113, 49, 243, 116], [21, 18, 3, 5, 112, 8, 6, 61, 0, 775]]"
4,4,10,10,0.8408,"[[936, 0, 2, 10, 2, 6, 9, 1, 13, 1], [0, 1086, 2, 10, 0, 1, 3, 0, 32, 1], [12, 25, 820, 29, 24, 1, 51, 23, 42, 5], [1, 14, 17, 873, 0, 25, 4, 17, 51, 8], [2, 2, 1, 0, 747, 0, 37, 2, 9, 182], [42, 11, 5, 71, 21, 629, 33, 2, 67, 11], [14, 7, 13, 0, 35, 30, 845, 1, 13, 0], [2, 35, 19, 10, 6, 0, 0, 891, 12, 53], [30, 22, 1, 47, 13, 30, 19, 24, 771, 17], [17, 9, 3, 12, 65, 3, 3, 54, 33, 810]]"
5,5,10,10,0.854,"[[943, 0, 2, 9, 3, 7, 9, 1, 5, 1], [0, 1093, 3, 8, 0, 1, 3, 0, 26, 1], [13, 18, 838, 25, 25, 1, 45, 23, 39, 5], [1, 14, 17, 868, 0, 35, 4, 17, 47, 7], [2, 2, 2, 0, 768, 0, 35, 2, 6, 165], [41, 10, 6, 59, 21, 675, 31, 2, 39, 8], [14, 6, 13, 0, 34, 34, 850, 1, 6, 0], [2, 32, 19, 8, 5, 2, 0, 898, 8, 54], [29, 19, 3, 42, 14, 35, 19, 21, 774, 18], [18, 9, 3, 9, 61, 5, 3, 50, 18, 833]]"
6,6,10,10,0.8621,"[[945, 0, 1, 9, 3, 7, 8, 1, 5, 1], [0, 1103, 2, 6, 0, 1, 3, 0, 19, 1], [13, 17, 850, 20, 26, 1, 41, 21, 37, 6], [1, 14, 19, 874, 0, 32, 5, 14, 44, 7], [2, 2, 2, 0, 794, 0, 34, 2, 7, 139], [40, 12, 6, 57, 21, 679, 32, 2, 36, 7], [14, 6, 12, 0, 31, 31, 858, 1, 5, 0], [2, 38, 20, 5, 6, 2, 0, 899, 6, 50], [28, 23, 4, 42, 14, 32, 17, 18, 781, 15], [18, 9, 3, 12, 64, 4, 3, 41, 17, 838]]"
7,7,10,10,0.8681,"[[947, 0, 1, 9, 3, 5, 8, 1, 5, 1], [0, 1106, 4, 6, 0, 1, 3, 0, 14, 1], [13, 13, 863, 22, 24, 0, 34, 23, 34, 6], [1, 14, 18, 892, 0, 23, 3, 13, 38, 8], [2, 2, 2, 0, 798, 0, 34, 2, 8, 134], [40, 12, 6, 62, 21, 674, 30, 2, 38, 7], [14, 5, 12, 1, 30, 30, 861, 1, 4, 0], [3, 34, 20, 5, 6, 0, 0, 911, 5, 44], [28, 22, 3, 48, 13, 25, 19, 18, 784, 14], [18, 9, 4, 13, 55, 3, 2, 45, 15, 845]]"
8,8,10,10,0.8721,"[[946, 0, 1, 9, 3, 6, 8, 1, 5, 1], [0, 1105, 4, 6, 0, 1, 3, 0, 15, 1], [13, 12, 864, 19, 23, 0, 33, 23, 39, 6], [1, 12, 17, 888, 0, 28, 3, 14, 39, 8], [2, 2, 2, 0, 800, 0, 33, 2, 8, 133], [37, 12, 6, 51, 19, 694, 31, 2, 33, 7], [14, 5, 10, 2, 27, 32, 864, 1, 3, 0], [2, 33, 19, 5, 6, 1, 0, 911, 7, 44], [27, 18, 4, 43, 13, 26, 18, 15, 797, 13], [19, 8, 3, 12, 50, 5, 2, 44, 14, 852]]"
9,9,10,10,0.8769,"[[944, 0, 2, 9, 3, 5, 10, 1, 5, 1], [0, 1107, 5, 5, 0, 1, 3, 0, 13, 1], [13, 9, 872, 18, 24, 0, 31, 22, 37, 6], [1, 11, 16, 893, 0, 28, 3, 14, 36, 8], [2, 2, 2, 0, 807, 0, 32, 2, 8, 127], [38, 13, 5, 43, 17, 708, 29, 2, 30, 7], [14, 5, 9, 3, 24, 31, 869, 1, 2, 0], [2, 32, 20, 5, 6, 1, 0, 912, 7, 43], [27, 16, 3, 42, 12, 27, 18, 15, 803, 11], [19, 8, 4, 13, 47, 6, 1, 43, 14, 854]]"
10,10,10,10,0.8812,"[[943, 0, 3, 9, 3, 4, 10, 1, 6, 1], [0, 1101, 5, 5, 0, 1, 3, 0, 19, 1], [12, 7, 881, 18, 24, 0, 28, 20, 37, 5], [1, 10, 16, 899, 0, 26, 3, 12, 37, 6], [2, 2, 2, 0, 820, 0, 32, 2, 8, 114], [36, 13, 5, 41, 16, 711, 30, 2, 31, 7], [14, 5, 8, 2, 22, 28, 876, 1, 2, 0], [2, 31, 21, 5, 6, 1, 0, 909, 8, 45], [26, 13, 3, 42, 12, 22, 21, 14, 812, 9], [19, 8, 4, 12, 46, 6, 1, 36, 17, 860]]"
11,11,10,10,0.8856,"[[945, 0, 1, 9, 3, 4, 10, 1, 6, 1], [0, 1102, 5, 4, 0, 1, 3, 0, 19, 1], [12, 5, 880, 18, 24, 0, 28, 19, 41, 5], [1, 9, 17, 898, 0, 30, 3, 10, 36, 6], [2, 2, 2, 0, 832, 0, 31, 2, 8, 103], [34, 12, 5, 34, 13, 726, 29, 2, 30, 7], [14, 5, 7, 2, 22, 29, 876, 1, 2, 0], [2, 26, 22, 5, 6, 1, 0, 915, 7, 44], [26, 13, 3, 38, 11, 22, 20, 15, 820, 6], [18, 8, 4, 12, 46, 7, 1, 35, 16, 862]]"
