,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,10,0.10501666666666666,0.1092,"[[0, 25, 0, 0, 2, 0, 1, 0, 0, 952], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1134], [0, 0, 0, 0, 16, 0, 0, 0, 0, 1016], [0, 0, 0, 0, 192, 0, 3, 0, 0, 815], [0, 0, 0, 0, 143, 0, 1, 0, 0, 838], [0, 4, 0, 0, 153, 0, 12, 0, 0, 723], [0, 0, 0, 0, 26, 0, 0, 0, 0, 932], [0, 3, 0, 0, 165, 0, 5, 0, 0, 855], [0, 1, 0, 0, 46, 0, 0, 0, 0, 927], [0, 0, 0, 0, 52, 0, 8, 0, 0, 949]]"
1,1,10,0.112,0.1174,"[[0, 204, 0, 0, 11, 0, 0, 0, 0, 765], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1134], [0, 4, 0, 0, 39, 0, 0, 0, 0, 989], [0, 22, 0, 0, 305, 0, 0, 0, 0, 683], [0, 7, 0, 0, 331, 0, 0, 0, 0, 644], [0, 26, 0, 0, 270, 0, 4, 0, 0, 592], [0, 6, 0, 0, 96, 0, 0, 0, 0, 856], [0, 18, 0, 0, 313, 0, 1, 0, 0, 696], [0, 9, 0, 0, 103, 0, 0, 0, 0, 862], [0, 9, 0, 0, 154, 0, 3, 0, 0, 843]]"
2,2,10,0.11685,0.1177,"[[0, 492, 0, 0, 19, 0, 0, 0, 0, 469], [0, 16, 0, 0, 5, 0, 0, 0, 0, 1114], [0, 125, 0, 0, 41, 0, 0, 0, 0, 866], [0, 129, 0, 0, 390, 0, 0, 0, 0, 491], [0, 32, 0, 0, 509, 0, 0, 0, 0, 441], [0, 92, 0, 0, 355, 0, 0, 0, 0, 445], [0, 90, 0, 0, 207, 0, 0, 0, 0, 661], [0, 92, 0, 0, 440, 0, 0, 0, 0, 496], [0, 44, 0, 0, 174, 0, 0, 0, 0, 756], [0, 43, 0, 0, 314, 0, 0, 0, 0, 652]]"
3,3,10,0.15941666666666668,0.1608,"[[0, 772, 0, 0, 31, 0, 0, 0, 0, 177], [0, 503, 0, 0, 8, 0, 0, 0, 0, 624], [0, 554, 0, 0, 30, 0, 0, 0, 0, 448], [0, 416, 0, 0, 337, 0, 0, 0, 0, 257], [0, 89, 0, 0, 677, 0, 0, 0, 0, 216], [0, 205, 0, 0, 401, 0, 0, 0, 0, 286], [0, 368, 0, 0, 247, 0, 0, 0, 0, 343], [0, 319, 0, 0, 449, 0, 0, 0, 0, 260], [0, 146, 0, 0, 254, 0, 0, 0, 0, 574], [0, 138, 0, 0, 443, 0, 0, 0, 0, 428]]"
4,4,10,0.19286666666666666,0.1968,"[[0, 906, 0, 0, 26, 0, 0, 0, 0, 48], [0, 1037, 0, 0, 3, 0, 0, 0, 0, 95], [0, 931, 0, 0, 16, 0, 0, 0, 0, 85], [0, 665, 0, 0, 276, 0, 0, 0, 0, 69], [0, 177, 0, 0, 737, 0, 0, 0, 0, 68], [0, 364, 0, 0, 403, 0, 0, 0, 0, 125], [0, 686, 0, 0, 204, 0, 0, 0, 0, 68], [0, 568, 0, 0, 385, 0, 0, 0, 0, 75], [0, 387, 0, 0, 240, 0, 0, 0, 0, 347], [0, 287, 0, 0, 528, 0, 0, 0, 0, 194]]"
5,5,10,0.18315,0.1857,"[[0, 955, 0, 0, 18, 0, 0, 0, 0, 7], [0, 1122, 0, 0, 2, 0, 0, 0, 0, 11], [0, 1013, 0, 0, 8, 0, 0, 0, 0, 11], [0, 801, 0, 0, 196, 0, 0, 0, 0, 13], [0, 286, 0, 0, 685, 0, 0, 0, 0, 11], [0, 512, 0, 0, 341, 0, 0, 0, 0, 39], [0, 808, 0, 0, 145, 0, 0, 0, 0, 5], [0, 714, 0, 0, 305, 0, 0, 0, 0, 9], [0, 588, 0, 0, 216, 0, 0, 0, 0, 170], [0, 424, 0, 0, 535, 0, 0, 0, 0, 50]]"
6,6,10,0.17703333333333332,0.1803,"[[0, 965, 0, 0, 13, 0, 0, 0, 0, 2], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1027, 0, 0, 5, 0, 0, 0, 0, 0], [0, 857, 0, 0, 151, 0, 0, 0, 0, 2], [0, 323, 0, 0, 659, 0, 0, 0, 0, 0], [0, 586, 0, 0, 299, 0, 0, 0, 0, 7], [0, 839, 0, 0, 118, 0, 0, 0, 0, 1], [0, 765, 0, 0, 262, 0, 0, 0, 0, 1], [0, 684, 0, 0, 201, 0, 0, 0, 0, 89], [0, 483, 0, 0, 517, 0, 0, 0, 0, 9]]"
7,7,10,0.17708333333333334,0.1803,"[[0, 961, 0, 0, 18, 0, 0, 0, 0, 1], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1027, 0, 0, 5, 0, 0, 0, 0, 0], [0, 882, 0, 0, 128, 0, 0, 0, 0, 0], [0, 314, 0, 0, 668, 0, 0, 0, 0, 0], [0, 603, 0, 0, 287, 0, 0, 0, 0, 2], [0, 844, 0, 0, 114, 0, 0, 0, 0, 0], [0, 765, 0, 0, 262, 0, 0, 0, 0, 1], [0, 702, 0, 0, 232, 0, 0, 0, 0, 40], [0, 473, 0, 0, 536, 0, 0, 0, 0, 0]]"
8,8,10,0.18101666666666666,0.1843,"[[0, 950, 0, 0, 30, 0, 0, 0, 0, 0], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1025, 0, 0, 7, 0, 0, 0, 0, 0], [0, 870, 0, 0, 140, 0, 0, 0, 0, 0], [0, 274, 0, 0, 708, 0, 0, 0, 0, 0], [0, 573, 0, 0, 319, 0, 0, 0, 0, 0], [0, 826, 0, 0, 132, 0, 0, 0, 0, 0], [0, 745, 0, 0, 283, 0, 0, 0, 0, 0], [0, 669, 0, 0, 288, 0, 0, 0, 0, 17], [0, 410, 0, 0, 599, 0, 0, 0, 0, 0]]"
9,9,10,0.18635,0.189,"[[0, 934, 0, 0, 46, 0, 0, 0, 0, 0], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1022, 0, 0, 10, 0, 0, 0, 0, 0], [0, 840, 0, 0, 170, 0, 0, 0, 0, 0], [0, 227, 0, 0, 755, 0, 0, 0, 0, 0], [0, 514, 0, 0, 378, 0, 0, 0, 0, 0], [0, 785, 0, 0, 173, 0, 0, 0, 0, 0], [0, 710, 0, 0, 318, 0, 0, 0, 0, 0], [0, 589, 0, 0, 376, 0, 0, 0, 0, 9], [0, 324, 0, 0, 685, 0, 0, 0, 0, 0]]"
10,10,10,0.19241666666666668,0.1964,"[[1, 896, 0, 0, 83, 0, 0, 0, 0, 0], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1015, 0, 0, 17, 0, 0, 0, 0, 0], [0, 771, 0, 0, 239, 0, 0, 0, 0, 0], [0, 154, 0, 0, 828, 0, 0, 0, 0, 0], [0, 450, 0, 0, 442, 0, 0, 0, 0, 0], [0, 689, 0, 0, 269, 0, 0, 0, 0, 0], [0, 653, 0, 0, 375, 0, 0, 0, 0, 0], [0, 481, 0, 0, 486, 0, 0, 0, 0, 7], [0, 241, 0, 0, 768, 0, 0, 0, 0, 0]]"
11,11,10,0.2018,0.2077,"[[60, 777, 0, 0, 143, 0, 0, 0, 0, 0], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 32, 0, 0, 0, 0, 0], [0, 690, 0, 0, 320, 0, 0, 0, 0, 0], [0, 100, 0, 0, 882, 0, 0, 0, 0, 0], [1, 375, 0, 0, 516, 0, 0, 0, 0, 0], [0, 555, 0, 0, 403, 0, 0, 0, 0, 0], [0, 568, 0, 0, 460, 0, 0, 0, 0, 0], [0, 359, 0, 0, 609, 0, 0, 0, 0, 6], [0, 164, 0, 0, 845, 0, 0, 0, 0, 0]]"
12,12,10,0.23108333333333334,0.2355,"[[308, 514, 0, 0, 158, 0, 0, 0, 0, 0], [0, 1135, 0, 0, 0, 0, 0, 0, 0, 0], [2, 976, 0, 0, 54, 0, 0, 0, 0, 0], [2, 592, 0, 0, 416, 0, 0, 0, 0, 0], [0, 70, 0, 0, 912, 0, 0, 0, 0, 0], [3, 305, 0, 0, 584, 0, 0, 0, 0, 0], [3, 424, 0, 0, 531, 0, 0, 0, 0, 0], [0, 489, 0, 0, 539, 0, 0, 0, 0, 0], [0, 283, 0, 0, 684, 0, 0, 0, 0, 7], [2, 111, 0, 0, 896, 0, 0, 0, 0, 0]]"
