,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.10002,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000]]"
1,1,0.10004,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998]]"
2,2,0.10014,0.0999,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 2, 998], [0, 0, 0, 0, 0, 0, 0, 0, 3, 997]]"
3,3,0.10914,0.1079,"[[79, 0, 0, 0, 0, 0, 0, 0, 35, 886], [38, 0, 0, 0, 0, 0, 0, 0, 47, 915], [27, 0, 0, 0, 0, 0, 0, 0, 10, 963], [59, 0, 0, 0, 0, 0, 0, 0, 14, 927], [13, 0, 0, 0, 0, 0, 0, 0, 12, 975], [119, 0, 0, 1, 0, 0, 0, 0, 18, 862], [15, 0, 0, 1, 0, 0, 0, 0, 5, 979], [26, 0, 0, 0, 0, 0, 0, 0, 14, 960], [85, 0, 0, 0, 0, 0, 0, 0, 53, 862], [23, 0, 0, 0, 0, 0, 0, 0, 30, 947]]"
4,4,0.13846,0.1473,"[[700, 0, 0, 3, 0, 0, 0, 0, 51, 246], [484, 0, 0, 6, 0, 0, 0, 2, 86, 422], [611, 0, 0, 4, 0, 0, 0, 3, 16, 366], [576, 0, 0, 15, 0, 0, 0, 1, 12, 396], [528, 0, 0, 5, 0, 0, 0, 4, 14, 449], [688, 0, 0, 13, 0, 0, 0, 1, 7, 291], [518, 0, 0, 7, 0, 0, 0, 5, 17, 453], [502, 0, 0, 7, 0, 0, 0, 1, 32, 458], [565, 0, 0, 4, 0, 0, 0, 0, 134, 297], [303, 0, 0, 1, 0, 0, 0, 0, 73, 623]]"
5,5,0.141,0.1495,"[[778, 0, 0, 6, 0, 0, 0, 1, 143, 72], [602, 0, 0, 20, 0, 0, 1, 3, 230, 144], [827, 0, 0, 19, 0, 0, 0, 6, 49, 99], [763, 0, 0, 47, 0, 0, 0, 6, 42, 142], [794, 0, 0, 37, 0, 0, 1, 13, 43, 112], [816, 0, 0, 43, 0, 0, 0, 3, 32, 106], [795, 0, 0, 37, 0, 1, 1, 9, 41, 116], [675, 0, 0, 27, 0, 1, 0, 3, 76, 218], [558, 0, 0, 16, 0, 0, 0, 0, 340, 86], [413, 0, 0, 4, 0, 1, 0, 2, 254, 326]]"
6,6,0.15176,0.1576,"[[680, 0, 0, 24, 0, 3, 0, 0, 235, 58], [445, 0, 0, 51, 0, 16, 1, 3, 376, 108], [767, 0, 0, 61, 0, 10, 0, 6, 104, 52], [642, 0, 0, 166, 0, 7, 1, 4, 88, 92], [694, 0, 0, 133, 0, 6, 1, 8, 84, 74], [711, 0, 0, 143, 0, 5, 0, 3, 65, 73], [688, 0, 0, 115, 0, 26, 2, 3, 95, 71], [577, 0, 0, 82, 0, 8, 0, 0, 157, 176], [412, 0, 0, 60, 0, 3, 0, 0, 449, 76], [321, 0, 0, 17, 0, 2, 0, 1, 385, 274]]"
7,7,0.17412,0.1823,"[[549, 0, 0, 47, 0, 56, 0, 1, 235, 112], [263, 0, 0, 48, 0, 140, 1, 4, 367, 177], [570, 0, 0, 102, 0, 135, 0, 7, 111, 75], [374, 0, 0, 239, 0, 194, 1, 4, 73, 115], [427, 0, 0, 182, 0, 198, 2, 6, 94, 91], [431, 0, 0, 193, 0, 202, 0, 3, 83, 88], [369, 0, 0, 127, 0, 306, 4, 3, 108, 83], [335, 0, 0, 182, 0, 112, 0, 0, 157, 214], [261, 0, 0, 54, 0, 102, 0, 1, 433, 149], [212, 0, 0, 36, 0, 46, 1, 2, 307, 396]]"
8,8,0.18218,0.1894,"[[540, 0, 0, 33, 0, 85, 2, 3, 203, 134], [241, 1, 0, 36, 0, 180, 3, 10, 329, 200], [483, 3, 0, 73, 0, 253, 2, 23, 86, 77], [299, 1, 0, 169, 0, 340, 4, 21, 47, 119], [344, 0, 0, 131, 0, 334, 8, 30, 58, 95], [366, 0, 0, 133, 0, 339, 0, 19, 58, 85], [270, 1, 0, 91, 0, 454, 14, 21, 64, 85], [295, 1, 0, 163, 0, 174, 2, 14, 127, 224], [257, 0, 0, 24, 0, 137, 0, 2, 386, 194], [213, 0, 0, 34, 0, 64, 5, 8, 245, 431]]"
9,9,0.20978,0.2142,"[[536, 4, 0, 39, 0, 73, 4, 21, 207, 116], [197, 5, 0, 43, 1, 165, 37, 36, 345, 171], [303, 9, 0, 132, 0, 292, 36, 93, 64, 71], [189, 4, 1, 212, 0, 355, 29, 74, 30, 106], [155, 7, 1, 199, 0, 343, 69, 100, 36, 90], [234, 7, 0, 181, 0, 355, 21, 93, 46, 63], [105, 11, 0, 145, 0, 443, 104, 89, 24, 79], [146, 9, 0, 206, 0, 177, 21, 120, 97, 224], [268, 1, 0, 20, 0, 119, 0, 11, 397, 184], [171, 3, 0, 43, 0, 56, 19, 60, 235, 413]]"
