,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.2541,"[[222, 152, 4, 43, 10, 12, 137, 103, 40, 277], [3, 484, 0, 9, 8, 9, 194, 33, 5, 255], [57, 65, 1, 37, 11, 15, 669, 71, 7, 67], [8, 43, 0, 28, 9, 30, 708, 119, 0, 55], [13, 24, 0, 19, 10, 9, 804, 62, 7, 52], [5, 52, 0, 31, 19, 48, 744, 71, 4, 26], [1, 16, 0, 0, 3, 3, 895, 58, 0, 24], [5, 64, 0, 12, 19, 12, 510, 250, 3, 125], [36, 224, 0, 27, 7, 22, 106, 60, 80, 438], [2, 194, 0, 3, 9, 3, 176, 83, 7, 523]]"
1,1,10,10,0.4043,"[[360, 108, 9, 36, 27, 12, 23, 50, 287, 88], [8, 642, 1, 24, 2, 17, 17, 22, 67, 200], [82, 49, 48, 135, 192, 106, 213, 112, 35, 28], [31, 41, 24, 243, 55, 167, 256, 92, 18, 73], [37, 37, 11, 90, 298, 45, 276, 148, 36, 22], [28, 32, 16, 199, 88, 319, 171, 104, 19, 24], [4, 20, 5, 120, 114, 36, 604, 44, 5, 48], [25, 61, 8, 87, 77, 86, 86, 478, 27, 65], [98, 144, 3, 45, 19, 13, 11, 18, 508, 141], [7, 224, 1, 51, 5, 7, 34, 29, 99, 543]]"
2,2,10,10,0.4513,"[[340, 123, 35, 30, 49, 18, 26, 41, 286, 52], [8, 721, 10, 18, 9, 15, 6, 16, 74, 123], [50, 33, 200, 54, 215, 117, 166, 105, 31, 29], [14, 34, 55, 185, 70, 221, 271, 67, 20, 63], [26, 33, 52, 51, 410, 57, 191, 132, 31, 17], [10, 21, 49, 126, 83, 425, 150, 94, 18, 24], [2, 15, 27, 74, 157, 46, 604, 28, 9, 38], [23, 39, 14, 41, 78, 116, 76, 536, 17, 60], [55, 138, 9, 32, 34, 22, 14, 18, 609, 69], [17, 307, 6, 28, 9, 14, 24, 22, 90, 483]]"
3,3,10,10,0.4883,"[[427, 79, 45, 23, 43, 12, 25, 19, 249, 78], [16, 666, 13, 14, 12, 12, 7, 8, 73, 179], [51, 29, 293, 75, 216, 86, 121, 59, 33, 37], [27, 37, 71, 277, 79, 163, 223, 33, 20, 70], [31, 23, 70, 60, 474, 34, 169, 78, 32, 29], [10, 16, 70, 199, 76, 378, 128, 63, 19, 41], [5, 15, 39, 85, 135, 22, 636, 8, 6, 49], [34, 27, 34, 67, 82, 103, 58, 494, 22, 79], [68, 103, 19, 21, 28, 23, 9, 10, 636, 83], [15, 224, 10, 17, 9, 15, 17, 15, 76, 602]]"
4,4,10,10,0.4752,"[[455, 74, 24, 18, 50, 9, 29, 27, 250, 64], [17, 694, 9, 12, 20, 17, 11, 9, 82, 129], [73, 26, 178, 83, 246, 83, 183, 71, 33, 24], [25, 32, 33, 224, 100, 177, 298, 46, 24, 41], [40, 17, 35, 50, 462, 32, 211, 96, 36, 21], [11, 18, 33, 178, 117, 358, 169, 77, 15, 24], [7, 12, 8, 49, 150, 19, 710, 13, 7, 25], [31, 22, 19, 47, 109, 101, 71, 524, 20, 56], [75, 101, 8, 22, 38, 23, 14, 9, 651, 59], [19, 279, 3, 11, 18, 17, 28, 23, 106, 496]]"
5,5,10,10,0.4952,"[[495, 85, 33, 16, 55, 6, 38, 34, 178, 60], [18, 734, 8, 10, 18, 9, 14, 12, 58, 119], [62, 21, 285, 49, 202, 64, 180, 80, 31, 26], [26, 31, 61, 230, 100, 146, 302, 47, 22, 35], [30, 19, 58, 46, 471, 26, 206, 98, 29, 17], [8, 16, 67, 160, 111, 343, 169, 82, 15, 29], [5, 11, 21, 41, 146, 20, 710, 19, 8, 19], [17, 18, 26, 48, 124, 86, 64, 547, 21, 49], [84, 113, 8, 16, 47, 19, 21, 8, 629, 55], [19, 279, 7, 12, 18, 16, 32, 30, 79, 508]]"
6,6,10,10,0.4938,"[[406, 79, 27, 27, 56, 12, 25, 22, 273, 73], [10, 721, 7, 13, 17, 8, 9, 14, 70, 131], [62, 23, 234, 77, 212, 117, 143, 72, 31, 29], [26, 27, 35, 259, 77, 237, 228, 44, 25, 42], [28, 19, 45, 63, 470, 57, 165, 103, 28, 22], [8, 14, 37, 169, 81, 453, 118, 69, 17, 34], [3, 13, 23, 64, 137, 47, 659, 24, 11, 19], [23, 22, 24, 62, 88, 118, 54, 527, 18, 64], [38, 99, 5, 23, 38, 22, 17, 6, 681, 71], [10, 259, 4, 22, 10, 18, 28, 18, 103, 528]]"
7,7,10,10,0.5042,"[[469, 63, 27, 18, 54, 12, 31, 31, 220, 75], [29, 659, 6, 13, 16, 12, 16, 17, 78, 154], [62, 20, 306, 54, 193, 82, 154, 78, 25, 26], [24, 22, 48, 244, 87, 193, 259, 64, 22, 37], [31, 14, 67, 51, 467, 32, 171, 118, 31, 18], [9, 13, 56, 164, 100, 388, 136, 94, 16, 24], [5, 6, 22, 51, 144, 32, 695, 21, 10, 14], [30, 16, 24, 49, 97, 88, 61, 571, 14, 50], [55, 78, 8, 14, 42, 20, 22, 10, 677, 74], [18, 207, 5, 23, 12, 15, 32, 26, 96, 566]]"
8,8,10,10,0.5068,"[[508, 65, 30, 16, 47, 7, 29, 19, 213, 66], [27, 702, 8, 17, 14, 9, 11, 14, 88, 110], [67, 15, 320, 68, 171, 81, 158, 65, 23, 32], [35, 20, 43, 259, 83, 197, 239, 53, 29, 42], [42, 18, 83, 56, 438, 35, 185, 99, 30, 14], [13, 15, 40, 175, 91, 423, 120, 78, 16, 29], [7, 7, 32, 60, 111, 33, 698, 23, 13, 16], [33, 19, 24, 60, 97, 95, 55, 541, 17, 59], [77, 83, 8, 29, 40, 14, 17, 8, 661, 63], [18, 244, 8, 22, 21, 12, 26, 26, 105, 518]]"
9,9,10,10,0.5167,"[[507, 70, 34, 24, 49, 11, 33, 14, 197, 61], [31, 722, 8, 18, 13, 14, 12, 11, 64, 107], [75, 16, 313, 66, 180, 85, 157, 56, 27, 25], [28, 19, 43, 305, 85, 186, 237, 43, 22, 32], [35, 16, 65, 61, 478, 36, 172, 94, 30, 13], [10, 11, 46, 211, 94, 398, 127, 68, 14, 21], [8, 8, 34, 56, 116, 34, 700, 19, 12, 13], [25, 19, 23, 70, 120, 93, 55, 530, 19, 46], [74, 83, 9, 26, 39, 18, 16, 7, 674, 54], [20, 230, 8, 33, 11, 14, 29, 21, 94, 540]]"
