,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1224,"[[616, 0, 0, 363, 0, 0, 0, 21, 0, 0], [492, 0, 0, 507, 0, 0, 0, 1, 0, 0], [386, 0, 0, 605, 0, 0, 0, 9, 0, 0], [386, 0, 0, 604, 0, 1, 0, 9, 0, 0], [279, 0, 0, 718, 0, 0, 0, 3, 0, 0], [517, 0, 0, 469, 0, 0, 0, 14, 0, 0], [248, 0, 0, 745, 0, 0, 0, 7, 0, 0], [455, 0, 0, 541, 0, 0, 0, 4, 0, 0], [625, 0, 0, 369, 0, 0, 0, 6, 0, 0], [557, 0, 0, 442, 0, 0, 0, 1, 0, 0]]"
1,1,10,10,0.1462,"[[418, 2, 0, 64, 0, 56, 2, 316, 0, 142], [426, 2, 0, 119, 0, 53, 6, 148, 0, 246], [361, 3, 1, 146, 0, 78, 9, 324, 0, 78], [257, 1, 0, 143, 0, 200, 15, 299, 0, 85], [294, 2, 0, 194, 0, 145, 11, 283, 0, 71], [299, 1, 0, 113, 0, 177, 8, 330, 0, 72], [314, 3, 0, 227, 0, 104, 15, 272, 0, 65], [323, 0, 0, 100, 0, 119, 7, 292, 0, 159], [363, 2, 0, 51, 0, 94, 1, 190, 0, 299], [339, 3, 0, 53, 0, 30, 1, 160, 0, 414]]"
2,2,10,10,0.1856,"[[112, 144, 109, 1, 25, 68, 305, 5, 0, 231], [40, 273, 35, 4, 18, 45, 247, 6, 0, 332], [52, 109, 165, 5, 42, 71, 443, 0, 0, 113], [46, 73, 100, 12, 69, 164, 396, 8, 1, 131], [34, 97, 94, 2, 63, 102, 485, 7, 0, 116], [42, 90, 91, 6, 57, 148, 444, 8, 1, 113], [35, 119, 86, 3, 41, 85, 510, 1, 0, 120], [44, 127, 94, 11, 74, 120, 242, 24, 0, 264], [23, 185, 26, 0, 10, 78, 251, 3, 0, 424], [51, 148, 48, 2, 20, 22, 151, 9, 0, 549]]"
3,3,10,10,0.2078,"[[105, 120, 208, 60, 199, 4, 105, 20, 3, 176], [50, 258, 51, 128, 64, 22, 112, 11, 7, 297], [61, 61, 246, 110, 236, 25, 158, 12, 4, 87], [43, 35, 126, 184, 246, 76, 134, 33, 5, 118], [35, 58, 166, 120, 316, 40, 139, 22, 5, 99], [52, 38, 119, 196, 205, 93, 170, 25, 9, 93], [29, 63, 131, 189, 190, 40, 245, 15, 5, 93], [34, 119, 115, 56, 254, 25, 98, 92, 3, 204], [52, 218, 49, 115, 74, 38, 103, 13, 29, 309], [59, 133, 57, 45, 70, 2, 78, 29, 17, 510]]"
4,4,10,10,0.233,"[[180, 154, 14, 41, 298, 20, 89, 110, 53, 41], [55, 323, 4, 36, 102, 36, 127, 86, 48, 183], [64, 50, 44, 69, 409, 80, 143, 79, 21, 41], [64, 45, 25, 95, 279, 179, 105, 112, 18, 78], [61, 66, 23, 32, 436, 65, 162, 112, 16, 27], [55, 40, 18, 73, 265, 234, 131, 110, 31, 43], [38, 57, 22, 82, 269, 133, 264, 74, 16, 45], [64, 109, 15, 52, 239, 42, 110, 257, 30, 82], [40, 281, 5, 25, 111, 100, 84, 105, 144, 105], [53, 167, 5, 42, 86, 27, 54, 137, 76, 353]]"
5,5,10,10,0.2655,"[[198, 139, 137, 73, 117, 21, 54, 103, 96, 62], [53, 389, 16, 48, 47, 23, 54, 68, 60, 242], [54, 53, 221, 153, 174, 77, 99, 90, 30, 49], [49, 55, 81, 226, 150, 151, 72, 99, 24, 93], [62, 74, 139, 75, 275, 82, 118, 113, 31, 31], [44, 48, 97, 179, 130, 224, 86, 99, 36, 57], [30, 59, 79, 203, 165, 96, 218, 64, 31, 55], [69, 99, 57, 112, 138, 52, 76, 267, 37, 93], [36, 223, 40, 54, 65, 66, 44, 108, 216, 148], [49, 145, 24, 67, 37, 24, 26, 133, 74, 421]]"
6,6,10,10,0.2843,"[[193, 87, 166, 42, 119, 9, 64, 86, 143, 91], [36, 348, 24, 30, 43, 15, 36, 65, 84, 319], [49, 43, 279, 138, 148, 56, 108, 93, 32, 54], [35, 42, 114, 198, 163, 121, 96, 76, 35, 120], [60, 55, 191, 55, 282, 51, 123, 95, 37, 51], [39, 37, 121, 153, 146, 195, 112, 88, 37, 72], [29, 50, 125, 168, 164, 59, 243, 54, 31, 77], [57, 75, 84, 78, 134, 48, 82, 290, 37, 115], [56, 150, 43, 29, 78, 36, 50, 81, 303, 174], [37, 94, 30, 45, 40, 15, 24, 108, 95, 512]]"
7,7,10,10,0.3051,"[[284, 91, 127, 18, 87, 12, 74, 92, 142, 73], [63, 391, 11, 12, 28, 16, 43, 64, 82, 290], [78, 50, 277, 98, 110, 81, 127, 98, 31, 50], [50, 65, 114, 147, 103, 140, 140, 99, 31, 111], [97, 70, 161, 49, 221, 49, 141, 122, 44, 46], [57, 47, 113, 117, 107, 227, 137, 104, 24, 67], [46, 64, 100, 87, 138, 68, 321, 75, 26, 75], [79, 85, 63, 43, 93, 61, 85, 349, 33, 109], [100, 166, 30, 16, 70, 33, 42, 69, 339, 135], [36, 135, 28, 26, 35, 20, 23, 106, 96, 495]]"
8,8,10,10,0.3189,"[[354, 69, 93, 17, 74, 8, 81, 77, 152, 75], [61, 387, 11, 18, 36, 11, 48, 58, 85, 285], [93, 44, 273, 123, 98, 66, 136, 86, 36, 45], [57, 59, 93, 205, 97, 93, 172, 84, 30, 110], [121, 61, 155, 72, 207, 30, 141, 125, 43, 45], [58, 35, 96, 170, 107, 195, 167, 102, 17, 53], [53, 46, 81, 105, 119, 45, 392, 65, 21, 73], [89, 76, 57, 64, 102, 55, 93, 328, 30, 106], [122, 140, 24, 17, 74, 24, 57, 46, 371, 125], [35, 147, 25, 45, 29, 17, 38, 85, 102, 477]]"
9,9,10,10,0.3313,"[[358, 87, 103, 14, 51, 7, 76, 66, 187, 51], [54, 445, 13, 19, 23, 11, 53, 54, 99, 229], [87, 51, 319, 109, 74, 77, 137, 74, 34, 38], [41, 69, 96, 206, 72, 121, 191, 94, 21, 89], [101, 76, 173, 70, 170, 45, 174, 111, 42, 38], [42, 40, 129, 153, 86, 222, 175, 96, 14, 43], [40, 56, 94, 88, 91, 47, 442, 71, 16, 55], [83, 83, 80, 59, 85, 70, 95, 322, 37, 86], [113, 157, 29, 12, 57, 25, 56, 37, 406, 108], [39, 187, 25, 35, 21, 24, 50, 83, 113, 423]]"
