,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.11094,0.1108,"[[0, 0, 0, 0, 0, 0, 0, 0, 216, 784], [0, 0, 0, 0, 0, 0, 0, 0, 146, 854], [0, 0, 0, 0, 0, 0, 0, 0, 72, 928], [0, 0, 0, 0, 0, 0, 0, 0, 98, 902], [0, 0, 0, 0, 0, 0, 0, 0, 55, 945], [0, 0, 0, 0, 0, 0, 0, 0, 161, 839], [0, 0, 0, 0, 0, 0, 0, 0, 47, 953], [0, 0, 0, 0, 0, 1, 0, 0, 97, 902], [0, 0, 0, 0, 0, 0, 0, 0, 229, 771], [0, 0, 0, 0, 0, 0, 0, 0, 121, 879]]"
1,1,0.12844,0.1266,"[[0, 1, 0, 0, 33, 9, 0, 0, 945, 12], [0, 0, 0, 0, 73, 26, 0, 0, 868, 33], [0, 2, 0, 2, 104, 26, 0, 0, 842, 24], [0, 0, 0, 7, 169, 40, 0, 0, 739, 45], [0, 0, 0, 1, 216, 24, 0, 0, 731, 28], [3, 1, 0, 10, 121, 39, 0, 0, 795, 31], [0, 0, 0, 1, 177, 57, 0, 0, 738, 27], [1, 0, 0, 3, 106, 14, 0, 0, 793, 83], [0, 0, 0, 2, 45, 14, 0, 0, 923, 16], [0, 0, 0, 0, 27, 6, 0, 0, 886, 81]]"
2,2,0.155,0.1564,"[[533, 1, 0, 23, 4, 25, 0, 0, 386, 28], [248, 2, 0, 36, 8, 90, 0, 0, 555, 61], [617, 3, 0, 54, 28, 74, 0, 0, 205, 19], [479, 2, 0, 150, 32, 106, 0, 0, 188, 43], [517, 3, 0, 105, 48, 117, 0, 4, 182, 24], [544, 3, 0, 139, 28, 81, 0, 0, 169, 36], [458, 5, 0, 61, 20, 224, 0, 2, 204, 26], [446, 0, 0, 89, 23, 55, 0, 0, 279, 108], [268, 0, 0, 49, 5, 38, 0, 0, 606, 34], [215, 0, 0, 17, 6, 23, 0, 0, 595, 144]]"
3,3,0.18978,0.1946,"[[501, 6, 0, 25, 1, 74, 1, 2, 285, 105], [168, 20, 0, 30, 2, 185, 3, 10, 432, 150], [423, 22, 1, 66, 2, 311, 0, 8, 104, 63], [260, 11, 8, 152, 5, 388, 2, 11, 58, 105], [275, 23, 1, 105, 9, 429, 0, 14, 66, 78], [330, 9, 3, 129, 5, 360, 0, 14, 75, 75], [194, 27, 5, 90, 2, 529, 4, 15, 59, 75], [237, 10, 1, 145, 1, 212, 0, 19, 152, 223], [230, 2, 0, 13, 0, 121, 0, 2, 487, 145], [182, 6, 1, 33, 2, 74, 1, 7, 301, 393]]"
4,4,0.24326,0.2583,"[[519, 21, 1, 11, 5, 63, 26, 44, 185, 125], [145, 66, 4, 9, 7, 146, 96, 58, 319, 150], [207, 26, 10, 54, 42, 239, 206, 114, 38, 64], [90, 21, 13, 102, 40, 341, 160, 128, 19, 86], [86, 17, 7, 52, 62, 245, 335, 113, 22, 61], [134, 28, 3, 75, 52, 383, 145, 109, 25, 46], [35, 20, 3, 47, 18, 221, 479, 122, 5, 50], [75, 41, 7, 97, 55, 176, 114, 188, 54, 193], [255, 13, 2, 7, 2, 112, 4, 36, 377, 192], [126, 27, 6, 17, 10, 48, 59, 99, 211, 397]]"
5,5,0.25456,0.2707,"[[438, 22, 9, 8, 21, 81, 34, 94, 173, 120], [92, 114, 8, 0, 31, 159, 124, 94, 245, 133], [123, 22, 20, 11, 124, 176, 316, 133, 28, 47], [38, 17, 12, 24, 132, 292, 250, 175, 12, 48], [53, 8, 9, 10, 155, 142, 467, 95, 18, 43], [28, 25, 9, 23, 127, 377, 221, 136, 18, 36], [11, 7, 2, 5, 91, 119, 613, 131, 2, 19], [30, 41, 6, 21, 152, 152, 176, 270, 26, 126], [180, 26, 6, 2, 12, 133, 17, 60, 347, 217], [60, 38, 1, 7, 33, 63, 83, 174, 192, 349]]"
6,6,0.26004,0.2789,"[[453, 19, 5, 3, 20, 100, 36, 89, 159, 116], [88, 126, 6, 0, 49, 167, 105, 114, 229, 116], [116, 24, 11, 7, 146, 204, 296, 132, 23, 41], [32, 13, 6, 14, 172, 301, 217, 189, 15, 41], [53, 7, 1, 6, 227, 136, 409, 108, 17, 36], [24, 13, 8, 13, 166, 383, 203, 134, 21, 35], [9, 3, 2, 2, 136, 104, 589, 138, 2, 15], [28, 31, 3, 13, 188, 165, 130, 322, 27, 93], [187, 26, 4, 1, 13, 141, 13, 74, 344, 197], [66, 32, 1, 6, 37, 75, 73, 207, 183, 320]]"
7,7,0.27978,0.2943,"[[501, 41, 0, 10, 10, 66, 33, 88, 175, 76], [107, 211, 6, 2, 29, 132, 96, 120, 206, 91], [147, 45, 7, 29, 132, 177, 258, 155, 23, 27], [54, 20, 6, 33, 140, 307, 183, 197, 17, 43], [67, 10, 2, 11, 249, 133, 339, 146, 17, 26], [44, 25, 7, 29, 133, 387, 176, 142, 24, 33], [13, 7, 3, 6, 147, 116, 531, 161, 2, 14], [40, 44, 2, 24, 164, 165, 102, 354, 24, 81], [229, 51, 1, 1, 8, 100, 9, 74, 385, 142], [85, 53, 3, 11, 24, 64, 69, 211, 195, 285]]"
8,8,0.28902,0.3094,"[[582, 38, 8, 12, 13, 45, 27, 71, 136, 68], [134, 244, 11, 13, 25, 96, 79, 101, 181, 116], [176, 47, 22, 54, 156, 136, 214, 139, 20, 36], [85, 24, 17, 87, 130, 270, 142, 179, 12, 54], [94, 6, 12, 23, 295, 110, 265, 153, 15, 27], [86, 25, 21, 77, 123, 334, 147, 130, 22, 35], [22, 10, 11, 31, 169, 115, 473, 148, 2, 19], [67, 40, 12, 51, 137, 122, 89, 360, 24, 98], [302, 49, 3, 3, 9, 73, 7, 59, 363, 132], [123, 57, 6, 25, 18, 42, 61, 152, 182, 334]]"
9,9,0.30386,0.3241,"[[500, 33, 23, 12, 11, 42, 28, 79, 198, 74], [102, 262, 20, 19, 18, 95, 79, 95, 182, 128], [146, 46, 45, 56, 127, 154, 206, 164, 26, 30], [62, 18, 30, 104, 83, 302, 157, 177, 19, 48], [76, 4, 21, 27, 251, 126, 277, 168, 22, 28], [56, 20, 37, 84, 74, 361, 158, 150, 29, 31], [13, 5, 15, 39, 107, 137, 502, 158, 4, 20], [46, 35, 22, 53, 105, 125, 90, 404, 27, 93], [212, 49, 4, 3, 7, 72, 7, 71, 450, 125], [85, 57, 10, 30, 9, 45, 63, 155, 184, 362]]"
