,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1,"[[0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0]]"
1,1,10,10,0.1,"[[0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 3, 0, 997, 0, 0, 0, 0, 0, 0], [0, 1, 0, 999, 0, 0, 0, 0, 0, 0]]"
2,2,10,10,0.1011,"[[0, 998, 0, 2, 0, 0, 0, 0, 0, 0], [0, 992, 0, 8, 0, 0, 0, 0, 0, 0], [0, 991, 0, 9, 0, 0, 0, 0, 0, 0], [0, 981, 0, 19, 0, 0, 0, 0, 0, 0], [0, 994, 0, 6, 0, 0, 0, 0, 0, 0], [0, 985, 0, 15, 0, 0, 0, 0, 0, 0], [0, 991, 0, 9, 0, 0, 0, 0, 0, 0], [0, 982, 0, 18, 0, 0, 0, 0, 0, 0], [0, 994, 0, 6, 0, 0, 0, 0, 0, 0], [0, 980, 0, 20, 0, 0, 0, 0, 0, 0]]"
3,3,10,10,0.1053,"[[926, 74, 0, 0, 0, 0, 0, 0, 0, 0], [873, 127, 0, 0, 0, 0, 0, 0, 0, 0], [829, 171, 0, 0, 0, 0, 0, 0, 0, 0], [816, 184, 0, 0, 0, 0, 0, 0, 0, 0], [779, 221, 0, 0, 0, 0, 0, 0, 0, 0], [878, 122, 0, 0, 0, 0, 0, 0, 0, 0], [815, 185, 0, 0, 0, 0, 0, 0, 0, 0], [875, 124, 0, 1, 0, 0, 0, 0, 0, 0], [943, 57, 0, 0, 0, 0, 0, 0, 0, 0], [893, 107, 0, 0, 0, 0, 0, 0, 0, 0]]"
4,4,10,10,0.1258,"[[720, 273, 0, 7, 0, 0, 0, 0, 0, 0], [485, 513, 0, 2, 0, 0, 0, 0, 0, 0], [450, 545, 0, 5, 0, 0, 0, 0, 0, 0], [425, 550, 0, 25, 0, 0, 0, 0, 0, 0], [306, 682, 0, 12, 0, 0, 0, 0, 0, 0], [548, 431, 0, 21, 0, 0, 0, 0, 0, 0], [294, 692, 0, 14, 0, 0, 0, 0, 0, 0], [512, 472, 0, 16, 0, 0, 0, 0, 0, 0], [642, 352, 0, 6, 0, 0, 0, 0, 0, 0], [567, 431, 0, 2, 0, 0, 0, 0, 0, 0]]"
5,5,10,10,0.153,"[[426, 459, 0, 22, 0, 0, 0, 93, 0, 0], [168, 763, 0, 40, 0, 0, 1, 27, 0, 1], [147, 645, 0, 83, 0, 0, 3, 122, 0, 0], [103, 559, 0, 185, 0, 0, 4, 149, 0, 0], [60, 680, 0, 164, 0, 0, 10, 86, 0, 0], [121, 539, 0, 163, 0, 0, 2, 175, 0, 0], [50, 703, 0, 155, 0, 0, 7, 85, 0, 0], [161, 575, 0, 117, 0, 0, 1, 146, 0, 0], [319, 561, 0, 64, 0, 0, 0, 54, 0, 2], [252, 675, 0, 24, 0, 0, 0, 46, 0, 3]]"
6,6,10,10,0.1744,"[[21, 207, 0, 617, 0, 31, 27, 23, 0, 74], [6, 412, 0, 365, 0, 4, 108, 15, 0, 90], [3, 108, 0, 581, 0, 4, 269, 14, 0, 21], [1, 72, 0, 625, 0, 19, 248, 14, 0, 21], [1, 83, 0, 470, 0, 8, 414, 9, 0, 15], [0, 75, 0, 701, 0, 20, 182, 12, 0, 10], [0, 69, 0, 450, 0, 8, 458, 9, 0, 6], [1, 154, 0, 562, 0, 9, 182, 38, 0, 54], [8, 374, 0, 441, 0, 14, 28, 16, 0, 119], [3, 355, 0, 398, 0, 6, 43, 25, 0, 170]]"
7,7,10,10,0.2109,"[[127, 159, 0, 97, 0, 64, 77, 215, 0, 261], [16, 301, 0, 109, 0, 8, 201, 91, 0, 274], [33, 74, 0, 103, 0, 45, 512, 159, 0, 74], [3, 35, 0, 141, 0, 92, 504, 163, 0, 62], [2, 38, 0, 81, 0, 28, 674, 105, 0, 72], [4, 52, 0, 175, 0, 135, 450, 143, 0, 41], [0, 33, 0, 55, 0, 37, 735, 112, 0, 28], [3, 104, 0, 97, 0, 60, 342, 229, 0, 165], [27, 216, 0, 121, 0, 58, 73, 121, 0, 384], [9, 160, 0, 80, 0, 14, 120, 176, 0, 441]]"
8,8,10,10,0.166,"[[190, 61, 3, 40, 0, 2, 434, 123, 0, 147], [36, 157, 2, 21, 0, 0, 564, 90, 0, 130], [46, 26, 0, 15, 0, 0, 845, 40, 0, 28], [2, 12, 0, 4, 1, 0, 933, 32, 0, 16], [11, 9, 0, 4, 0, 0, 920, 29, 0, 27], [6, 7, 0, 6, 0, 0, 957, 15, 0, 9], [1, 0, 0, 0, 1, 0, 981, 11, 0, 6], [3, 10, 0, 10, 0, 0, 826, 106, 0, 45], [86, 120, 4, 36, 0, 0, 454, 121, 0, 179], [21, 77, 1, 19, 0, 0, 512, 148, 0, 222]]"
9,9,10,10,0.1152,"[[47, 64, 0, 16, 5, 0, 789, 46, 0, 33], [4, 82, 0, 5, 3, 0, 886, 9, 0, 11], [8, 17, 0, 2, 0, 0, 955, 11, 0, 7], [0, 4, 0, 1, 2, 0, 986, 4, 0, 3], [1, 6, 0, 0, 0, 0, 976, 7, 0, 10], [2, 2, 0, 0, 0, 0, 993, 3, 0, 0], [0, 2, 0, 0, 0, 0, 998, 0, 0, 0], [1, 1, 0, 0, 0, 0, 990, 4, 0, 4], [12, 42, 0, 8, 2, 0, 874, 31, 0, 31], [4, 38, 0, 2, 2, 0, 906, 28, 0, 20]]"
