,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.18056,0.1788,"[[0, 140, 0, 21, 19, 33, 1, 0, 217, 569], [0, 264, 0, 32, 60, 50, 0, 8, 36, 550], [0, 101, 0, 120, 192, 62, 0, 7, 48, 470], [0, 105, 0, 94, 248, 125, 0, 16, 3, 409], [0, 64, 0, 121, 351, 60, 5, 6, 18, 375], [0, 152, 0, 93, 195, 133, 1, 15, 9, 402], [0, 73, 0, 151, 381, 49, 3, 11, 2, 330], [0, 95, 0, 59, 186, 63, 0, 14, 8, 575], [0, 166, 0, 16, 27, 69, 0, 0, 143, 579], [0, 103, 0, 22, 39, 19, 0, 1, 30, 786]]"
1,1,0.25388,0.2712,"[[523, 4, 0, 12, 7, 70, 36, 49, 257, 42], [170, 18, 3, 13, 10, 121, 88, 79, 425, 73], [186, 11, 5, 42, 94, 205, 299, 81, 55, 22], [114, 3, 7, 63, 92, 320, 211, 138, 33, 19], [89, 2, 3, 33, 147, 142, 451, 84, 32, 17], [143, 5, 5, 45, 103, 375, 191, 94, 28, 11], [28, 2, 5, 47, 69, 132, 605, 95, 6, 11], [109, 8, 5, 55, 113, 169, 135, 282, 46, 78], [281, 1, 3, 12, 3, 92, 9, 36, 495, 68], [167, 4, 3, 18, 11, 55, 63, 139, 341, 199]]"
2,2,0.25218,0.2688,"[[400, 319, 9, 43, 0, 28, 7, 72, 8, 114], [28, 738, 4, 13, 0, 8, 1, 13, 1, 194], [101, 306, 18, 153, 9, 52, 146, 148, 3, 64], [25, 316, 9, 206, 1, 100, 90, 113, 0, 140], [33, 320, 12, 127, 38, 36, 212, 144, 2, 76], [20, 285, 12, 184, 2, 201, 87, 116, 6, 87], [5, 487, 2, 85, 2, 18, 197, 79, 1, 124], [27, 221, 6, 91, 8, 47, 42, 347, 4, 207], [208, 439, 7, 32, 0, 35, 2, 23, 41, 213], [28, 407, 2, 18, 0, 2, 1, 31, 9, 502]]"
3,3,0.25326,0.2733,"[[354, 5, 37, 56, 60, 59, 25, 59, 340, 5], [112, 28, 14, 54, 64, 127, 124, 47, 387, 43], [76, 5, 45, 93, 483, 94, 91, 46, 63, 4], [33, 1, 29, 132, 369, 200, 140, 68, 26, 2], [51, 0, 17, 50, 650, 64, 91, 48, 26, 3], [22, 0, 29, 83, 402, 309, 84, 40, 31, 0], [5, 0, 13, 68, 581, 33, 269, 23, 8, 0], [38, 1, 27, 57, 393, 113, 49, 283, 35, 4], [125, 5, 25, 63, 24, 81, 35, 40, 588, 14], [102, 3, 16, 91, 57, 46, 139, 112, 359, 75]]"
4,4,0.17032,0.1784,"[[14, 504, 251, 116, 0, 69, 0, 2, 0, 44], [0, 928, 0, 29, 0, 5, 0, 0, 0, 38], [0, 507, 69, 307, 0, 80, 0, 2, 0, 35], [0, 484, 9, 349, 0, 96, 0, 2, 0, 60], [1, 615, 25, 280, 1, 37, 0, 2, 0, 39], [0, 414, 5, 352, 0, 201, 0, 1, 0, 27], [0, 777, 3, 163, 1, 10, 0, 0, 0, 46], [0, 545, 11, 211, 0, 60, 0, 5, 0, 168], [8, 635, 96, 128, 0, 24, 0, 0, 1, 108], [0, 737, 6, 38, 0, 3, 0, 0, 0, 216]]"
5,5,0.2287,0.2381,"[[322, 8, 17, 0, 12, 1, 6, 3, 624, 7], [70, 23, 6, 0, 19, 4, 31, 10, 786, 51], [330, 15, 225, 4, 113, 35, 37, 30, 204, 7], [295, 4, 165, 18, 46, 117, 50, 46, 238, 21], [274, 1, 191, 3, 283, 24, 40, 37, 142, 5], [331, 8, 199, 12, 41, 136, 25, 55, 183, 10], [116, 7, 205, 3, 230, 57, 179, 26, 169, 8], [390, 9, 96, 2, 59, 29, 10, 216, 172, 17], [99, 2, 3, 0, 2, 1, 2, 1, 885, 5], [62, 2, 8, 3, 11, 4, 34, 13, 769, 94]]"
6,6,0.1441,0.1445,"[[6, 823, 1, 73, 51, 0, 28, 10, 5, 3], [0, 975, 0, 23, 0, 0, 1, 1, 0, 0], [0, 557, 0, 258, 18, 0, 142, 25, 0, 0], [0, 668, 0, 249, 1, 0, 70, 9, 1, 2], [0, 571, 0, 194, 16, 0, 167, 51, 0, 1], [0, 701, 0, 232, 3, 0, 51, 12, 0, 1], [0, 680, 0, 171, 1, 0, 137, 10, 0, 1], [0, 734, 0, 182, 2, 0, 25, 57, 0, 0], [1, 957, 0, 15, 4, 0, 16, 2, 3, 2], [0, 945, 0, 44, 0, 0, 6, 3, 0, 2]]"
7,7,0.1933,0.1972,"[[552, 4, 3, 0, 3, 1, 0, 1, 423, 13], [102, 9, 3, 0, 7, 3, 5, 16, 746, 109], [546, 6, 151, 3, 19, 51, 1, 19, 183, 21], [458, 3, 113, 14, 9, 118, 7, 24, 207, 47], [509, 0, 148, 6, 75, 40, 8, 20, 186, 8], [493, 0, 130, 15, 6, 135, 5, 37, 155, 24], [265, 1, 175, 7, 90, 91, 31, 27, 290, 23], [582, 1, 67, 5, 9, 32, 0, 117, 152, 35], [233, 0, 1, 0, 0, 1, 0, 1, 752, 12], [123, 1, 10, 2, 2, 3, 3, 5, 715, 136]]"
8,8,0.14546,0.1517,"[[53, 774, 3, 22, 9, 0, 15, 12, 30, 82], [0, 959, 0, 12, 0, 0, 3, 2, 0, 24], [10, 602, 11, 75, 11, 6, 117, 49, 5, 114], [0, 659, 1, 131, 1, 0, 30, 8, 1, 169], [2, 617, 4, 53, 27, 1, 139, 74, 1, 82], [2, 711, 2, 99, 0, 2, 23, 36, 0, 125], [1, 713, 1, 26, 0, 1, 136, 14, 0, 108], [2, 623, 0, 53, 2, 0, 9, 85, 1, 225], [5, 930, 0, 6, 2, 0, 10, 0, 21, 26], [0, 896, 0, 3, 0, 0, 8, 1, 0, 92]]"
9,9,0.20158,0.2162,"[[403, 4, 14, 2, 4, 2, 0, 7, 538, 26], [86, 19, 11, 7, 10, 17, 1, 28, 723, 98], [325, 8, 265, 3, 28, 64, 0, 43, 226, 38], [279, 1, 131, 28, 23, 155, 0, 43, 295, 45], [262, 2, 211, 10, 129, 52, 2, 49, 275, 8], [242, 7, 182, 26, 14, 177, 0, 43, 258, 51], [121, 6, 293, 27, 111, 104, 9, 33, 283, 13], [330, 7, 86, 11, 25, 51, 0, 208, 218, 64], [116, 2, 4, 1, 1, 1, 0, 2, 863, 10], [165, 1, 19, 16, 4, 8, 1, 21, 704, 61]]"
