,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.22798,0.2298,"[[386, 26, 9, 17, 0, 61, 12, 5, 310, 174], [59, 95, 12, 14, 6, 158, 58, 9, 343, 246], [185, 63, 43, 46, 13, 301, 92, 24, 77, 156], [95, 37, 26, 117, 17, 372, 64, 18, 44, 210], [75, 44, 45, 84, 32, 341, 142, 30, 42, 165], [132, 44, 40, 99, 21, 357, 63, 19, 75, 150], [35, 41, 28, 46, 14, 414, 219, 23, 18, 162], [59, 47, 26, 115, 8, 193, 52, 29, 88, 383], [130, 24, 6, 19, 0, 92, 1, 0, 473, 255], [50, 28, 10, 18, 3, 58, 32, 10, 244, 547]]"
1,1,0.25724,0.2732,"[[579, 49, 2, 3, 3, 20, 28, 19, 215, 82], [149, 244, 1, 5, 4, 45, 76, 34, 290, 152], [268, 96, 10, 22, 28, 134, 244, 76, 49, 73], [181, 88, 12, 62, 22, 224, 166, 86, 68, 91], [134, 43, 3, 49, 79, 117, 353, 97, 50, 75], [179, 102, 14, 55, 26, 238, 156, 80, 87, 63], [72, 44, 6, 22, 24, 141, 505, 94, 21, 71], [129, 87, 9, 56, 40, 78, 106, 178, 78, 239], [317, 57, 1, 4, 1, 31, 5, 10, 445, 129], [117, 56, 2, 15, 4, 27, 44, 24, 319, 392]]"
2,2,0.32956,0.3507,"[[442, 75, 5, 12, 16, 21, 27, 45, 206, 151], [40, 434, 3, 7, 8, 32, 56, 27, 139, 254], [140, 73, 23, 64, 166, 131, 194, 102, 43, 64], [53, 47, 22, 108, 64, 267, 179, 117, 33, 110], [62, 28, 10, 47, 248, 113, 299, 109, 39, 45], [44, 62, 19, 71, 66, 346, 175, 99, 53, 65], [13, 30, 9, 33, 100, 111, 542, 77, 9, 76], [36, 82, 14, 50, 93, 102, 93, 328, 27, 175], [125, 99, 1, 5, 2, 49, 8, 24, 460, 227], [30, 126, 3, 17, 5, 21, 39, 38, 145, 576]]"
3,3,0.37874,0.4067,"[[481, 81, 51, 21, 20, 14, 19, 57, 180, 76], [35, 571, 6, 16, 8, 25, 26, 31, 90, 192], [84, 50, 132, 111, 168, 106, 172, 125, 25, 27], [28, 52, 58, 183, 34, 241, 170, 126, 25, 83], [47, 35, 75, 63, 285, 59, 249, 128, 38, 21], [17, 41, 64, 137, 42, 383, 135, 116, 28, 37], [6, 27, 31, 60, 136, 69, 545, 64, 10, 52], [23, 66, 45, 71, 66, 92, 57, 465, 17, 98], [161, 113, 13, 18, 8, 40, 9, 27, 508, 103], [30, 192, 5, 33, 3, 19, 26, 64, 114, 514]]"
4,4,0.4028,0.4367,"[[463, 86, 30, 16, 23, 10, 25, 33, 241, 73], [15, 645, 2, 17, 4, 16, 17, 28, 102, 154], [81, 56, 167, 107, 138, 98, 165, 117, 38, 33], [30, 73, 55, 212, 19, 227, 175, 77, 35, 97], [57, 42, 81, 70, 270, 51, 232, 124, 46, 27], [17, 55, 55, 156, 18, 377, 124, 106, 42, 50], [5, 35, 29, 80, 92, 53, 606, 40, 17, 43], [24, 71, 36, 71, 39, 85, 52, 497, 20, 105], [103, 140, 9, 7, 4, 22, 12, 14, 611, 78], [21, 232, 2, 23, 1, 13, 24, 46, 119, 519]]"
5,5,0.42754,0.4677,"[[479, 101, 37, 19, 38, 8, 30, 27, 201, 60], [15, 691, 4, 18, 6, 10, 23, 24, 82, 127], [71, 40, 219, 95, 187, 68, 169, 90, 33, 28], [24, 68, 55, 242, 37, 172, 230, 73, 31, 68], [50, 39, 75, 55, 377, 23, 214, 104, 41, 22], [13, 50, 63, 156, 43, 360, 154, 99, 30, 32], [2, 18, 41, 54, 127, 21, 663, 33, 16, 25], [25, 63, 37, 52, 71, 72, 55, 543, 15, 67], [94, 132, 13, 9, 15, 19, 15, 15, 623, 65], [26, 269, 3, 20, 5, 11, 38, 48, 100, 480]]"
6,6,0.4436,0.484,"[[510, 96, 54, 23, 25, 13, 31, 39, 144, 65], [20, 702, 8, 17, 4, 10, 18, 20, 68, 133], [65, 31, 292, 75, 125, 94, 175, 82, 27, 34], [23, 41, 64, 227, 20, 243, 214, 70, 27, 71], [46, 39, 103, 51, 306, 48, 229, 121, 33, 24], [11, 36, 78, 126, 27, 431, 143, 96, 24, 28], [2, 16, 47, 72, 75, 34, 686, 32, 12, 24], [23, 49, 32, 48, 54, 96, 46, 570, 14, 68], [114, 126, 20, 14, 12, 25, 14, 12, 592, 71], [26, 251, 6, 17, 6, 15, 37, 43, 75, 524]]"
7,7,0.45316,0.4961,"[[530, 89, 40, 17, 30, 9, 29, 27, 165, 64], [24, 694, 6, 13, 5, 9, 15, 22, 86, 126], [74, 34, 312, 65, 148, 72, 156, 72, 35, 32], [27, 38, 63, 249, 46, 190, 213, 74, 36, 64], [50, 36, 95, 57, 402, 26, 166, 111, 39, 18], [15, 30, 86, 155, 43, 363, 143, 106, 33, 26], [3, 20, 49, 53, 121, 23, 664, 28, 16, 23], [27, 38, 36, 38, 67, 75, 45, 589, 18, 67], [93, 111, 12, 10, 14, 18, 15, 12, 659, 56], [27, 249, 8, 13, 8, 12, 36, 51, 97, 499]]"
8,8,0.46422,0.5092,"[[541, 84, 43, 13, 34, 8, 36, 21, 154, 66], [23, 690, 5, 11, 8, 10, 18, 14, 75, 146], [79, 33, 321, 69, 141, 65, 169, 58, 30, 35], [28, 33, 58, 280, 49, 156, 235, 62, 33, 66], [41, 31, 90, 59, 412, 22, 199, 88, 36, 22], [13, 28, 79, 184, 51, 342, 155, 96, 24, 28], [2, 13, 46, 49, 105, 20, 713, 18, 14, 20], [29, 33, 31, 50, 68, 71, 56, 581, 14, 67], [92, 99, 13, 15, 14, 14, 16, 10, 663, 64], [21, 233, 7, 14, 7, 12, 36, 36, 85, 549]]"
9,9,0.47196,0.5101,"[[529, 93, 48, 14, 39, 6, 37, 22, 144, 68], [22, 717, 5, 10, 11, 11, 21, 10, 65, 128], [71, 33, 305, 54, 181, 71, 167, 58, 28, 32], [20, 40, 60, 246, 59, 184, 247, 55, 29, 60], [34, 28, 64, 45, 456, 28, 198, 94, 35, 18], [9, 28, 80, 154, 56, 361, 162, 94, 23, 33], [1, 14, 39, 40, 115, 22, 719, 17, 13, 20], [19, 39, 29, 37, 79, 78, 62, 587, 14, 56], [92, 107, 10, 14, 21, 13, 16, 7, 657, 63], [23, 267, 5, 13, 7, 11, 37, 36, 77, 524]]"
