,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
1,1,10,0.13186,0.1322,"[[0, 729, 0, 0, 0, 0, 271, 0, 0, 0], [0, 709, 0, 0, 0, 0, 291, 0, 0, 0], [0, 485, 0, 0, 0, 0, 515, 0, 0, 0], [0, 452, 0, 0, 0, 0, 548, 0, 0, 0], [0, 382, 0, 0, 0, 0, 618, 0, 0, 0], [0, 434, 0, 0, 0, 0, 566, 0, 0, 0], [0, 387, 0, 0, 0, 0, 613, 0, 0, 0], [0, 613, 0, 0, 0, 0, 387, 0, 0, 0], [0, 745, 0, 0, 0, 0, 255, 0, 0, 0], [0, 860, 0, 0, 0, 0, 140, 0, 0, 0]]"
2,2,10,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0]]"
3,3,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
4,4,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
5,5,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
6,6,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
7,7,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
8,8,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
9,9,10,0.1,0.1,"[[0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1000, 0, 0, 0, 0, 0, 0, 0, 0]]"
10,10,10,0.13478,0.1361,"[[0, 775, 0, 0, 0, 0, 225, 0, 0, 0], [0, 558, 0, 0, 0, 0, 442, 0, 0, 0], [0, 363, 0, 0, 0, 0, 637, 0, 0, 0], [0, 310, 0, 0, 0, 0, 690, 0, 0, 0], [0, 218, 0, 0, 0, 0, 782, 0, 0, 0], [0, 374, 0, 0, 0, 0, 626, 0, 0, 0], [0, 197, 0, 0, 0, 0, 803, 0, 0, 0], [0, 472, 0, 0, 0, 0, 528, 0, 0, 0], [0, 797, 0, 0, 0, 0, 203, 0, 0, 0], [0, 739, 0, 0, 0, 0, 261, 0, 0, 0]]"
11,11,10,0.1164,0.1164,"[[0, 983, 0, 0, 0, 0, 17, 0, 0, 0], [0, 938, 0, 0, 0, 0, 62, 0, 0, 0], [0, 890, 0, 0, 0, 0, 110, 0, 0, 0], [0, 860, 0, 0, 0, 0, 140, 0, 0, 0], [0, 793, 0, 0, 0, 0, 207, 0, 0, 0], [0, 918, 0, 0, 0, 0, 82, 0, 0, 0], [0, 774, 0, 0, 0, 0, 226, 0, 0, 0], [0, 934, 0, 0, 0, 0, 66, 0, 0, 0], [0, 985, 0, 0, 0, 0, 15, 0, 0, 0], [0, 980, 0, 0, 0, 0, 20, 0, 0, 0]]"
