,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1005,"[[0, 0, 11, 0, 54, 0, 931, 0, 0, 4], [0, 0, 0, 0, 3, 0, 996, 0, 0, 1], [0, 0, 3, 0, 13, 0, 983, 0, 0, 1], [0, 0, 0, 0, 1, 0, 999, 0, 0, 0], [0, 0, 1, 0, 2, 0, 997, 0, 0, 0], [0, 0, 0, 0, 2, 0, 998, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 1, 0, 999, 0, 0, 0], [0, 0, 1, 0, 20, 0, 976, 0, 0, 3], [0, 0, 0, 0, 5, 0, 995, 0, 0, 0]]"
1,1,10,10,0.1006,"[[0, 2, 0, 23, 77, 0, 870, 17, 0, 11], [0, 0, 0, 15, 8, 0, 974, 2, 0, 1], [0, 0, 0, 4, 18, 0, 974, 1, 0, 3], [0, 0, 0, 1, 6, 0, 991, 1, 0, 1], [0, 0, 0, 1, 7, 0, 990, 2, 0, 0], [0, 0, 0, 1, 8, 0, 990, 1, 0, 0], [0, 0, 0, 0, 3, 0, 997, 0, 0, 0], [0, 0, 0, 1, 4, 0, 993, 1, 0, 1], [0, 0, 0, 8, 46, 0, 927, 9, 0, 10], [0, 1, 0, 4, 24, 1, 964, 6, 0, 0]]"
2,2,10,10,0.1879,"[[14, 91, 24, 184, 18, 6, 189, 67, 145, 262], [0, 172, 27, 160, 11, 27, 366, 71, 2, 164], [3, 8, 7, 124, 3, 22, 726, 27, 19, 61], [0, 5, 0, 75, 6, 6, 812, 53, 1, 42], [1, 7, 5, 42, 8, 0, 846, 22, 6, 63], [1, 5, 1, 70, 1, 16, 850, 32, 2, 22], [0, 1, 0, 13, 1, 1, 949, 15, 0, 20], [0, 4, 2, 36, 5, 4, 637, 186, 3, 123], [1, 90, 22, 165, 23, 4, 158, 66, 81, 390], [0, 75, 15, 72, 6, 17, 311, 128, 5, 371]]"
3,3,10,10,0.1741,"[[1, 131, 0, 92, 455, 11, 152, 46, 43, 69], [0, 339, 2, 22, 373, 9, 116, 18, 2, 119], [1, 15, 1, 42, 246, 12, 639, 24, 1, 19], [0, 5, 0, 14, 259, 2, 686, 20, 0, 14], [0, 2, 1, 8, 235, 1, 706, 21, 0, 26], [0, 3, 0, 19, 199, 1, 758, 10, 0, 10], [0, 0, 0, 2, 138, 1, 829, 5, 0, 25], [0, 10, 1, 5, 390, 2, 438, 71, 0, 83], [0, 183, 0, 87, 433, 4, 161, 28, 26, 78], [0, 181, 0, 24, 374, 11, 132, 53, 1, 224]]"
4,4,10,10,0.2636,"[[196, 20, 95, 97, 253, 46, 16, 36, 211, 30], [4, 160, 22, 150, 168, 197, 40, 71, 98, 90], [20, 2, 91, 176, 339, 119, 177, 50, 7, 19], [4, 3, 20, 281, 278, 116, 220, 59, 2, 17], [7, 9, 29, 91, 449, 28, 295, 51, 14, 27], [3, 4, 21, 224, 250, 231, 203, 42, 2, 20], [0, 4, 10, 89, 347, 22, 440, 37, 0, 51], [1, 6, 30, 126, 227, 96, 136, 325, 5, 48], [93, 28, 46, 124, 302, 38, 16, 40, 282, 31], [5, 56, 16, 137, 171, 90, 47, 188, 109, 181]]"
5,5,10,10,0.2894,"[[41, 97, 67, 30, 319, 17, 53, 58, 295, 23], [5, 536, 23, 22, 84, 22, 101, 34, 125, 48], [5, 18, 81, 74, 496, 53, 199, 51, 16, 7], [0, 23, 25, 84, 442, 52, 285, 75, 4, 10], [2, 15, 14, 20, 663, 9, 224, 37, 14, 2], [1, 12, 34, 69, 496, 93, 239, 47, 4, 5], [0, 10, 3, 16, 407, 7, 511, 27, 5, 14], [1, 25, 41, 31, 394, 22, 169, 281, 3, 33], [11, 125, 18, 36, 214, 10, 89, 24, 450, 23], [4, 250, 12, 36, 107, 27, 116, 87, 207, 154]]"
6,6,10,10,0.2928,"[[123, 49, 61, 40, 412, 39, 20, 47, 189, 20], [9, 394, 52, 60, 177, 82, 65, 72, 61, 28], [21, 6, 84, 102, 443, 141, 142, 52, 2, 7], [1, 16, 22, 222, 326, 171, 182, 50, 4, 6], [7, 11, 18, 62, 587, 39, 203, 56, 6, 11], [1, 10, 26, 172, 286, 290, 141, 63, 2, 9], [0, 10, 2, 95, 377, 38, 436, 26, 0, 16], [0, 21, 38, 78, 301, 104, 88, 348, 3, 19], [27, 65, 23, 63, 381, 25, 41, 22, 340, 13], [5, 165, 21, 80, 249, 80, 76, 132, 88, 104]]"
7,7,10,10,0.378,"[[215, 30, 67, 43, 219, 10, 27, 30, 324, 35], [11, 441, 23, 46, 53, 20, 35, 24, 189, 158], [25, 5, 133, 128, 388, 97, 125, 61, 22, 16], [7, 16, 41, 350, 213, 120, 160, 50, 11, 32], [11, 7, 34, 107, 543, 27, 157, 86, 17, 11], [3, 9, 46, 276, 209, 268, 85, 77, 9, 18], [1, 9, 13, 152, 284, 21, 459, 26, 6, 29], [4, 10, 45, 107, 213, 74, 66, 414, 14, 53], [42, 53, 26, 46, 143, 12, 28, 6, 615, 29], [13, 101, 15, 73, 75, 27, 41, 57, 256, 342]]"
8,8,10,10,0.3864,"[[267, 36, 89, 30, 223, 22, 24, 24, 273, 12], [21, 528, 41, 34, 77, 44, 37, 26, 157, 35], [27, 10, 195, 81, 391, 132, 94, 52, 13, 5], [5, 15, 68, 272, 216, 204, 152, 42, 13, 13], [13, 8, 56, 66, 592, 55, 114, 78, 14, 4], [3, 14, 79, 174, 186, 380, 89, 66, 8, 1], [2, 7, 23, 112, 329, 32, 452, 28, 7, 8], [6, 18, 68, 65, 223, 119, 53, 429, 6, 13], [52, 65, 41, 40, 163, 15, 20, 5, 589, 10], [19, 202, 38, 56, 117, 43, 56, 70, 239, 160]]"
9,9,10,10,0.4114,"[[279, 40, 79, 23, 179, 17, 31, 31, 304, 17], [23, 581, 34, 23, 51, 27, 42, 22, 140, 57], [30, 13, 217, 63, 380, 107, 108, 58, 17, 7], [8, 21, 87, 272, 192, 179, 167, 47, 10, 17], [17, 9, 66, 51, 574, 52, 121, 91, 14, 5], [4, 15, 86, 173, 170, 369, 92, 74, 9, 8], [1, 8, 30, 92, 291, 32, 504, 26, 6, 10], [9, 19, 55, 60, 212, 104, 47, 455, 8, 31], [39, 71, 40, 35, 121, 8, 27, 6, 635, 18], [23, 226, 38, 51, 71, 24, 55, 67, 217, 228]]"
