,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.8817,"[[960, 0, 2, 1, 0, 13, 1, 1, 2, 0], [0, 1112, 6, 6, 0, 1, 4, 0, 6, 0], [17, 3, 932, 9, 15, 0, 28, 16, 12, 0], [4, 2, 27, 915, 0, 27, 3, 15, 11, 6], [3, 5, 5, 0, 810, 0, 38, 1, 4, 116], [35, 4, 6, 93, 7, 687, 32, 4, 17, 7], [24, 8, 30, 2, 5, 17, 871, 1, 0, 0], [5, 22, 43, 0, 2, 0, 0, 915, 2, 39], [6, 22, 45, 46, 4, 29, 20, 29, 733, 40], [17, 7, 6, 11, 20, 16, 3, 43, 4, 882]]"
1,1,10,10,0.92,"[[963, 0, 1, 1, 0, 6, 5, 1, 3, 0], [0, 1122, 3, 2, 0, 1, 5, 0, 2, 0], [20, 3, 930, 9, 21, 0, 19, 16, 13, 1], [3, 5, 23, 926, 1, 22, 1, 13, 9, 7], [1, 3, 1, 0, 915, 0, 15, 1, 3, 43], [18, 3, 2, 41, 6, 769, 26, 4, 15, 8], [16, 4, 10, 1, 11, 13, 902, 1, 0, 0], [3, 12, 30, 2, 2, 0, 0, 930, 2, 47], [5, 17, 10, 16, 9, 19, 18, 18, 835, 27], [14, 6, 4, 10, 25, 12, 2, 23, 5, 908]]"
2,2,10,10,0.9323,"[[967, 0, 0, 0, 0, 2, 6, 1, 4, 0], [0, 1122, 3, 2, 0, 0, 5, 0, 2, 1], [23, 4, 912, 11, 18, 0, 22, 18, 24, 0], [4, 4, 11, 928, 1, 25, 6, 14, 11, 6], [0, 2, 1, 0, 941, 0, 13, 1, 3, 21], [14, 2, 0, 26, 3, 801, 26, 3, 12, 5], [15, 2, 1, 1, 8, 10, 920, 1, 0, 0], [3, 11, 15, 3, 3, 0, 0, 963, 1, 29], [4, 12, 4, 12, 10, 15, 21, 17, 862, 17], [14, 6, 0, 9, 31, 11, 2, 26, 3, 907]]"
3,3,10,10,0.9425,"[[968, 0, 1, 0, 0, 1, 5, 1, 4, 0], [0, 1121, 3, 2, 0, 0, 5, 0, 3, 1], [20, 1, 944, 8, 16, 0, 18, 14, 11, 0], [3, 1, 21, 943, 0, 11, 3, 7, 15, 6], [0, 2, 3, 0, 943, 0, 11, 1, 3, 19], [14, 1, 0, 32, 2, 804, 23, 2, 9, 5], [10, 2, 3, 0, 7, 7, 929, 0, 0, 0], [3, 8, 26, 2, 3, 0, 0, 958, 2, 26], [4, 5, 6, 14, 8, 6, 16, 12, 892, 11], [11, 6, 2, 10, 28, 11, 2, 12, 4, 923]]"
4,4,10,10,0.9481,"[[968, 0, 1, 0, 0, 1, 5, 1, 4, 0], [0, 1117, 4, 2, 0, 0, 5, 0, 6, 1], [19, 1, 951, 9, 14, 0, 13, 15, 10, 0], [2, 1, 21, 948, 0, 12, 1, 8, 14, 3], [0, 2, 3, 0, 946, 0, 7, 1, 2, 21], [13, 1, 0, 27, 1, 825, 11, 2, 9, 3], [14, 2, 3, 0, 7, 9, 922, 0, 1, 0], [3, 5, 26, 4, 3, 0, 0, 965, 2, 20], [6, 4, 6, 14, 7, 4, 7, 14, 903, 9], [8, 6, 2, 9, 22, 10, 2, 11, 3, 936]]"
5,5,10,10,0.9537,"[[969, 0, 1, 0, 0, 1, 4, 1, 4, 0], [0, 1120, 3, 2, 0, 0, 4, 0, 6, 0], [20, 1, 957, 10, 9, 0, 11, 15, 9, 0], [2, 1, 15, 955, 0, 12, 1, 8, 13, 3], [1, 2, 3, 0, 941, 0, 6, 1, 4, 24], [4, 1, 0, 22, 1, 843, 10, 2, 7, 2], [14, 3, 1, 0, 5, 9, 924, 0, 2, 0], [3, 6, 21, 6, 2, 0, 0, 969, 2, 19], [6, 4, 4, 12, 4, 5, 5, 13, 915, 6], [6, 6, 2, 8, 14, 14, 1, 10, 4, 944]]"
6,6,10,10,0.9556,"[[968, 0, 1, 0, 0, 1, 5, 1, 4, 0], [0, 1118, 4, 2, 0, 0, 4, 0, 7, 0], [17, 0, 965, 8, 9, 0, 11, 14, 8, 0], [2, 1, 17, 953, 0, 13, 1, 8, 12, 3], [1, 1, 3, 0, 948, 0, 6, 1, 2, 20], [4, 1, 0, 20, 1, 844, 10, 2, 8, 2], [13, 3, 0, 0, 6, 5, 930, 0, 1, 0], [3, 6, 21, 5, 3, 0, 0, 970, 2, 18], [7, 3, 5, 11, 6, 4, 6, 11, 915, 6], [6, 6, 0, 6, 21, 13, 1, 8, 3, 945]]"
7,7,10,10,0.9583,"[[967, 0, 2, 0, 0, 2, 5, 1, 3, 0], [0, 1118, 4, 2, 0, 0, 4, 0, 7, 0], [13, 0, 976, 8, 7, 0, 8, 14, 6, 0], [1, 0, 16, 961, 0, 9, 1, 8, 11, 3], [1, 1, 3, 0, 955, 0, 3, 1, 3, 15], [4, 1, 0, 22, 2, 842, 11, 2, 7, 1], [13, 3, 0, 0, 7, 5, 929, 0, 1, 0], [2, 6, 20, 4, 3, 0, 0, 980, 2, 11], [4, 1, 8, 12, 4, 4, 5, 12, 919, 5], [6, 6, 2, 7, 22, 13, 1, 12, 4, 936]]"
8,8,10,10,0.9613,"[[968, 0, 2, 0, 0, 2, 4, 1, 3, 0], [0, 1119, 3, 2, 0, 0, 4, 0, 7, 0], [15, 0, 976, 8, 6, 0, 7, 14, 6, 0], [2, 0, 14, 957, 0, 13, 1, 8, 12, 3], [1, 1, 3, 0, 952, 0, 3, 1, 3, 18], [4, 0, 0, 17, 0, 855, 6, 2, 6, 2], [13, 3, 0, 0, 5, 5, 931, 0, 1, 0], [2, 6, 19, 5, 2, 0, 0, 976, 2, 16], [6, 1, 4, 9, 3, 4, 4, 9, 929, 5], [5, 6, 0, 5, 16, 14, 1, 9, 3, 950]]"
9,9,10,10,0.9627,"[[969, 0, 2, 0, 0, 2, 3, 1, 3, 0], [0, 1120, 4, 2, 0, 0, 4, 0, 5, 0], [14, 0, 984, 5, 6, 0, 6, 13, 4, 0], [2, 1, 15, 961, 0, 9, 1, 8, 10, 3], [1, 1, 3, 0, 960, 0, 3, 1, 2, 11], [6, 1, 0, 19, 1, 847, 9, 2, 6, 1], [13, 3, 0, 0, 5, 5, 931, 0, 1, 0], [2, 6, 16, 4, 3, 0, 0, 980, 2, 15], [6, 1, 7, 10, 4, 4, 5, 10, 921, 6], [6, 6, 0, 5, 18, 9, 1, 7, 3, 954]]"
