,Round,Daisy,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,10,1,0.28634,0.304,"[[88, 61, 4, 5, 1, 42, 44, 43, 618, 94], [5, 345, 3, 8, 2, 57, 99, 33, 282, 166], [24, 57, 14, 22, 70, 161, 367, 79, 163, 43], [23, 30, 12, 39, 47, 290, 275, 115, 91, 78], [21, 20, 7, 14, 101, 127, 507, 89, 73, 41], [12, 34, 9, 22, 68, 363, 253, 93, 107, 39], [3, 21, 10, 28, 25, 100, 677, 75, 22, 39], [12, 54, 8, 12, 81, 159, 156, 306, 95, 117], [18, 68, 0, 6, 1, 68, 16, 19, 672, 132], [7, 89, 3, 11, 2, 35, 78, 45, 295, 435]]"
1,1,10,1,0.37938,0.4091,"[[488, 58, 22, 9, 7, 19, 26, 40, 263, 68], [30, 493, 2, 7, 5, 18, 27, 18, 201, 199], [105, 51, 146, 46, 118, 116, 235, 114, 43, 26], [51, 38, 50, 129, 41, 234, 230, 115, 31, 81], [62, 18, 63, 37, 253, 74, 301, 130, 37, 25], [31, 26, 66, 83, 47, 389, 153, 121, 45, 39], [6, 25, 44, 58, 69, 51, 630, 58, 13, 46], [57, 41, 28, 35, 78, 109, 72, 474, 20, 86], [137, 74, 4, 10, 1, 31, 12, 15, 608, 108], [32, 144, 3, 23, 4, 13, 40, 40, 220, 481]]"
2,2,10,1,0.43202,0.4668,"[[479, 86, 47, 16, 17, 10, 29, 36, 215, 65], [13, 686, 8, 8, 5, 12, 21, 21, 83, 143], [65, 44, 234, 74, 150, 75, 191, 111, 32, 24], [19, 42, 57, 266, 29, 171, 238, 104, 13, 61], [41, 37, 80, 43, 313, 32, 256, 152, 31, 15], [14, 23, 67, 175, 35, 373, 144, 127, 21, 21], [2, 21, 47, 64, 93, 20, 669, 43, 10, 31], [24, 36, 22, 64, 62, 86, 58, 582, 15, 51], [121, 128, 8, 16, 5, 20, 15, 18, 585, 84], [27, 259, 6, 30, 4, 11, 35, 41, 106, 481]]"
3,3,10,1,0.4652,0.5042,"[[512, 53, 53, 19, 15, 9, 27, 32, 209, 71], [14, 645, 9, 12, 6, 16, 13, 21, 89, 175], [63, 25, 337, 82, 123, 82, 139, 93, 31, 25], [20, 24, 60, 336, 29, 179, 185, 93, 16, 58], [41, 22, 113, 61, 353, 41, 180, 133, 35, 21], [13, 17, 85, 196, 30, 406, 98, 107, 22, 26], [1, 19, 63, 81, 91, 27, 636, 41, 10, 31], [28, 15, 30, 68, 54, 93, 39, 607, 16, 50], [101, 94, 10, 19, 7, 16, 11, 14, 645, 83], [17, 210, 8, 24, 4, 11, 27, 42, 92, 565]]"
4,4,10,1,0.4835,0.5207,"[[552, 47, 53, 10, 17, 6, 29, 25, 191, 70], [23, 630, 11, 10, 6, 9, 15, 13, 77, 206], [71, 22, 397, 66, 117, 69, 130, 70, 31, 27], [26, 21, 80, 297, 44, 171, 188, 90, 21, 62], [39, 16, 130, 51, 392, 39, 163, 115, 33, 22], [15, 13, 100, 173, 38, 400, 101, 103, 22, 35], [5, 13, 76, 58, 89, 23, 651, 37, 12, 36], [31, 14, 33, 53, 70, 76, 42, 618, 14, 49], [111, 81, 10, 12, 7, 14, 7, 14, 669, 75], [26, 182, 8, 17, 6, 7, 31, 32, 90, 601]]"
5,5,10,1,0.49794,0.5363,"[[555, 57, 41, 20, 15, 4, 33, 19, 183, 73], [16, 707, 12, 10, 6, 6, 17, 6, 66, 154], [81, 27, 346, 81, 114, 75, 150, 66, 33, 27], [23, 25, 57, 358, 34, 157, 187, 75, 28, 56], [34, 22, 104, 64, 363, 41, 181, 130, 38, 23], [15, 14, 66, 222, 30, 399, 108, 93, 24, 29], [2, 19, 53, 56, 63, 20, 717, 27, 14, 29], [25, 18, 20, 69, 51, 69, 47, 629, 13, 59], [91, 86, 7, 9, 3, 14, 12, 9, 696, 73], [25, 222, 4, 19, 5, 6, 30, 21, 75, 593]]"
6,6,10,1,0.51312,0.5515,"[[560, 39, 63, 30, 18, 6, 29, 26, 176, 53], [22, 660, 13, 10, 9, 10, 22, 9, 75, 170], [58, 13, 444, 79, 105, 82, 127, 46, 30, 16], [21, 18, 78, 360, 42, 192, 171, 62, 26, 30], [33, 11, 153, 59, 400, 49, 147, 105, 29, 14], [10, 7, 86, 201, 39, 443, 98, 79, 24, 13], [1, 7, 72, 53, 88, 30, 703, 16, 12, 18], [15, 10, 36, 71, 60, 92, 42, 634, 10, 30], [88, 65, 14, 15, 13, 18, 15, 9, 716, 47], [26, 181, 14, 24, 5, 17, 35, 24, 79, 595]]"
7,7,10,1,0.52756,0.5574,"[[567, 42, 46, 18, 18, 5, 35, 24, 179, 66], [23, 712, 10, 9, 5, 8, 15, 7, 69, 142], [67, 22, 421, 66, 97, 77, 155, 42, 35, 18], [20, 23, 75, 334, 47, 172, 199, 69, 27, 34], [34, 16, 126, 51, 404, 39, 179, 106, 33, 12], [10, 11, 80, 185, 42, 425, 119, 85, 25, 18], [3, 15, 58, 48, 68, 23, 746, 14, 10, 15], [21, 15, 28, 60, 61, 81, 53, 623, 11, 47], [80, 63, 9, 8, 10, 15, 15, 5, 742, 53], [25, 211, 9, 13, 4, 7, 32, 25, 74, 600]]"
8,8,10,1,0.54196,0.5754,"[[612, 41, 38, 20, 16, 5, 27, 24, 155, 62], [31, 713, 7, 12, 4, 11, 13, 6, 58, 145], [80, 17, 426, 59, 97, 95, 121, 48, 34, 23], [25, 20, 60, 335, 48, 220, 167, 60, 31, 34], [35, 11, 105, 51, 424, 61, 149, 118, 36, 10], [17, 9, 64, 165, 43, 490, 85, 90, 21, 16], [6, 13, 52, 52, 73, 38, 722, 13, 11, 20], [22, 13, 21, 58, 56, 99, 41, 645, 8, 37], [86, 62, 6, 12, 7, 15, 6, 8, 746, 52], [30, 178, 6, 17, 4, 11, 24, 22, 67, 641]]"
9,9,10,1,0.5553,0.5802,"[[605, 46, 54, 21, 17, 6, 30, 21, 132, 68], [21, 744, 15, 14, 4, 5, 15, 6, 46, 130], [64, 16, 515, 66, 75, 59, 115, 37, 31, 22], [26, 26, 95, 374, 42, 186, 147, 43, 29, 32], [33, 13, 160, 61, 363, 49, 168, 112, 29, 12], [17, 9, 97, 189, 25, 466, 89, 67, 22, 19], [5, 18, 68, 63, 45, 24, 741, 8, 9, 19], [22, 18, 38, 65, 50, 89, 49, 621, 7, 41], [90, 69, 11, 19, 5, 11, 9, 4, 725, 57], [26, 188, 14, 13, 5, 10, 22, 15, 59, 648]]"
