,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.0914,0.0947,"[[0, 0, 324, 0, 0, 0, 0, 676, 0, 0], [0, 0, 335, 0, 0, 0, 0, 665, 0, 0], [0, 0, 211, 0, 0, 0, 0, 789, 0, 0], [0, 0, 244, 0, 0, 0, 0, 756, 0, 0], [0, 0, 134, 0, 0, 0, 0, 866, 0, 0], [0, 0, 322, 0, 0, 0, 0, 678, 0, 0], [0, 0, 198, 0, 0, 0, 0, 802, 0, 0], [0, 0, 264, 0, 0, 0, 0, 736, 0, 0], [0, 0, 344, 0, 0, 0, 0, 656, 0, 0], [0, 0, 312, 0, 0, 0, 0, 688, 0, 0]]"
1,1,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
2,2,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
3,3,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
4,4,0.10092,0.101,"[[0, 0, 997, 0, 0, 0, 0, 0, 3, 0], [0, 0, 981, 0, 0, 0, 0, 0, 19, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0], [0, 0, 997, 0, 0, 0, 0, 0, 3, 0], [0, 0, 999, 0, 0, 0, 0, 0, 1, 0], [0, 0, 997, 0, 0, 0, 0, 0, 3, 0], [0, 0, 999, 0, 0, 0, 0, 0, 1, 0], [0, 0, 995, 0, 0, 0, 0, 0, 5, 0], [0, 0, 988, 0, 0, 0, 0, 0, 12, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0]]"
5,5,0.10314,0.1034,"[[0, 0, 14, 0, 0, 0, 0, 0, 986, 0], [0, 0, 22, 0, 0, 0, 0, 0, 978, 0], [0, 0, 39, 0, 0, 0, 0, 0, 961, 0], [0, 0, 78, 0, 0, 0, 0, 2, 920, 0], [0, 0, 56, 0, 0, 0, 0, 1, 943, 0], [0, 0, 61, 0, 0, 0, 0, 0, 939, 0], [0, 0, 47, 0, 0, 0, 0, 0, 953, 0], [0, 0, 60, 0, 0, 0, 0, 0, 940, 0], [0, 0, 5, 0, 0, 0, 0, 0, 995, 0], [0, 0, 10, 0, 0, 0, 0, 0, 990, 0]]"
6,6,0.13948,0.1392,"[[23, 0, 107, 6, 0, 3, 0, 21, 837, 3], [8, 0, 99, 26, 0, 6, 0, 21, 825, 15], [20, 1, 273, 23, 0, 4, 0, 38, 635, 6], [21, 1, 294, 73, 0, 8, 0, 78, 517, 8], [6, 0, 363, 70, 0, 6, 0, 51, 503, 1], [14, 1, 226, 53, 0, 21, 0, 65, 611, 9], [12, 0, 354, 49, 0, 5, 0, 46, 525, 9], [8, 0, 273, 43, 0, 9, 0, 83, 567, 17], [3, 0, 57, 27, 0, 10, 0, 5, 888, 10], [11, 0, 82, 7, 0, 0, 0, 25, 844, 31]]"
7,7,0.19048,0.1982,"[[530, 4, 50, 4, 2, 42, 1, 40, 292, 35], [207, 18, 58, 17, 1, 73, 10, 33, 511, 72], [378, 2, 256, 16, 6, 81, 8, 76, 151, 26], [242, 0, 190, 41, 26, 194, 13, 114, 130, 50], [229, 2, 303, 43, 12, 114, 37, 100, 129, 31], [303, 0, 151, 35, 14, 206, 7, 106, 152, 26], [189, 0, 338, 20, 8, 154, 31, 87, 144, 29], [246, 0, 126, 19, 15, 88, 15, 167, 217, 107], [243, 6, 30, 10, 2, 100, 2, 4, 551, 52], [229, 1, 52, 6, 1, 25, 5, 39, 472, 170]]"
8,8,0.21922,0.2264,"[[358, 34, 26, 4, 0, 79, 8, 45, 371, 75], [103, 84, 37, 7, 0, 119, 45, 43, 445, 117], [206, 20, 129, 19, 5, 246, 99, 96, 129, 51], [135, 16, 69, 47, 11, 368, 83, 125, 77, 69], [108, 11, 116, 31, 6, 262, 213, 119, 73, 61], [149, 13, 73, 39, 13, 372, 71, 124, 105, 41], [64, 17, 114, 16, 8, 305, 240, 130, 55, 51], [106, 34, 54, 41, 6, 189, 66, 199, 132, 173], [159, 30, 14, 4, 0, 129, 2, 10, 551, 101], [126, 21, 29, 4, 0, 57, 27, 64, 394, 278]]"
9,9,0.23796,0.243,"[[173, 24, 77, 2, 0, 78, 43, 36, 490, 77], [45, 89, 55, 2, 0, 122, 121, 47, 433, 86], [58, 20, 138, 11, 0, 184, 374, 49, 127, 39], [29, 7, 111, 35, 0, 292, 332, 84, 58, 52], [30, 7, 93, 17, 0, 133, 572, 46, 58, 44], [26, 9, 108, 33, 0, 351, 310, 59, 77, 27], [7, 5, 94, 2, 0, 136, 657, 52, 18, 29], [24, 28, 100, 38, 0, 152, 277, 158, 86, 137], [72, 27, 61, 3, 0, 115, 17, 12, 587, 106], [44, 22, 72, 5, 0, 47, 101, 72, 395, 242]]"
