,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.16608,0.1678,"[[855, 17, 0, 52, 0, 5, 2, 7, 44, 18], [642, 77, 1, 138, 1, 18, 6, 35, 44, 38], [531, 53, 4, 328, 0, 13, 1, 53, 1, 16], [415, 34, 2, 447, 2, 12, 2, 67, 0, 19], [365, 48, 5, 461, 4, 9, 5, 84, 4, 15], [488, 29, 3, 384, 1, 13, 1, 63, 2, 16], [277, 61, 3, 534, 0, 32, 8, 76, 0, 9], [490, 52, 1, 277, 0, 12, 1, 75, 12, 80], [774, 26, 0, 91, 0, 3, 0, 4, 82, 20], [654, 61, 0, 68, 0, 5, 2, 38, 59, 113]]"
1,1,0.222,0.2306,"[[144, 4, 0, 1, 0, 165, 112, 58, 292, 224], [11, 71, 0, 0, 0, 202, 245, 43, 204, 224], [45, 13, 0, 1, 1, 141, 632, 43, 60, 64], [9, 2, 0, 0, 9, 187, 649, 72, 18, 54], [12, 1, 0, 1, 1, 85, 775, 38, 25, 62], [2, 2, 0, 0, 2, 266, 621, 44, 25, 38], [4, 1, 0, 0, 5, 36, 899, 35, 3, 17], [6, 8, 0, 0, 10, 117, 542, 148, 18, 151], [28, 8, 0, 0, 0, 147, 84, 39, 330, 364], [5, 17, 0, 0, 2, 81, 228, 89, 131, 447]]"
2,2,0.13272,0.1387,"[[0, 94, 198, 46, 50, 0, 561, 51, 0, 0], [0, 300, 1, 24, 5, 0, 640, 30, 0, 0], [0, 51, 43, 49, 11, 0, 820, 26, 0, 0], [0, 27, 3, 33, 5, 0, 920, 12, 0, 0], [0, 36, 13, 11, 6, 0, 910, 24, 0, 0], [0, 35, 6, 35, 3, 0, 913, 8, 0, 0], [0, 77, 0, 9, 0, 0, 908, 6, 0, 0], [0, 33, 4, 13, 1, 0, 852, 97, 0, 0], [0, 58, 81, 48, 50, 0, 706, 57, 0, 0], [0, 165, 6, 19, 10, 0, 686, 114, 0, 0]]"
3,3,0.22156,0.2267,"[[212, 10, 1, 0, 16, 12, 7, 3, 694, 45], [64, 50, 1, 0, 29, 33, 28, 9, 658, 128], [253, 17, 10, 0, 181, 220, 7, 26, 237, 49], [224, 7, 2, 1, 84, 324, 13, 38, 236, 71], [205, 3, 13, 0, 324, 222, 10, 24, 160, 39], [184, 6, 9, 0, 85, 353, 12, 35, 265, 51], [134, 7, 6, 0, 311, 284, 67, 36, 115, 40], [232, 11, 5, 0, 74, 160, 6, 102, 220, 190], [59, 8, 0, 0, 3, 16, 1, 1, 864, 48], [49, 4, 0, 0, 16, 34, 25, 9, 579, 284]]"
4,4,0.1152,0.1159,"[[0, 4, 0, 534, 0, 0, 462, 0, 0, 0], [0, 7, 0, 364, 0, 0, 629, 0, 0, 0], [0, 1, 0, 532, 0, 0, 467, 0, 0, 0], [0, 0, 0, 481, 0, 0, 518, 1, 0, 0], [0, 1, 0, 418, 0, 0, 580, 1, 0, 0], [0, 0, 0, 527, 0, 0, 473, 0, 0, 0], [0, 0, 0, 329, 0, 0, 671, 0, 0, 0], [0, 0, 0, 535, 0, 0, 465, 0, 0, 0], [0, 2, 0, 308, 0, 0, 690, 0, 0, 0], [0, 2, 0, 422, 0, 0, 576, 0, 0, 0]]"
5,5,0.1275,0.1336,"[[616, 7, 0, 0, 0, 3, 0, 2, 372, 0], [334, 27, 0, 0, 1, 1, 0, 7, 629, 1], [652, 6, 0, 0, 0, 2, 0, 2, 338, 0], [638, 13, 0, 0, 0, 5, 0, 7, 336, 1], [667, 2, 0, 0, 4, 5, 0, 14, 308, 0], [657, 10, 0, 0, 3, 7, 0, 5, 318, 0], [439, 0, 0, 0, 5, 4, 0, 18, 534, 0], [697, 5, 0, 0, 1, 4, 0, 12, 281, 0], [310, 17, 0, 0, 0, 2, 0, 1, 670, 0], [361, 9, 0, 0, 1, 0, 0, 0, 629, 0]]"
6,6,0.10376,0.1041,"[[0, 12, 6, 123, 8, 0, 783, 58, 8, 2], [0, 17, 5, 76, 1, 0, 879, 19, 0, 3], [0, 1, 0, 18, 0, 0, 970, 9, 2, 0], [0, 0, 1, 9, 0, 0, 985, 5, 0, 0], [0, 0, 0, 3, 3, 0, 979, 14, 0, 1], [0, 1, 0, 7, 1, 0, 988, 3, 0, 0], [0, 1, 0, 1, 0, 0, 998, 0, 0, 0], [0, 0, 0, 3, 0, 0, 983, 14, 0, 0], [0, 6, 3, 68, 7, 0, 885, 25, 0, 6], [0, 11, 12, 35, 3, 0, 914, 25, 0, 0]]"
7,7,0.10422,0.104,"[[7, 15, 0, 0, 3, 0, 0, 0, 975, 0], [6, 28, 0, 0, 5, 0, 0, 0, 961, 0], [32, 37, 0, 0, 10, 0, 0, 0, 921, 0], [24, 49, 2, 0, 13, 2, 0, 0, 910, 0], [19, 35, 0, 0, 19, 0, 0, 0, 926, 1], [26, 57, 1, 0, 16, 0, 0, 1, 897, 2], [32, 61, 0, 0, 26, 1, 2, 1, 877, 0], [28, 32, 0, 0, 15, 0, 0, 0, 925, 0], [3, 11, 0, 0, 2, 0, 0, 0, 984, 0], [7, 19, 0, 0, 3, 1, 1, 0, 969, 0]]"
8,8,0.17084,0.1782,"[[14, 63, 73, 32, 32, 160, 401, 97, 6, 122], [3, 107, 4, 62, 2, 205, 267, 41, 1, 308], [1, 5, 59, 23, 14, 422, 421, 38, 0, 17], [0, 4, 28, 19, 7, 482, 375, 53, 0, 32], [2, 6, 71, 20, 40, 239, 550, 43, 1, 28], [0, 2, 31, 10, 2, 506, 395, 39, 0, 15], [0, 2, 26, 17, 5, 246, 677, 7, 0, 20], [0, 5, 40, 37, 14, 451, 348, 89, 0, 16], [9, 106, 8, 38, 11, 89, 405, 16, 14, 304], [3, 36, 14, 80, 2, 318, 252, 38, 0, 257]]"
9,9,0.10234,0.1023,"[[13, 0, 0, 0, 0, 0, 0, 0, 987, 0], [10, 0, 0, 0, 1, 0, 0, 0, 989, 0], [54, 0, 4, 0, 1, 0, 0, 1, 936, 4], [41, 2, 0, 0, 2, 1, 0, 1, 948, 5], [43, 1, 6, 0, 4, 0, 0, 2, 944, 0], [57, 2, 4, 0, 1, 1, 0, 3, 927, 5], [55, 5, 2, 0, 5, 0, 0, 2, 926, 5], [75, 2, 0, 0, 2, 0, 0, 3, 918, 0], [3, 0, 0, 0, 0, 0, 0, 0, 997, 0], [8, 1, 1, 0, 1, 1, 1, 0, 986, 1]]"
10,10,0.12684,0.1294,"[[0, 5, 7, 11, 5, 555, 380, 27, 0, 10], [0, 1, 0, 2, 0, 706, 279, 10, 0, 2], [0, 1, 4, 2, 1, 753, 230, 9, 0, 0], [0, 0, 2, 2, 0, 799, 190, 7, 0, 0], [0, 0, 4, 1, 4, 569, 404, 18, 0, 0], [0, 0, 3, 3, 0, 787, 205, 2, 0, 0], [0, 0, 0, 1, 0, 516, 482, 1, 0, 0], [0, 0, 1, 0, 0, 811, 174, 14, 0, 0], [0, 2, 0, 6, 4, 382, 590, 13, 0, 3], [0, 0, 0, 2, 0, 781, 211, 6, 0, 0]]"
11,11,0.1,0.1,"[[0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1000, 0, 0, 0, 0, 0]]"
