round, train_acc, test_acc, f1, time_stamp
0, 0.42264, 0.4554, 0.4554, 13294.99735713005
1, 0.57466, 0.6012, 0.6012, 25213.363134622574
2, 0.61518, 0.6415, 0.6415, 36951.44996500015
3, 0.6353, 0.6559, 0.6559, 48991.23109459877
4, 0.64816, 0.6642, 0.6642, 62167.858623981476
5, 0.66226, 0.6751, 0.6751, 74588.20881772041
6, 0.66608, 0.6732, 0.6732, 86206.95258641243
7, 0.67632, 0.6859, 0.6859, 98222.80706810951
8, 0.67742, 0.6852, 0.6852, 111432.68853640556
9, 0.68482, 0.6906, 0.6906, 123944.29646420479
10, 0.69032, 0.6946, 0.6946, 136538.07265782356
11, 0.69036, 0.6945, 0.6945, 149853.57132697105
12, 0.69166, 0.6937, 0.6937, 161566.51981282234
