,Round,Epoch,Train Accuracy,Test Accuracy,F1,Confusion Matrix
0,0,25,0.35588,0.3876,0.3876,"[[280, 60, 19, 18, 22, 3, 39, 29, 466, 64], [7, 468, 3, 12, 12, 7, 51, 9, 254, 177], [73, 47, 107, 85, 221, 29, 261, 67, 89, 21], [29, 42, 40, 194, 91, 69, 318, 84, 77, 56], [36, 20, 35, 56, 350, 14, 332, 74, 59, 24], [13, 34, 50, 171, 138, 178, 236, 75, 76, 29], [2, 17, 22, 46, 108, 7, 702, 39, 26, 31], [31, 39, 28, 64, 170, 38, 103, 392, 55, 80], [30, 66, 2, 20, 3, 11, 22, 12, 749, 85], [7, 131, 4, 23, 8, 3, 64, 26, 278, 456]]"
1,1,25,0.47528,0.5111,0.5111,"[[493, 49, 58, 16, 14, 8, 27, 14, 249, 72], [16, 642, 9, 12, 7, 6, 17, 8, 101, 182], [64, 28, 367, 78, 137, 65, 126, 70, 38, 27], [27, 31, 78, 323, 39, 156, 197, 59, 27, 63], [38, 26, 121, 58, 398, 35, 161, 100, 36, 27], [13, 18, 91, 190, 36, 370, 124, 94, 28, 36], [2, 16, 67, 62, 94, 20, 658, 29, 16, 36], [24, 23, 37, 64, 65, 79, 43, 573, 22, 70], [87, 79, 10, 13, 2, 14, 11, 10, 709, 65], [21, 194, 7, 15, 6, 7, 27, 29, 116, 578]]"
2,2,25,0.51932,0.5486,0.5486,"[[542, 46, 66, 18, 17, 6, 26, 15, 192, 72], [22, 692, 9, 11, 6, 6, 16, 9, 73, 156], [61, 24, 427, 73, 127, 60, 117, 52, 31, 28], [21, 26, 81, 390, 57, 134, 168, 49, 28, 46], [35, 21, 119, 57, 453, 33, 140, 95, 31, 16], [12, 12, 83, 232, 49, 370, 114, 78, 27, 23], [2, 11, 63, 61, 107, 18, 688, 15, 12, 23], [20, 16, 35, 65, 75, 78, 46, 600, 13, 52], [88, 73, 12, 15, 5, 15, 15, 4, 725, 48], [20, 212, 14, 14, 4, 8, 30, 21, 78, 599]]"
3,3,25,0.54448,0.5679,0.5679,"[[585, 46, 54, 15, 17, 9, 26, 19, 168, 61], [25, 734, 6, 11, 4, 6, 17, 7, 72, 118], [66, 23, 455, 63, 110, 68, 111, 47, 36, 21], [27, 19, 83, 350, 60, 182, 153, 48, 40, 38], [36, 17, 128, 51, 425, 39, 142, 112, 34, 16], [15, 9, 85, 194, 48, 437, 87, 72, 31, 22], [6, 13, 59, 59, 91, 15, 710, 20, 9, 18], [20, 10, 35, 56, 66, 78, 40, 646, 13, 36], [72, 71, 10, 20, 11, 15, 8, 4, 757, 32], [23, 240, 15, 14, 2, 6, 30, 23, 67, 580]]"
4,4,25,0.5696,0.5914,0.5914,"[[629, 36, 44, 16, 21, 15, 25, 27, 121, 66], [29, 717, 11, 13, 5, 7, 21, 7, 48, 142], [58, 13, 467, 66, 112, 90, 95, 46, 32, 21], [30, 15, 74, 359, 54, 234, 133, 42, 26, 33], [38, 10, 114, 51, 461, 53, 129, 109, 22, 13], [16, 7, 69, 168, 38, 517, 84, 58, 23, 20], [7, 7, 48, 60, 84, 32, 722, 14, 9, 17], [18, 8, 32, 61, 52, 93, 38, 656, 9, 33], [88, 63, 10, 25, 13, 18, 12, 5, 723, 43], [29, 144, 14, 18, 8, 22, 24, 21, 57, 663]]"
5,5,25,0.58396,0.603,0.603,"[[638, 48, 38, 14, 21, 14, 24, 23, 132, 48], [24, 783, 8, 7, 3, 5, 13, 8, 46, 103], [77, 21, 430, 65, 110, 82, 110, 53, 36, 16], [27, 21, 61, 369, 57, 217, 141, 41, 38, 28], [36, 19, 83, 53, 460, 42, 143, 126, 28, 10], [17, 11, 54, 163, 37, 512, 91, 66, 23, 26], [6, 14, 32, 53, 73, 30, 750, 17, 9, 16], [18, 12, 21, 59, 55, 71, 37, 682, 10, 35], [74, 64, 5, 24, 12, 12, 8, 4, 763, 34], [25, 209, 7, 17, 6, 9, 19, 12, 53, 643]]"
6,6,25,0.59356,0.6144,0.6144,"[[637, 41, 47, 13, 25, 13, 24, 23, 118, 59], [28, 767, 9, 7, 4, 6, 11, 7, 44, 117], [70, 18, 474, 59, 111, 66, 104, 43, 34, 21], [25, 23, 66, 372, 71, 200, 138, 39, 37, 29], [31, 13, 95, 56, 514, 33, 125, 97, 27, 9], [19, 11, 61, 167, 40, 507, 87, 57, 26, 25], [4, 11, 39, 55, 84, 27, 739, 14, 8, 19], [21, 9, 27, 60, 75, 74, 35, 659, 11, 29], [66, 50, 6, 16, 13, 12, 12, 2, 783, 40], [26, 164, 5, 14, 9, 10, 23, 12, 45, 692]]"
7,7,25,0.60166,0.6192,0.6192,"[[630, 45, 47, 19, 20, 17, 22, 20, 126, 54], [20, 804, 9, 8, 3, 6, 14, 7, 43, 86], [61, 20, 475, 74, 105, 62, 103, 46, 32, 22], [20, 19, 63, 434, 63, 198, 112, 37, 31, 23], [27, 13, 96, 69, 500, 26, 123, 112, 27, 7], [16, 12, 59, 187, 48, 502, 73, 60, 18, 25], [5, 13, 41, 72, 71, 27, 735, 17, 8, 11], [14, 6, 36, 74, 65, 64, 32, 670, 10, 29], [64, 58, 7, 18, 9, 14, 8, 4, 786, 32], [25, 195, 6, 20, 6, 10, 26, 12, 44, 656]]"
8,8,25,0.6111,0.6244,0.6244,"[[673, 47, 41, 15, 20, 13, 16, 20, 98, 57], [22, 782, 6, 10, 4, 6, 10, 6, 45, 109], [66, 21, 473, 65, 101, 72, 100, 48, 30, 24], [26, 23, 65, 405, 69, 224, 89, 38, 32, 29], [34, 12, 90, 62, 501, 35, 114, 117, 26, 9], [23, 11, 55, 165, 32, 535, 67, 63, 20, 29], [8, 12, 34, 77, 71, 37, 719, 18, 7, 17], [25, 8, 27, 64, 66, 74, 29, 663, 7, 37], [67, 49, 5, 15, 10, 12, 10, 5, 789, 38], [27, 154, 7, 20, 6, 8, 23, 11, 40, 704]]"
9,9,25,0.6154,0.6301,0.6301,"[[676, 38, 47, 13, 21, 15, 21, 20, 105, 44], [31, 795, 8, 9, 2, 7, 11, 7, 43, 87], [64, 17, 500, 72, 86, 70, 96, 43, 31, 21], [25, 21, 73, 411, 60, 200, 111, 45, 28, 26], [36, 9, 104, 60, 497, 30, 123, 116, 19, 6], [23, 10, 64, 173, 39, 522, 74, 58, 18, 19], [9, 12, 39, 60, 68, 32, 742, 14, 9, 15], [24, 7, 31, 72, 68, 72, 21, 669, 7, 29], [64, 44, 8, 15, 11, 13, 10, 4, 797, 34], [29, 158, 8, 23, 7, 8, 21, 12, 42, 692]]"
