,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.26108,0.276,"[[76, 25, 1, 6, 3, 109, 30, 38, 596, 116], [9, 130, 3, 9, 6, 133, 75, 52, 415, 168], [23, 33, 7, 16, 81, 288, 259, 78, 158, 57], [16, 14, 10, 31, 69, 407, 179, 125, 70, 79], [16, 5, 5, 14, 146, 220, 389, 82, 64, 59], [16, 16, 5, 17, 77, 483, 157, 100, 83, 46], [3, 10, 9, 27, 65, 186, 542, 101, 17, 40], [11, 32, 4, 20, 95, 228, 92, 271, 87, 160], [25, 21, 3, 6, 2, 122, 7, 24, 638, 152], [7, 28, 6, 6, 5, 78, 58, 67, 309, 436]]"
1,1,0.34772,0.3819,"[[494, 69, 7, 11, 12, 32, 34, 56, 208, 77], [40, 491, 1, 7, 5, 25, 50, 24, 164, 193], [116, 55, 67, 46, 168, 121, 252, 118, 33, 24], [62, 41, 26, 86, 69, 233, 261, 125, 23, 74], [63, 19, 29, 31, 285, 79, 330, 117, 25, 22], [45, 38, 36, 46, 90, 366, 199, 116, 33, 31], [11, 26, 25, 42, 104, 56, 624, 62, 9, 41], [50, 49, 14, 25, 120, 111, 93, 427, 28, 83], [162, 96, 2, 13, 2, 44, 17, 23, 500, 141], [36, 158, 2, 18, 5, 17, 64, 32, 189, 479]]"
2,2,0.40396,0.4415,"[[460, 77, 41, 19, 12, 17, 24, 41, 231, 78], [17, 610, 2, 9, 4, 17, 22, 23, 113, 183], [77, 50, 167, 73, 158, 101, 192, 126, 33, 23], [31, 39, 54, 227, 36, 209, 212, 111, 16, 65], [48, 25, 75, 55, 318, 46, 241, 140, 32, 20], [21, 24, 49, 141, 45, 398, 148, 121, 27, 26], [3, 17, 42, 76, 110, 35, 624, 48, 9, 36], [35, 38, 26, 57, 78, 92, 57, 541, 17, 59], [126, 102, 9, 18, 4, 20, 16, 20, 566, 119], [27, 200, 3, 36, 5, 10, 36, 43, 136, 504]]"
3,3,0.43826,0.4794,"[[487, 73, 49, 19, 14, 12, 24, 28, 228, 66], [16, 672, 7, 10, 5, 13, 17, 17, 94, 149], [63, 35, 303, 86, 131, 74, 152, 103, 30, 23], [29, 41, 72, 328, 29, 159, 189, 78, 16, 59], [46, 34, 103, 58, 338, 31, 214, 125, 33, 18], [18, 25, 85, 210, 30, 362, 116, 105, 24, 25], [2, 18, 67, 89, 96, 26, 624, 37, 11, 30], [33, 35, 45, 76, 60, 69, 46, 558, 21, 57], [114, 102, 14, 15, 7, 19, 10, 18, 615, 86], [26, 226, 9, 34, 5, 10, 30, 39, 114, 507]]"
4,4,0.46012,0.4994,"[[487, 65, 45, 15, 16, 11, 29, 32, 234, 66], [17, 677, 8, 8, 5, 17, 13, 18, 88, 149], [60, 34, 330, 62, 115, 107, 150, 88, 30, 24], [22, 27, 56, 276, 31, 230, 196, 84, 19, 59], [37, 32, 119, 47, 345, 49, 194, 126, 36, 15], [14, 21, 76, 146, 31, 455, 113, 99, 25, 20], [3, 17, 71, 70, 88, 37, 636, 38, 10, 30], [26, 29, 28, 48, 58, 103, 41, 597, 18, 52], [86, 94, 10, 10, 7, 24, 10, 13, 664, 82], [19, 235, 5, 23, 4, 12, 29, 44, 102, 527]]"
5,5,0.47504,0.5157,"[[551, 66, 48, 19, 18, 7, 26, 23, 188, 54], [17, 709, 9, 11, 2, 8, 10, 12, 86, 136], [66, 36, 385, 82, 125, 77, 102, 77, 31, 19], [25, 31, 73, 362, 39, 164, 160, 75, 24, 47], [40, 33, 155, 72, 370, 31, 138, 108, 36, 17], [18, 24, 95, 201, 39, 395, 84, 99, 27, 18], [4, 19, 86, 89, 107, 25, 588, 37, 13, 32], [30, 27, 34, 69, 65, 75, 30, 606, 15, 49], [109, 92, 10, 13, 8, 14, 11, 8, 667, 68], [27, 249, 5, 27, 7, 9, 25, 36, 91, 524]]"
6,6,0.4916,0.5293,"[[552, 61, 58, 19, 17, 9, 29, 23, 171, 61], [22, 696, 9, 11, 5, 9, 14, 13, 67, 154], [64, 24, 399, 77, 121, 88, 108, 69, 28, 22], [19, 26, 70, 335, 37, 193, 178, 74, 23, 45], [37, 21, 142, 59, 383, 40, 145, 123, 32, 18], [13, 13, 87, 175, 38, 428, 91, 107, 26, 22], [1, 16, 80, 74, 101, 27, 628, 29, 14, 30], [30, 14, 29, 63, 58, 81, 34, 630, 13, 48], [109, 88, 13, 11, 9, 18, 12, 7, 666, 67], [26, 220, 6, 19, 6, 9, 28, 38, 72, 576]]"
7,7,0.50114,0.533,"[[533, 54, 55, 24, 13, 6, 26, 22, 205, 62], [19, 702, 11, 14, 7, 8, 11, 11, 80, 137], [67, 20, 382, 99, 128, 78, 103, 68, 32, 23], [22, 26, 62, 380, 36, 184, 147, 71, 28, 44], [35, 18, 130, 71, 387, 40, 132, 130, 38, 19], [15, 10, 78, 216, 34, 411, 88, 103, 25, 20], [5, 17, 67, 81, 100, 31, 632, 24, 14, 29], [24, 17, 27, 73, 57, 74, 33, 634, 12, 49], [89, 75, 10, 10, 6, 16, 13, 8, 706, 67], [26, 231, 6, 21, 7, 10, 26, 31, 79, 563]]"
8,8,0.51146,0.5421,"[[534, 56, 52, 27, 16, 9, 30, 19, 192, 65], [15, 705, 14, 10, 7, 8, 13, 9, 60, 159], [61, 17, 368, 79, 164, 86, 109, 61, 30, 25], [15, 22, 62, 332, 48, 205, 182, 68, 24, 42], [31, 19, 109, 64, 432, 44, 140, 111, 34, 16], [10, 10, 70, 182, 49, 442, 107, 89, 23, 18], [4, 12, 58, 54, 103, 31, 686, 19, 11, 22], [20, 12, 26, 66, 68, 87, 38, 627, 11, 45], [80, 80, 10, 10, 11, 19, 13, 7, 701, 69], [17, 210, 6, 17, 8, 13, 31, 31, 73, 594]]"
9,9,0.5233,0.5532,"[[565, 51, 58, 23, 17, 8, 27, 24, 169, 58], [22, 725, 15, 8, 7, 7, 13, 10, 59, 134], [59, 19, 416, 87, 116, 69, 122, 62, 30, 20], [18, 25, 68, 357, 44, 190, 164, 66, 29, 39], [29, 19, 139, 61, 393, 47, 145, 121, 28, 18], [11, 10, 87, 186, 41, 430, 98, 95, 23, 19], [5, 14, 60, 57, 77, 30, 707, 19, 11, 20], [21, 16, 27, 63, 53, 87, 35, 647, 9, 42], [92, 81, 12, 10, 10, 15, 12, 8, 700, 60], [23, 219, 11, 18, 5, 12, 28, 27, 65, 592]]"
