,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.11874,0.1175,"[[0, 2, 0, 79, 0, 0, 0, 0, 919, 0], [0, 7, 0, 206, 0, 0, 0, 0, 787, 0], [0, 2, 0, 254, 0, 0, 0, 0, 744, 0], [0, 0, 0, 253, 0, 0, 0, 0, 747, 0], [0, 2, 0, 350, 0, 0, 0, 0, 648, 0], [0, 3, 0, 196, 0, 0, 0, 2, 799, 0], [0, 3, 0, 349, 0, 0, 0, 0, 648, 0], [0, 9, 0, 231, 0, 0, 0, 0, 760, 0], [0, 3, 0, 82, 0, 0, 0, 0, 915, 0], [0, 1, 0, 168, 0, 0, 0, 0, 831, 0]]"
1,1,0.11392,0.1139,"[[186, 25, 0, 5, 0, 0, 0, 0, 784, 0], [151, 92, 0, 13, 0, 0, 0, 0, 744, 0], [56, 47, 0, 29, 0, 0, 0, 0, 868, 0], [65, 35, 0, 45, 0, 0, 0, 0, 854, 1], [36, 34, 0, 68, 0, 0, 0, 0, 862, 0], [111, 46, 0, 27, 0, 0, 0, 0, 815, 1], [29, 66, 0, 49, 0, 0, 0, 0, 856, 0], [65, 73, 0, 15, 0, 0, 0, 0, 847, 0], [147, 35, 0, 2, 0, 0, 0, 0, 816, 0], [100, 41, 0, 10, 0, 0, 0, 0, 849, 0]]"
2,2,0.10742,0.1065,"[[925, 16, 0, 1, 0, 0, 0, 0, 58, 0], [824, 61, 0, 3, 0, 0, 0, 0, 111, 1], [801, 46, 0, 3, 0, 0, 0, 0, 148, 2], [731, 40, 0, 14, 0, 0, 0, 0, 209, 6], [728, 44, 0, 16, 0, 0, 0, 0, 211, 1], [825, 21, 0, 2, 0, 0, 0, 0, 150, 2], [701, 78, 0, 8, 0, 0, 0, 1, 211, 1], [749, 31, 0, 1, 0, 0, 0, 0, 212, 7], [921, 17, 0, 0, 0, 0, 0, 0, 62, 0], [780, 34, 0, 1, 0, 0, 0, 0, 182, 3]]"
3,3,0.10262,0.1021,"[[994, 4, 0, 0, 0, 0, 0, 0, 0, 2], [978, 14, 0, 1, 0, 0, 0, 0, 3, 4], [969, 17, 0, 0, 0, 0, 0, 0, 6, 8], [940, 16, 0, 4, 0, 0, 0, 1, 22, 17], [955, 16, 0, 6, 0, 0, 2, 1, 6, 14], [978, 4, 0, 0, 0, 0, 0, 1, 10, 7], [967, 18, 0, 3, 0, 0, 0, 2, 3, 7], [959, 5, 0, 0, 0, 0, 0, 0, 14, 22], [994, 4, 0, 0, 0, 0, 0, 0, 0, 2], [967, 13, 0, 1, 0, 0, 0, 0, 10, 9]]"
4,4,0.10208,0.1019,"[[996, 2, 0, 0, 0, 0, 0, 0, 0, 2], [992, 2, 0, 0, 0, 0, 0, 2, 0, 4], [985, 6, 0, 0, 0, 0, 0, 2, 1, 6], [967, 4, 0, 2, 0, 0, 1, 6, 2, 18], [971, 6, 0, 4, 0, 0, 4, 2, 0, 13], [988, 1, 0, 0, 0, 0, 0, 1, 4, 6], [979, 4, 0, 1, 0, 0, 3, 4, 0, 9], [973, 1, 0, 0, 0, 0, 0, 1, 1, 24], [997, 1, 0, 0, 0, 0, 0, 0, 0, 2], [979, 3, 0, 1, 0, 0, 0, 0, 2, 15]]"
5,5,0.10258,0.103,"[[995, 1, 0, 0, 0, 0, 0, 0, 0, 4], [988, 1, 0, 0, 0, 0, 1, 2, 0, 8], [985, 2, 0, 0, 0, 0, 1, 4, 0, 8], [963, 3, 0, 2, 0, 0, 1, 8, 1, 22], [972, 3, 0, 0, 0, 0, 7, 5, 0, 13], [987, 1, 0, 0, 0, 0, 0, 3, 2, 7], [974, 2, 0, 0, 0, 0, 5, 9, 0, 10], [969, 1, 0, 0, 0, 0, 0, 2, 0, 28], [997, 0, 0, 0, 0, 0, 0, 0, 0, 3], [970, 3, 0, 0, 0, 0, 1, 0, 1, 25]]"
6,6,0.10722,0.1066,"[[986, 1, 1, 0, 0, 0, 1, 1, 0, 10], [957, 3, 2, 0, 0, 0, 4, 5, 1, 28], [971, 4, 3, 0, 0, 0, 5, 8, 0, 9], [942, 3, 4, 0, 0, 0, 3, 19, 2, 27], [954, 4, 2, 0, 0, 0, 12, 12, 0, 16], [965, 1, 2, 0, 0, 2, 0, 12, 4, 14], [949, 5, 0, 0, 0, 2, 8, 23, 0, 13], [939, 1, 0, 0, 0, 0, 0, 10, 0, 50], [992, 0, 0, 0, 0, 0, 0, 0, 0, 8], [939, 3, 1, 0, 0, 0, 1, 1, 1, 54]]"
7,7,0.12782,0.13,"[[948, 2, 2, 0, 0, 6, 0, 1, 4, 37], [826, 11, 4, 0, 0, 25, 5, 13, 21, 95], [891, 6, 7, 0, 0, 28, 7, 17, 15, 29], [778, 4, 13, 1, 0, 92, 5, 26, 22, 59], [787, 9, 11, 0, 0, 77, 15, 39, 12, 50], [834, 0, 3, 0, 0, 72, 1, 34, 11, 45], [808, 11, 18, 0, 0, 45, 18, 51, 7, 42], [771, 2, 0, 0, 0, 55, 1, 23, 15, 133], [889, 1, 0, 0, 0, 28, 0, 1, 8, 73], [717, 3, 3, 0, 0, 7, 2, 3, 53, 212]]"
8,8,0.1632,0.1679,"[[716, 2, 1, 0, 0, 68, 1, 1, 100, 111], [512, 15, 8, 1, 0, 112, 7, 14, 144, 187], [640, 10, 9, 6, 0, 163, 9, 26, 71, 66], [435, 2, 11, 7, 0, 338, 7, 34, 70, 96], [480, 7, 21, 5, 0, 289, 17, 38, 60, 83], [535, 1, 4, 0, 0, 300, 4, 24, 63, 69], [446, 14, 27, 7, 0, 301, 27, 40, 80, 58], [429, 9, 7, 1, 0, 213, 3, 24, 105, 209], [508, 0, 1, 1, 0, 110, 0, 1, 195, 184], [373, 4, 4, 0, 0, 46, 3, 9, 175, 386]]"
9,9,0.18358,0.1938,"[[568, 6, 4, 0, 0, 140, 2, 8, 118, 154], [333, 31, 10, 5, 0, 171, 14, 21, 169, 246], [385, 14, 18, 30, 0, 336, 15, 43, 76, 83], [245, 4, 21, 27, 0, 476, 9, 40, 67, 111], [252, 9, 26, 26, 0, 443, 37, 52, 63, 92], [293, 6, 21, 11, 0, 479, 6, 35, 67, 82], [202, 19, 20, 20, 0, 450, 66, 71, 77, 75], [230, 16, 12, 13, 0, 323, 4, 49, 116, 237], [333, 4, 1, 3, 0, 157, 0, 1, 234, 267], [248, 8, 5, 1, 0, 85, 6, 22, 159, 466]]"
