,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.3897,"[[409, 31, 49, 8, 173, 1, 74, 4, 190, 61], [11, 417, 11, 16, 61, 4, 115, 2, 156, 207], [51, 15, 137, 70, 281, 12, 375, 12, 28, 19], [10, 14, 28, 206, 125, 34, 506, 12, 27, 38], [16, 5, 14, 22, 465, 5, 422, 8, 24, 19], [4, 9, 45, 237, 138, 126, 391, 11, 16, 23], [2, 2, 10, 15, 103, 1, 835, 0, 12, 20], [10, 15, 21, 64, 353, 34, 220, 169, 17, 97], [89, 32, 14, 24, 96, 9, 63, 0, 619, 54], [20, 116, 7, 24, 50, 2, 117, 13, 137, 514]]"
1,1,10,10,0.5417,"[[488, 42, 71, 19, 43, 1, 60, 21, 208, 47], [24, 715, 10, 9, 13, 4, 28, 10, 85, 102], [44, 14, 452, 56, 145, 39, 168, 40, 31, 11], [16, 18, 82, 300, 80, 118, 287, 37, 26, 36], [18, 8, 108, 41, 518, 16, 177, 85, 22, 7], [5, 12, 110, 202, 76, 327, 164, 76, 17, 11], [2, 12, 53, 27, 95, 8, 773, 12, 11, 7], [13, 8, 36, 59, 108, 73, 73, 588, 13, 29], [58, 69, 19, 16, 21, 6, 32, 7, 739, 33], [20, 231, 14, 22, 21, 5, 59, 29, 82, 517]]"
2,2,10,10,0.5854,"[[562, 44, 47, 19, 30, 3, 48, 12, 190, 45], [29, 736, 9, 6, 7, 4, 34, 5, 66, 104], [53, 15, 450, 55, 132, 39, 170, 36, 33, 17], [16, 16, 63, 344, 76, 132, 247, 35, 29, 42], [29, 10, 72, 36, 542, 24, 171, 87, 24, 5], [14, 9, 74, 185, 85, 400, 138, 66, 12, 17], [3, 13, 43, 29, 57, 9, 821, 6, 10, 9], [19, 5, 33, 48, 112, 70, 52, 620, 9, 32], [65, 57, 10, 12, 16, 4, 23, 3, 773, 37], [29, 192, 11, 15, 13, 5, 49, 15, 65, 606]]"
3,3,10,10,0.6127,"[[580, 38, 50, 23, 27, 7, 38, 11, 170, 56], [29, 743, 12, 11, 6, 4, 23, 6, 52, 114], [62, 14, 469, 74, 129, 51, 124, 30, 32, 15], [16, 13, 72, 421, 62, 166, 163, 32, 23, 32], [24, 9, 76, 59, 572, 42, 113, 81, 21, 3], [9, 9, 55, 219, 74, 483, 74, 53, 12, 12], [5, 10, 46, 58, 55, 18, 783, 5, 14, 6], [20, 2, 29, 69, 111, 79, 30, 623, 10, 27], [49, 51, 10, 22, 11, 6, 16, 3, 794, 38], [25, 163, 11, 23, 13, 10, 33, 9, 54, 659]]"
4,4,10,10,0.6304,"[[641, 36, 50, 17, 28, 6, 34, 14, 113, 61], [32, 759, 8, 11, 5, 5, 24, 5, 42, 109], [66, 14, 468, 75, 126, 48, 128, 31, 29, 15], [16, 13, 61, 430, 65, 160, 160, 34, 24, 37], [29, 8, 66, 63, 578, 37, 113, 88, 16, 2], [11, 9, 43, 212, 71, 483, 90, 58, 9, 14], [6, 13, 44, 40, 40, 14, 819, 9, 9, 6], [16, 3, 24, 64, 97, 65, 35, 662, 10, 24], [71, 54, 15, 18, 11, 6, 12, 2, 769, 42], [25, 148, 8, 18, 11, 5, 32, 12, 46, 695]]"
5,5,10,10,0.6382,"[[602, 43, 48, 20, 31, 5, 35, 14, 147, 55], [17, 771, 10, 9, 4, 3, 19, 4, 52, 111], [65, 10, 477, 63, 132, 43, 123, 37, 35, 15], [19, 12, 62, 429, 67, 163, 154, 39, 24, 31], [25, 5, 64, 55, 584, 33, 114, 95, 20, 5], [11, 7, 37, 206, 74, 494, 90, 59, 10, 12], [4, 11, 38, 40, 36, 16, 830, 7, 12, 6], [13, 3, 26, 59, 88, 57, 30, 685, 10, 29], [51, 48, 15, 13, 10, 7, 11, 2, 799, 44], [19, 147, 10, 16, 9, 7, 26, 10, 45, 711]]"
6,6,10,10,0.649,"[[636, 39, 46, 25, 32, 5, 33, 12, 119, 53], [21, 764, 8, 10, 6, 4, 21, 4, 44, 118], [61, 13, 500, 65, 117, 63, 109, 29, 27, 16], [18, 12, 62, 413, 66, 225, 125, 27, 23, 29], [29, 5, 73, 50, 593, 47, 102, 81, 17, 3], [8, 9, 49, 167, 64, 568, 64, 54, 7, 10], [7, 9, 39, 54, 43, 20, 805, 7, 8, 8], [14, 2, 32, 58, 79, 68, 25, 693, 8, 21], [58, 39, 15, 16, 8, 10, 9, 1, 803, 41], [27, 130, 11, 23, 12, 8, 23, 9, 42, 715]]"
7,7,10,10,0.6547,"[[636, 33, 49, 13, 31, 6, 28, 13, 136, 55], [20, 760, 8, 10, 6, 4, 19, 4, 49, 120], [64, 13, 523, 60, 107, 60, 106, 28, 26, 13], [19, 12, 63, 413, 62, 200, 146, 30, 23, 32], [24, 9, 88, 50, 594, 36, 96, 78, 20, 5], [11, 6, 57, 183, 53, 547, 74, 54, 6, 9], [5, 10, 44, 42, 37, 20, 816, 7, 9, 10], [14, 2, 37, 43, 77, 70, 24, 705, 9, 19], [53, 39, 13, 15, 4, 9, 9, 3, 813, 42], [31, 115, 10, 18, 13, 6, 19, 7, 41, 740]]"
8,8,10,10,0.6592,"[[655, 35, 40, 14, 32, 3, 26, 11, 131, 53], [27, 752, 4, 12, 7, 4, 22, 2, 47, 123], [71, 11, 511, 72, 112, 52, 104, 28, 28, 11], [21, 8, 64, 445, 65, 184, 126, 30, 23, 34], [22, 5, 75, 49, 613, 36, 100, 76, 19, 5], [13, 5, 53, 185, 63, 539, 72, 53, 6, 11], [6, 10, 41, 54, 35, 16, 813, 6, 10, 9], [16, 2, 34, 45, 76, 66, 24, 703, 10, 24], [51, 43, 13, 15, 7, 7, 8, 2, 816, 38], [32, 101, 14, 23, 11, 5, 18, 7, 44, 745]]"
9,9,10,10,0.6651,"[[668, 43, 49, 16, 22, 5, 21, 10, 113, 53], [24, 771, 5, 8, 5, 2, 23, 2, 47, 113], [68, 8, 521, 69, 101, 51, 110, 33, 25, 14], [24, 10, 58, 458, 59, 169, 129, 31, 27, 35], [25, 7, 79, 54, 582, 32, 108, 88, 20, 5], [19, 4, 51, 183, 53, 546, 66, 54, 10, 14], [6, 10, 40, 48, 32, 18, 822, 7, 8, 9], [20, 3, 30, 50, 68, 58, 21, 720, 10, 20], [54, 42, 9, 15, 4, 7, 9, 3, 815, 42], [29, 111, 13, 20, 7, 4, 18, 10, 40, 748]]"
