,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.15646,0.1525,"[[0, 1, 0, 6, 1, 92, 1, 0, 754, 145], [0, 0, 0, 0, 0, 226, 3, 0, 551, 220], [0, 2, 0, 3, 0, 299, 1, 0, 489, 206], [0, 1, 0, 11, 3, 414, 3, 0, 323, 245], [0, 2, 0, 5, 0, 446, 2, 0, 302, 243], [0, 1, 0, 12, 6, 373, 0, 0, 421, 187], [0, 0, 0, 2, 0, 534, 2, 0, 248, 214], [0, 0, 0, 7, 0, 282, 0, 0, 341, 370], [0, 0, 0, 3, 0, 134, 0, 0, 725, 138], [0, 0, 0, 2, 1, 94, 2, 0, 487, 414]]"
1,1,0.21354,0.2191,"[[456, 7, 8, 20, 3, 52, 7, 4, 375, 68], [129, 15, 16, 23, 4, 139, 50, 22, 475, 127], [262, 19, 57, 73, 8, 318, 63, 21, 100, 79], [174, 8, 36, 155, 15, 356, 46, 22, 81, 107], [137, 13, 58, 118, 20, 361, 123, 22, 66, 82], [235, 15, 37, 127, 14, 332, 49, 25, 91, 75], [82, 16, 40, 71, 11, 461, 178, 27, 35, 79], [132, 16, 45, 137, 8, 177, 43, 50, 143, 249], [208, 4, 6, 16, 0, 75, 0, 3, 598, 90], [89, 6, 22, 25, 1, 55, 29, 28, 415, 330]]"
2,2,0.22038,0.2293,"[[310, 18, 0, 41, 4, 158, 116, 89, 84, 180], [46, 98, 2, 6, 9, 258, 251, 78, 97, 155], [73, 15, 0, 22, 16, 127, 625, 75, 13, 34], [13, 5, 0, 24, 32, 182, 624, 88, 3, 29], [23, 2, 0, 18, 12, 71, 765, 62, 11, 36], [13, 4, 0, 21, 23, 262, 590, 67, 3, 17], [5, 1, 0, 8, 15, 29, 887, 43, 0, 12], [10, 12, 0, 20, 31, 101, 541, 170, 9, 106], [106, 38, 0, 11, 4, 187, 86, 85, 186, 297], [34, 39, 0, 9, 5, 102, 234, 155, 78, 344]]"
3,3,0.26438,0.2828,"[[409, 18, 0, 6, 9, 55, 47, 54, 263, 139], [59, 138, 0, 4, 16, 111, 116, 81, 303, 172], [122, 29, 0, 18, 91, 135, 365, 103, 65, 72], [39, 16, 1, 45, 104, 227, 296, 138, 47, 87], [43, 8, 0, 21, 130, 94, 503, 85, 51, 65], [31, 16, 0, 34, 102, 278, 286, 111, 77, 65], [11, 6, 0, 15, 74, 71, 666, 113, 7, 37], [31, 21, 0, 25, 129, 102, 194, 241, 52, 205], [123, 22, 0, 2, 8, 80, 16, 39, 490, 220], [33, 25, 0, 9, 18, 42, 88, 95, 259, 431]]"
4,4,0.28016,0.3013,"[[482, 65, 1, 8, 13, 53, 39, 60, 169, 110], [99, 288, 0, 5, 19, 94, 120, 66, 172, 137], [149, 57, 0, 31, 131, 163, 310, 88, 27, 44], [59, 41, 2, 61, 117, 263, 252, 120, 17, 68], [63, 14, 2, 20, 220, 114, 414, 80, 27, 46], [49, 64, 1, 41, 125, 326, 244, 80, 27, 43], [21, 13, 1, 21, 109, 90, 622, 94, 4, 25], [43, 56, 1, 36, 161, 119, 147, 266, 25, 146], [235, 84, 0, 3, 6, 82, 15, 43, 359, 173], [63, 85, 1, 15, 14, 41, 86, 100, 206, 389]]"
5,5,0.28736,0.3054,"[[581, 80, 0, 6, 12, 25, 33, 46, 141, 76], [147, 349, 3, 4, 11, 51, 93, 45, 149, 148], [213, 76, 3, 23, 127, 149, 259, 78, 21, 51], [118, 57, 7, 44, 86, 267, 223, 107, 31, 60], [105, 21, 0, 25, 210, 112, 376, 90, 20, 41], [122, 95, 4, 38, 86, 291, 217, 83, 24, 40], [36, 33, 1, 22, 84, 108, 585, 89, 5, 37], [87, 97, 3, 37, 114, 94, 136, 263, 25, 144], [341, 92, 0, 1, 2, 50, 11, 36, 345, 122], [119, 107, 3, 13, 10, 28, 57, 55, 225, 383]]"
6,6,0.31532,0.3407,"[[486, 93, 4, 15, 22, 27, 23, 65, 175, 90], [64, 421, 4, 6, 16, 42, 63, 50, 162, 172], [146, 71, 11, 60, 228, 120, 171, 120, 33, 40], [57, 55, 12, 75, 144, 243, 170, 153, 31, 60], [73, 24, 6, 33, 361, 87, 236, 124, 26, 30], [46, 78, 7, 48, 152, 312, 161, 126, 36, 34], [16, 26, 3, 32, 189, 88, 498, 107, 6, 35], [40, 96, 5, 44, 152, 80, 84, 373, 24, 102], [183, 108, 0, 7, 6, 48, 12, 45, 435, 156], [57, 136, 1, 18, 8, 23, 43, 89, 190, 435]]"
7,7,0.33458,0.3607,"[[402, 125, 7, 14, 21, 14, 21, 69, 204, 123], [18, 524, 3, 6, 8, 20, 40, 31, 116, 234], [100, 84, 23, 65, 207, 96, 193, 135, 43, 54], [34, 69, 15, 87, 101, 228, 201, 135, 28, 102], [47, 41, 8, 40, 317, 68, 272, 134, 33, 40], [21, 81, 10, 60, 94, 306, 187, 143, 38, 60], [6, 41, 3, 31, 152, 60, 531, 92, 4, 80], [20, 95, 10, 40, 105, 77, 94, 408, 24, 127], [101, 132, 1, 8, 6, 39, 11, 35, 471, 196], [17, 189, 2, 18, 6, 14, 31, 64, 121, 538]]"
8,8,0.35382,0.386,"[[402, 118, 34, 32, 28, 17, 26, 71, 208, 64], [19, 563, 5, 12, 10, 40, 57, 35, 91, 168], [76, 52, 78, 92, 217, 117, 205, 121, 24, 18], [20, 51, 37, 133, 72, 247, 236, 126, 22, 56], [35, 28, 33, 55, 346, 62, 274, 123, 29, 15], [13, 36, 24, 99, 81, 378, 204, 119, 26, 20], [2, 18, 14, 43, 161, 64, 583, 73, 5, 37], [19, 70, 21, 61, 112, 99, 96, 444, 18, 60], [111, 139, 14, 20, 10, 52, 19, 32, 499, 104], [19, 215, 4, 35, 7, 19, 60, 84, 123, 434]]"
9,9,0.3612,0.3936,"[[485, 87, 40, 7, 37, 9, 23, 48, 214, 50], [32, 563, 6, 6, 11, 22, 37, 32, 139, 152], [92, 56, 112, 46, 249, 94, 193, 108, 29, 21], [41, 63, 63, 96, 80, 216, 222, 122, 32, 65], [53, 32, 49, 25, 396, 43, 245, 104, 37, 16], [33, 55, 48, 77, 91, 325, 187, 127, 24, 33], [6, 26, 25, 29, 190, 47, 555, 68, 11, 43], [31, 75, 34, 44, 123, 73, 74, 447, 23, 76], [169, 117, 14, 5, 18, 30, 13, 22, 541, 71], [35, 205, 7, 23, 6, 16, 51, 57, 184, 416]]"
