,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,1,0.0982,"[[0, 0, 0, 0, 980, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1135, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1010, 0, 0, 0, 0, 0], [0, 0, 0, 0, 982, 0, 0, 0, 0, 0], [0, 0, 0, 0, 892, 0, 0, 0, 0, 0], [0, 0, 0, 0, 958, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1028, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1009, 0, 0, 0, 0, 0]]"
1,1,10,1,0.0982,"[[0, 0, 0, 0, 980, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1135, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1010, 0, 0, 0, 0, 0], [0, 0, 0, 0, 982, 0, 0, 0, 0, 0], [0, 0, 0, 0, 892, 0, 0, 0, 0, 0], [0, 0, 0, 0, 958, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1028, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1009, 0, 0, 0, 0, 0]]"
2,2,10,1,0.0982,"[[0, 0, 0, 0, 980, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1135, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1010, 0, 0, 0, 0, 0], [0, 0, 0, 0, 982, 0, 0, 0, 0, 0], [0, 0, 0, 0, 892, 0, 0, 0, 0, 0], [0, 0, 0, 0, 958, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1028, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1009, 0, 0, 0, 0, 0]]"
3,3,10,1,0.0982,"[[0, 0, 0, 0, 980, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1135, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1010, 0, 0, 0, 0, 0], [0, 0, 0, 0, 982, 0, 0, 0, 0, 0], [0, 0, 0, 0, 892, 0, 0, 0, 0, 0], [0, 0, 0, 0, 958, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1028, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1009, 0, 0, 0, 0, 0]]"
4,4,10,1,0.0982,"[[0, 0, 0, 0, 980, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1135, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1010, 0, 0, 0, 0, 0], [0, 0, 0, 0, 982, 0, 0, 0, 0, 0], [0, 2, 0, 0, 890, 0, 0, 0, 0, 0], [0, 0, 0, 0, 958, 0, 0, 0, 0, 0], [0, 2, 0, 0, 1026, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1009, 0, 0, 0, 0, 0]]"
5,5,10,1,0.0982,"[[0, 2, 0, 0, 978, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1134, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1032, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1009, 0, 0, 0, 0, 0], [0, 1, 0, 0, 981, 0, 0, 0, 0, 0], [0, 7, 0, 0, 885, 0, 0, 0, 0, 0], [0, 1, 0, 0, 957, 0, 0, 0, 0, 0], [0, 11, 0, 0, 1017, 0, 0, 0, 0, 0], [0, 0, 0, 0, 974, 0, 0, 0, 0, 0], [0, 2, 0, 0, 1007, 0, 0, 0, 0, 0]]"
6,6,10,1,0.1035,"[[0, 9, 0, 0, 971, 0, 0, 0, 0, 0], [0, 57, 0, 0, 1078, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1031, 0, 0, 0, 0, 0], [0, 2, 0, 0, 1008, 0, 0, 0, 0, 0], [0, 4, 0, 0, 978, 0, 0, 0, 0, 0], [0, 31, 0, 0, 861, 0, 0, 0, 0, 0], [0, 4, 0, 0, 954, 0, 0, 0, 0, 0], [0, 42, 0, 0, 986, 0, 0, 0, 0, 0], [0, 2, 0, 0, 972, 0, 0, 0, 0, 0], [0, 7, 0, 0, 1002, 0, 0, 0, 0, 0]]"
7,7,10,1,0.1206,"[[0, 18, 0, 0, 962, 0, 0, 0, 0, 0], [0, 237, 0, 0, 898, 0, 0, 0, 0, 0], [0, 14, 0, 0, 1018, 0, 0, 0, 0, 0], [0, 4, 0, 0, 1006, 0, 0, 0, 0, 0], [0, 13, 0, 0, 969, 0, 0, 0, 0, 0], [0, 76, 0, 0, 816, 0, 0, 0, 0, 0], [0, 13, 0, 0, 945, 0, 0, 0, 0, 0], [0, 127, 0, 0, 901, 0, 0, 0, 0, 0], [0, 8, 0, 0, 966, 0, 0, 0, 0, 0], [0, 25, 0, 0, 984, 0, 0, 0, 0, 0]]"
8,8,10,1,0.1421,"[[0, 52, 0, 0, 928, 0, 0, 0, 0, 0], [0, 466, 0, 0, 669, 0, 0, 0, 0, 0], [0, 53, 0, 0, 979, 0, 0, 0, 0, 0], [0, 13, 0, 0, 997, 0, 0, 0, 0, 0], [0, 27, 0, 0, 955, 0, 0, 0, 0, 0], [0, 138, 0, 0, 754, 0, 0, 0, 0, 0], [0, 35, 0, 0, 923, 0, 0, 0, 0, 0], [0, 266, 0, 0, 762, 0, 0, 0, 0, 0], [0, 30, 0, 0, 944, 0, 0, 0, 0, 0], [0, 59, 0, 0, 950, 0, 0, 0, 0, 0]]"
9,9,10,1,0.1592,"[[0, 99, 0, 0, 881, 0, 0, 0, 0, 0], [0, 663, 0, 0, 472, 0, 0, 0, 0, 0], [0, 133, 0, 0, 899, 0, 0, 0, 0, 0], [0, 31, 0, 0, 979, 0, 0, 0, 0, 0], [0, 53, 0, 0, 929, 0, 0, 0, 0, 0], [0, 201, 0, 0, 691, 0, 0, 0, 0, 0], [0, 68, 0, 0, 890, 0, 0, 0, 0, 0], [0, 426, 0, 0, 602, 0, 0, 0, 0, 0], [0, 74, 0, 0, 900, 0, 0, 0, 0, 0], [0, 123, 0, 0, 886, 0, 0, 0, 0, 0]]"
