,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1148,0.1147,"[[0, 0, 0, 0, 0, 6, 0, 0, 294, 700], [0, 0, 0, 0, 0, 24, 0, 0, 199, 777], [0, 0, 0, 0, 0, 8, 0, 0, 111, 881], [0, 0, 0, 0, 0, 18, 0, 0, 138, 844], [0, 0, 0, 0, 0, 9, 0, 0, 84, 907], [0, 0, 0, 0, 0, 33, 0, 0, 225, 742], [0, 0, 0, 0, 0, 26, 0, 0, 84, 890], [0, 0, 0, 0, 0, 19, 0, 0, 139, 842], [0, 0, 0, 0, 0, 26, 0, 0, 305, 669], [0, 0, 0, 0, 0, 5, 0, 0, 186, 809]]"
1,1,0.13046,0.1255,"[[4, 0, 0, 20, 0, 26, 0, 0, 911, 39], [1, 0, 0, 28, 0, 86, 0, 0, 798, 87], [3, 1, 0, 41, 0, 100, 0, 0, 787, 68], [8, 0, 0, 111, 0, 125, 0, 0, 639, 117], [1, 1, 0, 79, 0, 168, 0, 0, 649, 102], [22, 0, 0, 99, 0, 95, 0, 0, 686, 98], [1, 0, 0, 38, 0, 236, 0, 0, 639, 86], [6, 0, 0, 64, 0, 71, 0, 0, 687, 172], [4, 0, 0, 41, 0, 36, 0, 0, 868, 51], [1, 0, 0, 14, 0, 22, 0, 0, 786, 177]]"
2,2,0.15022,0.1532,"[[403, 3, 0, 41, 0, 8, 0, 0, 523, 22], [174, 3, 0, 94, 0, 23, 0, 0, 649, 57], [479, 6, 0, 145, 0, 12, 0, 0, 337, 21], [395, 3, 0, 290, 0, 9, 0, 0, 254, 49], [411, 6, 0, 268, 0, 12, 0, 0, 277, 26], [442, 2, 0, 240, 0, 11, 0, 0, 264, 41], [376, 14, 0, 271, 0, 28, 0, 0, 282, 29], [338, 1, 0, 168, 0, 10, 0, 0, 376, 107], [187, 0, 0, 84, 0, 6, 0, 0, 700, 23], [129, 1, 0, 42, 0, 3, 0, 0, 700, 125]]"
3,3,0.19764,0.2049,"[[321, 9, 0, 43, 0, 232, 1, 28, 235, 131], [54, 44, 0, 27, 0, 348, 10, 27, 302, 188], [137, 36, 0, 61, 0, 592, 1, 38, 65, 70], [48, 19, 1, 115, 2, 604, 6, 72, 36, 97], [49, 32, 0, 68, 0, 674, 3, 54, 40, 80], [67, 25, 0, 100, 0, 642, 3, 58, 44, 61], [27, 40, 0, 61, 0, 714, 9, 64, 17, 68], [42, 34, 0, 122, 0, 395, 2, 107, 91, 207], [97, 13, 0, 13, 0, 255, 0, 16, 392, 214], [62, 16, 0, 29, 0, 175, 3, 64, 232, 419]]"
4,4,0.23016,0.2449,"[[610, 33, 46, 4, 10, 5, 75, 35, 100, 82], [239, 116, 52, 2, 6, 29, 223, 38, 211, 84], [195, 26, 103, 3, 35, 10, 532, 40, 20, 36], [99, 29, 94, 14, 46, 43, 530, 95, 8, 42], [90, 8, 69, 9, 24, 10, 699, 41, 12, 38], [117, 36, 133, 10, 40, 68, 514, 43, 9, 30], [20, 7, 51, 4, 16, 5, 815, 59, 3, 20], [73, 54, 73, 5, 48, 24, 439, 146, 23, 115], [422, 23, 42, 4, 6, 25, 66, 18, 260, 134], [196, 47, 30, 2, 11, 3, 182, 87, 149, 293]]"
5,5,0.24002,0.2477,"[[289, 26, 0, 19, 2, 138, 7, 41, 302, 176], [27, 146, 0, 11, 7, 240, 32, 54, 255, 228], [77, 36, 0, 30, 21, 563, 29, 83, 65, 96], [15, 15, 0, 65, 16, 596, 22, 125, 35, 111], [28, 6, 0, 26, 36, 618, 72, 97, 38, 79], [6, 21, 0, 48, 16, 660, 24, 99, 46, 80], [4, 10, 0, 32, 41, 610, 119, 116, 7, 61], [11, 34, 0, 59, 18, 384, 13, 199, 45, 237], [43, 31, 0, 4, 0, 161, 0, 19, 456, 286], [20, 35, 0, 15, 0, 125, 16, 81, 201, 507]]"
6,6,0.2114,0.2223,"[[717, 25, 57, 0, 19, 0, 113, 24, 22, 23], [384, 149, 58, 3, 12, 0, 301, 28, 32, 33], [195, 30, 68, 0, 61, 0, 620, 16, 1, 9], [105, 16, 76, 1, 88, 0, 665, 37, 0, 12], [101, 3, 41, 0, 67, 0, 753, 23, 4, 8], [104, 15, 103, 2, 70, 0, 684, 14, 0, 8], [22, 2, 35, 0, 27, 0, 892, 20, 0, 2], [98, 23, 63, 0, 87, 0, 553, 131, 6, 39], [650, 53, 38, 2, 21, 0, 108, 27, 63, 38], [378, 46, 38, 0, 17, 0, 269, 74, 43, 135]]"
7,7,0.19376,0.1971,"[[2, 19, 0, 19, 0, 311, 0, 5, 286, 358], [0, 142, 0, 12, 0, 375, 0, 9, 31, 431], [1, 15, 0, 27, 0, 748, 0, 12, 59, 138], [0, 9, 0, 52, 0, 750, 0, 15, 7, 167], [2, 3, 0, 11, 0, 841, 0, 14, 21, 108], [0, 5, 0, 47, 0, 811, 0, 12, 12, 113], [0, 2, 0, 32, 0, 862, 0, 6, 1, 97], [0, 16, 0, 38, 0, 559, 0, 58, 7, 322], [1, 28, 0, 0, 0, 246, 0, 4, 179, 542], [0, 23, 0, 15, 0, 206, 0, 1, 28, 727]]"
8,8,0.19986,0.2064,"[[673, 15, 12, 0, 223, 0, 66, 8, 0, 3], [412, 125, 29, 0, 174, 0, 231, 19, 3, 7], [152, 21, 17, 0, 424, 0, 373, 10, 0, 3], [65, 11, 15, 0, 508, 0, 393, 6, 0, 2], [93, 1, 3, 0, 463, 0, 429, 11, 0, 0], [53, 3, 13, 0, 556, 0, 369, 6, 0, 0], [16, 1, 3, 0, 290, 0, 684, 6, 0, 0], [80, 9, 10, 0, 545, 0, 272, 81, 0, 3], [687, 35, 20, 0, 173, 0, 64, 13, 4, 4], [452, 31, 29, 0, 165, 0, 240, 63, 3, 17]]"
9,9,0.17276,0.1798,"[[0, 29, 0, 206, 0, 20, 0, 1, 3, 741], [0, 113, 0, 146, 0, 66, 0, 0, 0, 675], [0, 12, 0, 549, 0, 153, 0, 1, 0, 285], [0, 5, 0, 583, 0, 154, 0, 1, 0, 257], [0, 0, 0, 542, 0, 223, 0, 5, 0, 230], [0, 4, 0, 562, 0, 230, 0, 1, 0, 203], [0, 6, 0, 461, 0, 317, 0, 0, 0, 216], [0, 11, 0, 387, 0, 100, 0, 3, 0, 499], [0, 22, 0, 101, 0, 68, 0, 0, 3, 806], [0, 15, 0, 102, 0, 17, 0, 0, 0, 866]]"
