,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.5129,"[[445, 34, 69, 33, 61, 9, 30, 25, 259, 35], [39, 614, 16, 25, 14, 13, 21, 18, 112, 128], [58, 8, 340, 94, 235, 86, 98, 40, 26, 15], [13, 14, 82, 397, 105, 165, 152, 33, 16, 23], [36, 8, 63, 68, 560, 35, 87, 117, 15, 11], [9, 11, 82, 241, 113, 375, 73, 73, 15, 8], [5, 8, 51, 91, 182, 18, 615, 14, 8, 8], [15, 8, 38, 71, 111, 92, 35, 596, 12, 22], [68, 55, 19, 41, 30, 7, 12, 9, 728, 31], [47, 173, 27, 50, 11, 7, 34, 39, 153, 459]]"
1,1,10,10,0.5271,"[[503, 37, 64, 33, 47, 8, 29, 26, 213, 40], [53, 637, 15, 23, 11, 12, 17, 16, 79, 137], [66, 9, 366, 90, 217, 71, 101, 42, 19, 19], [11, 16, 80, 406, 99, 158, 152, 37, 17, 24], [42, 8, 75, 66, 540, 33, 96, 119, 11, 10], [9, 9, 96, 239, 96, 372, 79, 68, 15, 17], [6, 8, 61, 79, 142, 15, 656, 15, 6, 12], [15, 9, 42, 73, 102, 87, 39, 603, 12, 18], [86, 69, 19, 40, 25, 11, 10, 7, 695, 38], [62, 187, 22, 39, 9, 9, 30, 46, 103, 493]]"
2,2,10,10,0.5205,"[[433, 34, 72, 39, 52, 6, 31, 24, 261, 48], [32, 665, 13, 23, 10, 13, 27, 14, 90, 113], [52, 11, 339, 102, 230, 77, 114, 32, 25, 18], [11, 19, 66, 401, 91, 166, 170, 37, 14, 25], [36, 7, 62, 72, 529, 35, 114, 116, 17, 12], [8, 9, 83, 247, 107, 361, 93, 60, 13, 19], [4, 9, 46, 90, 132, 15, 672, 14, 7, 11], [16, 9, 34, 84, 105, 87, 41, 590, 11, 23], [57, 62, 23, 45, 23, 8, 10, 5, 729, 38], [35, 205, 25, 42, 9, 11, 32, 32, 123, 486]]"
3,3,10,10,0.5198,"[[441, 31, 88, 46, 75, 8, 32, 32, 211, 36], [39, 613, 21, 28, 23, 17, 35, 18, 76, 130], [41, 6, 349, 85, 261, 80, 104, 42, 18, 14], [7, 15, 63, 383, 127, 166, 165, 44, 10, 20], [17, 4, 62, 55, 606, 32, 84, 121, 10, 9], [4, 8, 74, 229, 128, 376, 90, 69, 8, 14], [4, 7, 46, 78, 166, 20, 650, 14, 6, 9], [11, 7, 29, 74, 135, 93, 32, 601, 3, 15], [67, 61, 31, 48, 36, 13, 12, 8, 695, 29], [44, 176, 30, 48, 23, 14, 34, 48, 99, 484]]"
4,4,10,10,0.5377,"[[500, 38, 69, 34, 65, 4, 35, 29, 172, 54], [41, 648, 12, 20, 14, 10, 30, 14, 56, 155], [58, 9, 352, 96, 230, 63, 120, 36, 17, 19], [10, 16, 73, 422, 109, 125, 161, 45, 11, 28], [25, 7, 60, 65, 571, 24, 104, 121, 10, 13], [8, 8, 74, 264, 114, 342, 95, 69, 9, 17], [4, 10, 53, 82, 129, 9, 681, 15, 5, 12], [14, 6, 37, 76, 107, 74, 39, 615, 7, 25], [91, 69, 23, 45, 29, 8, 8, 8, 673, 46], [50, 170, 22, 36, 12, 7, 29, 38, 63, 573]]"
5,5,10,10,0.5391,"[[460, 35, 78, 27, 58, 5, 38, 28, 228, 43], [37, 682, 13, 15, 11, 10, 33, 13, 82, 104], [45, 10, 377, 96, 232, 60, 105, 37, 22, 16], [12, 17, 73, 399, 111, 142, 162, 45, 16, 23], [20, 11, 65, 60, 593, 27, 91, 114, 11, 8], [6, 11, 77, 252, 119, 343, 96, 72, 9, 15], [5, 10, 56, 73, 140, 11, 677, 14, 7, 7], [14, 8, 41, 67, 119, 69, 38, 615, 9, 20], [61, 62, 25, 35, 27, 7, 12, 7, 731, 33], [43, 195, 24, 34, 15, 9, 33, 36, 97, 514]]"
6,6,10,10,0.5336,"[[478, 28, 71, 40, 65, 7, 43, 29, 210, 29], [44, 618, 17, 26, 18, 16, 38, 18, 95, 110], [49, 6, 358, 100, 221, 75, 124, 33, 19, 15], [8, 16, 75, 429, 100, 149, 154, 40, 13, 16], [23, 8, 59, 73, 577, 33, 99, 110, 10, 8], [8, 8, 76, 275, 100, 364, 87, 64, 7, 11], [4, 8, 47, 82, 122, 16, 694, 14, 8, 5], [13, 6, 32, 77, 115, 92, 39, 608, 5, 13], [72, 48, 26, 48, 26, 12, 13, 7, 719, 29], [48, 166, 28, 42, 16, 15, 42, 41, 111, 491]]"
7,7,10,10,0.5449,"[[454, 37, 65, 33, 54, 6, 33, 30, 228, 60], [34, 638, 12, 17, 11, 8, 29, 12, 75, 164], [54, 9, 339, 115, 225, 51, 127, 41, 20, 19], [10, 15, 57, 449, 94, 127, 156, 46, 17, 29], [22, 9, 58, 70, 563, 29, 105, 121, 11, 12], [7, 12, 69, 278, 104, 336, 94, 74, 8, 18], [5, 8, 42, 85, 110, 11, 707, 17, 8, 7], [12, 6, 30, 78, 112, 66, 35, 626, 8, 27], [57, 61, 17, 43, 20, 7, 12, 6, 735, 42], [39, 148, 19, 40, 8, 7, 26, 36, 75, 602]]"
8,8,10,10,0.5311,"[[462, 22, 90, 38, 53, 9, 33, 30, 231, 32], [48, 594, 19, 26, 23, 14, 43, 19, 106, 108], [41, 5, 400, 87, 229, 78, 98, 28, 22, 12], [9, 13, 78, 398, 113, 179, 142, 40, 18, 10], [19, 4, 73, 54, 594, 38, 84, 115, 13, 6], [5, 7, 83, 234, 106, 391, 85, 69, 11, 9], [3, 5, 55, 82, 144, 22, 665, 11, 8, 5], [15, 3, 40, 75, 118, 96, 33, 602, 6, 12], [65, 39, 29, 48, 24, 10, 14, 5, 740, 26], [48, 134, 35, 50, 22, 17, 42, 44, 143, 465]]"
9,9,10,10,0.554,"[[489, 33, 77, 34, 46, 7, 37, 23, 203, 51], [39, 679, 15, 17, 10, 8, 36, 10, 69, 117], [48, 8, 422, 88, 188, 60, 123, 28, 20, 15], [11, 16, 73, 395, 93, 168, 168, 39, 17, 20], [21, 10, 74, 53, 562, 36, 117, 108, 9, 10], [6, 8, 89, 209, 100, 393, 109, 62, 9, 15], [4, 7, 65, 66, 95, 14, 723, 11, 7, 8], [15, 4, 46, 66, 117, 83, 45, 601, 4, 19], [69, 56, 27, 42, 24, 8, 16, 6, 719, 33], [46, 179, 28, 39, 12, 13, 34, 27, 65, 557]]"
