,Round,Epoch,Train Accuracy,Test Accuracy,F1,Confusion Matrix
0,0,10,0.23408,0.2393,0.2393,"[[328, 34, 43, 19, 1, 62, 12, 7, 368, 126], [35, 150, 48, 15, 15, 152, 52, 10, 326, 197], [144, 72, 100, 54, 52, 283, 84, 17, 81, 113], [70, 31, 82, 124, 34, 364, 58, 21, 50, 166], [44, 41, 103, 100, 75, 311, 133, 27, 54, 112], [86, 46, 76, 100, 52, 370, 55, 21, 83, 111], [26, 46, 62, 59, 36, 400, 206, 25, 15, 125], [35, 68, 65, 113, 29, 189, 44, 45, 95, 317], [102, 41, 25, 21, 1, 100, 1, 0, 520, 189], [21, 54, 35, 22, 7, 53, 36, 9, 288, 475]]"
1,1,10,0.29328,0.3174,0.3174,"[[440, 46, 1, 5, 12, 39, 38, 47, 275, 97], [57, 281, 1, 5, 7, 67, 121, 43, 258, 160], [162, 55, 7, 31, 120, 158, 301, 73, 38, 55], [69, 33, 7, 53, 77, 262, 271, 103, 45, 80], [70, 14, 2, 24, 200, 109, 423, 69, 39, 50], [52, 44, 8, 45, 84, 333, 238, 86, 70, 40], [29, 16, 3, 19, 72, 100, 634, 84, 4, 39], [54, 62, 4, 39, 130, 117, 151, 245, 39, 159], [127, 57, 1, 4, 3, 68, 18, 29, 547, 146], [48, 74, 0, 9, 8, 38, 83, 58, 248, 434]]"
2,2,10,0.36104,0.386,0.386,"[[444, 98, 18, 8, 17, 9, 24, 47, 237, 98], [24, 537, 3, 9, 7, 11, 30, 24, 122, 233], [119, 77, 67, 71, 159, 102, 197, 119, 40, 49], [44, 67, 44, 128, 47, 216, 185, 123, 33, 113], [59, 39, 31, 46, 265, 61, 295, 121, 47, 36], [31, 72, 29, 95, 46, 337, 163, 120, 47, 60], [11, 43, 17, 27, 94, 52, 582, 82, 15, 77], [32, 99, 26, 46, 77, 81, 69, 392, 24, 154], [110, 118, 6, 6, 10, 25, 9, 18, 559, 139], [19, 188, 5, 20, 4, 14, 31, 37, 133, 549]]"
3,3,10,0.4025,0.4352,0.4352,"[[460, 89, 36, 27, 19, 10, 22, 41, 207, 89], [17, 626, 3, 16, 4, 20, 25, 23, 81, 185], [78, 54, 159, 101, 128, 123, 179, 116, 28, 34], [26, 58, 51, 230, 16, 254, 172, 80, 23, 90], [47, 41, 85, 51, 267, 71, 244, 127, 35, 32], [15, 48, 53, 135, 29, 419, 123, 105, 30, 43], [3, 29, 25, 71, 91, 63, 617, 41, 13, 47], [17, 72, 45, 65, 43, 106, 46, 476, 18, 112], [104, 120, 13, 19, 8, 30, 11, 14, 570, 111], [21, 225, 3, 32, 1, 18, 31, 44, 97, 528]]"
4,4,10,0.42776,0.47,0.47,"[[518, 90, 39, 15, 30, 11, 24, 32, 187, 54], [17, 694, 5, 15, 4, 11, 20, 26, 85, 123], [73, 43, 214, 81, 210, 71, 147, 106, 30, 25], [23, 63, 58, 234, 36, 198, 206, 82, 32, 68], [47, 44, 68, 45, 404, 37, 165, 129, 40, 21], [12, 43, 58, 152, 48, 379, 132, 112, 34, 30], [6, 25, 27, 63, 162, 28, 609, 40, 15, 25], [26, 58, 30, 55, 68, 79, 40, 562, 18, 64], [104, 121, 13, 15, 11, 22, 10, 12, 612, 80], [30, 280, 5, 25, 4, 9, 28, 46, 99, 474]]"
5,5,10,0.44846,0.4923,0.4923,"[[488, 97, 46, 17, 34, 9, 23, 35, 184, 67], [17, 719, 10, 11, 3, 10, 20, 27, 67, 116], [62, 36, 289, 65, 197, 76, 136, 88, 27, 24], [17, 44, 65, 240, 45, 203, 218, 84, 27, 57], [39, 39, 75, 44, 439, 34, 163, 112, 34, 21], [9, 37, 75, 137, 49, 396, 142, 111, 23, 21], [1, 13, 42, 53, 152, 25, 649, 32, 13, 20], [21, 42, 34, 48, 73, 77, 40, 594, 16, 55], [90, 125, 14, 13, 21, 19, 12, 9, 624, 73], [25, 279, 8, 22, 7, 8, 35, 47, 84, 485]]"
6,6,10,0.4655,0.5045,0.5045,"[[469, 90, 49, 23, 34, 8, 24, 31, 205, 67], [14, 712, 8, 12, 7, 8, 18, 22, 72, 127], [61, 30, 318, 88, 145, 87, 146, 65, 31, 29], [22, 39, 58, 290, 40, 212, 188, 72, 19, 60], [35, 36, 84, 56, 409, 47, 169, 108, 39, 17], [9, 29, 69, 178, 42, 412, 114, 98, 23, 26], [1, 13, 46, 81, 114, 30, 661, 24, 6, 24], [17, 33, 30, 63, 59, 84, 33, 602, 16, 63], [72, 107, 12, 18, 23, 18, 13, 9, 662, 66], [16, 272, 8, 27, 8, 9, 35, 37, 78, 510]]"
7,7,10,0.47694,0.5196,0.5196,"[[553, 81, 52, 21, 32, 7, 25, 23, 146, 60], [21, 715, 8, 12, 7, 13, 15, 17, 66, 126], [67, 31, 361, 78, 147, 75, 137, 51, 24, 29], [25, 36, 63, 288, 55, 199, 200, 65, 19, 50], [41, 31, 87, 58, 435, 34, 162, 103, 35, 14], [9, 18, 77, 177, 40, 425, 115, 88, 24, 27], [2, 14, 51, 65, 122, 30, 670, 21, 5, 20], [23, 23, 26, 58, 58, 95, 35, 602, 12, 68], [107, 102, 18, 17, 20, 20, 14, 9, 636, 57], [31, 269, 9, 23, 7, 11, 35, 34, 70, 511]]"
8,8,10,0.48734,0.5294,0.5294,"[[533, 86, 50, 17, 33, 8, 23, 20, 158, 72], [16, 725, 9, 10, 5, 10, 13, 13, 60, 139], [71, 38, 388, 70, 146, 66, 121, 48, 25, 27], [25, 39, 68, 276, 55, 200, 187, 64, 25, 61], [41, 27, 91, 53, 454, 36, 133, 111, 35, 19], [9, 21, 85, 165, 36, 428, 109, 89, 24, 34], [2, 21, 60, 62, 118, 29, 658, 20, 7, 23], [23, 27, 36, 54, 57, 83, 29, 605, 12, 74], [90, 99, 12, 13, 20, 17, 11, 6, 668, 64], [24, 254, 11, 18, 7, 11, 31, 24, 61, 559]]"
9,9,10,0.50122,0.5409,0.5409,"[[555, 66, 65, 18, 25, 9, 35, 24, 143, 60], [25, 710, 14, 8, 6, 12, 17, 18, 58, 132], [65, 26, 425, 59, 130, 61, 141, 50, 21, 22], [21, 27, 77, 276, 59, 211, 210, 53, 21, 45], [39, 19, 95, 49, 444, 37, 167, 104, 31, 15], [8, 14, 97, 148, 42, 452, 112, 80, 21, 26], [0, 12, 60, 41, 89, 31, 721, 22, 4, 20], [25, 16, 39, 49, 52, 95, 44, 619, 8, 53], [97, 87, 17, 17, 27, 18, 15, 8, 655, 59], [30, 234, 15, 17, 9, 15, 40, 27, 61, 552]]"
