round,train_acc,test_acc,f1,time_stamp,time_hours
0.0,0.0,10.0,0.0,311.6035530567169,0.0865565425157547
1.0,0.0,10.0,0.0,625.7459752559662,0.1738183264599906
2.0,0.0,10.620000000000001,0.0,940.044188261032,0.2611233856280644
3.0,0.0,12.04,0.0,1249.8525450229645,0.34718126250637904
4.0,0.0,12.6,0.0,1563.7059450149536,0.4343627625041538
5.0,0.0,14.530000000000001,0.0,1866.3480219841003,0.5184300061066945
6.0,0.0,14.81,0.0,2181.880981206894,0.6060780503352483
7.0,0.0,15.45,0.0,2493.9724411964417,0.6927701225545672
8.0,0.0,15.939999999999998,0.0,2805.664360523224,0.7793512112564511
9.0,0.0,15.659999999999998,0.0,3112.414603471756,0.8645596120754878
10.0,0.0,15.6,0.0,3422.4754073619843,0.9506876131561067
11.0,0.0,15.82,0.0,3732.7770891189575,1.036882524755266
12.0,0.0,16.689999999999998,0.0,4043.3231823444366,1.1231453284290103
13.0,0.0,16.74,0.0,4352.56355881691,1.2090454330046971
14.0,0.0,17.080000000000002,0.0,4656.631569862366,1.2935087694062126
15.0,0.0,16.78,0.0,4960.264617443085,1.377851282623079
16.0,0.0,16.900000000000002,0.0,5270.8295431137085,1.4641193175315856
17.0,0.0,16.939999999999998,0.0,5573.524232387543,1.5482011756632064
18.0,0.0,16.98,0.0,5880.109002113342,1.6333636116981507
19.0,0.0,17.01,0.0,6191.282248973846,1.7198006247149573
20.0,0.0,17.380000000000003,0.0,6501.829698085785,1.8060638050238291
21.0,0.0,17.28,0.0,6802.946702957153,1.8897074174880981
22.0,0.0,17.03,0.0,7104.065839290619,1.973351622025172
23.0,0.0,17.71,0.0,7401.462322473526,2.055961756242646
24.0,0.0,17.89,0.0,7712.914553642273,2.1424762649006315
25.0,0.0,18.3,0.0,8019.060476779938,2.2275167991055382
26.0,0.0,18.18,0.0,8315.759840011597,2.3099332888921102
27.0,0.0,18.13,0.0,8626.235479593277,2.3961765221092435
28.0,0.0,18.38,0.0,8917.725800514221,2.4771460556983946
29.0,0.0,19.15,0.0,9223.838566303251,2.562177379528681
30.0,0.0,19.49,0.0,9534.384101629255,2.6484400282303486
31.0,0.0,19.32,0.0,9836.799799203873,2.7324443886677425
32.0,0.0,20.66,0.0,10131.180207967758,2.8142167244354885
33.0,0.0,22.02,0.0,10430.57555603981,2.8973820988999472
34.0,0.0,22.8,0.0,10736.112302064896,2.9822534172402486
35.0,0.0,23.330000000000002,0.0,11028.483097553251,3.0634675270981253
36.0,0.0,23.66,0.0,11335.65729045868,3.1487936917940775
37.0,0.0,24.099999999999998,0.0,11638.002862215042,3.232778572837512
38.0,0.0,24.610000000000003,0.0,11943.237153291702,3.3175658759143616
39.0,0.0,24.93,0.0,12252.197766542437,3.40338826848401
40.0,0.0,24.64,0.0,12561.845245599749,3.4894014571110414
41.0,0.0,25.06,0.0,12872.420935869215,3.575672482185893
42.0,0.0,25.3,0.0,13183.473069906237,3.6620758527517325
43.0,0.0,25.27,0.0,13494.092139959335,3.748358927766482
44.0,0.0,25.22,0.0,13803.928416728972,3.8344245602024922
45.0,0.0,25.56,0.0,14102.5530731678,3.9173758536577226
46.0,0.0,26.06,0.0,14413.594289541245,4.0037761915392345
47.0,0.0,25.650000000000002,0.0,14724.514983177183,4.090143050882551
48.0,0.0,26.07,0.0,15035.8517036438,4.176625473234389
49.0,0.0,25.919999999999998,0.0,15347.889045476912,4.2633025126324755
