,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0]]"
1,1,0.09996,0.0999,"[[0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 1, 0, 0, 0, 0, 0, 999, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1000, 0, 0]]"
2,2,0.10496,0.1016,"[[34, 177, 0, 0, 0, 0, 0, 789, 0, 0], [2, 106, 0, 0, 0, 0, 0, 892, 0, 0], [5, 78, 0, 0, 0, 0, 0, 917, 0, 0], [0, 85, 0, 0, 0, 0, 0, 915, 0, 0], [2, 35, 0, 0, 0, 0, 0, 963, 0, 0], [0, 111, 0, 0, 0, 0, 0, 889, 0, 0], [0, 23, 0, 0, 0, 0, 0, 977, 0, 0], [0, 124, 0, 0, 0, 0, 0, 876, 0, 0], [4, 134, 0, 0, 0, 0, 0, 862, 0, 0], [1, 95, 0, 0, 0, 0, 0, 904, 0, 0]]"
3,3,0.14392,0.1418,"[[623, 289, 0, 0, 0, 0, 2, 83, 0, 3], [311, 490, 0, 0, 0, 0, 1, 195, 0, 3], [177, 412, 0, 0, 1, 0, 0, 406, 0, 4], [96, 519, 0, 0, 0, 0, 1, 383, 0, 1], [62, 385, 0, 0, 0, 0, 7, 546, 0, 0], [125, 546, 0, 0, 0, 0, 0, 327, 0, 2], [37, 384, 0, 0, 1, 0, 2, 576, 0, 0], [91, 609, 0, 0, 1, 0, 1, 291, 0, 7], [548, 391, 0, 0, 0, 0, 0, 58, 0, 3], [258, 577, 0, 0, 0, 0, 0, 153, 0, 12]]"
4,4,0.13002,0.1286,"[[904, 79, 0, 0, 0, 0, 3, 6, 0, 8], [699, 223, 0, 0, 0, 0, 8, 50, 0, 20], [504, 341, 0, 0, 3, 0, 7, 127, 0, 18], [420, 437, 0, 0, 2, 0, 11, 119, 0, 11], [324, 460, 0, 0, 1, 1, 32, 164, 0, 18], [518, 360, 0, 0, 0, 0, 8, 105, 0, 9], [239, 493, 0, 0, 2, 0, 39, 227, 0, 0], [444, 424, 0, 0, 1, 0, 6, 68, 0, 57], [910, 77, 0, 0, 0, 0, 0, 2, 0, 11], [691, 224, 0, 0, 0, 0, 3, 31, 0, 51]]"
5,5,0.13,0.1277,"[[946, 26, 0, 0, 0, 10, 3, 2, 0, 13], [796, 81, 0, 0, 1, 52, 10, 16, 0, 44], [656, 164, 0, 0, 5, 79, 26, 45, 0, 25], [621, 166, 0, 0, 1, 114, 20, 55, 0, 23], [484, 234, 0, 0, 1, 137, 61, 50, 0, 33], [672, 148, 0, 0, 1, 93, 11, 46, 1, 28], [386, 239, 0, 0, 4, 227, 65, 67, 0, 12], [617, 158, 0, 0, 2, 52, 10, 26, 0, 135], [960, 20, 0, 0, 0, 2, 0, 2, 0, 16], [799, 91, 0, 0, 2, 23, 5, 15, 0, 65]]"
6,6,0.13562,0.1343,"[[947, 0, 0, 0, 0, 34, 3, 0, 0, 16], [806, 3, 0, 0, 0, 112, 7, 1, 2, 69], [640, 2, 0, 0, 1, 303, 10, 2, 6, 36], [605, 9, 0, 0, 0, 311, 16, 5, 11, 43], [474, 10, 0, 0, 0, 437, 31, 1, 3, 44], [655, 3, 0, 0, 1, 284, 7, 2, 9, 39], [368, 6, 0, 0, 0, 552, 33, 2, 3, 36], [626, 4, 0, 0, 0, 208, 6, 1, 4, 151], [961, 0, 0, 0, 0, 21, 0, 0, 0, 18], [828, 1, 0, 0, 0, 82, 4, 3, 7, 75]]"
7,7,0.15886,0.1605,"[[873, 0, 0, 0, 0, 80, 3, 0, 34, 10], [674, 0, 0, 0, 0, 218, 10, 0, 64, 34], [368, 0, 0, 0, 0, 520, 18, 0, 79, 15], [285, 0, 0, 0, 0, 557, 20, 0, 110, 28], [200, 0, 0, 0, 0, 649, 57, 0, 71, 23], [327, 0, 0, 0, 1, 552, 11, 0, 92, 17], [109, 0, 0, 0, 0, 738, 76, 0, 64, 13], [310, 0, 0, 0, 0, 434, 11, 1, 134, 110], [870, 0, 0, 0, 0, 70, 0, 0, 49, 11], [658, 0, 0, 0, 0, 171, 8, 0, 109, 54]]"
8,8,0.19594,0.1964,"[[650, 0, 1, 0, 2, 108, 15, 1, 194, 29], [453, 1, 0, 0, 2, 235, 66, 6, 197, 40], [173, 0, 2, 0, 1, 495, 159, 1, 139, 30], [81, 1, 3, 0, 7, 574, 153, 8, 131, 42], [80, 0, 1, 0, 1, 497, 291, 5, 91, 34], [65, 0, 4, 0, 2, 570, 136, 2, 196, 25], [19, 0, 2, 0, 2, 487, 403, 2, 61, 24], [86, 2, 5, 0, 19, 475, 95, 16, 180, 122], [622, 0, 0, 0, 1, 128, 4, 1, 216, 28], [355, 0, 0, 0, 7, 191, 39, 8, 295, 105]]"
9,9,0.23224,0.2421,"[[346, 96, 19, 0, 11, 58, 38, 42, 244, 146], [134, 157, 5, 2, 43, 123, 104, 66, 237, 129], [107, 70, 23, 3, 49, 191, 355, 89, 33, 80], [22, 68, 20, 11, 50, 279, 336, 120, 21, 73], [26, 45, 8, 2, 42, 146, 555, 80, 35, 61], [25, 110, 16, 4, 44, 320, 313, 83, 13, 72], [3, 18, 8, 1, 64, 138, 645, 77, 9, 37], [14, 63, 16, 7, 100, 166, 236, 180, 41, 177], [181, 91, 4, 0, 8, 87, 20, 42, 415, 152], [65, 75, 5, 2, 43, 60, 80, 106, 282, 282]]"
10,10,0.23762,0.2462,"[[544, 30, 6, 0, 3, 76, 33, 40, 176, 92], [310, 58, 5, 0, 10, 155, 85, 74, 193, 110], [175, 25, 13, 1, 12, 267, 322, 86, 31, 68], [83, 22, 10, 2, 10, 375, 283, 124, 19, 72], [69, 20, 4, 0, 13, 221, 510, 79, 29, 55], [88, 44, 8, 1, 18, 407, 261, 84, 25, 64], [14, 12, 2, 4, 21, 204, 602, 99, 8, 34], [59, 36, 6, 0, 39, 231, 206, 198, 43, 182], [347, 19, 1, 0, 2, 103, 10, 36, 352, 130], [157, 22, 2, 2, 12, 83, 64, 110, 275, 273]]"
11,11,0.24444,0.2581,"[[358, 48, 6, 0, 14, 73, 36, 51, 206, 208], [88, 149, 2, 1, 33, 135, 92, 74, 236, 190], [108, 45, 6, 5, 60, 185, 358, 112, 38, 83], [30, 41, 4, 7, 52, 287, 329, 144, 20, 86], [32, 26, 3, 3, 60, 123, 559, 98, 25, 71], [27, 61, 3, 9, 60, 337, 308, 100, 20, 75], [5, 7, 0, 2, 67, 120, 647, 113, 4, 35], [19, 40, 4, 11, 97, 166, 211, 222, 27, 203], [150, 54, 0, 1, 5, 100, 17, 44, 357, 272], [49, 49, 3, 3, 35, 58, 66, 118, 181, 438]]"
12,12,0.2525,0.2609,"[[535, 22, 1, 3, 2, 79, 31, 44, 171, 112], [204, 66, 3, 2, 5, 154, 75, 85, 289, 117], [175, 24, 4, 9, 13, 271, 302, 119, 36, 47], [92, 18, 3, 14, 14, 382, 243, 160, 25, 49], [78, 7, 1, 4, 20, 218, 485, 114, 27, 46], [92, 23, 3, 16, 15, 439, 220, 115, 38, 39], [21, 6, 1, 12, 17, 201, 579, 134, 7, 22], [61, 32, 2, 20, 28, 215, 174, 259, 45, 164], [290, 13, 0, 3, 0, 100, 9, 46, 394, 145], [129, 25, 0, 2, 9, 80, 52, 133, 271, 299]]"
13,13,0.25594,0.271,"[[342, 56, 2, 4, 8, 71, 36, 80, 159, 242], [56, 187, 1, 2, 24, 127, 79, 100, 194, 230], [94, 46, 2, 4, 71, 166, 345, 161, 34, 77], [13, 40, 5, 13, 61, 274, 301, 198, 18, 77], [32, 17, 2, 4, 100, 113, 526, 124, 13, 69], [15, 52, 0, 8, 75, 336, 277, 156, 19, 62], [6, 8, 0, 4, 78, 109, 627, 140, 2, 26], [16, 39, 1, 10, 114, 144, 165, 307, 15, 189], [98, 79, 0, 3, 2, 92, 16, 58, 323, 329], [31, 70, 0, 6, 26, 56, 57, 148, 133, 473]]"
14,14,0.25912,0.266,"[[586, 26, 2, 4, 0, 69, 30, 37, 167, 79], [210, 69, 1, 3, 3, 137, 68, 72, 330, 107], [204, 28, 4, 11, 16, 278, 294, 94, 32, 39], [108, 13, 5, 32, 12, 396, 210, 143, 42, 39], [96, 6, 3, 6, 17, 232, 478, 99, 28, 35], [104, 14, 5, 23, 17, 454, 196, 102, 58, 27], [32, 6, 0, 13, 16, 232, 553, 122, 8, 18], [97, 25, 2, 25, 26, 216, 145, 273, 54, 137], [344, 11, 0, 4, 0, 98, 7, 28, 393, 115], [167, 23, 1, 7, 2, 78, 49, 113, 281, 279]]"
15,15,0.26964,0.2852,"[[307, 67, 0, 8, 14, 57, 38, 105, 160, 244], [40, 241, 1, 6, 26, 107, 67, 101, 145, 266], [83, 48, 0, 16, 91, 144, 343, 173, 32, 70], [14, 38, 0, 28, 93, 247, 270, 230, 15, 65], [29, 12, 2, 7, 168, 98, 471, 131, 15, 67], [9, 43, 0, 18, 108, 329, 252, 171, 19, 51], [4, 8, 0, 8, 103, 92, 610, 151, 3, 21], [14, 41, 1, 12, 136, 127, 127, 369, 13, 160], [70, 81, 0, 4, 7, 94, 13, 60, 294, 377], [26, 74, 0, 7, 22, 48, 56, 154, 107, 506]]"
16,16,0.25652,0.2667,"[[638, 33, 0, 9, 1, 55, 20, 24, 176, 44], [237, 108, 0, 22, 8, 114, 31, 40, 368, 72], [238, 33, 2, 39, 30, 282, 239, 70, 40, 27], [157, 18, 3, 101, 21, 369, 135, 102, 64, 30], [125, 9, 2, 39, 48, 252, 385, 85, 29, 26], [134, 20, 5, 68, 25, 425, 132, 79, 95, 17], [50, 10, 0, 57, 24, 275, 461, 96, 13, 14], [144, 37, 3, 68, 41, 205, 86, 239, 67, 110], [382, 18, 0, 14, 2, 59, 4, 16, 440, 65], [236, 31, 2, 23, 0, 56, 40, 69, 338, 205]]"
