,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1021,0.0996,"[[189, 0, 0, 0, 0, 0, 0, 0, 622, 189], [311, 0, 0, 0, 0, 0, 0, 0, 384, 305], [483, 0, 0, 0, 0, 0, 0, 0, 338, 179], [570, 0, 0, 0, 0, 0, 0, 0, 313, 117], [622, 0, 0, 0, 0, 0, 0, 0, 211, 167], [527, 0, 0, 0, 0, 0, 0, 0, 389, 84], [634, 0, 0, 0, 0, 0, 0, 0, 197, 169], [507, 0, 0, 0, 0, 0, 0, 0, 371, 122], [224, 0, 0, 0, 0, 0, 0, 0, 541, 235], [267, 0, 0, 0, 0, 0, 0, 0, 467, 266]]"
1,1,0.1074,0.109,"[[224, 0, 0, 0, 0, 0, 0, 0, 279, 497], [225, 0, 0, 0, 0, 0, 1, 0, 125, 649], [381, 0, 0, 0, 0, 0, 0, 0, 150, 469], [534, 0, 0, 0, 0, 0, 0, 0, 114, 352], [435, 0, 0, 0, 0, 0, 0, 0, 63, 502], [569, 0, 0, 0, 0, 0, 0, 0, 148, 283], [476, 0, 0, 0, 0, 0, 0, 0, 52, 472], [451, 0, 0, 0, 0, 0, 0, 0, 127, 422], [239, 0, 0, 0, 0, 0, 1, 0, 221, 539], [208, 0, 0, 0, 0, 0, 0, 0, 147, 645]]"
2,2,0.11264,0.1132,"[[291, 0, 0, 0, 0, 0, 0, 0, 88, 621], [172, 0, 0, 0, 0, 0, 0, 0, 33, 795], [305, 0, 0, 0, 0, 0, 0, 0, 39, 656], [469, 0, 0, 0, 0, 0, 0, 0, 33, 498], [337, 0, 0, 0, 0, 0, 0, 0, 11, 652], [566, 0, 0, 0, 0, 0, 0, 0, 37, 397], [363, 0, 0, 0, 0, 0, 0, 0, 6, 631], [390, 0, 0, 0, 0, 0, 0, 0, 27, 583], [244, 0, 0, 0, 0, 0, 1, 0, 53, 702], [173, 0, 0, 0, 0, 0, 0, 0, 39, 788]]"
3,3,0.11476,0.1176,"[[328, 0, 0, 0, 0, 0, 0, 6, 17, 649], [139, 0, 0, 0, 0, 0, 0, 0, 9, 852], [275, 0, 0, 0, 0, 0, 0, 3, 4, 718], [440, 0, 0, 0, 0, 0, 0, 0, 6, 554], [294, 0, 0, 0, 0, 0, 0, 0, 0, 706], [563, 0, 0, 0, 0, 0, 0, 0, 4, 433], [286, 0, 0, 0, 0, 0, 0, 0, 2, 712], [362, 0, 0, 0, 0, 0, 0, 0, 1, 637], [235, 0, 0, 0, 0, 0, 1, 3, 4, 757], [151, 0, 0, 0, 0, 0, 0, 0, 5, 844]]"
4,4,0.10444,0.1068,"[[146, 0, 0, 0, 0, 0, 0, 239, 0, 615], [95, 0, 0, 0, 0, 0, 0, 64, 1, 840], [190, 0, 0, 0, 0, 1, 0, 112, 0, 697], [317, 0, 0, 0, 0, 1, 0, 123, 0, 559], [240, 0, 0, 0, 0, 0, 0, 53, 0, 707], [369, 0, 0, 0, 0, 1, 0, 180, 0, 450], [228, 0, 0, 0, 0, 0, 0, 57, 0, 715], [289, 0, 0, 0, 0, 0, 0, 78, 0, 633], [150, 0, 0, 0, 0, 0, 1, 114, 0, 735], [90, 0, 0, 0, 0, 1, 0, 66, 0, 843]]"
5,5,0.11346,0.1173,"[[14, 0, 0, 0, 0, 4, 0, 631, 0, 351], [16, 0, 0, 0, 0, 8, 0, 340, 0, 636], [25, 0, 0, 0, 0, 5, 0, 509, 0, 461], [44, 0, 0, 0, 0, 11, 0, 566, 0, 379], [35, 0, 0, 0, 0, 0, 0, 457, 0, 508], [45, 0, 0, 0, 0, 12, 0, 661, 0, 282], [29, 0, 0, 0, 0, 7, 0, 433, 0, 531], [46, 0, 0, 0, 0, 4, 0, 528, 0, 422], [14, 0, 0, 0, 0, 8, 0, 531, 0, 447], [7, 0, 0, 0, 0, 6, 0, 368, 0, 619]]"
6,6,0.11366,0.1134,"[[0, 0, 0, 0, 0, 10, 0, 883, 0, 107], [0, 0, 0, 0, 0, 24, 0, 722, 0, 254], [0, 0, 0, 0, 0, 16, 0, 789, 0, 195], [3, 0, 0, 0, 0, 39, 0, 821, 0, 137], [1, 0, 0, 0, 0, 7, 0, 787, 0, 205], [2, 0, 0, 0, 0, 37, 0, 871, 0, 90], [0, 0, 0, 0, 0, 26, 0, 763, 0, 211], [0, 0, 0, 0, 0, 12, 0, 860, 0, 128], [0, 0, 0, 0, 0, 22, 0, 826, 0, 152], [0, 0, 0, 0, 0, 13, 0, 750, 0, 237]]"
7,7,0.10864,0.1088,"[[0, 0, 0, 0, 0, 29, 0, 945, 0, 26], [0, 0, 0, 0, 0, 72, 0, 848, 0, 80], [0, 0, 0, 0, 0, 44, 0, 885, 0, 71], [0, 0, 0, 0, 0, 99, 0, 847, 0, 54], [0, 0, 0, 0, 0, 52, 0, 882, 0, 66], [0, 0, 0, 0, 0, 92, 0, 883, 0, 25], [0, 0, 0, 0, 0, 95, 0, 832, 0, 73], [0, 0, 0, 0, 0, 38, 0, 944, 0, 18], [0, 0, 0, 0, 0, 54, 0, 927, 0, 19], [0, 0, 0, 0, 0, 41, 0, 907, 0, 52]]"
8,8,0.11272,0.1122,"[[0, 0, 0, 0, 0, 102, 0, 887, 0, 11], [0, 0, 0, 0, 0, 200, 0, 763, 0, 37], [0, 0, 0, 0, 0, 154, 0, 811, 0, 35], [0, 0, 0, 0, 0, 261, 0, 718, 0, 21], [0, 0, 0, 0, 0, 204, 0, 770, 0, 26], [0, 0, 0, 0, 0, 231, 0, 761, 0, 8], [0, 0, 0, 0, 0, 322, 0, 648, 0, 30], [0, 0, 0, 0, 0, 119, 0, 876, 0, 5], [0, 0, 0, 0, 0, 150, 0, 841, 0, 9], [0, 0, 0, 0, 0, 104, 0, 881, 0, 15]]"
9,9,0.11626,0.1151,"[[0, 0, 0, 0, 0, 199, 0, 790, 0, 11], [0, 0, 0, 0, 0, 352, 0, 608, 0, 40], [0, 0, 0, 0, 0, 340, 0, 634, 0, 26], [0, 0, 0, 0, 0, 473, 0, 513, 0, 14], [0, 1, 0, 0, 0, 430, 1, 551, 0, 17], [0, 0, 0, 0, 0, 414, 0, 576, 0, 10], [0, 0, 0, 0, 0, 540, 0, 440, 0, 20], [0, 0, 0, 0, 0, 275, 0, 720, 0, 5], [0, 0, 0, 0, 0, 299, 0, 690, 0, 11], [0, 1, 0, 0, 0, 193, 0, 789, 0, 17]]"
