,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.5772,"[[571, 24, 67, 28, 43, 8, 26, 19, 170, 44], [29, 692, 5, 14, 11, 5, 27, 10, 55, 152], [58, 13, 411, 62, 179, 71, 106, 51, 34, 15], [18, 16, 58, 397, 97, 155, 150, 55, 22, 32], [20, 7, 72, 69, 553, 37, 92, 117, 27, 6], [10, 10, 54, 271, 88, 389, 74, 75, 15, 14], [8, 11, 41, 66, 90, 19, 740, 7, 7, 11], [16, 5, 25, 66, 99, 67, 35, 644, 9, 34], [71, 51, 10, 25, 15, 3, 15, 7, 755, 48], [30, 148, 18, 29, 11, 6, 29, 20, 89, 620]]"
1,1,10,10,0.5825,"[[562, 24, 60, 26, 35, 11, 33, 18, 179, 52], [24, 673, 5, 15, 10, 5, 30, 9, 55, 174], [62, 10, 390, 58, 152, 73, 160, 50, 27, 18], [14, 17, 56, 392, 84, 154, 182, 53, 18, 30], [16, 6, 63, 66, 548, 39, 127, 109, 21, 5], [7, 10, 49, 258, 76, 398, 100, 78, 12, 12], [5, 9, 32, 55, 68, 16, 794, 6, 5, 10], [13, 4, 21, 65, 95, 71, 39, 653, 7, 32], [65, 51, 12, 28, 18, 4, 17, 10, 741, 54], [28, 108, 17, 26, 11, 7, 33, 19, 77, 674]]"
2,2,10,10,0.581,"[[585, 21, 53, 27, 37, 9, 29, 18, 164, 57], [28, 673, 5, 17, 13, 8, 23, 8, 62, 163], [65, 11, 393, 78, 157, 72, 128, 47, 32, 17], [14, 16, 49, 419, 85, 166, 149, 48, 22, 32], [20, 6, 68, 70, 541, 40, 114, 113, 22, 6], [10, 11, 45, 291, 75, 398, 79, 64, 16, 11], [8, 13, 38, 64, 75, 21, 757, 5, 8, 11], [16, 3, 17, 75, 101, 70, 36, 641, 8, 33], [77, 48, 9, 26, 15, 3, 15, 7, 750, 50], [32, 125, 19, 30, 9, 8, 28, 18, 78, 653]]"
3,3,10,10,0.5859,"[[606, 26, 42, 27, 36, 10, 32, 20, 150, 51], [25, 704, 2, 15, 10, 5, 22, 8, 55, 154], [67, 13, 376, 81, 167, 64, 139, 46, 31, 16], [15, 18, 48, 437, 88, 135, 157, 47, 21, 34], [25, 7, 66, 80, 551, 29, 112, 107, 21, 2], [10, 11, 44, 298, 80, 373, 79, 74, 16, 15], [8, 10, 32, 71, 71, 14, 767, 9, 7, 11], [11, 5, 13, 78, 100, 57, 37, 662, 6, 31], [82, 52, 8, 28, 18, 4, 15, 9, 737, 47], [33, 136, 16, 31, 8, 7, 23, 21, 79, 646]]"
4,4,10,10,0.588,"[[589, 21, 52, 32, 31, 12, 27, 16, 165, 55], [27, 679, 4, 16, 13, 5, 26, 7, 57, 166], [61, 13, 403, 77, 150, 70, 142, 36, 31, 17], [13, 14, 51, 438, 76, 147, 159, 40, 26, 36], [21, 6, 75, 70, 534, 36, 133, 96, 21, 8], [11, 8, 46, 296, 75, 381, 88, 61, 18, 16], [7, 12, 36, 67, 57, 17, 783, 5, 6, 10], [12, 5, 19, 77, 96, 75, 37, 636, 7, 36], [72, 43, 7, 27, 13, 5, 13, 7, 758, 55], [29, 110, 15, 30, 10, 8, 28, 13, 78, 679]]"
5,5,10,10,0.5889,"[[583, 30, 54, 28, 41, 9, 31, 18, 146, 60], [21, 709, 2, 15, 10, 6, 27, 6, 52, 152], [59, 15, 400, 74, 151, 68, 144, 44, 27, 18], [13, 17, 47, 438, 91, 142, 163, 33, 23, 33], [19, 7, 73, 72, 567, 29, 117, 90, 20, 6], [10, 10, 44, 308, 79, 375, 81, 67, 13, 13], [6, 13, 32, 66, 66, 18, 780, 4, 5, 10], [10, 5, 18, 74, 108, 71, 36, 637, 6, 35], [70, 57, 9, 25, 19, 6, 14, 9, 735, 56], [26, 134, 14, 32, 10, 7, 25, 13, 74, 665]]"
6,6,10,10,0.5852,"[[570, 22, 50, 30, 32, 7, 32, 16, 191, 50], [22, 694, 3, 12, 13, 7, 26, 5, 73, 145], [56, 13, 425, 79, 150, 61, 128, 36, 35, 17], [12, 13, 60, 437, 84, 135, 154, 38, 32, 35], [22, 7, 80, 71, 549, 27, 109, 106, 24, 5], [13, 9, 53, 307, 73, 364, 82, 62, 21, 16], [8, 12, 41, 67, 72, 15, 762, 6, 11, 6], [13, 4, 21, 81, 107, 63, 33, 638, 7, 33], [64, 44, 9, 26, 15, 4, 13, 6, 781, 38], [34, 134, 15, 29, 9, 7, 26, 16, 98, 632]]"
7,7,10,10,0.5937,"[[579, 24, 52, 28, 35, 10, 38, 16, 163, 55], [19, 693, 2, 15, 11, 7, 26, 6, 55, 166], [56, 14, 418, 76, 144, 65, 147, 42, 23, 15], [12, 19, 48, 447, 83, 142, 162, 37, 19, 31], [22, 6, 73, 70, 548, 30, 124, 102, 19, 6], [10, 12, 45, 301, 70, 390, 82, 66, 9, 15], [6, 12, 34, 63, 61, 18, 787, 5, 6, 8], [11, 8, 19, 78, 98, 72, 36, 640, 6, 32], [65, 49, 10, 26, 19, 7, 14, 7, 753, 50], [30, 111, 11, 34, 9, 7, 26, 15, 75, 682]]"
8,8,10,10,0.5893,"[[529, 24, 60, 33, 40, 12, 29, 19, 195, 59], [18, 691, 3, 17, 13, 7, 24, 7, 66, 154], [55, 13, 410, 92, 163, 59, 129, 38, 25, 16], [7, 12, 52, 449, 84, 160, 134, 42, 28, 32], [16, 8, 69, 78, 562, 32, 113, 95, 22, 5], [7, 8, 46, 310, 75, 396, 70, 61, 15, 12], [5, 11, 34, 78, 68, 19, 764, 5, 6, 10], [9, 6, 19, 81, 107, 74, 30, 637, 7, 30], [54, 45, 8, 27, 21, 5, 14, 9, 765, 52], [23, 105, 13, 33, 7, 6, 25, 20, 78, 690]]"
9,9,10,10,0.5934,"[[588, 19, 56, 32, 36, 13, 29, 17, 156, 54], [22, 667, 4, 18, 13, 9, 23, 8, 71, 165], [60, 8, 426, 74, 150, 67, 139, 39, 21, 16], [10, 14, 57, 430, 87, 164, 146, 44, 22, 26], [21, 3, 78, 70, 562, 35, 111, 95, 19, 6], [12, 9, 47, 288, 73, 414, 65, 69, 11, 12], [7, 11, 42, 74, 68, 18, 763, 4, 7, 6], [10, 5, 22, 73, 104, 73, 32, 649, 6, 26], [67, 35, 13, 28, 18, 8, 12, 9, 764, 46], [29, 109, 15, 33, 15, 6, 24, 19, 79, 671]]"
