,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.27488,0.2868,"[[100, 51, 3, 5, 5, 46, 21, 28, 604, 137], [8, 259, 6, 10, 6, 64, 59, 31, 335, 222], [36, 62, 17, 18, 94, 248, 204, 73, 173, 75], [40, 39, 13, 41, 71, 358, 131, 92, 106, 109], [22, 18, 9, 25, 193, 204, 284, 88, 86, 71], [27, 42, 15, 19, 76, 401, 114, 84, 153, 69], [5, 33, 18, 47, 84, 168, 458, 97, 31, 59], [19, 70, 7, 17, 89, 175, 67, 247, 107, 202], [26, 48, 0, 4, 1, 68, 6, 7, 660, 180], [10, 63, 1, 11, 5, 42, 50, 31, 295, 492]]"
1,1,0.36696,0.3975,"[[498, 47, 24, 7, 8, 31, 29, 48, 237, 71], [47, 450, 2, 6, 6, 29, 33, 24, 189, 214], [109, 45, 103, 34, 177, 148, 211, 110, 40, 23], [52, 32, 42, 93, 57, 287, 223, 122, 26, 66], [62, 14, 53, 30, 316, 92, 269, 114, 30, 20], [36, 19, 51, 57, 68, 434, 160, 117, 33, 25], [11, 20, 39, 43, 115, 74, 588, 66, 11, 33], [53, 33, 20, 23, 110, 133, 75, 461, 27, 65], [157, 69, 4, 7, 2, 49, 15, 18, 567, 112], [40, 124, 5, 26, 4, 19, 54, 45, 218, 465]]"
2,2,0.42328,0.4645,"[[528, 63, 69, 24, 10, 15, 25, 30, 171, 65], [28, 614, 5, 20, 7, 22, 29, 24, 79, 172], [73, 30, 326, 83, 119, 88, 154, 80, 24, 23], [25, 25, 90, 292, 30, 175, 226, 77, 7, 53], [51, 20, 160, 61, 313, 38, 220, 98, 24, 15], [18, 14, 125, 175, 34, 386, 136, 76, 17, 19], [2, 18, 82, 71, 97, 31, 640, 32, 5, 22], [34, 25, 55, 74, 74, 92, 54, 532, 10, 50], [169, 105, 18, 18, 9, 29, 18, 16, 521, 97], [38, 207, 9, 47, 4, 15, 46, 44, 97, 493]]"
3,3,0.45234,0.4897,"[[481, 63, 42, 14, 14, 12, 26, 25, 258, 65], [12, 649, 7, 10, 4, 16, 15, 13, 111, 163], [74, 34, 309, 67, 133, 92, 152, 81, 34, 24], [31, 32, 68, 279, 31, 207, 194, 73, 22, 63], [47, 28, 108, 57, 342, 46, 212, 105, 36, 19], [19, 23, 81, 162, 30, 430, 114, 92, 24, 25], [4, 19, 59, 81, 88, 34, 638, 33, 14, 30], [32, 29, 35, 66, 52, 97, 47, 562, 22, 58], [94, 87, 13, 9, 5, 19, 9, 15, 674, 75], [21, 207, 10, 26, 4, 11, 31, 37, 120, 533]]"
4,4,0.47148,0.5122,"[[515, 59, 41, 14, 14, 6, 27, 27, 211, 86], [12, 670, 9, 13, 4, 7, 13, 12, 79, 181], [68, 31, 330, 79, 140, 62, 128, 98, 36, 28], [27, 33, 53, 347, 26, 151, 180, 94, 22, 67], [41, 30, 102, 65, 360, 31, 171, 142, 35, 23], [14, 21, 75, 203, 30, 365, 99, 128, 31, 34], [4, 18, 57, 85, 85, 20, 637, 43, 14, 37], [27, 20, 26, 69, 47, 57, 39, 634, 22, 59], [94, 91, 8, 10, 3, 13, 10, 14, 670, 87], [23, 211, 8, 12, 5, 7, 24, 34, 82, 594]]"
5,5,0.4897,0.5242,"[[507, 51, 58, 21, 21, 12, 30, 25, 213, 62], [10, 677, 9, 13, 6, 13, 16, 16, 87, 153], [54, 21, 372, 83, 134, 92, 122, 73, 28, 21], [15, 21, 62, 340, 38, 201, 168, 88, 23, 44], [32, 18, 128, 64, 373, 46, 164, 126, 35, 14], [8, 8, 73, 185, 31, 440, 95, 113, 26, 21], [2, 13, 65, 81, 77, 33, 658, 34, 13, 24], [22, 12, 29, 55, 61, 94, 39, 637, 13, 38], [86, 78, 16, 10, 9, 19, 14, 19, 685, 64], [19, 218, 8, 17, 7, 16, 33, 40, 89, 553]]"
6,6,0.50428,0.5386,"[[577, 51, 38, 21, 19, 4, 27, 21, 172, 70], [19, 716, 7, 13, 6, 6, 16, 8, 72, 137], [76, 22, 356, 87, 143, 77, 114, 73, 30, 22], [26, 25, 57, 354, 47, 166, 172, 85, 27, 41], [36, 17, 100, 66, 420, 39, 146, 128, 35, 13], [15, 12, 71, 198, 39, 407, 104, 109, 24, 21], [3, 14, 57, 68, 101, 21, 670, 30, 10, 26], [29, 12, 26, 62, 67, 68, 35, 644, 14, 43], [104, 87, 11, 10, 8, 13, 13, 11, 677, 66], [27, 230, 6, 14, 7, 12, 32, 28, 79, 565]]"
7,7,0.516,0.5455,"[[569, 53, 45, 17, 16, 6, 25, 18, 185, 66], [22, 745, 7, 10, 5, 6, 14, 4, 62, 125], [77, 24, 420, 68, 113, 80, 104, 60, 32, 22], [29, 29, 79, 315, 38, 201, 169, 60, 31, 49], [33, 21, 139, 53, 393, 51, 149, 114, 36, 11], [15, 12, 93, 184, 33, 437, 98, 84, 25, 19], [4, 19, 73, 54, 85, 31, 687, 15, 13, 19], [26, 16, 35, 60, 60, 84, 41, 622, 15, 41], [90, 88, 9, 10, 8, 14, 11, 7, 715, 48], [28, 254, 8, 11, 4, 11, 28, 25, 79, 552]]"
8,8,0.52828,0.5596,"[[586, 40, 48, 21, 16, 6, 25, 17, 167, 74], [24, 714, 9, 14, 2, 8, 14, 5, 63, 147], [73, 14, 437, 80, 98, 80, 108, 55, 30, 25], [24, 21, 73, 356, 36, 208, 156, 55, 28, 43], [35, 17, 132, 58, 390, 51, 154, 118, 33, 12], [15, 9, 77, 188, 31, 447, 100, 92, 22, 19], [3, 11, 64, 67, 73, 36, 701, 15, 10, 20], [21, 13, 33, 59, 49, 85, 45, 640, 14, 41], [90, 75, 7, 16, 7, 17, 9, 6, 721, 52], [26, 214, 10, 12, 3, 12, 27, 24, 68, 604]]"
9,9,0.53704,0.5684,"[[615, 38, 34, 25, 20, 4, 30, 16, 144, 74], [28, 715, 7, 13, 3, 7, 16, 5, 56, 150], [79, 14, 369, 84, 136, 77, 137, 51, 29, 24], [23, 19, 61, 374, 51, 182, 178, 51, 27, 34], [36, 15, 92, 57, 441, 36, 171, 106, 32, 14], [15, 8, 66, 206, 42, 437, 109, 78, 21, 18], [2, 10, 43, 57, 83, 20, 747, 12, 9, 17], [25, 14, 23, 60, 59, 77, 52, 639, 9, 42], [99, 67, 5, 15, 13, 11, 14, 6, 713, 57], [28, 190, 7, 16, 3, 7, 35, 21, 59, 634]]"
10,10,0.5463,0.5763,"[[627, 36, 45, 18, 21, 6, 24, 23, 131, 69], [28, 726, 13, 14, 5, 6, 17, 7, 48, 136], [64, 14, 413, 63, 118, 90, 134, 54, 27, 23], [29, 20, 70, 308, 51, 226, 167, 72, 27, 30], [35, 14, 104, 42, 429, 44, 174, 125, 23, 10], [17, 8, 60, 148, 38, 491, 109, 97, 14, 18], [2, 10, 52, 41, 67, 23, 766, 15, 8, 16], [15, 10, 25, 44, 56, 85, 44, 677, 9, 35], [104, 74, 8, 13, 12, 13, 13, 11, 704, 48], [28, 193, 11, 12, 3, 9, 30, 31, 61, 622]]"
11,11,0.55606,0.5856,"[[623, 33, 41, 24, 18, 7, 19, 15, 142, 78], [25, 706, 9, 14, 5, 6, 13, 6, 49, 167], [63, 16, 431, 76, 114, 74, 127, 45, 30, 24], [27, 16, 69, 363, 43, 193, 164, 59, 33, 33], [34, 16, 99, 54, 439, 37, 167, 114, 27, 13], [14, 10, 70, 189, 41, 453, 102, 83, 17, 21], [4, 10, 48, 49, 63, 23, 759, 15, 8, 21], [17, 9, 26, 57, 53, 82, 45, 660, 11, 40], [87, 65, 5, 13, 9, 12, 12, 6, 736, 55], [22, 152, 10, 14, 2, 6, 27, 23, 58, 686]]"
