,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1015,"[[0, 38, 0, 0, 0, 0, 962, 0, 0, 0], [0, 48, 0, 0, 0, 0, 952, 0, 0, 0], [0, 11, 0, 0, 0, 0, 989, 0, 0, 0], [0, 34, 0, 0, 0, 0, 966, 0, 0, 0], [0, 11, 0, 0, 0, 0, 989, 0, 0, 0], [0, 33, 0, 0, 0, 0, 967, 0, 0, 0], [0, 33, 0, 0, 0, 0, 967, 0, 0, 0], [0, 19, 0, 0, 0, 0, 981, 0, 0, 0], [0, 42, 0, 0, 0, 0, 958, 0, 0, 0], [0, 37, 0, 0, 0, 0, 963, 0, 0, 0]]"
1,1,10,10,0.1,"[[0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0]]"
2,2,10,10,0.1279,"[[0, 579, 0, 0, 0, 0, 421, 0, 0, 0], [0, 332, 0, 0, 0, 0, 668, 0, 0, 0], [0, 164, 0, 0, 0, 0, 836, 0, 0, 0], [0, 143, 0, 0, 0, 0, 857, 0, 0, 0], [0, 54, 0, 0, 0, 0, 946, 0, 0, 0], [0, 213, 0, 0, 0, 0, 787, 0, 0, 0], [0, 53, 0, 0, 0, 0, 947, 0, 0, 0], [0, 127, 0, 0, 0, 0, 873, 0, 0, 0], [0, 564, 0, 0, 0, 0, 436, 0, 0, 0], [0, 330, 0, 0, 0, 0, 670, 0, 0, 0]]"
3,3,10,10,0.1149,"[[0, 431, 0, 0, 0, 0, 569, 0, 0, 0], [0, 152, 0, 0, 0, 0, 848, 0, 0, 0], [0, 85, 0, 0, 0, 0, 915, 0, 0, 0], [0, 32, 0, 0, 0, 0, 968, 0, 0, 0], [0, 26, 0, 0, 0, 0, 974, 0, 0, 0], [0, 45, 0, 0, 0, 0, 955, 0, 0, 0], [0, 3, 0, 0, 0, 0, 997, 0, 0, 0], [0, 21, 0, 0, 0, 0, 979, 0, 0, 0], [0, 356, 0, 0, 0, 0, 644, 0, 0, 0], [0, 138, 0, 0, 0, 0, 862, 0, 0, 0]]"
4,4,10,10,0.1091,"[[0, 316, 0, 0, 0, 0, 684, 0, 0, 0], [0, 92, 0, 0, 0, 0, 908, 0, 0, 0], [0, 57, 0, 0, 0, 0, 943, 0, 0, 0], [0, 6, 0, 0, 0, 0, 994, 0, 0, 0], [0, 18, 0, 0, 0, 0, 982, 0, 0, 0], [0, 13, 0, 0, 0, 0, 987, 0, 0, 0], [0, 1, 0, 0, 0, 0, 999, 0, 0, 0], [0, 10, 0, 0, 0, 0, 990, 0, 0, 0], [0, 221, 0, 0, 0, 0, 779, 0, 0, 0], [0, 74, 0, 0, 0, 0, 926, 0, 0, 0]]"
5,5,10,10,0.1048,"[[0, 227, 0, 0, 0, 0, 773, 0, 0, 0], [0, 49, 0, 0, 0, 0, 951, 0, 0, 0], [0, 37, 0, 0, 0, 0, 963, 0, 0, 0], [0, 1, 0, 0, 0, 0, 999, 0, 0, 0], [0, 11, 0, 0, 0, 0, 989, 0, 0, 0], [0, 4, 0, 0, 0, 0, 996, 0, 0, 0], [0, 1, 0, 0, 0, 0, 999, 0, 0, 0], [0, 5, 0, 0, 0, 0, 995, 0, 0, 0], [0, 133, 0, 0, 0, 0, 867, 0, 0, 0], [0, 38, 0, 0, 0, 0, 962, 0, 0, 0]]"
6,6,10,10,0.1129,"[[0, 222, 0, 0, 0, 0, 675, 0, 103, 0], [0, 90, 0, 0, 0, 0, 897, 0, 13, 0], [0, 45, 0, 0, 0, 0, 940, 0, 15, 0], [0, 13, 0, 0, 0, 0, 987, 0, 0, 0], [0, 23, 0, 0, 0, 0, 975, 0, 2, 0], [0, 10, 0, 0, 0, 0, 990, 0, 0, 0], [0, 1, 0, 0, 0, 0, 999, 0, 0, 0], [0, 11, 0, 0, 0, 0, 989, 0, 0, 0], [0, 181, 0, 0, 0, 0, 779, 0, 40, 0], [0, 76, 0, 0, 0, 0, 918, 0, 6, 0]]"
7,7,10,10,0.1559,"[[0, 497, 3, 2, 0, 0, 265, 0, 233, 0], [0, 417, 0, 25, 0, 0, 507, 0, 51, 0], [0, 130, 3, 5, 0, 0, 826, 0, 36, 0], [0, 81, 0, 11, 0, 0, 905, 0, 3, 0], [0, 85, 0, 0, 0, 0, 903, 0, 12, 0], [0, 80, 0, 10, 0, 0, 907, 0, 3, 0], [0, 18, 0, 0, 0, 0, 981, 0, 1, 0], [0, 99, 1, 3, 0, 0, 891, 0, 6, 0], [0, 575, 0, 16, 0, 0, 262, 0, 147, 0], [0, 409, 2, 6, 0, 0, 528, 0, 55, 0]]"
8,8,10,10,0.1415,"[[0, 406, 4, 13, 0, 0, 383, 0, 188, 6], [0, 277, 2, 58, 0, 0, 626, 0, 33, 4], [0, 73, 4, 16, 0, 0, 868, 0, 30, 9], [0, 30, 2, 9, 0, 0, 956, 0, 0, 3], [0, 44, 1, 6, 0, 0, 933, 0, 10, 6], [0, 26, 1, 14, 0, 0, 954, 0, 3, 2], [0, 8, 1, 1, 0, 0, 990, 0, 0, 0], [0, 32, 2, 5, 0, 0, 949, 1, 5, 6], [0, 415, 5, 39, 0, 0, 407, 0, 116, 18], [0, 236, 5, 19, 0, 0, 682, 0, 40, 18]]"
9,9,10,10,0.1847,"[[0, 254, 3, 38, 0, 0, 214, 8, 335, 148], [0, 300, 0, 101, 0, 0, 415, 11, 96, 77], [0, 65, 10, 39, 0, 0, 788, 1, 51, 46], [0, 42, 3, 32, 0, 0, 882, 7, 6, 28], [0, 36, 2, 7, 0, 0, 889, 2, 22, 42], [0, 46, 0, 57, 0, 0, 867, 4, 7, 19], [0, 6, 1, 2, 0, 0, 973, 6, 1, 11], [0, 30, 1, 25, 0, 0, 792, 45, 9, 98], [0, 318, 3, 58, 0, 0, 196, 7, 244, 174], [0, 170, 3, 40, 0, 0, 416, 38, 90, 243]]"
