,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.08862,0.0921,"[[0, 0, 492, 0, 0, 0, 0, 508, 0, 0], [0, 0, 513, 0, 0, 0, 0, 487, 0, 0], [0, 0, 341, 0, 0, 0, 0, 659, 0, 0], [0, 0, 393, 0, 0, 0, 0, 607, 0, 0], [0, 0, 251, 0, 0, 0, 0, 749, 0, 0], [0, 0, 512, 0, 0, 0, 0, 488, 0, 0], [0, 0, 373, 0, 0, 0, 0, 627, 0, 0], [0, 0, 420, 0, 0, 0, 0, 580, 0, 0], [0, 0, 519, 0, 0, 0, 0, 481, 0, 0], [0, 0, 480, 0, 0, 0, 0, 520, 0, 0]]"
1,1,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
2,2,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
3,3,0.09998,0.0998,"[[0, 0, 999, 0, 0, 0, 0, 0, 1, 0], [0, 0, 988, 0, 0, 0, 0, 0, 12, 0], [0, 0, 994, 0, 0, 0, 0, 0, 6, 0], [0, 0, 993, 0, 0, 0, 0, 0, 7, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0], [0, 0, 998, 0, 0, 0, 0, 0, 2, 0], [0, 0, 996, 0, 0, 0, 0, 0, 4, 0], [0, 0, 999, 0, 0, 0, 0, 0, 1, 0]]"
4,4,0.13692,0.1398,"[[3, 0, 459, 0, 0, 0, 0, 0, 538, 0], [4, 0, 365, 0, 0, 0, 0, 0, 631, 0], [2, 0, 657, 0, 0, 0, 0, 0, 341, 0], [4, 0, 638, 0, 0, 0, 0, 0, 358, 0], [0, 0, 742, 0, 0, 0, 0, 0, 258, 0], [2, 0, 514, 0, 0, 0, 0, 0, 484, 0], [0, 0, 643, 0, 0, 0, 0, 0, 357, 0], [0, 0, 664, 0, 0, 0, 0, 0, 336, 0], [2, 0, 260, 0, 0, 0, 0, 0, 738, 0], [3, 0, 454, 0, 0, 0, 0, 0, 543, 0]]"
5,5,0.10624,0.1092,"[[82, 1, 5, 0, 0, 0, 0, 0, 912, 0], [36, 0, 17, 0, 0, 0, 0, 0, 947, 0], [57, 0, 30, 0, 0, 0, 0, 1, 912, 0], [63, 0, 53, 0, 0, 0, 0, 7, 877, 0], [17, 0, 41, 0, 0, 0, 0, 3, 939, 0], [50, 0, 35, 0, 0, 0, 0, 0, 915, 0], [36, 0, 36, 0, 0, 0, 0, 0, 928, 0], [52, 0, 46, 0, 0, 0, 0, 0, 902, 0], [18, 0, 2, 0, 0, 0, 0, 0, 980, 0], [66, 0, 7, 0, 0, 0, 0, 0, 927, 0]]"
6,6,0.12812,0.1264,"[[888, 3, 30, 0, 1, 0, 0, 1, 62, 15], [649, 8, 87, 2, 0, 0, 0, 7, 218, 29], [734, 2, 149, 2, 0, 0, 0, 9, 94, 10], [588, 2, 257, 3, 3, 0, 0, 30, 97, 20], [626, 0, 294, 3, 2, 0, 0, 11, 57, 7], [659, 0, 197, 4, 1, 0, 0, 20, 102, 17], [553, 2, 302, 2, 1, 0, 0, 9, 120, 11], [692, 0, 171, 2, 2, 0, 0, 14, 83, 36], [783, 3, 60, 2, 0, 0, 0, 0, 129, 23], [753, 1, 43, 0, 0, 0, 0, 3, 129, 71]]"
7,7,0.17864,0.1879,"[[570, 1, 22, 0, 7, 85, 1, 24, 257, 33], [240, 1, 33, 0, 7, 131, 8, 22, 490, 68], [437, 0, 129, 1, 31, 198, 8, 36, 138, 22], [300, 0, 82, 4, 65, 320, 8, 74, 105, 42], [312, 0, 155, 1, 59, 268, 29, 45, 106, 25], [355, 0, 60, 1, 47, 335, 5, 57, 117, 23], [273, 0, 130, 0, 43, 323, 31, 44, 131, 25], [306, 0, 69, 0, 57, 172, 7, 98, 202, 89], [289, 1, 7, 0, 5, 145, 0, 2, 496, 55], [293, 0, 22, 0, 10, 51, 5, 28, 435, 156]]"
8,8,0.22532,0.2345,"[[548, 20, 30, 3, 4, 43, 28, 38, 231, 55], [240, 77, 33, 0, 7, 90, 77, 40, 342, 94], [290, 19, 95, 6, 34, 90, 292, 71, 71, 32], [219, 14, 76, 8, 37, 207, 257, 102, 34, 46], [170, 12, 84, 4, 22, 87, 456, 91, 31, 43], [246, 17, 64, 11, 29, 243, 232, 100, 35, 23], [118, 15, 78, 0, 19, 103, 523, 101, 15, 28], [210, 35, 46, 11, 41, 80, 206, 173, 75, 123], [338, 22, 14, 2, 3, 96, 13, 11, 415, 86], [274, 19, 21, 4, 6, 25, 62, 63, 285, 241]]"
9,9,0.23462,0.2404,"[[153, 2, 117, 1, 0, 66, 49, 58, 440, 114], [42, 12, 67, 2, 0, 129, 129, 53, 447, 119], [49, 2, 160, 4, 0, 151, 409, 60, 114, 51], [16, 3, 126, 11, 0, 267, 362, 110, 48, 57], [26, 0, 112, 5, 0, 104, 609, 54, 43, 47], [4, 2, 137, 11, 0, 333, 348, 63, 68, 34], [3, 0, 92, 2, 0, 113, 687, 61, 11, 31], [21, 5, 127, 18, 0, 135, 301, 191, 69, 133], [57, 3, 77, 2, 0, 107, 21, 26, 544, 163], [28, 2, 70, 1, 0, 51, 107, 97, 331, 313]]"
10,10,0.24614,0.2541,"[[267, 28, 36, 0, 0, 53, 49, 45, 426, 96], [78, 118, 26, 0, 0, 106, 132, 50, 386, 104], [101, 28, 86, 0, 0, 174, 403, 65, 97, 46], [52, 19, 64, 1, 0, 295, 346, 122, 44, 57], [55, 8, 56, 1, 0, 123, 615, 53, 43, 46], [53, 21, 76, 0, 1, 347, 332, 71, 70, 29], [13, 10, 50, 0, 0, 119, 696, 72, 11, 29], [40, 38, 66, 0, 0, 156, 295, 192, 65, 148], [119, 29, 26, 0, 0, 95, 19, 30, 552, 130], [66, 27, 28, 0, 0, 46, 108, 94, 349, 282]]"
11,11,0.26198,0.2776,"[[369, 28, 16, 1, 0, 74, 40, 45, 333, 94], [82, 149, 14, 0, 0, 123, 112, 60, 345, 115], [115, 31, 58, 6, 5, 233, 350, 78, 77, 47], [43, 17, 44, 16, 5, 362, 277, 130, 54, 52], [57, 4, 27, 14, 8, 186, 541, 70, 47, 46], [43, 15, 39, 12, 6, 423, 271, 86, 76, 29], [13, 8, 29, 6, 3, 164, 651, 86, 12, 28], [34, 32, 30, 14, 7, 203, 226, 240, 68, 146], [124, 31, 16, 1, 1, 99, 16, 26, 556, 130], [65, 34, 22, 4, 0, 56, 91, 88, 334, 306]]"
12,12,0.27258,0.2898,"[[415, 41, 8, 2, 2, 69, 43, 74, 258, 88], [89, 218, 9, 2, 0, 111, 116, 81, 264, 110], [124, 45, 28, 24, 9, 195, 370, 118, 49, 38], [51, 23, 21, 29, 8, 328, 295, 170, 34, 41], [62, 5, 17, 11, 17, 145, 568, 110, 30, 35], [41, 22, 16, 15, 14, 407, 286, 125, 48, 26], [14, 10, 12, 11, 8, 133, 666, 117, 8, 21], [40, 44, 10, 24, 15, 168, 225, 313, 46, 115], [149, 54, 11, 3, 0, 96, 18, 42, 500, 127], [76, 56, 7, 5, 0, 52, 96, 130, 273, 305]]"
13,13,0.2815,0.2998,"[[401, 45, 15, 2, 4, 43, 35, 53, 323, 79], [81, 230, 7, 2, 3, 76, 98, 69, 312, 122], [119, 54, 56, 24, 54, 181, 281, 111, 77, 43], [54, 29, 40, 44, 36, 293, 234, 150, 69, 51], [60, 7, 28, 20, 101, 138, 439, 111, 54, 42], [42, 27, 28, 27, 55, 367, 204, 118, 103, 29], [16, 17, 20, 20, 41, 121, 601, 120, 17, 27], [48, 48, 19, 31, 62, 146, 141, 290, 70, 145], [107, 51, 8, 1, 1, 70, 12, 31, 595, 124], [64, 55, 4, 7, 2, 40, 83, 94, 338, 313]]"
