,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
1,1,0.1,0.1,"[[0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
2,2,0.1,0.1001,"[[0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0], [0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
3,3,0.10002,0.0998,"[[0, 0, 0, 5, 0, 0, 0, 0, 995, 0], [0, 0, 0, 9, 0, 0, 0, 0, 991, 0], [0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 3, 0, 0, 0, 0, 997, 0], [0, 0, 0, 2, 0, 0, 0, 0, 998, 0], [0, 0, 0, 7, 0, 0, 0, 0, 993, 0], [0, 0, 0, 4, 0, 0, 0, 0, 996, 0], [0, 0, 0, 1, 0, 0, 0, 0, 999, 0]]"
4,4,0.10014,0.1005,"[[0, 0, 0, 15, 0, 0, 0, 0, 985, 0], [0, 0, 0, 33, 0, 0, 0, 0, 967, 0], [0, 0, 0, 14, 0, 0, 0, 0, 986, 0], [0, 0, 0, 19, 0, 0, 0, 0, 981, 0], [0, 0, 0, 8, 0, 0, 0, 0, 992, 0], [0, 0, 0, 21, 0, 0, 0, 0, 979, 0], [0, 0, 0, 8, 0, 0, 0, 0, 992, 0], [0, 0, 0, 24, 0, 0, 0, 0, 976, 0], [0, 0, 0, 14, 0, 0, 0, 0, 986, 0], [0, 0, 0, 6, 0, 0, 0, 0, 994, 0]]"
5,5,0.10048,0.0996,"[[0, 0, 0, 103, 0, 0, 0, 0, 897, 0], [0, 0, 0, 116, 0, 0, 0, 0, 884, 0], [0, 0, 0, 72, 0, 0, 0, 0, 928, 0], [0, 0, 0, 98, 0, 0, 0, 0, 902, 0], [0, 0, 0, 49, 0, 0, 0, 0, 951, 0], [0, 0, 0, 114, 0, 0, 0, 0, 886, 0], [0, 0, 0, 47, 0, 0, 0, 0, 953, 0], [0, 0, 0, 84, 0, 0, 0, 0, 916, 0], [0, 0, 0, 102, 0, 0, 0, 0, 898, 0], [0, 0, 0, 52, 0, 0, 0, 0, 948, 0]]"
6,6,0.09664,0.0957,"[[0, 0, 183, 167, 0, 62, 0, 0, 588, 0], [0, 0, 66, 268, 0, 25, 0, 0, 641, 0], [0, 0, 85, 172, 0, 41, 0, 0, 702, 0], [0, 0, 125, 213, 0, 35, 0, 0, 627, 0], [0, 0, 61, 177, 0, 12, 0, 0, 750, 0], [0, 0, 226, 184, 0, 57, 0, 0, 533, 0], [0, 0, 64, 189, 0, 14, 0, 0, 733, 0], [0, 0, 104, 211, 0, 21, 0, 0, 664, 0], [0, 0, 136, 222, 0, 40, 0, 0, 602, 0], [0, 0, 81, 131, 0, 24, 0, 0, 764, 0]]"
7,7,0.09998,0.098,"[[0, 0, 213, 9, 0, 704, 0, 0, 74, 0], [0, 5, 367, 29, 0, 470, 0, 0, 129, 0], [0, 3, 291, 21, 0, 541, 0, 0, 144, 0], [0, 9, 278, 24, 0, 553, 0, 0, 136, 0], [0, 1, 354, 14, 0, 443, 0, 0, 188, 0], [0, 4, 316, 9, 0, 583, 0, 0, 88, 0], [0, 3, 393, 34, 0, 428, 0, 0, 142, 0], [0, 4, 362, 10, 0, 497, 0, 0, 127, 0], [0, 2, 261, 11, 0, 649, 0, 0, 77, 0], [0, 13, 297, 8, 0, 504, 0, 0, 178, 0]]"
8,8,0.10638,0.1062,"[[0, 37, 8, 0, 0, 951, 0, 0, 4, 0], [0, 106, 33, 1, 0, 857, 0, 0, 3, 0], [0, 77, 22, 5, 0, 892, 0, 0, 4, 0], [0, 76, 15, 2, 0, 898, 0, 0, 9, 0], [0, 84, 15, 2, 0, 887, 0, 0, 12, 0], [0, 55, 10, 0, 0, 929, 0, 0, 6, 0], [0, 92, 17, 0, 0, 890, 0, 0, 1, 0], [0, 71, 19, 1, 0, 903, 0, 0, 6, 0], [0, 52, 7, 0, 0, 938, 0, 0, 3, 0], [0, 115, 14, 0, 0, 863, 0, 0, 8, 0]]"
9,9,0.10288,0.1027,"[[0, 981, 0, 0, 0, 18, 0, 0, 1, 0], [0, 995, 0, 0, 0, 4, 0, 0, 1, 0], [0, 987, 0, 0, 0, 12, 0, 0, 1, 0], [0, 965, 0, 0, 0, 34, 0, 0, 1, 0], [0, 990, 0, 0, 0, 9, 0, 0, 1, 0], [0, 966, 0, 0, 0, 32, 0, 0, 2, 0], [0, 992, 0, 0, 0, 8, 0, 0, 0, 0], [0, 980, 0, 0, 0, 19, 0, 0, 1, 0], [0, 980, 0, 0, 0, 20, 0, 0, 0, 0], [0, 996, 0, 0, 0, 0, 0, 0, 4, 0]]"
