,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,100,0.28208,0.2958,"[[99, 53, 22, 30, 53, 9, 30, 5, 575, 124], [8, 297, 10, 45, 25, 18, 86, 4, 257, 250], [26, 45, 45, 120, 218, 64, 251, 5, 128, 98], [12, 33, 43, 249, 93, 111, 251, 20, 54, 134], [14, 13, 24, 97, 252, 26, 401, 11, 74, 88], [6, 53, 38, 209, 95, 210, 210, 21, 77, 81], [2, 17, 10, 99, 107, 47, 589, 17, 26, 86], [9, 68, 20, 125, 127, 55, 153, 49, 64, 330], [18, 77, 9, 50, 16, 14, 12, 0, 634, 170], [7, 78, 7, 41, 13, 7, 66, 3, 244, 534]]"
1,1,100,0.37598,0.4101,"[[463, 66, 54, 20, 39, 18, 41, 36, 208, 55], [34, 509, 11, 16, 12, 27, 75, 16, 122, 178], [84, 33, 199, 99, 191, 107, 172, 61, 31, 23], [27, 29, 77, 188, 73, 181, 251, 72, 22, 80], [42, 27, 87, 54, 354, 37, 254, 82, 38, 25], [23, 26, 96, 117, 72, 339, 210, 62, 27, 28], [6, 14, 36, 42, 132, 40, 650, 28, 18, 34], [19, 40, 56, 57, 118, 88, 107, 397, 31, 87], [139, 125, 16, 20, 21, 21, 23, 16, 528, 91], [26, 174, 13, 30, 15, 24, 70, 36, 138, 474]]"
2,2,100,0.40324,0.436,"[[443, 80, 86, 11, 44, 11, 61, 46, 170, 48], [22, 622, 19, 13, 17, 21, 36, 28, 98, 124], [60, 31, 352, 59, 121, 85, 174, 73, 31, 14], [16, 40, 101, 196, 68, 156, 274, 63, 27, 59], [24, 38, 176, 36, 316, 33, 246, 86, 27, 18], [13, 23, 110, 125, 64, 329, 215, 78, 22, 21], [2, 16, 79, 33, 111, 25, 675, 18, 20, 21], [19, 26, 64, 49, 116, 79, 116, 460, 27, 44], [105, 127, 29, 19, 27, 15, 34, 20, 559, 65], [15, 252, 28, 31, 16, 24, 58, 46, 122, 408]]"
3,3,100,0.41128,0.4477,"[[398, 74, 94, 15, 56, 4, 51, 28, 214, 66], [22, 623, 26, 10, 20, 15, 30, 24, 87, 143], [41, 36, 367, 56, 135, 69, 167, 74, 38, 17], [19, 39, 98, 227, 80, 145, 235, 53, 31, 73], [19, 33, 150, 35, 361, 32, 220, 90, 36, 24], [6, 26, 97, 161, 75, 301, 189, 84, 31, 30], [2, 18, 73, 45, 125, 19, 651, 18, 20, 29], [17, 26, 82, 49, 110, 64, 101, 455, 35, 61], [63, 106, 30, 14, 27, 13, 28, 17, 635, 67], [15, 235, 25, 22, 19, 19, 45, 35, 126, 459]]"
4,4,100,0.42012,0.4608,"[[452, 81, 72, 16, 49, 8, 45, 32, 194, 51], [20, 659, 21, 17, 21, 11, 27, 22, 71, 131], [55, 38, 357, 41, 155, 63, 167, 73, 32, 19], [24, 43, 103, 188, 85, 157, 242, 60, 33, 65], [20, 34, 130, 27, 407, 34, 219, 83, 29, 17], [10, 29, 93, 144, 72, 306, 200, 96, 25, 25], [1, 21, 64, 39, 137, 22, 663, 18, 16, 19], [25, 33, 70, 43, 109, 60, 101, 476, 31, 52], [72, 113, 25, 9, 25, 10, 28, 16, 641, 61], [20, 249, 22, 15, 17, 16, 49, 40, 113, 459]]"
5,5,100,0.42472,0.4649,"[[471, 74, 59, 22, 62, 6, 44, 30, 182, 50], [26, 635, 20, 21, 20, 19, 27, 23, 72, 137], [62, 30, 347, 51, 161, 64, 166, 68, 32, 19], [27, 38, 84, 223, 93, 168, 239, 46, 27, 55], [25, 30, 136, 27, 414, 37, 219, 67, 26, 19], [8, 19, 86, 149, 78, 342, 200, 69, 22, 27], [2, 19, 65, 46, 142, 21, 658, 16, 13, 18], [32, 28, 64, 55, 120, 69, 107, 454, 30, 41], [76, 100, 19, 7, 30, 17, 34, 15, 640, 62], [21, 244, 24, 24, 18, 12, 50, 43, 99, 465]]"
6,6,100,0.42878,0.4595,"[[462, 71, 77, 14, 54, 7, 52, 34, 191, 38], [24, 647, 26, 22, 20, 9, 27, 23, 92, 110], [56, 27, 399, 45, 148, 45, 164, 68, 30, 18], [31, 36, 112, 209, 79, 148, 266, 48, 31, 40], [28, 29, 163, 26, 392, 32, 215, 73, 28, 14], [6, 18, 125, 148, 68, 302, 205, 74, 31, 23], [3, 16, 80, 45, 133, 15, 656, 20, 15, 17], [28, 27, 81, 46, 102, 63, 116, 467, 35, 35], [70, 95, 23, 8, 33, 11, 32, 17, 656, 55], [25, 260, 28, 28, 24, 9, 50, 50, 121, 405]]"
7,7,100,0.4336,0.464,"[[481, 61, 73, 18, 60, 7, 44, 32, 187, 37], [35, 579, 22, 26, 25, 16, 32, 21, 86, 158], [51, 24, 377, 49, 151, 51, 177, 69, 31, 20], [34, 27, 96, 228, 84, 153, 259, 57, 27, 35], [26, 26, 165, 24, 380, 32, 225, 76, 30, 16], [6, 14, 110, 142, 71, 325, 217, 74, 23, 18], [5, 15, 79, 40, 116, 16, 680, 20, 14, 15], [34, 21, 66, 50, 108, 77, 106, 471, 31, 36], [65, 94, 19, 12, 33, 16, 29, 14, 660, 58], [28, 203, 25, 25, 21, 12, 53, 51, 123, 459]]"
8,8,100,0.44082,0.4694,"[[494, 56, 64, 16, 55, 9, 40, 30, 200, 36], [41, 562, 20, 25, 19, 15, 25, 23, 114, 156], [59, 21, 362, 62, 147, 58, 161, 74, 37, 19], [41, 27, 89, 264, 85, 164, 200, 54, 34, 42], [30, 25, 130, 34, 378, 44, 221, 92, 31, 15], [16, 11, 102, 176, 63, 329, 170, 80, 34, 19], [8, 15, 70, 45, 98, 28, 673, 24, 20, 19], [29, 22, 69, 60, 94, 75, 89, 478, 43, 41], [64, 79, 18, 17, 24, 10, 25, 19, 688, 56], [29, 200, 20, 21, 18, 18, 41, 58, 129, 466]]"
9,9,100,0.4439,0.4725,"[[510, 74, 65, 12, 56, 12, 44, 33, 161, 33], [31, 634, 31, 22, 17, 9, 24, 20, 94, 118], [62, 34, 387, 54, 133, 56, 153, 73, 31, 17], [33, 38, 93, 257, 76, 168, 209, 63, 27, 36], [29, 31, 157, 36, 361, 38, 209, 94, 30, 15], [15, 21, 108, 162, 54, 335, 173, 82, 28, 22], [5, 19, 85, 41, 97, 30, 664, 32, 13, 14], [20, 30, 65, 58, 80, 92, 83, 494, 37, 41], [86, 97, 19, 15, 24, 16, 24, 16, 640, 63], [29, 236, 25, 22, 19, 17, 39, 59, 111, 443]]"
10,10,100,0.44334,0.4656,"[[509, 59, 64, 16, 61, 9, 46, 27, 173, 36], [40, 589, 27, 33, 22, 12, 21, 23, 98, 135], [63, 24, 364, 75, 157, 54, 141, 72, 31, 19], [36, 27, 84, 302, 97, 144, 201, 49, 23, 37], [31, 24, 131, 52, 396, 41, 206, 74, 29, 16], [20, 15, 111, 202, 73, 297, 161, 71, 29, 21], [5, 16, 77, 65, 108, 29, 649, 21, 13, 17], [32, 29, 56, 69, 110, 85, 85, 454, 32, 48], [94, 86, 19, 14, 32, 15, 23, 15, 646, 56], [37, 208, 24, 28, 22, 16, 40, 45, 130, 450]]"
11,11,100,0.4413,0.4736,"[[477, 51, 70, 19, 64, 14, 50, 30, 182, 43], [36, 573, 25, 37, 22, 14, 31, 19, 101, 142], [62, 20, 358, 70, 161, 61, 154, 61, 32, 21], [34, 22, 77, 294, 85, 173, 219, 43, 22, 31], [29, 20, 129, 42, 396, 47, 218, 75, 26, 18], [6, 10, 104, 172, 68, 341, 186, 67, 29, 17], [3, 17, 69, 46, 102, 32, 686, 22, 8, 15], [35, 21, 52, 69, 103, 99, 88, 461, 30, 42], [77, 87, 16, 20, 41, 16, 22, 11, 649, 61], [36, 168, 26, 29, 17, 18, 48, 44, 113, 501]]"
12,12,100,0.43984,0.4677,"[[500, 61, 65, 21, 51, 13, 49, 31, 182, 27], [41, 607, 22, 37, 19, 10, 25, 29, 101, 109], [69, 28, 347, 72, 153, 51, 165, 73, 27, 15], [37, 29, 73, 310, 76, 159, 219, 48, 23, 26], [36, 27, 130, 48, 376, 36, 214, 90, 29, 14], [23, 13, 94, 202, 57, 298, 183, 85, 28, 17], [3, 17, 63, 51, 112, 30, 676, 23, 13, 12], [38, 20, 59, 68, 92, 80, 89, 486, 30, 38], [85, 88, 14, 16, 32, 12, 26, 16, 667, 44], [37, 220, 28, 35, 21, 15, 49, 55, 130, 410]]"
13,13,100,0.44268,0.4661,"[[513, 45, 57, 16, 58, 9, 42, 27, 191, 42], [40, 572, 29, 29, 14, 9, 26, 17, 125, 139], [77, 25, 366, 67, 150, 56, 147, 56, 33, 23], [38, 29, 88, 309, 83, 143, 200, 45, 33, 32], [33, 27, 131, 58, 382, 43, 197, 78, 33, 18], [21, 15, 108, 212, 61, 301, 159, 67, 31, 25], [8, 22, 74, 68, 128, 27, 625, 18, 14, 16], [37, 26, 62, 69, 108, 75, 89, 446, 38, 50], [83, 69, 14, 14, 47, 9, 24, 11, 668, 61], [36, 186, 30, 29, 22, 13, 36, 43, 126, 479]]"
