,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.3445,"[[378, 31, 30, 6, 137, 0, 76, 5, 264, 73], [14, 278, 17, 15, 77, 4, 178, 2, 219, 196], [75, 15, 75, 41, 279, 8, 427, 6, 42, 32], [13, 8, 18, 150, 140, 28, 541, 8, 36, 58], [27, 3, 2, 8, 365, 3, 513, 8, 42, 29], [8, 10, 20, 165, 159, 105, 476, 5, 33, 19], [2, 4, 8, 13, 104, 1, 834, 1, 15, 18], [11, 16, 28, 34, 296, 19, 309, 112, 31, 144], [64, 30, 10, 22, 71, 11, 59, 1, 665, 67], [13, 74, 8, 13, 45, 5, 157, 10, 192, 483]]"
1,1,10,10,0.5099,"[[479, 73, 68, 8, 37, 4, 48, 28, 201, 54], [16, 704, 18, 8, 10, 7, 25, 15, 77, 120], [57, 25, 425, 50, 157, 42, 145, 55, 28, 16], [16, 35, 105, 220, 66, 173, 264, 51, 29, 41], [24, 23, 124, 35, 487, 21, 163, 76, 35, 12], [10, 21, 131, 146, 59, 344, 177, 71, 22, 19], [2, 20, 59, 24, 158, 25, 664, 11, 21, 16], [12, 21, 61, 52, 88, 63, 69, 570, 18, 46], [57, 89, 27, 13, 26, 14, 20, 6, 699, 49], [14, 247, 24, 11, 11, 16, 37, 36, 97, 507]]"
2,2,10,10,0.5344,"[[580, 50, 33, 16, 28, 4, 44, 18, 176, 51], [42, 667, 12, 11, 13, 4, 28, 10, 91, 122], [77, 16, 411, 65, 145, 43, 166, 37, 30, 10], [33, 20, 82, 312, 71, 119, 253, 49, 28, 33], [36, 15, 109, 35, 488, 19, 179, 79, 31, 9], [14, 8, 94, 222, 62, 322, 177, 64, 17, 20], [3, 14, 41, 21, 105, 8, 777, 5, 17, 9], [35, 11, 42, 61, 120, 63, 68, 533, 16, 51], [73, 71, 18, 19, 22, 5, 28, 2, 720, 42], [29, 224, 15, 15, 6, 12, 50, 20, 95, 534]]"
3,3,10,10,0.5565,"[[576, 45, 59, 13, 27, 8, 42, 17, 158, 55], [32, 691, 12, 16, 7, 5, 29, 9, 75, 124], [67, 17, 464, 62, 103, 40, 172, 36, 27, 12], [26, 20, 88, 340, 51, 153, 220, 51, 23, 28], [31, 12, 119, 45, 454, 27, 182, 90, 30, 10], [12, 6, 101, 211, 58, 375, 141, 63, 12, 21], [4, 12, 46, 37, 62, 19, 785, 8, 15, 12], [28, 14, 46, 53, 96, 66, 52, 583, 14, 48], [67, 72, 17, 19, 15, 7, 26, 2, 728, 47], [32, 203, 15, 15, 5, 15, 48, 23, 75, 569]]"
4,4,10,10,0.5677,"[[564, 51, 57, 20, 26, 8, 36, 16, 154, 68], [30, 667, 16, 16, 3, 7, 25, 10, 66, 160], [64, 15, 436, 76, 122, 61, 149, 38, 26, 13], [34, 16, 73, 382, 60, 160, 165, 49, 26, 35], [32, 10, 101, 56, 503, 37, 147, 79, 26, 9], [11, 7, 73, 223, 66, 409, 113, 60, 13, 25], [8, 15, 45, 51, 70, 19, 759, 8, 14, 11], [22, 9, 35, 59, 102, 75, 41, 589, 14, 54], [58, 71, 18, 23, 12, 8, 15, 3, 740, 52], [31, 162, 13, 18, 8, 12, 41, 23, 64, 628]]"
5,5,10,10,0.5775,"[[594, 42, 46, 21, 26, 9, 36, 20, 154, 52], [35, 666, 10, 15, 12, 10, 29, 13, 80, 130], [55, 13, 459, 68, 122, 54, 162, 33, 27, 7], [32, 12, 66, 392, 59, 163, 184, 42, 27, 23], [26, 8, 107, 50, 510, 42, 144, 74, 33, 6], [15, 4, 72, 227, 67, 410, 111, 60, 13, 21], [6, 12, 35, 46, 62, 19, 782, 10, 17, 11], [19, 8, 29, 71, 107, 72, 45, 604, 12, 33], [63, 62, 17, 22, 15, 7, 15, 5, 759, 35], [35, 156, 11, 22, 8, 12, 47, 30, 80, 599]]"
6,6,10,10,0.5757,"[[593, 33, 59, 25, 29, 9, 33, 15, 149, 55], [37, 653, 13, 13, 9, 7, 32, 15, 70, 151], [53, 14, 471, 76, 124, 51, 145, 32, 27, 7], [26, 13, 64, 398, 60, 163, 183, 38, 27, 28], [32, 9, 108, 55, 501, 40, 148, 71, 29, 7], [11, 6, 63, 242, 70, 403, 110, 62, 12, 21], [6, 9, 45, 48, 65, 24, 772, 10, 11, 10], [21, 6, 36, 68, 117, 65, 39, 596, 13, 39], [70, 54, 20, 23, 14, 8, 19, 3, 748, 41], [39, 145, 14, 21, 11, 10, 46, 25, 67, 622]]"
7,7,10,10,0.5849,"[[628, 39, 47, 14, 20, 11, 35, 9, 141, 56], [36, 686, 14, 11, 5, 7, 25, 9, 71, 136], [55, 17, 481, 62, 118, 50, 141, 34, 27, 15], [30, 20, 69, 390, 57, 171, 161, 41, 29, 32], [35, 8, 104, 53, 493, 42, 149, 77, 29, 10], [12, 10, 61, 234, 62, 425, 107, 52, 15, 22], [6, 14, 45, 41, 58, 22, 770, 11, 18, 15], [21, 13, 35, 56, 109, 68, 45, 597, 12, 44], [75, 58, 13, 17, 13, 8, 17, 2, 755, 42], [38, 152, 14, 19, 12, 10, 40, 23, 68, 624]]"
8,8,10,10,0.5873,"[[622, 41, 56, 12, 18, 8, 25, 12, 152, 54], [28, 687, 10, 9, 3, 7, 25, 12, 73, 146], [57, 19, 481, 71, 106, 56, 134, 35, 29, 12], [30, 17, 68, 397, 50, 175, 163, 35, 29, 36], [35, 9, 104, 46, 501, 45, 143, 81, 24, 12], [14, 9, 66, 243, 61, 416, 94, 57, 17, 23], [7, 11, 44, 55, 57, 22, 763, 10, 19, 12], [21, 8, 32, 59, 100, 64, 43, 613, 13, 47], [70, 62, 16, 15, 10, 7, 17, 2, 754, 47], [42, 147, 14, 19, 7, 10, 35, 21, 66, 639]]"
9,9,10,10,0.5864,"[[607, 34, 66, 23, 23, 9, 38, 12, 143, 45], [38, 685, 16, 14, 6, 8, 33, 11, 74, 115], [54, 11, 482, 68, 123, 49, 136, 44, 26, 7], [27, 16, 62, 407, 62, 158, 184, 38, 25, 21], [29, 5, 93, 38, 527, 49, 146, 87, 20, 6], [13, 8, 62, 260, 65, 394, 112, 57, 15, 14], [6, 6, 40, 39, 58, 16, 804, 8, 16, 7], [25, 5, 35, 60, 105, 66, 43, 617, 10, 34], [72, 55, 25, 22, 16, 5, 24, 3, 738, 40], [44, 152, 15, 26, 12, 8, 47, 27, 66, 603]]"
