,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.21526,0.226,"[[728, 42, 0, 10, 0, 37, 15, 13, 85, 70], [447, 144, 0, 37, 0, 78, 51, 31, 72, 140], [282, 79, 1, 140, 0, 169, 138, 68, 53, 70], [192, 33, 0, 164, 0, 275, 111, 64, 55, 106], [133, 52, 0, 185, 0, 175, 246, 90, 44, 75], [296, 49, 0, 98, 0, 280, 102, 79, 33, 63], [81, 62, 0, 167, 0, 149, 353, 90, 30, 68], [173, 86, 0, 76, 0, 165, 68, 98, 74, 260], [647, 27, 0, 13, 0, 68, 1, 1, 120, 123], [344, 47, 0, 34, 0, 34, 28, 34, 107, 372]]"
1,1,0.2734,0.292,"[[421, 47, 1, 4, 0, 61, 41, 33, 283, 109], [45, 265, 2, 5, 0, 71, 100, 67, 300, 145], [144, 55, 3, 8, 0, 242, 370, 78, 45, 55], [62, 30, 6, 19, 0, 337, 305, 132, 41, 68], [52, 11, 3, 6, 0, 157, 589, 81, 46, 55], [72, 28, 3, 21, 0, 396, 290, 101, 50, 39], [16, 19, 1, 3, 0, 148, 676, 99, 9, 29], [40, 48, 4, 10, 1, 183, 237, 236, 55, 186], [159, 49, 1, 4, 0, 73, 13, 34, 515, 152], [28, 75, 2, 7, 0, 36, 76, 89, 298, 389]]"
2,2,0.32788,0.3495,"[[403, 65, 28, 10, 13, 31, 36, 60, 210, 144], [35, 411, 1, 10, 5, 19, 84, 35, 147, 253], [123, 49, 47, 40, 180, 86, 302, 112, 24, 37], [40, 40, 23, 70, 101, 173, 306, 165, 14, 68], [45, 11, 24, 24, 249, 74, 404, 111, 25, 33], [37, 24, 38, 50, 123, 284, 258, 133, 20, 33], [6, 22, 14, 23, 90, 41, 682, 84, 4, 34], [35, 46, 21, 15, 136, 102, 139, 384, 17, 105], [128, 85, 8, 22, 3, 26, 23, 35, 425, 245], [19, 119, 2, 11, 3, 7, 93, 51, 155, 540]]"
3,3,0.3655,0.3942,"[[452, 85, 28, 20, 6, 9, 30, 52, 227, 91], [24, 579, 0, 13, 3, 7, 36, 15, 109, 214], [111, 69, 131, 72, 169, 51, 214, 120, 24, 39], [50, 66, 68, 143, 58, 107, 266, 142, 16, 84], [54, 26, 71, 49, 318, 38, 256, 137, 23, 28], [35, 52, 99, 109, 71, 230, 202, 150, 22, 30], [9, 36, 38, 51, 114, 17, 604, 85, 3, 43], [44, 69, 38, 43, 85, 62, 91, 462, 16, 90], [138, 120, 8, 23, 0, 7, 18, 20, 506, 160], [19, 214, 2, 18, 1, 2, 51, 33, 143, 517]]"
4,4,0.38368,0.4223,"[[505, 80, 46, 16, 6, 9, 21, 41, 211, 65], [29, 625, 2, 8, 3, 10, 29, 16, 93, 185], [94, 52, 341, 74, 46, 69, 161, 107, 28, 28], [47, 51, 121, 183, 23, 161, 218, 107, 15, 74], [63, 33, 239, 48, 182, 35, 217, 142, 24, 17], [33, 34, 157, 126, 26, 320, 133, 118, 20, 33], [5, 32, 101, 77, 70, 35, 565, 70, 7, 38], [47, 55, 70, 58, 46, 80, 72, 496, 13, 63], [201, 125, 14, 21, 0, 12, 13, 12, 501, 101], [32, 221, 4, 22, 1, 4, 36, 35, 140, 505]]"
5,5,0.40418,0.4368,"[[463, 56, 55, 28, 8, 25, 22, 34, 254, 55], [22, 573, 11, 11, 4, 22, 28, 25, 102, 202], [70, 27, 372, 81, 42, 110, 142, 105, 28, 23], [26, 29, 118, 228, 20, 250, 181, 80, 16, 52], [52, 18, 289, 56, 153, 52, 206, 132, 32, 10], [15, 18, 126, 147, 15, 425, 113, 93, 25, 23], [3, 20, 138, 100, 41, 54, 556, 49, 9, 30], [43, 18, 66, 68, 44, 125, 71, 509, 13, 43], [141, 90, 19, 25, 1, 27, 16, 16, 580, 85], [27, 180, 6, 32, 3, 16, 42, 41, 144, 509]]"
6,6,0.4207,0.4595,"[[417, 47, 71, 18, 13, 21, 24, 38, 281, 70], [15, 525, 15, 8, 7, 22, 33, 27, 109, 239], [57, 18, 422, 63, 67, 93, 134, 85, 32, 29], [17, 18, 125, 221, 31, 240, 197, 72, 24, 55], [43, 15, 244, 50, 225, 39, 217, 117, 34, 16], [12, 9, 141, 137, 31, 427, 109, 83, 25, 26], [2, 16, 103, 77, 71, 40, 609, 40, 10, 32], [37, 14, 71, 55, 56, 109, 71, 525, 15, 47], [86, 87, 23, 18, 1, 21, 15, 16, 639, 94], [21, 139, 11, 35, 4, 13, 40, 42, 110, 585]]"
7,7,0.43146,0.469,"[[425, 63, 46, 12, 18, 11, 27, 29, 276, 93], [9, 597, 10, 8, 8, 12, 30, 23, 80, 223], [69, 29, 349, 41, 162, 80, 128, 78, 34, 30], [21, 26, 108, 174, 60, 215, 234, 66, 26, 70], [53, 18, 160, 31, 368, 28, 187, 97, 35, 23], [16, 15, 119, 113, 56, 407, 131, 81, 24, 38], [3, 15, 57, 31, 149, 36, 620, 32, 16, 41], [49, 20, 46, 45, 87, 87, 73, 503, 12, 78], [88, 104, 15, 6, 5, 18, 14, 14, 638, 98], [17, 170, 12, 21, 4, 7, 42, 31, 87, 609]]"
8,8,0.4443,0.4845,"[[518, 71, 46, 12, 14, 8, 26, 32, 177, 96], [21, 674, 6, 13, 4, 9, 22, 19, 53, 179], [74, 34, 332, 63, 132, 67, 141, 95, 30, 32], [27, 37, 86, 244, 51, 168, 218, 75, 16, 78], [54, 23, 154, 46, 324, 27, 204, 115, 27, 26], [14, 20, 106, 166, 36, 383, 116, 104, 21, 34], [5, 21, 63, 51, 104, 24, 652, 36, 8, 36], [41, 35, 40, 48, 65, 73, 66, 546, 7, 79], [130, 126, 10, 8, 8, 14, 14, 16, 574, 100], [21, 204, 7, 23, 4, 7, 38, 32, 66, 598]]"
9,9,0.44802,0.4898,"[[524, 57, 64, 11, 14, 8, 29, 27, 188, 78], [28, 663, 7, 14, 3, 8, 22, 16, 77, 162], [69, 29, 390, 74, 74, 69, 150, 90, 30, 25], [22, 34, 93, 263, 43, 166, 228, 69, 20, 62], [51, 16, 209, 42, 259, 30, 224, 114, 34, 21], [14, 16, 112, 191, 29, 380, 122, 93, 20, 23], [6, 20, 73, 55, 63, 21, 684, 36, 10, 32], [45, 27, 41, 51, 54, 77, 69, 564, 11, 61], [139, 100, 17, 15, 5, 9, 19, 12, 607, 77], [25, 198, 7, 30, 5, 8, 38, 31, 94, 564]]"
