,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1,1,0.10012,0.0999,"[[996, 0, 0, 4, 0, 0, 0, 0, 0, 0], [993, 0, 0, 7, 0, 0, 0, 0, 0, 0], [997, 0, 0, 3, 0, 0, 0, 0, 0, 0], [997, 0, 0, 3, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [990, 0, 0, 10, 0, 0, 0, 0, 0, 0], [993, 0, 0, 7, 0, 0, 0, 0, 0, 0], [996, 0, 0, 4, 0, 0, 0, 0, 0, 0], [999, 0, 0, 1, 0, 0, 0, 0, 0, 0], [990, 0, 0, 10, 0, 0, 0, 0, 0, 0]]"
2,2,0.12306,0.1262,"[[611, 0, 0, 389, 0, 0, 0, 0, 0, 0], [486, 0, 0, 514, 0, 0, 0, 0, 0, 0], [481, 0, 0, 519, 0, 0, 0, 0, 0, 0], [349, 0, 0, 651, 0, 0, 0, 0, 0, 0], [441, 0, 0, 559, 0, 0, 0, 0, 0, 0], [287, 0, 0, 713, 0, 0, 0, 0, 0, 0], [269, 0, 0, 731, 0, 0, 0, 0, 0, 0], [261, 0, 0, 739, 0, 0, 0, 0, 0, 0], [624, 0, 0, 376, 0, 0, 0, 0, 0, 0], [379, 0, 0, 621, 0, 0, 0, 0, 0, 0]]"
3,3,0.1014,0.1009,"[[15, 0, 0, 985, 0, 0, 0, 0, 0, 0], [3, 0, 0, 997, 0, 0, 0, 0, 0, 0], [4, 0, 0, 996, 0, 0, 0, 0, 0, 0], [6, 0, 0, 994, 0, 0, 0, 0, 0, 0], [3, 0, 0, 997, 0, 0, 0, 0, 0, 0], [1, 0, 0, 999, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [2, 0, 0, 998, 0, 0, 0, 0, 0, 0], [4, 0, 0, 996, 0, 0, 0, 0, 0, 0]]"
4,4,0.1051,0.1042,"[[1, 0, 0, 284, 0, 715, 0, 0, 0, 0], [0, 0, 0, 486, 0, 514, 0, 0, 0, 0], [0, 0, 0, 400, 0, 600, 0, 0, 0, 0], [1, 0, 0, 316, 0, 683, 0, 0, 0, 0], [0, 0, 0, 449, 0, 551, 0, 0, 0, 0], [0, 0, 0, 275, 0, 725, 0, 0, 0, 0], [0, 0, 0, 417, 0, 583, 0, 0, 0, 0], [0, 0, 0, 375, 0, 625, 0, 0, 0, 0], [0, 0, 0, 425, 0, 575, 0, 0, 0, 0], [0, 0, 0, 501, 0, 499, 0, 0, 0, 0]]"
5,5,0.09996,0.1,"[[0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [3, 0, 0, 0, 0, 997, 0, 0, 0, 0], [2, 0, 0, 0, 0, 998, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1000, 0, 0, 0, 0]]"
6,6,0.10464,0.0999,"[[6, 240, 0, 0, 0, 0, 5, 0, 749, 0], [8, 140, 0, 0, 0, 0, 7, 0, 845, 0], [12, 284, 0, 0, 0, 0, 9, 0, 695, 0], [41, 373, 0, 1, 0, 0, 23, 0, 562, 0], [35, 327, 0, 0, 0, 0, 15, 0, 623, 0], [33, 320, 0, 1, 0, 0, 21, 0, 625, 0], [4, 299, 0, 1, 0, 0, 6, 0, 690, 0], [15, 372, 0, 0, 0, 0, 18, 0, 595, 0], [8, 136, 0, 0, 0, 0, 10, 0, 846, 0], [13, 161, 0, 0, 0, 0, 3, 0, 823, 0]]"
7,7,0.12474,0.1274,"[[0, 0, 10, 31, 0, 842, 0, 0, 117, 0], [0, 0, 13, 32, 0, 744, 0, 0, 211, 0], [0, 0, 22, 64, 0, 867, 0, 0, 47, 0], [0, 0, 32, 122, 0, 790, 0, 0, 55, 1], [0, 0, 9, 114, 0, 830, 0, 0, 47, 0], [0, 0, 26, 83, 0, 851, 0, 0, 40, 0], [0, 0, 17, 53, 0, 894, 0, 0, 36, 0], [0, 0, 35, 88, 0, 786, 0, 0, 91, 0], [0, 0, 4, 24, 0, 695, 0, 0, 277, 0], [0, 0, 41, 16, 0, 644, 0, 0, 297, 2]]"
8,8,0.12474,0.1307,"[[178, 626, 0, 10, 113, 0, 22, 44, 7, 0], [63, 739, 0, 11, 101, 0, 35, 12, 38, 1], [223, 535, 0, 13, 147, 0, 50, 24, 8, 0], [153, 425, 0, 39, 196, 0, 126, 47, 12, 2], [182, 471, 0, 36, 192, 0, 93, 24, 2, 0], [123, 496, 0, 31, 202, 0, 100, 40, 8, 0], [133, 551, 0, 16, 192, 0, 72, 30, 6, 0], [116, 539, 0, 27, 153, 0, 84, 61, 19, 1], [55, 735, 0, 13, 125, 0, 42, 5, 25, 0], [59, 828, 0, 6, 37, 0, 13, 18, 38, 1]]"
9,9,0.13948,0.1417,"[[0, 0, 393, 122, 0, 377, 0, 0, 19, 89], [0, 0, 354, 75, 0, 369, 0, 0, 53, 149], [0, 0, 312, 170, 0, 474, 0, 0, 17, 27], [0, 0, 256, 283, 0, 416, 0, 0, 8, 37], [0, 0, 279, 258, 0, 422, 0, 0, 8, 33], [0, 0, 257, 220, 0, 491, 0, 0, 7, 25], [0, 0, 263, 173, 0, 531, 0, 0, 13, 20], [0, 0, 359, 267, 0, 273, 0, 0, 32, 69], [0, 0, 315, 60, 0, 354, 0, 0, 70, 201], [0, 0, 433, 64, 0, 204, 0, 0, 38, 261]]"
