,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.2125,"[[0, 740, 0, 0, 75, 0, 0, 0, 0, 165], [0, 1092, 0, 0, 5, 0, 0, 0, 0, 38], [0, 806, 0, 0, 38, 0, 0, 0, 0, 188], [0, 487, 0, 0, 418, 0, 0, 0, 0, 105], [0, 61, 0, 0, 888, 0, 0, 0, 0, 33], [0, 241, 0, 0, 563, 0, 0, 0, 0, 88], [0, 415, 0, 0, 462, 0, 0, 0, 0, 81], [0, 371, 0, 0, 568, 0, 0, 0, 0, 89], [0, 169, 0, 0, 473, 0, 0, 0, 0, 332], [0, 83, 0, 0, 781, 0, 0, 0, 0, 145]]"
1,1,10,10,0.4091,"[[970, 1, 0, 0, 1, 0, 0, 0, 8, 0], [1, 1113, 0, 0, 2, 0, 0, 1, 13, 5], [380, 243, 0, 0, 40, 0, 0, 0, 342, 27], [412, 57, 0, 0, 33, 0, 0, 20, 487, 1], [52, 7, 0, 0, 854, 0, 0, 0, 69, 0], [339, 49, 0, 0, 278, 0, 0, 42, 181, 3], [416, 41, 0, 0, 275, 0, 0, 0, 226, 0], [143, 74, 0, 0, 168, 0, 0, 386, 254, 3], [92, 35, 0, 0, 73, 0, 0, 0, 768, 6], [106, 10, 0, 0, 381, 0, 0, 11, 501, 0]]"
2,2,10,10,0.6796,"[[939, 0, 4, 2, 0, 19, 5, 1, 8, 2], [0, 1119, 1, 3, 0, 0, 2, 0, 10, 0], [60, 124, 713, 4, 20, 2, 32, 14, 59, 4], [72, 37, 28, 570, 12, 49, 6, 98, 132, 6], [8, 12, 0, 0, 881, 4, 15, 3, 56, 3], [132, 25, 4, 54, 85, 324, 33, 62, 150, 23], [49, 43, 17, 0, 144, 14, 651, 0, 40, 0], [13, 70, 15, 0, 39, 3, 0, 820, 59, 9], [27, 58, 12, 7, 90, 34, 14, 21, 648, 63], [25, 15, 1, 3, 657, 13, 0, 84, 80, 131]]"
3,3,10,10,0.8199,"[[954, 0, 2, 2, 1, 13, 5, 2, 1, 0], [0, 1118, 1, 5, 0, 1, 4, 1, 5, 0], [29, 17, 876, 1, 28, 2, 43, 24, 8, 4], [10, 24, 28, 796, 3, 49, 4, 63, 14, 19], [1, 3, 1, 0, 919, 0, 20, 2, 1, 35], [61, 11, 6, 57, 42, 616, 59, 17, 12, 11], [23, 6, 21, 0, 36, 15, 855, 1, 0, 1], [2, 31, 25, 0, 8, 1, 0, 886, 5, 70], [28, 54, 14, 34, 70, 52, 51, 43, 504, 124], [15, 7, 5, 8, 235, 8, 1, 54, 1, 675]]"
4,4,10,10,0.8777,"[[958, 0, 2, 2, 1, 9, 4, 2, 2, 0], [0, 1114, 3, 7, 0, 1, 4, 1, 5, 0], [18, 5, 907, 7, 25, 1, 30, 17, 17, 5], [5, 12, 22, 873, 0, 40, 6, 23, 19, 10], [0, 2, 1, 0, 923, 0, 18, 0, 5, 33], [29, 4, 2, 50, 22, 723, 41, 7, 9, 5], [16, 4, 9, 1, 16, 20, 889, 1, 2, 0], [2, 18, 26, 2, 5, 1, 0, 904, 5, 65], [11, 34, 9, 35, 33, 41, 36, 23, 706, 46], [13, 8, 7, 10, 135, 13, 2, 35, 6, 780]]"
5,5,10,10,0.8904,"[[959, 0, 1, 1, 1, 5, 7, 2, 4, 0], [0, 1118, 3, 2, 1, 1, 4, 0, 6, 0], [16, 4, 924, 8, 22, 1, 18, 14, 23, 2], [6, 14, 29, 832, 3, 44, 5, 29, 35, 13], [0, 2, 1, 0, 940, 0, 16, 0, 6, 17], [27, 7, 1, 31, 25, 734, 39, 7, 14, 7], [13, 3, 4, 1, 10, 16, 908, 1, 2, 0], [3, 12, 21, 1, 6, 0, 0, 922, 4, 59], [10, 19, 3, 8, 32, 28, 34, 21, 783, 36], [12, 9, 7, 6, 142, 7, 2, 32, 8, 784]]"
6,6,10,10,0.9098,"[[963, 0, 1, 1, 0, 5, 5, 2, 3, 0], [0, 1120, 3, 2, 0, 1, 4, 0, 5, 0], [15, 3, 935, 8, 17, 1, 14, 15, 22, 2], [5, 10, 22, 883, 1, 30, 4, 19, 25, 11], [0, 2, 2, 0, 935, 0, 15, 0, 6, 22], [17, 6, 1, 28, 17, 766, 29, 5, 18, 5], [12, 3, 4, 1, 7, 17, 912, 0, 2, 0], [3, 9, 21, 4, 5, 0, 0, 939, 3, 44], [10, 18, 2, 14, 20, 24, 24, 20, 816, 26], [12, 9, 8, 7, 97, 7, 2, 28, 10, 829]]"
7,7,10,10,0.9217,"[[966, 0, 2, 2, 0, 1, 4, 1, 4, 0], [0, 1116, 4, 2, 1, 0, 3, 1, 8, 0], [14, 0, 954, 10, 14, 1, 9, 13, 14, 3], [5, 5, 22, 911, 0, 19, 3, 18, 19, 8], [0, 2, 2, 0, 924, 0, 14, 0, 8, 32], [15, 4, 0, 37, 12, 770, 24, 4, 21, 5], [12, 4, 3, 2, 8, 16, 911, 0, 2, 0], [3, 8, 21, 5, 4, 0, 0, 955, 1, 31], [10, 11, 1, 17, 16, 17, 13, 21, 845, 23], [11, 9, 8, 9, 55, 8, 1, 34, 9, 865]]"
8,8,10,10,0.9267,"[[967, 0, 2, 1, 0, 1, 4, 1, 4, 0], [0, 1115, 4, 2, 1, 0, 4, 1, 8, 0], [15, 0, 947, 11, 13, 1, 9, 17, 17, 2], [6, 5, 19, 912, 0, 17, 2, 20, 23, 6], [0, 2, 2, 0, 925, 0, 17, 0, 7, 29], [11, 4, 0, 32, 8, 789, 23, 3, 18, 4], [12, 3, 2, 1, 5, 15, 918, 0, 2, 0], [3, 7, 19, 4, 4, 1, 0, 961, 2, 27], [8, 10, 1, 11, 12, 15, 15, 21, 862, 19], [11, 9, 8, 6, 48, 10, 2, 35, 9, 871]]"
9,9,10,10,0.9304,"[[968, 0, 1, 1, 0, 1, 4, 1, 4, 0], [0, 1117, 4, 2, 1, 0, 4, 0, 6, 1], [15, 1, 945, 11, 14, 1, 7, 17, 17, 4], [6, 6, 18, 908, 0, 19, 2, 18, 24, 9], [0, 2, 2, 0, 931, 0, 14, 0, 5, 28], [11, 4, 0, 24, 11, 800, 18, 3, 17, 4], [11, 3, 2, 2, 8, 16, 913, 0, 3, 0], [3, 8, 17, 4, 3, 2, 0, 957, 2, 32], [6, 7, 1, 11, 13, 15, 10, 16, 871, 24], [10, 6, 8, 6, 49, 8, 0, 18, 10, 894]]"
