,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1173,"[[0, 888, 112, 0, 0, 0, 0, 0, 0, 0], [0, 817, 183, 0, 0, 0, 0, 0, 0, 0], [0, 645, 355, 0, 0, 0, 0, 0, 0, 0], [0, 530, 469, 1, 0, 0, 0, 0, 0, 0], [0, 500, 500, 0, 0, 0, 0, 0, 0, 0], [0, 632, 367, 1, 0, 0, 0, 0, 0, 0], [0, 467, 532, 1, 0, 0, 0, 0, 0, 0], [0, 669, 331, 0, 0, 0, 0, 0, 0, 0], [0, 869, 131, 0, 0, 0, 0, 0, 0, 0], [0, 908, 92, 0, 0, 0, 0, 0, 0, 0]]"
1,1,10,10,0.1492,"[[0, 2, 33, 0, 0, 0, 19, 1, 661, 284], [0, 0, 64, 0, 0, 0, 72, 2, 503, 359], [0, 0, 119, 0, 0, 0, 128, 1, 586, 166], [0, 0, 137, 0, 0, 0, 219, 6, 436, 202], [0, 1, 131, 0, 0, 0, 254, 1, 452, 161], [0, 0, 136, 0, 0, 0, 172, 6, 526, 160], [0, 0, 166, 1, 0, 0, 302, 1, 371, 159], [0, 0, 112, 0, 0, 0, 123, 4, 387, 374], [0, 0, 51, 0, 0, 0, 32, 0, 465, 452], [0, 0, 29, 0, 0, 0, 34, 4, 331, 602]]"
2,2,10,10,0.2011,"[[0, 4, 33, 0, 0, 0, 56, 8, 601, 298], [0, 3, 76, 0, 0, 0, 152, 26, 438, 305], [0, 8, 97, 0, 0, 0, 446, 37, 200, 212], [0, 4, 117, 0, 0, 0, 488, 35, 133, 223], [0, 3, 47, 0, 0, 0, 651, 29, 96, 174], [0, 2, 116, 0, 0, 0, 450, 37, 210, 185], [0, 2, 49, 0, 0, 0, 751, 37, 30, 131], [0, 12, 71, 1, 0, 0, 316, 63, 97, 440], [0, 0, 47, 0, 0, 0, 44, 5, 486, 418], [0, 1, 36, 0, 0, 0, 107, 13, 232, 611]]"
3,3,10,10,0.2233,"[[0, 40, 3, 35, 0, 0, 32, 15, 648, 227], [0, 95, 9, 76, 0, 0, 73, 43, 489, 215], [0, 54, 8, 174, 0, 0, 350, 62, 211, 141], [0, 65, 10, 277, 0, 0, 282, 72, 103, 191], [0, 21, 5, 148, 0, 0, 541, 61, 89, 135], [0, 104, 9, 266, 0, 0, 268, 72, 155, 126], [0, 27, 0, 159, 0, 0, 625, 65, 20, 104], [0, 63, 5, 114, 0, 0, 192, 120, 96, 410], [0, 43, 10, 51, 0, 0, 9, 7, 597, 283], [0, 34, 5, 52, 0, 0, 47, 36, 315, 511]]"
4,4,10,10,0.2178,"[[0, 36, 0, 17, 0, 0, 19, 17, 814, 97], [0, 76, 0, 25, 2, 0, 33, 43, 681, 140], [0, 126, 0, 117, 16, 0, 247, 110, 305, 79], [0, 135, 0, 198, 1, 0, 180, 115, 245, 126], [0, 76, 0, 130, 23, 0, 415, 125, 152, 79], [0, 173, 0, 166, 9, 0, 163, 112, 296, 81], [0, 97, 0, 161, 15, 0, 475, 111, 75, 66], [0, 108, 0, 67, 21, 0, 91, 231, 210, 272], [0, 40, 0, 15, 0, 0, 5, 5, 835, 100], [0, 35, 0, 37, 1, 0, 15, 37, 535, 340]]"
5,5,10,10,0.2687,"[[7, 128, 0, 30, 4, 0, 23, 53, 723, 32], [4, 275, 0, 22, 3, 0, 19, 20, 576, 81], [2, 112, 4, 167, 108, 0, 281, 136, 180, 10], [3, 133, 0, 266, 12, 0, 270, 189, 101, 26], [2, 66, 5, 123, 150, 0, 425, 138, 77, 14], [1, 176, 1, 274, 35, 0, 264, 149, 86, 14], [0, 77, 2, 141, 57, 0, 563, 124, 27, 9], [1, 147, 4, 108, 60, 0, 109, 421, 104, 46], [0, 97, 0, 32, 0, 0, 12, 29, 791, 39], [0, 164, 0, 23, 2, 0, 20, 78, 503, 210]]"
6,6,10,10,0.2897,"[[30, 166, 2, 17, 2, 0, 16, 45, 637, 85], [3, 431, 0, 9, 1, 0, 13, 9, 374, 160], [12, 140, 3, 144, 110, 0, 234, 160, 163, 34], [17, 166, 7, 257, 19, 0, 206, 174, 79, 75], [8, 95, 6, 105, 156, 0, 349, 167, 76, 38], [9, 199, 7, 265, 32, 0, 183, 161, 98, 46], [3, 127, 0, 125, 49, 0, 511, 116, 20, 49], [6, 166, 3, 80, 35, 0, 90, 422, 70, 128], [10, 170, 0, 18, 0, 0, 4, 18, 673, 107], [2, 236, 0, 10, 1, 0, 11, 43, 283, 414]]"
7,7,10,10,0.309,"[[115, 54, 26, 22, 1, 1, 14, 41, 699, 27], [14, 276, 4, 18, 1, 0, 13, 15, 577, 82], [53, 58, 165, 186, 47, 4, 179, 163, 133, 12], [46, 65, 78, 370, 3, 11, 153, 157, 94, 23], [38, 37, 107, 144, 104, 0, 284, 188, 88, 10], [30, 57, 127, 368, 13, 36, 112, 159, 84, 14], [4, 58, 49, 219, 29, 1, 474, 106, 44, 16], [35, 54, 68, 140, 17, 11, 60, 473, 93, 49], [20, 45, 7, 23, 0, 0, 6, 14, 845, 40], [13, 125, 3, 22, 0, 0, 10, 52, 543, 232]]"
8,8,10,10,0.3697,"[[294, 121, 57, 30, 3, 9, 23, 37, 413, 13], [36, 606, 3, 16, 1, 6, 17, 25, 258, 32], [73, 70, 184, 128, 132, 73, 134, 149, 49, 8], [30, 76, 97, 306, 22, 129, 154, 159, 19, 8], [49, 54, 110, 91, 244, 20, 212, 183, 33, 4], [20, 48, 118, 239, 31, 259, 104, 154, 22, 5], [0, 53, 60, 143, 114, 16, 487, 98, 23, 6], [35, 69, 52, 122, 41, 80, 50, 511, 17, 23], [90, 150, 11, 25, 0, 7, 11, 17, 673, 16], [44, 393, 5, 32, 1, 3, 19, 76, 294, 133]]"
9,9,10,10,0.3916,"[[458, 92, 84, 41, 2, 7, 16, 30, 248, 22], [61, 592, 9, 24, 1, 4, 12, 23, 200, 74], [83, 53, 271, 193, 56, 74, 100, 140, 20, 10], [34, 63, 109, 482, 3, 115, 67, 107, 6, 14], [64, 36, 194, 156, 137, 30, 163, 194, 19, 7], [29, 31, 115, 392, 10, 251, 30, 126, 9, 7], [5, 39, 100, 297, 48, 20, 388, 76, 19, 8], [45, 43, 76, 176, 16, 74, 21, 518, 6, 25], [200, 115, 17, 33, 0, 5, 8, 14, 579, 29], [91, 311, 12, 46, 1, 4, 17, 53, 225, 240]]"
