,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000]]"
1,1,0.1127,0.1131,"[[0, 0, 0, 0, 0, 2, 0, 0, 263, 735], [0, 0, 0, 0, 0, 5, 0, 0, 191, 804], [0, 0, 0, 0, 0, 4, 0, 0, 96, 900], [0, 0, 0, 0, 0, 8, 0, 0, 128, 864], [0, 0, 0, 0, 0, 0, 0, 0, 77, 923], [0, 0, 0, 0, 0, 10, 0, 0, 206, 784], [0, 0, 0, 0, 0, 8, 0, 0, 79, 913], [0, 0, 0, 0, 0, 5, 0, 0, 132, 863], [0, 0, 0, 0, 0, 11, 0, 0, 284, 705], [0, 0, 0, 0, 0, 2, 0, 0, 161, 837]]"
2,2,0.12974,0.1319,"[[0, 0, 0, 0, 0, 13, 0, 0, 802, 185], [0, 0, 0, 2, 0, 50, 0, 0, 668, 280], [0, 0, 0, 0, 0, 35, 0, 0, 631, 334], [0, 0, 0, 2, 0, 85, 0, 0, 565, 348], [0, 0, 0, 0, 0, 60, 0, 0, 519, 421], [0, 0, 0, 4, 0, 83, 0, 0, 636, 277], [0, 0, 0, 1, 0, 90, 0, 0, 547, 362], [0, 0, 0, 0, 0, 41, 0, 0, 534, 425], [0, 0, 0, 1, 0, 36, 0, 0, 801, 162], [0, 0, 0, 0, 0, 11, 0, 0, 556, 433]]"
3,3,0.12136,0.1193,"[[18, 0, 0, 12, 0, 8, 0, 0, 929, 33], [4, 0, 0, 15, 0, 31, 0, 0, 871, 79], [13, 0, 0, 30, 0, 24, 0, 0, 861, 72], [42, 0, 0, 83, 0, 41, 0, 0, 715, 119], [13, 0, 0, 57, 0, 44, 0, 0, 791, 95], [82, 0, 0, 73, 0, 24, 0, 0, 732, 89], [11, 0, 0, 31, 0, 74, 0, 0, 793, 91], [19, 0, 0, 43, 0, 23, 0, 0, 763, 152], [17, 0, 0, 25, 0, 12, 0, 0, 907, 39], [4, 0, 0, 8, 0, 6, 0, 0, 821, 161]]"
4,4,0.11774,0.1152,"[[82, 0, 0, 18, 0, 5, 0, 0, 889, 6], [48, 0, 0, 42, 0, 13, 0, 0, 878, 19], [113, 0, 0, 53, 0, 13, 0, 0, 807, 14], [197, 0, 0, 137, 1, 9, 0, 0, 619, 37], [142, 0, 0, 112, 0, 17, 0, 0, 707, 22], [242, 0, 0, 107, 0, 6, 0, 0, 626, 19], [134, 0, 0, 77, 0, 43, 0, 0, 729, 17], [172, 0, 0, 66, 0, 10, 0, 0, 704, 48], [64, 0, 0, 39, 0, 4, 0, 0, 888, 5], [39, 0, 0, 11, 0, 3, 0, 0, 908, 39]]"
5,5,0.16512,0.1726,"[[490, 0, 0, 70, 0, 15, 0, 0, 362, 63], [198, 0, 0, 106, 0, 67, 0, 0, 524, 105], [517, 0, 0, 178, 0, 43, 0, 0, 214, 48], [338, 0, 0, 365, 0, 31, 0, 0, 181, 85], [394, 0, 0, 306, 0, 58, 0, 0, 177, 65], [428, 0, 0, 311, 0, 31, 0, 0, 156, 74], [324, 1, 0, 290, 0, 116, 0, 0, 206, 63], [318, 0, 0, 218, 0, 31, 0, 0, 256, 177], [220, 0, 0, 112, 0, 15, 0, 0, 580, 73], [153, 0, 0, 56, 0, 14, 0, 0, 517, 260]]"
6,6,0.1835,0.1878,"[[419, 3, 0, 15, 0, 145, 2, 2, 246, 168], [134, 4, 0, 12, 1, 242, 2, 5, 338, 262], [360, 10, 3, 16, 0, 379, 2, 8, 107, 115], [186, 4, 6, 66, 1, 493, 3, 11, 68, 162], [220, 3, 2, 26, 1, 516, 5, 12, 83, 132], [240, 1, 4, 55, 2, 470, 1, 6, 92, 129], [162, 15, 4, 27, 0, 562, 10, 6, 78, 136], [181, 2, 2, 61, 0, 313, 2, 10, 139, 290], [151, 0, 0, 5, 0, 198, 0, 2, 388, 256], [116, 3, 0, 14, 0, 106, 3, 3, 248, 507]]"
7,7,0.2036,0.2183,"[[445, 4, 0, 148, 0, 57, 6, 13, 186, 141], [121, 15, 1, 127, 0, 168, 40, 24, 291, 213], [203, 18, 0, 451, 0, 143, 24, 34, 52, 75], [96, 7, 0, 506, 1, 191, 21, 51, 26, 101], [85, 12, 0, 531, 1, 145, 63, 41, 33, 89], [127, 11, 0, 459, 0, 239, 16, 48, 37, 63], [44, 16, 0, 412, 0, 285, 98, 52, 15, 78], [75, 9, 0, 401, 0, 109, 19, 78, 81, 228], [187, 1, 0, 109, 0, 95, 0, 16, 351, 241], [114, 6, 0, 124, 0, 44, 25, 47, 190, 450]]"
8,8,0.23654,0.2459,"[[310, 43, 23, 0, 0, 38, 40, 9, 402, 135], [55, 84, 12, 0, 3, 94, 136, 14, 433, 169], [132, 59, 73, 0, 8, 161, 331, 22, 112, 102], [65, 49, 71, 0, 17, 280, 296, 40, 58, 124], [54, 44, 58, 0, 15, 157, 504, 26, 57, 85], [72, 89, 48, 0, 21, 286, 269, 36, 95, 84], [29, 42, 33, 0, 13, 141, 612, 38, 12, 80], [39, 77, 60, 1, 19, 150, 239, 78, 84, 253], [93, 32, 6, 0, 0, 78, 18, 6, 569, 198], [36, 38, 19, 0, 8, 33, 95, 26, 313, 432]]"
9,9,0.21476,0.2268,"[[439, 1, 0, 293, 2, 6, 32, 84, 37, 106], [169, 10, 0, 373, 0, 17, 110, 108, 83, 130], [101, 1, 0, 497, 3, 7, 265, 88, 8, 30], [24, 2, 0, 615, 5, 4, 187, 139, 3, 21], [39, 0, 0, 423, 5, 0, 416, 86, 6, 25], [21, 0, 0, 675, 9, 4, 187, 85, 3, 16], [8, 0, 0, 333, 2, 4, 563, 80, 0, 10], [29, 1, 0, 469, 5, 7, 148, 262, 5, 74], [323, 2, 0, 278, 0, 3, 13, 88, 75, 218], [121, 2, 0, 234, 1, 3, 65, 235, 44, 295]]"
10,10,0.1938,0.1997,"[[16, 67, 1, 0, 0, 7, 27, 1, 805, 76], [5, 176, 6, 0, 0, 9, 80, 0, 579, 145], [3, 272, 17, 0, 0, 47, 239, 1, 333, 88], [11, 282, 24, 0, 2, 104, 185, 0, 251, 141], [4, 233, 23, 0, 3, 65, 390, 1, 191, 90], [4, 270, 31, 0, 2, 96, 180, 2, 322, 93], [1, 202, 22, 0, 0, 62, 503, 0, 97, 113], [5, 201, 28, 0, 2, 59, 141, 6, 257, 301], [2, 58, 0, 0, 0, 11, 6, 0, 823, 100], [3, 70, 7, 0, 0, 12, 55, 2, 494, 357]]"
