,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.28382,0.3056,"[[397, 53, 14, 37, 4, 26, 31, 17, 271, 150], [43, 284, 8, 31, 3, 71, 97, 15, 245, 203], [132, 59, 32, 157, 44, 112, 285, 37, 44, 98], [45, 37, 25, 262, 38, 179, 190, 57, 32, 135], [49, 18, 18, 156, 95, 89, 415, 40, 36, 84], [39, 51, 20, 207, 39, 268, 182, 56, 62, 76], [18, 22, 11, 104, 32, 106, 569, 56, 4, 78], [34, 72, 10, 145, 62, 89, 140, 121, 38, 289], [103, 52, 3, 44, 1, 49, 9, 8, 510, 221], [30, 73, 11, 40, 4, 21, 61, 19, 223, 518]]"
1,1,0.367,0.4008,"[[472, 70, 16, 14, 29, 10, 24, 48, 253, 64], [35, 542, 4, 18, 9, 20, 25, 20, 146, 181], [113, 52, 57, 117, 198, 98, 173, 114, 46, 32], [44, 46, 26, 196, 69, 206, 169, 132, 37, 75], [65, 35, 16, 67, 322, 53, 262, 111, 48, 21], [29, 39, 24, 141, 64, 352, 135, 130, 47, 39], [12, 31, 10, 62, 123, 51, 561, 87, 15, 48], [39, 68, 14, 74, 91, 89, 65, 418, 27, 115], [123, 90, 4, 16, 11, 33, 12, 17, 612, 82], [26, 183, 2, 32, 8, 13, 28, 53, 179, 476]]"
2,2,0.39022,0.426,"[[467, 160, 26, 23, 66, 11, 19, 69, 110, 49], [13, 751, 4, 17, 9, 16, 21, 42, 33, 94], [65, 56, 107, 104, 268, 78, 138, 146, 23, 15], [15, 65, 23, 233, 72, 204, 167, 163, 12, 46], [38, 59, 24, 45, 397, 24, 190, 186, 27, 10], [9, 55, 27, 162, 80, 334, 111, 187, 18, 17], [3, 36, 7, 83, 181, 37, 564, 67, 2, 20], [15, 74, 16, 63, 82, 59, 33, 616, 10, 32], [163, 213, 14, 12, 32, 31, 11, 35, 423, 66], [20, 367, 2, 40, 13, 13, 27, 101, 49, 368]]"
3,3,0.39476,0.4344,"[[456, 149, 53, 13, 76, 6, 45, 52, 108, 42], [16, 744, 3, 12, 23, 8, 37, 64, 48, 45], [56, 44, 204, 34, 331, 61, 131, 107, 22, 10], [12, 65, 57, 155, 106, 203, 249, 112, 24, 17], [24, 40, 50, 20, 553, 14, 145, 117, 28, 9], [9, 50, 73, 83, 107, 318, 185, 147, 19, 9], [1, 11, 20, 21, 282, 18, 600, 31, 11, 5], [13, 64, 32, 41, 123, 55, 76, 561, 14, 21], [111, 195, 18, 10, 50, 19, 29, 33, 492, 43], [10, 451, 6, 29, 26, 10, 69, 62, 76, 261]]"
4,4,0.41178,0.4385,"[[432, 130, 40, 8, 73, 20, 37, 29, 212, 19], [27, 724, 3, 5, 18, 26, 30, 46, 93, 28], [60, 37, 195, 11, 264, 138, 162, 81, 42, 10], [17, 48, 39, 53, 91, 378, 218, 108, 35, 13], [33, 39, 52, 16, 487, 56, 169, 107, 34, 7], [11, 42, 54, 31, 83, 468, 145, 121, 34, 11], [1, 17, 18, 18, 181, 77, 639, 31, 15, 3], [20, 54, 24, 13, 106, 126, 70, 554, 26, 7], [69, 147, 15, 3, 61, 20, 21, 18, 631, 15], [17, 417, 3, 13, 24, 46, 68, 71, 139, 202]]"
5,5,0.41764,0.4473,"[[481, 47, 40, 8, 52, 21, 57, 25, 220, 49], [58, 534, 11, 8, 18, 22, 51, 25, 145, 128], [62, 18, 262, 22, 150, 98, 269, 54, 44, 21], [24, 17, 60, 89, 72, 282, 309, 78, 31, 38], [26, 25, 85, 20, 302, 43, 359, 86, 43, 11], [9, 22, 87, 43, 49, 393, 262, 84, 29, 22], [5, 9, 24, 17, 75, 44, 785, 21, 12, 8], [27, 23, 31, 16, 86, 115, 129, 516, 18, 39], [73, 57, 5, 8, 50, 26, 29, 15, 691, 46], [40, 202, 9, 17, 22, 31, 84, 54, 121, 420]]"
6,6,0.4121,0.4482,"[[584, 45, 38, 33, 66, 8, 42, 14, 125, 45], [90, 560, 22, 18, 43, 14, 49, 15, 87, 102], [75, 23, 262, 88, 264, 27, 183, 33, 28, 17], [31, 24, 53, 266, 125, 121, 290, 36, 24, 30], [42, 24, 70, 51, 534, 19, 172, 53, 28, 7], [16, 17, 89, 201, 108, 257, 226, 50, 19, 17], [6, 9, 44, 49, 200, 12, 647, 14, 8, 11], [27, 41, 45, 71, 162, 93, 96, 409, 16, 40], [181, 81, 8, 32, 62, 11, 20, 7, 546, 52], [68, 200, 21, 42, 51, 12, 75, 29, 85, 417]]"
7,7,0.40718,0.4439,"[[523, 76, 44, 26, 49, 4, 21, 23, 218, 16], [24, 642, 35, 15, 20, 4, 13, 21, 192, 34], [83, 30, 303, 117, 242, 33, 81, 61, 41, 9], [35, 39, 94, 369, 101, 110, 146, 57, 38, 11], [41, 32, 90, 66, 523, 30, 89, 83, 40, 6], [18, 25, 114, 275, 92, 265, 116, 59, 28, 8], [6, 23, 73, 112, 254, 19, 467, 24, 19, 3], [27, 46, 65, 102, 120, 73, 37, 489, 26, 15], [99, 92, 16, 30, 49, 6, 6, 19, 657, 26], [37, 339, 32, 48, 27, 7, 23, 66, 220, 201]]"
8,8,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
9,9,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
