,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.15824,0.1576,"[[0, 1, 0, 0, 4, 112, 0, 0, 668, 215], [0, 0, 0, 0, 0, 250, 0, 0, 442, 308], [0, 2, 0, 0, 1, 322, 0, 0, 369, 306], [0, 1, 0, 4, 6, 446, 0, 0, 235, 308], [0, 3, 0, 1, 2, 467, 0, 0, 204, 323], [0, 3, 0, 5, 8, 410, 0, 0, 313, 261], [0, 1, 0, 1, 1, 538, 0, 0, 157, 302], [0, 0, 0, 3, 1, 299, 0, 0, 240, 457], [0, 0, 0, 1, 0, 156, 0, 0, 639, 204], [0, 0, 0, 0, 2, 104, 0, 0, 373, 521]]"
1,1,0.23904,0.2511,"[[385, 5, 7, 89, 5, 90, 36, 51, 169, 163], [72, 36, 17, 33, 16, 234, 130, 44, 224, 194], [109, 15, 5, 122, 36, 219, 313, 73, 30, 78], [34, 5, 2, 180, 49, 301, 232, 87, 10, 100], [33, 3, 1, 108, 51, 178, 465, 61, 20, 80], [32, 6, 4, 150, 64, 375, 209, 82, 19, 59], [9, 4, 0, 68, 39, 187, 562, 82, 2, 47], [26, 13, 4, 143, 47, 160, 205, 131, 36, 235], [150, 8, 5, 53, 2, 142, 14, 36, 322, 268], [71, 6, 5, 27, 16, 83, 95, 81, 152, 464]]"
2,2,0.2604,0.2721,"[[397, 42, 0, 15, 0, 33, 49, 34, 266, 164], [58, 181, 2, 11, 2, 89, 127, 48, 281, 201], [131, 46, 6, 49, 4, 122, 408, 74, 51, 109], [44, 38, 3, 88, 14, 208, 344, 107, 34, 120], [50, 15, 2, 43, 10, 87, 597, 67, 35, 94], [50, 61, 2, 89, 10, 244, 322, 84, 46, 92], [14, 13, 1, 34, 3, 80, 692, 89, 2, 72], [36, 49, 0, 66, 24, 91, 250, 160, 40, 284], [117, 37, 1, 10, 2, 71, 19, 20, 460, 263], [32, 47, 0, 15, 4, 38, 87, 62, 232, 483]]"
3,3,0.28146,0.3046,"[[500, 51, 1, 23, 10, 31, 36, 58, 192, 98], [105, 256, 2, 12, 9, 75, 112, 63, 224, 142], [158, 57, 4, 87, 126, 123, 279, 87, 30, 49], [60, 33, 6, 154, 108, 193, 227, 121, 32, 66], [71, 12, 2, 73, 211, 75, 397, 85, 27, 47], [59, 51, 6, 117, 106, 262, 219, 97, 45, 38], [23, 14, 1, 55, 92, 81, 595, 104, 4, 31], [50, 56, 0, 82, 129, 90, 146, 262, 30, 155], [229, 59, 0, 17, 5, 64, 11, 44, 416, 155], [72, 63, 2, 23, 8, 33, 78, 83, 252, 386]]"
4,4,0.30604,0.3269,"[[453, 72, 6, 18, 18, 19, 33, 67, 197, 117], [70, 361, 3, 8, 16, 41, 89, 43, 178, 191], [130, 60, 9, 70, 214, 96, 226, 100, 38, 57], [48, 43, 15, 100, 143, 182, 233, 136, 21, 79], [61, 16, 7, 46, 309, 73, 319, 97, 28, 44], [41, 67, 10, 75, 145, 256, 217, 114, 31, 44], [12, 22, 2, 29, 147, 60, 577, 107, 3, 41], [37, 67, 5, 47, 183, 70, 118, 322, 20, 131], [167, 87, 0, 7, 8, 54, 13, 43, 421, 200], [49, 110, 3, 15, 11, 19, 65, 77, 190, 461]]"
5,5,0.33256,0.3609,"[[474, 110, 12, 15, 14, 16, 28, 60, 186, 85], [54, 506, 6, 5, 9, 27, 56, 29, 119, 189], [120, 75, 50, 63, 176, 131, 192, 114, 33, 46], [53, 56, 30, 91, 78, 266, 190, 137, 15, 84], [64, 30, 19, 37, 290, 102, 277, 118, 30, 33], [32, 65, 33, 64, 78, 361, 182, 113, 30, 42], [9, 31, 13, 28, 125, 90, 539, 104, 7, 54], [35, 95, 21, 41, 108, 97, 96, 367, 22, 118], [170, 129, 1, 6, 6, 46, 13, 32, 451, 146], [39, 174, 3, 17, 4, 21, 39, 63, 160, 480]]"
6,6,0.35602,0.383,"[[442, 103, 35, 12, 23, 10, 24, 55, 192, 104], [33, 523, 6, 11, 13, 19, 51, 32, 101, 211], [89, 57, 89, 92, 196, 104, 186, 109, 35, 43], [32, 47, 60, 120, 72, 230, 198, 124, 25, 92], [47, 28, 48, 47, 329, 59, 261, 112, 42, 27], [26, 44, 46, 93, 76, 351, 178, 116, 27, 43], [5, 24, 18, 45, 164, 55, 538, 80, 11, 60], [22, 81, 36, 55, 103, 85, 80, 401, 19, 118], [135, 117, 9, 14, 10, 36, 12, 22, 505, 140], [15, 173, 7, 21, 3, 16, 47, 59, 127, 532]]"
7,7,0.37386,0.4025,"[[480, 98, 42, 12, 29, 9, 18, 53, 195, 64], [28, 598, 3, 13, 16, 19, 37, 32, 100, 154], [87, 54, 133, 84, 218, 100, 151, 118, 29, 26], [35, 59, 78, 135, 87, 210, 170, 123, 29, 74], [49, 39, 69, 43, 400, 49, 186, 107, 39, 19], [22, 45, 72, 95, 85, 349, 136, 134, 30, 32], [4, 27, 31, 52, 221, 53, 478, 72, 14, 48], [25, 73, 44, 43, 107, 76, 59, 469, 19, 85], [161, 132, 10, 13, 15, 23, 9, 26, 534, 77], [31, 214, 10, 28, 5, 12, 35, 74, 142, 449]]"
8,8,0.39372,0.4246,"[[439, 108, 41, 13, 26, 10, 20, 46, 215, 82], [18, 649, 4, 19, 6, 12, 19, 30, 83, 160], [76, 58, 163, 105, 129, 100, 176, 125, 35, 33], [26, 67, 63, 187, 28, 213, 179, 105, 32, 100], [42, 46, 78, 59, 274, 52, 260, 119, 44, 26], [15, 49, 59, 139, 34, 363, 147, 111, 37, 46], [3, 31, 29, 65, 97, 48, 599, 61, 12, 55], [19, 79, 42, 57, 57, 80, 64, 489, 17, 96], [102, 148, 12, 12, 10, 21, 10, 18, 577, 90], [21, 241, 6, 30, 1, 11, 27, 53, 104, 506]]"
9,9,0.40778,0.4443,"[[450, 111, 46, 19, 22, 9, 21, 46, 190, 86], [12, 669, 4, 20, 6, 13, 18, 34, 68, 156], [70, 47, 186, 106, 137, 101, 163, 129, 34, 27], [22, 57, 56, 212, 33, 213, 176, 108, 29, 94], [37, 36, 82, 59, 285, 52, 235, 143, 41, 30], [12, 43, 56, 147, 31, 386, 139, 121, 29, 36], [2, 23, 30, 69, 98, 54, 612, 57, 13, 42], [19, 57, 33, 55, 54, 88, 55, 534, 16, 89], [92, 145, 11, 16, 9, 23, 12, 20, 585, 87], [19, 237, 6, 36, 1, 11, 26, 56, 84, 524]]"
