,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
1,1,0.10004,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 995, 0, 0, 0, 0, 0, 5, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 999, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
2,2,0.1177,0.1159,"[[10, 0, 87, 0, 0, 0, 0, 0, 902, 1], [2, 0, 91, 2, 0, 2, 0, 2, 894, 7], [9, 0, 184, 2, 0, 1, 0, 1, 799, 4], [9, 0, 287, 6, 0, 4, 0, 11, 677, 6], [3, 0, 343, 5, 0, 1, 0, 5, 643, 0], [7, 0, 229, 6, 0, 2, 0, 6, 744, 6], [7, 0, 271, 5, 0, 0, 0, 0, 713, 4], [6, 0, 303, 5, 0, 1, 0, 2, 680, 3], [1, 0, 53, 0, 0, 2, 0, 0, 942, 2], [3, 0, 83, 0, 0, 0, 0, 1, 900, 13]]"
3,3,0.21622,0.2242,"[[424, 23, 21, 54, 0, 35, 6, 49, 333, 55], [129, 65, 37, 49, 0, 88, 33, 43, 465, 91], [240, 13, 99, 241, 0, 110, 45, 87, 129, 36], [157, 11, 52, 286, 0, 200, 29, 130, 90, 45], [131, 4, 101, 300, 0, 109, 117, 118, 78, 42], [162, 6, 67, 216, 0, 254, 30, 122, 117, 26], [94, 10, 98, 269, 0, 170, 144, 126, 62, 27], [140, 24, 46, 206, 0, 92, 28, 187, 145, 132], [185, 20, 13, 41, 0, 99, 1, 11, 548, 82], [171, 11, 28, 47, 0, 32, 9, 66, 401, 235]]"
4,4,0.25206,0.2621,"[[215, 52, 19, 17, 0, 25, 50, 54, 445, 123], [51, 221, 11, 11, 0, 66, 130, 58, 318, 134], [79, 47, 49, 60, 0, 92, 421, 89, 101, 62], [34, 36, 41, 81, 0, 191, 357, 133, 48, 79], [38, 17, 34, 46, 0, 54, 621, 83, 46, 61], [33, 43, 49, 70, 0, 237, 348, 98, 79, 43], [8, 17, 24, 26, 0, 71, 705, 104, 12, 33], [27, 63, 28, 65, 0, 75, 278, 227, 57, 180], [74, 64, 18, 9, 0, 69, 23, 30, 557, 156], [40, 64, 16, 21, 0, 15, 104, 87, 324, 329]]"
5,5,0.2654,0.2787,"[[412, 41, 1, 12, 2, 32, 38, 46, 340, 76], [102, 193, 2, 7, 2, 68, 101, 64, 351, 110], [160, 43, 7, 78, 9, 146, 333, 91, 85, 48], [84, 25, 8, 93, 9, 255, 261, 129, 76, 60], [77, 8, 5, 63, 7, 116, 521, 97, 60, 46], [84, 31, 7, 66, 10, 299, 256, 107, 111, 29], [29, 17, 6, 36, 7, 110, 634, 106, 19, 36], [68, 48, 1, 71, 18, 113, 193, 228, 84, 176], [139, 47, 1, 10, 0, 56, 13, 22, 595, 117], [74, 43, 2, 19, 0, 27, 87, 64, 365, 319]]"
6,6,0.28724,0.3059,"[[467, 45, 5, 3, 4, 57, 33, 43, 272, 71], [102, 268, 3, 2, 2, 74, 99, 44, 268, 138], [140, 56, 28, 27, 50, 224, 278, 76, 67, 54], [70, 28, 22, 36, 32, 341, 225, 106, 69, 71], [72, 10, 12, 22, 86, 181, 436, 86, 49, 46], [50, 26, 22, 26, 39, 404, 211, 93, 94, 35], [22, 17, 9, 22, 27, 149, 607, 84, 23, 40], [58, 48, 11, 36, 55, 174, 143, 219, 72, 184], [140, 58, 1, 1, 1, 74, 10, 15, 580, 120], [87, 57, 1, 9, 2, 42, 78, 38, 322, 364]]"
7,7,0.3124,0.3375,"[[490, 44, 23, 9, 12, 50, 33, 55, 223, 61], [101, 317, 4, 6, 10, 64, 102, 52, 183, 161], [123, 48, 82, 37, 172, 160, 212, 85, 49, 32], [62, 20, 45, 56, 94, 287, 220, 136, 35, 45], [74, 6, 38, 30, 255, 119, 329, 97, 25, 27], [36, 17, 54, 40, 96, 392, 199, 100, 43, 23], [10, 11, 33, 21, 118, 111, 571, 79, 20, 26], [51, 38, 26, 51, 122, 138, 113, 321, 46, 94], [166, 64, 5, 7, 4, 69, 21, 35, 526, 103], [94, 70, 4, 12, 9, 36, 91, 65, 254, 365]]"
8,8,0.33378,0.3551,"[[448, 55, 25, 12, 7, 36, 30, 55, 267, 65], [54, 422, 3, 3, 5, 40, 84, 36, 172, 181], [105, 52, 123, 46, 106, 151, 226, 101, 61, 29], [52, 33, 51, 58, 43, 286, 232, 135, 52, 58], [62, 15, 58, 33, 187, 113, 339, 124, 43, 26], [33, 31, 62, 41, 50, 396, 205, 104, 51, 27], [7, 18, 41, 29, 83, 107, 581, 74, 21, 39], [41, 55, 28, 50, 73, 123, 125, 361, 48, 96], [124, 87, 4, 4, 4, 57, 15, 29, 572, 104], [58, 119, 3, 11, 3, 26, 84, 54, 239, 403]]"
9,9,0.34742,0.3739,"[[392, 64, 25, 19, 6, 41, 21, 62, 310, 60], [21, 501, 3, 6, 3, 38, 61, 32, 159, 176], [87, 53, 160, 61, 75, 169, 193, 117, 60, 25], [38, 41, 66, 86, 32, 291, 201, 138, 46, 61], [58, 21, 90, 45, 166, 107, 290, 156, 43, 24], [24, 30, 69, 57, 37, 432, 168, 116, 39, 28], [5, 19, 63, 44, 68, 114, 543, 82, 20, 42], [33, 51, 22, 45, 57, 137, 97, 425, 47, 86], [82, 105, 6, 12, 2, 47, 11, 27, 615, 93], [26, 152, 3, 11, 3, 29, 60, 57, 240, 419]]"
