,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1525,"[[0, 0, 0, 977, 0, 0, 0, 3, 0, 0], [0, 0, 0, 538, 0, 0, 0, 597, 0, 0], [0, 0, 0, 633, 0, 0, 0, 399, 0, 0], [0, 0, 0, 841, 0, 0, 0, 169, 0, 0], [0, 0, 0, 774, 0, 0, 0, 208, 0, 0], [0, 0, 0, 749, 0, 0, 0, 143, 0, 0], [0, 0, 0, 932, 0, 0, 0, 26, 0, 0], [0, 0, 0, 344, 0, 0, 0, 684, 0, 0], [0, 0, 0, 576, 0, 0, 0, 398, 0, 0], [0, 0, 0, 575, 0, 0, 0, 434, 0, 0]]"
1,1,10,10,0.1969,"[[0, 0, 0, 975, 0, 0, 0, 5, 0, 0], [0, 26, 0, 48, 0, 0, 0, 1061, 0, 0], [0, 0, 0, 573, 0, 0, 3, 456, 0, 0], [0, 0, 0, 942, 0, 0, 0, 68, 0, 0], [0, 0, 0, 517, 0, 0, 0, 465, 0, 0], [0, 0, 0, 767, 0, 0, 0, 125, 0, 0], [0, 0, 0, 849, 0, 0, 82, 27, 0, 0], [0, 0, 0, 109, 0, 0, 0, 919, 0, 0], [0, 0, 0, 643, 0, 0, 0, 331, 0, 0], [0, 0, 0, 459, 0, 0, 0, 550, 0, 0]]"
2,2,10,10,0.4419,"[[957, 9, 0, 1, 0, 0, 11, 1, 0, 1], [0, 1134, 0, 0, 0, 0, 1, 0, 0, 0], [60, 441, 79, 2, 21, 0, 167, 262, 0, 0], [227, 321, 0, 364, 0, 0, 10, 87, 0, 1], [8, 83, 0, 1, 346, 0, 14, 472, 0, 58], [498, 259, 0, 63, 1, 0, 23, 37, 0, 11], [178, 96, 4, 2, 20, 0, 631, 27, 0, 0], [23, 146, 0, 4, 1, 0, 1, 825, 0, 28], [102, 485, 0, 53, 4, 0, 64, 262, 3, 1], [28, 67, 0, 6, 94, 0, 7, 727, 0, 80]]"
3,3,10,10,0.5636,"[[965, 2, 0, 0, 2, 0, 10, 1, 0, 0], [0, 1130, 0, 0, 0, 0, 4, 1, 0, 0], [46, 186, 516, 0, 32, 0, 208, 44, 0, 0], [395, 124, 12, 333, 2, 16, 38, 85, 0, 5], [2, 25, 4, 0, 823, 0, 21, 60, 0, 47], [610, 80, 0, 13, 5, 90, 23, 40, 0, 31], [144, 27, 20, 0, 22, 0, 745, 0, 0, 0], [18, 66, 9, 0, 11, 0, 1, 914, 0, 9], [141, 262, 11, 19, 65, 58, 127, 249, 12, 30], [27, 22, 1, 1, 337, 0, 6, 507, 0, 108]]"
4,4,10,10,0.7214,"[[947, 1, 1, 0, 1, 1, 28, 1, 0, 0], [0, 1123, 6, 2, 1, 0, 2, 1, 0, 0], [28, 86, 769, 8, 29, 0, 70, 42, 0, 0], [41, 32, 26, 802, 5, 8, 17, 69, 0, 10], [0, 6, 0, 0, 876, 0, 23, 3, 0, 74], [324, 39, 4, 71, 15, 302, 45, 49, 1, 42], [45, 14, 17, 0, 18, 0, 864, 0, 0, 0], [3, 31, 18, 0, 9, 0, 1, 945, 0, 21], [51, 167, 30, 74, 68, 76, 110, 234, 47, 117], [17, 7, 4, 6, 286, 2, 5, 143, 0, 539]]"
5,5,10,10,0.806,"[[952, 0, 1, 0, 0, 1, 23, 1, 2, 0], [0, 1119, 8, 2, 1, 0, 3, 0, 1, 1], [21, 19, 890, 8, 18, 0, 36, 37, 3, 0], [8, 6, 26, 926, 2, 1, 4, 33, 0, 4], [0, 3, 1, 0, 922, 0, 25, 2, 2, 27], [143, 14, 3, 111, 16, 512, 35, 28, 14, 16], [35, 10, 5, 0, 8, 5, 895, 0, 0, 0], [4, 15, 24, 0, 6, 0, 0, 951, 1, 27], [17, 82, 27, 101, 51, 99, 81, 132, 328, 56], [16, 9, 6, 11, 303, 5, 1, 93, 0, 565]]"
6,6,10,10,0.8761,"[[954, 0, 1, 0, 0, 3, 19, 1, 2, 0], [0, 1122, 5, 2, 0, 0, 3, 0, 2, 1], [19, 4, 938, 6, 14, 1, 22, 21, 6, 1], [8, 2, 34, 920, 1, 7, 2, 25, 7, 4], [0, 3, 1, 0, 913, 0, 23, 1, 3, 38], [59, 5, 5, 56, 6, 692, 25, 6, 24, 14], [25, 7, 4, 0, 8, 11, 903, 0, 0, 0], [5, 10, 30, 1, 5, 0, 0, 949, 1, 27], [7, 49, 20, 43, 25, 67, 40, 53, 636, 34], [14, 6, 9, 13, 146, 8, 3, 76, 0, 734]]"
7,7,10,10,0.8943,"[[952, 0, 1, 0, 0, 2, 21, 1, 3, 0], [0, 1121, 5, 2, 0, 0, 4, 0, 2, 1], [21, 4, 931, 6, 15, 1, 20, 25, 8, 1], [8, 3, 22, 924, 1, 9, 3, 23, 9, 8], [0, 3, 1, 0, 918, 0, 20, 0, 3, 37], [39, 4, 4, 46, 5, 727, 22, 7, 19, 19], [22, 7, 4, 0, 11, 14, 900, 0, 0, 0], [3, 10, 27, 0, 3, 0, 0, 948, 1, 36], [5, 37, 13, 24, 24, 45, 23, 46, 716, 41], [12, 7, 7, 8, 102, 10, 2, 54, 1, 806]]"
8,8,10,10,0.9111,"[[957, 0, 1, 0, 0, 2, 16, 1, 3, 0], [0, 1122, 4, 2, 0, 0, 4, 0, 2, 1], [22, 3, 940, 8, 15, 0, 11, 21, 10, 2], [7, 1, 16, 941, 0, 8, 4, 19, 10, 4], [0, 2, 1, 0, 921, 0, 18, 0, 4, 36], [29, 2, 4, 43, 2, 763, 19, 3, 16, 11], [20, 6, 4, 0, 12, 19, 897, 0, 0, 0], [5, 7, 28, 2, 2, 0, 0, 957, 2, 25], [6, 22, 10, 25, 17, 31, 15, 32, 797, 19], [11, 6, 8, 10, 74, 13, 2, 64, 5, 816]]"
9,9,10,10,0.9208,"[[958, 0, 0, 0, 0, 2, 16, 1, 3, 0], [0, 1122, 3, 2, 0, 0, 5, 0, 2, 1], [23, 2, 934, 10, 13, 0, 13, 24, 11, 2], [7, 1, 12, 944, 0, 13, 4, 17, 9, 3], [0, 2, 1, 0, 910, 0, 21, 0, 4, 44], [23, 2, 2, 33, 0, 787, 21, 4, 9, 11], [18, 4, 1, 0, 5, 16, 914, 0, 0, 0], [2, 6, 24, 2, 2, 0, 0, 968, 2, 22], [5, 17, 9, 25, 11, 36, 17, 26, 810, 18], [11, 5, 7, 10, 44, 14, 2, 49, 6, 861]]"
10,10,10,10,0.9279,"[[960, 0, 0, 0, 0, 2, 13, 1, 4, 0], [0, 1122, 4, 2, 0, 0, 4, 0, 2, 1], [21, 2, 952, 9, 10, 0, 7, 20, 9, 2], [7, 1, 14, 941, 0, 13, 4, 15, 10, 5], [0, 1, 3, 0, 905, 0, 18, 0, 4, 51], [19, 2, 1, 26, 0, 796, 20, 4, 10, 14], [17, 4, 2, 0, 8, 19, 908, 0, 0, 0], [2, 5, 26, 2, 2, 0, 0, 966, 2, 23], [5, 14, 8, 23, 11, 26, 8, 24, 832, 23], [9, 6, 7, 8, 22, 13, 2, 41, 4, 897]]"
11,11,10,10,0.9314,"[[961, 0, 0, 0, 0, 1, 13, 1, 4, 0], [0, 1121, 3, 2, 0, 0, 5, 1, 2, 1], [21, 2, 951, 9, 10, 0, 7, 20, 10, 2], [7, 1, 15, 946, 0, 9, 4, 14, 10, 4], [0, 2, 3, 0, 909, 0, 18, 0, 3, 47], [18, 2, 1, 30, 0, 793, 22, 5, 11, 10], [15, 4, 2, 0, 8, 14, 915, 0, 0, 0], [2, 4, 26, 2, 2, 0, 0, 969, 2, 21], [5, 12, 10, 19, 10, 20, 13, 22, 848, 15], [9, 5, 7, 8, 23, 13, 2, 34, 7, 901]]"
12,12,10,10,0.9359,"[[960, 0, 0, 0, 0, 1, 14, 1, 4, 0], [0, 1119, 2, 3, 0, 0, 5, 1, 4, 1], [20, 3, 943, 11, 10, 0, 7, 22, 13, 3], [5, 1, 14, 949, 0, 11, 3, 14, 9, 4], [0, 1, 2, 0, 920, 0, 17, 0, 3, 39], [14, 2, 1, 25, 0, 809, 20, 5, 9, 7], [13, 4, 1, 0, 9, 19, 912, 0, 0, 0], [2, 4, 19, 3, 3, 0, 0, 973, 2, 22], [5, 8, 2, 17, 10, 20, 12, 21, 863, 16], [8, 5, 3, 8, 23, 14, 2, 27, 8, 911]]"
