,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.4447,"[[289, 30, 47, 14, 127, 2, 109, 7, 347, 28], [21, 546, 11, 17, 53, 4, 105, 17, 152, 74], [25, 9, 243, 56, 223, 46, 325, 31, 31, 11], [3, 6, 40, 232, 128, 101, 425, 31, 22, 12], [7, 7, 37, 29, 476, 10, 378, 29, 23, 4], [1, 6, 62, 250, 135, 262, 224, 35, 21, 4], [0, 6, 17, 32, 71, 4, 855, 5, 6, 4], [4, 3, 15, 68, 279, 63, 128, 419, 9, 12], [30, 54, 7, 17, 53, 3, 61, 6, 741, 28], [16, 199, 8, 24, 41, 5, 126, 46, 151, 384]]"
1,1,10,10,0.5881,"[[591, 32, 40, 11, 30, 6, 40, 8, 185, 57], [20, 721, 4, 6, 7, 5, 21, 11, 66, 139], [68, 16, 426, 52, 128, 60, 154, 40, 38, 18], [19, 18, 62, 326, 67, 188, 201, 49, 36, 34], [26, 5, 86, 50, 503, 36, 165, 85, 33, 11], [9, 9, 57, 195, 65, 459, 103, 67, 18, 18], [7, 13, 41, 45, 54, 16, 791, 12, 6, 15], [12, 8, 28, 36, 93, 98, 37, 652, 10, 26], [71, 57, 8, 15, 13, 10, 12, 2, 783, 29], [20, 191, 11, 16, 5, 7, 36, 18, 67, 629]]"
2,2,10,10,0.6294,"[[649, 34, 29, 19, 24, 4, 30, 16, 141, 54], [15, 776, 2, 6, 6, 5, 15, 8, 34, 133], [76, 17, 442, 65, 114, 55, 128, 50, 35, 18], [20, 19, 55, 414, 69, 162, 133, 60, 35, 33], [24, 11, 68, 56, 526, 48, 127, 108, 23, 9], [12, 8, 53, 215, 65, 478, 71, 65, 16, 17], [7, 13, 38, 47, 45, 24, 789, 13, 11, 13], [13, 7, 19, 57, 70, 72, 23, 704, 9, 26], [62, 51, 7, 19, 8, 7, 12, 4, 795, 35], [21, 139, 6, 21, 5, 6, 23, 15, 43, 721]]"
3,3,10,10,0.645,"[[657, 35, 33, 19, 24, 2, 24, 13, 149, 44], [18, 815, 5, 5, 6, 3, 11, 4, 44, 89], [79, 15, 493, 62, 119, 45, 99, 37, 33, 18], [23, 27, 56, 439, 68, 125, 130, 55, 42, 35], [26, 12, 79, 59, 572, 34, 102, 83, 27, 6], [14, 8, 60, 200, 71, 478, 70, 63, 20, 16], [7, 16, 46, 45, 60, 18, 781, 6, 9, 12], [14, 10, 25, 57, 86, 60, 20, 692, 10, 26], [65, 38, 5, 12, 8, 5, 9, 2, 830, 26], [20, 174, 7, 20, 8, 4, 19, 10, 45, 693]]"
4,4,10,10,0.6635,"[[640, 38, 41, 18, 35, 7, 20, 21, 124, 56], [13, 819, 6, 7, 6, 4, 6, 9, 36, 94], [63, 9, 503, 80, 112, 63, 94, 35, 26, 15], [18, 17, 54, 468, 65, 160, 113, 46, 31, 28], [26, 6, 66, 56, 602, 39, 90, 91, 17, 7], [9, 6, 60, 202, 52, 535, 50, 58, 16, 12], [5, 8, 37, 60, 48, 22, 799, 6, 8, 7], [8, 1, 24, 53, 78, 86, 13, 710, 7, 20], [59, 40, 7, 24, 9, 6, 7, 3, 820, 25], [20, 128, 7, 25, 9, 7, 17, 11, 37, 739]]"
5,5,10,10,0.6794,"[[683, 33, 33, 16, 26, 4, 21, 15, 110, 59], [14, 805, 5, 4, 6, 4, 12, 6, 40, 104], [72, 8, 521, 77, 97, 50, 100, 38, 22, 15], [15, 16, 54, 471, 76, 159, 108, 46, 31, 24], [27, 6, 65, 49, 624, 33, 83, 88, 19, 6], [12, 7, 58, 194, 55, 542, 45, 62, 13, 12], [5, 7, 33, 54, 37, 23, 820, 5, 9, 7], [12, 2, 21, 49, 70, 79, 13, 724, 9, 21], [64, 32, 8, 24, 8, 4, 7, 2, 827, 24], [21, 109, 5, 22, 8, 4, 15, 9, 30, 777]]"
6,6,10,10,0.6849,"[[667, 41, 36, 18, 23, 8, 18, 19, 107, 63], [10, 838, 6, 3, 4, 3, 11, 9, 37, 79], [57, 12, 517, 68, 102, 70, 103, 29, 26, 16], [15, 18, 46, 475, 73, 182, 106, 38, 25, 22], [26, 7, 44, 59, 631, 37, 85, 85, 20, 6], [11, 8, 40, 177, 52, 592, 45, 54, 13, 8], [2, 8, 27, 64, 33, 25, 821, 6, 10, 4], [11, 3, 20, 49, 69, 80, 11, 723, 10, 24], [60, 42, 8, 20, 9, 5, 9, 2, 823, 22], [15, 125, 4, 20, 7, 3, 14, 15, 35, 762]]"
7,7,10,10,0.6966,"[[718, 33, 37, 16, 18, 8, 18, 14, 86, 52], [18, 828, 6, 4, 5, 3, 8, 8, 38, 82], [66, 6, 566, 55, 86, 58, 90, 38, 23, 12], [21, 16, 58, 472, 71, 172, 102, 43, 25, 20], [29, 4, 68, 53, 630, 35, 75, 85, 14, 7], [14, 9, 55, 167, 51, 580, 42, 61, 10, 11], [1, 7, 36, 54, 29, 27, 825, 5, 10, 6], [14, 1, 28, 44, 59, 69, 9, 751, 6, 19], [80, 34, 6, 23, 7, 5, 9, 1, 814, 21], [29, 100, 6, 15, 10, 5, 13, 13, 27, 782]]"
8,8,10,10,0.7027,"[[746, 29, 24, 17, 22, 5, 16, 15, 89, 37], [19, 849, 4, 6, 3, 3, 6, 7, 35, 68], [74, 7, 547, 71, 92, 63, 80, 34, 23, 9], [31, 15, 56, 497, 67, 157, 95, 40, 23, 19], [30, 3, 65, 49, 647, 35, 63, 84, 18, 6], [18, 8, 49, 194, 50, 572, 35, 59, 6, 9], [5, 6, 38, 55, 34, 31, 810, 6, 9, 6], [14, 1, 27, 47, 60, 62, 9, 757, 5, 18], [75, 33, 9, 18, 6, 6, 8, 1, 827, 17], [31, 104, 6, 18, 7, 1, 12, 15, 31, 775]]"
9,9,10,10,0.7048,"[[716, 42, 20, 21, 18, 5, 13, 15, 94, 56], [10, 848, 4, 6, 2, 1, 8, 6, 26, 89], [67, 7, 545, 73, 79, 60, 90, 37, 25, 17], [25, 18, 47, 546, 54, 143, 83, 34, 25, 25], [26, 3, 65, 69, 632, 33, 63, 85, 19, 5], [15, 9, 47, 226, 44, 558, 28, 55, 7, 11], [4, 4, 29, 66, 29, 27, 817, 6, 10, 8], [15, 6, 25, 58, 49, 51, 12, 756, 5, 23], [64, 36, 8, 19, 5, 4, 5, 3, 831, 25], [25, 93, 5, 19, 8, 2, 8, 11, 30, 799]]"
