,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
1,1,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
2,2,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
3,3,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
4,4,0.10608,0.1063,"[[0, 0, 0, 0, 0, 0, 0, 9, 991, 0], [0, 0, 1, 0, 0, 0, 0, 18, 981, 0], [0, 0, 0, 0, 0, 0, 0, 98, 902, 0], [0, 0, 0, 0, 0, 0, 0, 72, 928, 0], [0, 0, 0, 0, 0, 0, 0, 147, 853, 0], [0, 0, 0, 0, 0, 0, 0, 73, 927, 0], [0, 0, 0, 0, 0, 0, 0, 152, 848, 0], [0, 0, 0, 0, 0, 0, 0, 63, 937, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 18, 982, 0]]"
5,5,0.13946,0.1399,"[[0, 0, 50, 0, 0, 0, 0, 126, 824, 0], [0, 0, 94, 0, 0, 0, 0, 282, 624, 0], [0, 0, 43, 0, 0, 0, 0, 562, 395, 0], [0, 0, 59, 0, 0, 0, 0, 568, 373, 0], [0, 0, 35, 0, 0, 0, 0, 713, 252, 0], [0, 0, 68, 0, 0, 0, 0, 502, 430, 0], [0, 0, 18, 0, 0, 0, 0, 796, 186, 0], [0, 0, 81, 0, 0, 0, 0, 546, 373, 0], [0, 0, 79, 0, 0, 0, 0, 111, 810, 0], [0, 0, 93, 0, 0, 0, 0, 347, 560, 0]]"
6,6,0.14192,0.1383,"[[0, 0, 126, 0, 0, 0, 0, 57, 817, 0], [0, 0, 247, 0, 0, 0, 0, 168, 585, 0], [0, 0, 250, 0, 0, 0, 0, 395, 355, 0], [0, 0, 293, 0, 0, 0, 0, 375, 332, 0], [0, 0, 269, 0, 0, 0, 0, 527, 204, 0], [0, 0, 268, 0, 0, 0, 0, 336, 396, 0], [0, 0, 216, 0, 0, 0, 0, 633, 151, 0], [0, 0, 315, 0, 0, 0, 0, 347, 338, 0], [0, 0, 179, 0, 0, 0, 0, 35, 786, 0], [0, 0, 331, 0, 0, 0, 0, 162, 507, 0]]"
7,7,0.13676,0.1358,"[[16, 0, 2, 0, 0, 0, 0, 67, 915, 0], [0, 0, 6, 0, 0, 0, 0, 166, 828, 0], [0, 0, 6, 0, 0, 0, 0, 417, 577, 0], [0, 0, 10, 0, 0, 0, 0, 439, 551, 0], [0, 0, 6, 0, 0, 0, 0, 592, 402, 0], [0, 0, 10, 0, 0, 0, 0, 346, 644, 0], [0, 0, 1, 0, 0, 0, 0, 677, 322, 0], [0, 0, 11, 0, 0, 0, 0, 378, 611, 0], [1, 0, 0, 0, 0, 0, 0, 41, 958, 0], [0, 0, 6, 0, 0, 0, 0, 178, 816, 0]]"
8,8,0.14272,0.1421,"[[242, 0, 8, 0, 0, 0, 0, 42, 708, 0], [24, 0, 28, 0, 0, 0, 0, 116, 832, 0], [43, 0, 39, 0, 0, 0, 0, 330, 588, 0], [27, 0, 59, 0, 0, 0, 0, 314, 600, 0], [10, 0, 26, 0, 0, 0, 0, 512, 452, 0], [35, 0, 46, 0, 0, 0, 0, 260, 659, 0], [1, 0, 27, 0, 0, 0, 0, 608, 364, 0], [10, 0, 49, 0, 0, 0, 0, 256, 685, 0], [90, 0, 7, 0, 0, 0, 0, 19, 884, 0], [24, 0, 27, 0, 0, 0, 0, 105, 844, 0]]"
9,9,0.14008,0.1456,"[[705, 0, 0, 0, 0, 0, 1, 41, 253, 0], [363, 0, 3, 0, 0, 0, 10, 110, 514, 0], [215, 0, 7, 0, 0, 0, 27, 304, 447, 0], [168, 0, 10, 0, 0, 0, 19, 308, 495, 0], [87, 0, 1, 0, 0, 0, 65, 450, 397, 0], [256, 0, 14, 0, 0, 0, 15, 252, 463, 0], [45, 0, 3, 0, 0, 0, 115, 499, 338, 0], [150, 0, 4, 0, 0, 0, 12, 258, 576, 0], [613, 0, 0, 0, 0, 0, 0, 16, 371, 0], [303, 0, 2, 0, 0, 0, 6, 101, 588, 0]]"
10,10,0.16662,0.1748,"[[790, 0, 0, 0, 0, 0, 28, 22, 160, 0], [523, 0, 0, 0, 0, 0, 80, 70, 327, 0], [269, 0, 6, 0, 0, 0, 266, 146, 313, 0], [220, 0, 8, 1, 0, 0, 242, 169, 360, 0], [122, 0, 6, 0, 0, 0, 436, 174, 262, 0], [305, 0, 12, 0, 0, 0, 204, 161, 318, 0], [57, 0, 3, 0, 0, 0, 559, 161, 220, 0], [203, 0, 2, 0, 0, 0, 166, 198, 431, 0], [774, 0, 2, 0, 0, 0, 10, 20, 194, 0], [454, 0, 1, 1, 0, 0, 54, 88, 402, 0]]"
11,11,0.20546,0.2166,"[[518, 2, 0, 6, 0, 0, 54, 67, 329, 24], [208, 7, 3, 22, 0, 0, 154, 112, 456, 38], [125, 3, 2, 27, 0, 0, 448, 170, 195, 30], [55, 2, 5, 64, 0, 0, 458, 205, 177, 34], [55, 1, 1, 32, 0, 0, 641, 136, 115, 19], [56, 1, 6, 57, 0, 0, 422, 184, 258, 16], [7, 1, 1, 21, 0, 0, 761, 134, 61, 14], [44, 6, 1, 21, 0, 0, 361, 254, 230, 83], [383, 1, 4, 15, 0, 0, 34, 69, 468, 26], [179, 2, 1, 12, 0, 0, 136, 143, 435, 92]]"
12,12,0.2347,0.2521,"[[400, 95, 5, 20, 0, 24, 51, 66, 254, 85], [97, 201, 0, 25, 0, 60, 139, 111, 283, 84], [84, 82, 6, 80, 0, 42, 432, 155, 73, 46], [23, 80, 3, 119, 0, 91, 433, 169, 38, 44], [33, 43, 1, 58, 0, 33, 629, 127, 40, 36], [22, 139, 3, 76, 0, 124, 412, 144, 41, 39], [4, 14, 0, 52, 0, 26, 743, 131, 11, 19], [19, 91, 3, 49, 0, 54, 326, 272, 57, 129], [214, 96, 1, 16, 0, 40, 34, 72, 415, 112], [81, 73, 0, 25, 0, 19, 115, 170, 276, 241]]"
