,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.4786,"[[345, 29, 87, 21, 72, 0, 40, 13, 345, 48], [7, 586, 27, 18, 28, 1, 35, 7, 188, 103], [35, 14, 373, 82, 254, 15, 138, 26, 50, 13], [7, 18, 86, 390, 133, 22, 247, 27, 46, 24], [13, 8, 93, 65, 565, 3, 154, 49, 42, 8], [5, 5, 116, 379, 149, 105, 148, 36, 47, 10], [0, 5, 53, 43, 164, 1, 695, 5, 27, 7], [9, 11, 44, 113, 242, 17, 60, 449, 23, 32], [35, 42, 13, 17, 30, 1, 18, 5, 810, 29], [10, 165, 15, 27, 24, 1, 48, 26, 216, 468]]"
1,1,10,10,0.608,"[[626, 32, 52, 23, 17, 12, 29, 14, 140, 55], [28, 750, 7, 13, 2, 8, 19, 8, 51, 114], [55, 16, 513, 73, 72, 72, 114, 30, 35, 20], [27, 15, 82, 416, 36, 161, 179, 39, 22, 23], [30, 7, 116, 67, 433, 37, 157, 118, 27, 8], [13, 7, 66, 233, 26, 452, 114, 54, 20, 15], [4, 6, 40, 62, 49, 13, 796, 10, 4, 16], [15, 7, 25, 63, 66, 87, 44, 646, 8, 39], [69, 48, 11, 21, 5, 19, 12, 8, 774, 33], [26, 157, 8, 26, 3, 5, 27, 14, 60, 674]]"
2,2,10,10,0.6406,"[[676, 35, 50, 17, 11, 8, 18, 13, 119, 53], [26, 791, 9, 10, 5, 7, 12, 8, 48, 84], [59, 16, 539, 59, 77, 72, 101, 31, 29, 17], [24, 22, 80, 390, 42, 221, 120, 52, 28, 21], [23, 7, 107, 52, 510, 35, 116, 121, 24, 5], [20, 12, 65, 168, 43, 540, 68, 55, 18, 11], [6, 8, 44, 55, 49, 32, 777, 13, 8, 8], [17, 9, 30, 52, 74, 69, 30, 681, 7, 31], [74, 44, 11, 18, 3, 13, 13, 4, 800, 20], [28, 146, 9, 18, 2, 5, 21, 13, 56, 702]]"
3,3,10,10,0.6561,"[[718, 40, 37, 18, 12, 7, 19, 14, 80, 55], [24, 803, 6, 12, 5, 5, 10, 7, 36, 92], [71, 19, 509, 80, 87, 66, 104, 32, 21, 11], [31, 22, 62, 412, 56, 203, 119, 45, 26, 24], [24, 6, 92, 44, 563, 34, 113, 100, 20, 4], [21, 7, 56, 175, 43, 546, 70, 55, 16, 11], [6, 10, 50, 49, 50, 24, 783, 9, 8, 11], [13, 7, 22, 57, 82, 66, 28, 687, 7, 31], [87, 38, 14, 18, 5, 8, 11, 5, 785, 29], [31, 120, 6, 16, 3, 2, 20, 10, 37, 755]]"
4,4,10,10,0.67,"[[700, 40, 39, 18, 14, 12, 21, 15, 85, 56], [23, 801, 8, 10, 4, 8, 15, 5, 37, 89], [58, 14, 537, 79, 92, 61, 100, 26, 16, 17], [26, 19, 70, 444, 46, 210, 102, 38, 26, 19], [17, 4, 83, 44, 579, 37, 108, 109, 16, 3], [15, 7, 49, 177, 48, 568, 56, 49, 18, 13], [4, 5, 44, 49, 45, 33, 793, 11, 10, 6], [15, 5, 23, 56, 78, 68, 19, 700, 8, 28], [73, 36, 7, 21, 8, 10, 12, 7, 797, 29], [27, 102, 4, 14, 2, 3, 18, 15, 34, 781]]"
5,5,10,10,0.6722,"[[723, 45, 36, 18, 15, 10, 19, 13, 79, 42], [21, 840, 6, 8, 3, 7, 12, 3, 32, 68], [59, 16, 520, 88, 91, 56, 112, 30, 14, 14], [23, 20, 60, 462, 66, 181, 101, 46, 21, 20], [17, 6, 75, 40, 595, 32, 115, 99, 16, 5], [20, 8, 41, 196, 52, 549, 60, 49, 16, 9], [3, 6, 40, 43, 46, 30, 809, 7, 10, 6], [16, 6, 25, 60, 85, 60, 21, 697, 6, 24], [84, 48, 9, 19, 12, 5, 13, 5, 779, 26], [31, 133, 3, 11, 3, 5, 17, 15, 34, 748]]"
6,6,10,10,0.68,"[[700, 32, 42, 15, 17, 10, 17, 19, 93, 55], [27, 802, 4, 13, 2, 4, 14, 5, 33, 96], [62, 12, 532, 81, 89, 62, 97, 33, 15, 17], [23, 17, 70, 484, 64, 156, 91, 49, 19, 27], [15, 4, 76, 44, 614, 26, 94, 107, 15, 5], [16, 7, 45, 197, 53, 532, 62, 62, 14, 12], [6, 4, 43, 51, 41, 29, 792, 13, 10, 11], [15, 3, 27, 50, 63, 52, 18, 741, 4, 27], [60, 43, 9, 18, 12, 6, 11, 6, 805, 30], [35, 88, 3, 9, 1, 6, 15, 15, 30, 798]]"
7,7,10,10,0.6814,"[[691, 39, 36, 19, 12, 11, 18, 15, 100, 59], [19, 828, 6, 12, 2, 6, 11, 4, 35, 77], [61, 9, 524, 82, 83, 74, 104, 31, 19, 13], [19, 22, 59, 459, 62, 214, 70, 47, 23, 25], [14, 6, 67, 43, 634, 37, 85, 92, 19, 3], [14, 7, 38, 186, 56, 586, 41, 48, 15, 9], [4, 4, 43, 58, 47, 37, 782, 8, 10, 7], [14, 4, 27, 61, 70, 59, 16, 715, 8, 26], [54, 44, 11, 20, 10, 3, 11, 7, 810, 30], [30, 101, 6, 16, 1, 6, 12, 13, 30, 785]]"
8,8,10,10,0.6862,"[[729, 36, 33, 23, 16, 12, 18, 12, 78, 43], [23, 817, 6, 13, 5, 5, 14, 6, 34, 77], [67, 9, 538, 110, 66, 57, 98, 28, 15, 12], [19, 15, 55, 526, 54, 176, 72, 35, 26, 22], [21, 4, 76, 59, 606, 32, 97, 85, 17, 3], [17, 7, 39, 237, 46, 553, 46, 37, 10, 8], [5, 2, 44, 63, 28, 34, 802, 8, 9, 5], [22, 6, 28, 76, 56, 56, 17, 714, 3, 22], [70, 43, 4, 25, 6, 4, 10, 4, 806, 28], [40, 102, 7, 23, 1, 7, 12, 11, 26, 771]]"
9,9,10,10,0.6861,"[[726, 32, 41, 17, 13, 12, 15, 17, 71, 56], [29, 816, 7, 16, 3, 7, 13, 4, 35, 70], [63, 7, 547, 77, 80, 62, 108, 27, 17, 12], [21, 16, 70, 453, 62, 195, 87, 47, 22, 27], [17, 4, 75, 44, 626, 32, 103, 83, 14, 2], [18, 7, 47, 178, 53, 576, 59, 40, 13, 9], [6, 3, 45, 44, 31, 33, 815, 8, 10, 5], [19, 3, 24, 59, 68, 55, 27, 721, 4, 20], [70, 41, 7, 21, 7, 7, 9, 7, 806, 25], [33, 98, 8, 17, 5, 5, 16, 12, 31, 775]]"
10,10,10,10,0.6853,"[[699, 34, 43, 18, 17, 12, 16, 18, 87, 56], [23, 830, 5, 13, 3, 9, 8, 3, 38, 68], [60, 9, 545, 96, 78, 55, 96, 34, 16, 11], [19, 16, 55, 464, 60, 210, 71, 51, 26, 28], [18, 6, 78, 50, 613, 38, 86, 87, 19, 5], [17, 9, 41, 177, 50, 597, 43, 47, 13, 6], [6, 5, 40, 61, 36, 47, 779, 9, 10, 7], [21, 6, 27, 54, 54, 60, 16, 736, 5, 21], [61, 44, 5, 20, 7, 6, 5, 7, 819, 26], [28, 111, 11, 21, 1, 7, 9, 12, 29, 771]]"
