,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.29102,0.3134,"[[153, 54, 1, 6, 12, 44, 32, 47, 518, 133], [10, 301, 4, 13, 8, 57, 82, 40, 259, 226], [37, 56, 13, 29, 203, 168, 215, 89, 137, 53], [28, 26, 8, 52, 135, 286, 168, 142, 63, 92], [29, 13, 4, 21, 312, 128, 288, 94, 56, 55], [27, 33, 7, 33, 161, 368, 137, 109, 83, 42], [5, 18, 8, 34, 179, 95, 501, 103, 16, 41], [13, 48, 5, 14, 155, 152, 75, 322, 74, 142], [35, 54, 1, 11, 3, 68, 9, 21, 611, 187], [9, 77, 0, 12, 6, 34, 71, 49, 241, 501]]"
1,1,0.37184,0.4031,"[[404, 54, 21, 17, 6, 16, 34, 46, 309, 93], [18, 479, 2, 10, 5, 15, 38, 22, 167, 244], [93, 49, 116, 73, 111, 82, 291, 111, 49, 25], [46, 32, 41, 178, 35, 175, 278, 108, 23, 84], [51, 11, 55, 52, 217, 51, 372, 123, 42, 26], [25, 22, 50, 118, 36, 333, 216, 117, 45, 38], [3, 18, 33, 58, 50, 31, 697, 51, 14, 45], [41, 36, 17, 50, 74, 95, 105, 477, 23, 82], [85, 80, 2, 17, 2, 22, 19, 17, 608, 148], [17, 145, 3, 26, 4, 9, 59, 32, 183, 522]]"
2,2,0.4163,0.4544,"[[532, 58, 35, 19, 10, 21, 27, 31, 206, 61], [36, 588, 2, 8, 5, 19, 24, 18, 127, 173], [92, 42, 255, 73, 91, 98, 210, 87, 29, 23], [39, 38, 62, 217, 22, 222, 258, 66, 14, 62], [67, 22, 134, 52, 230, 46, 294, 110, 29, 16], [27, 15, 93, 125, 20, 430, 151, 90, 21, 28], [6, 18, 64, 59, 45, 32, 700, 34, 8, 34], [45, 27, 38, 59, 54, 111, 71, 520, 11, 64], [164, 83, 6, 9, 5, 29, 22, 14, 571, 97], [42, 192, 5, 28, 4, 14, 40, 35, 139, 501]]"
3,3,0.44072,0.477,"[[533, 59, 54, 13, 17, 21, 32, 21, 179, 71], [30, 628, 7, 3, 3, 18, 15, 16, 106, 174], [64, 32, 279, 42, 147, 141, 157, 77, 29, 32], [26, 39, 54, 138, 30, 330, 235, 72, 17, 59], [48, 32, 109, 21, 344, 66, 221, 109, 34, 16], [17, 26, 70, 65, 28, 503, 153, 87, 23, 28], [3, 20, 48, 38, 95, 42, 668, 40, 14, 32], [30, 25, 30, 27, 61, 145, 59, 533, 23, 67], [148, 85, 9, 10, 4, 26, 17, 15, 601, 85], [30, 196, 5, 14, 4, 22, 37, 30, 119, 543]]"
4,4,0.45902,0.4936,"[[469, 71, 37, 12, 23, 14, 27, 30, 229, 88], [14, 650, 7, 2, 3, 11, 9, 24, 102, 178], [55, 33, 277, 33, 165, 138, 131, 100, 33, 35], [21, 40, 37, 126, 43, 323, 215, 105, 22, 68], [32, 35, 90, 19, 388, 62, 167, 151, 38, 18], [12, 17, 59, 59, 30, 494, 128, 130, 35, 36], [2, 24, 44, 34, 114, 43, 643, 52, 16, 28], [17, 26, 17, 22, 51, 112, 42, 633, 16, 64], [73, 82, 8, 7, 15, 17, 13, 15, 682, 88], [19, 227, 2, 5, 4, 14, 27, 33, 95, 574]]"
5,5,0.46406,0.4983,"[[451, 41, 22, 12, 34, 9, 30, 23, 263, 115], [15, 546, 12, 5, 9, 8, 15, 19, 126, 245], [72, 17, 226, 53, 255, 99, 125, 81, 36, 36], [22, 21, 34, 221, 89, 220, 208, 99, 23, 63], [34, 22, 52, 33, 503, 33, 143, 118, 40, 22], [13, 10, 51, 107, 62, 429, 129, 129, 37, 33], [1, 17, 33, 37, 161, 27, 642, 36, 17, 29], [20, 18, 15, 39, 84, 95, 43, 600, 22, 64], [60, 57, 4, 9, 19, 13, 16, 11, 707, 104], [15, 139, 7, 13, 10, 11, 29, 26, 92, 658]]"
6,6,0.4759,0.5134,"[[523, 39, 29, 23, 20, 6, 24, 16, 195, 125], [20, 542, 11, 8, 6, 5, 13, 13, 83, 299], [90, 23, 307, 94, 179, 72, 99, 59, 35, 42], [25, 27, 55, 342, 53, 152, 170, 69, 26, 81], [41, 15, 90, 64, 442, 30, 144, 105, 41, 28], [12, 10, 78, 222, 42, 356, 89, 111, 38, 42], [5, 16, 50, 69, 110, 17, 647, 31, 17, 38], [24, 20, 27, 67, 70, 74, 33, 586, 22, 77], [84, 62, 3, 17, 8, 7, 10, 10, 685, 114], [16, 134, 8, 16, 5, 8, 22, 24, 63, 704]]"
7,7,0.48728,0.5224,"[[560, 51, 50, 29, 13, 6, 23, 12, 149, 107], [18, 671, 8, 8, 4, 4, 17, 13, 56, 201], [82, 31, 401, 107, 95, 57, 120, 49, 30, 28], [17, 32, 74, 371, 43, 163, 172, 57, 21, 50], [48, 18, 172, 72, 333, 29, 173, 105, 30, 20], [8, 11, 101, 239, 30, 368, 103, 81, 27, 32], [3, 20, 79, 83, 69, 18, 667, 20, 13, 28], [25, 18, 34, 97, 53, 91, 46, 565, 11, 60], [116, 84, 5, 19, 6, 13, 13, 9, 629, 106], [22, 189, 6, 18, 3, 10, 28, 24, 41, 659]]"
8,8,0.49406,0.5367,"[[552, 61, 37, 27, 25, 16, 24, 17, 155, 86], [19, 713, 3, 11, 3, 14, 13, 11, 53, 160], [72, 32, 347, 81, 112, 120, 110, 72, 30, 24], [14, 27, 45, 287, 46, 278, 150, 77, 23, 53], [35, 13, 120, 72, 379, 59, 140, 134, 31, 17], [5, 14, 64, 128, 32, 532, 85, 87, 26, 27], [1, 23, 58, 78, 71, 51, 648, 27, 18, 25], [14, 21, 14, 50, 57, 134, 34, 618, 14, 44], [90, 82, 3, 23, 12, 23, 12, 7, 656, 92], [22, 193, 5, 16, 3, 20, 26, 27, 53, 635]]"
9,9,0.50256,0.5333,"[[564, 62, 29, 18, 30, 15, 31, 20, 184, 47], [21, 739, 6, 8, 3, 15, 17, 11, 83, 97], [73, 28, 293, 62, 174, 145, 112, 60, 34, 19], [18, 26, 36, 208, 66, 320, 184, 76, 28, 38], [34, 13, 82, 42, 455, 76, 135, 122, 30, 11], [10, 15, 44, 88, 49, 561, 106, 84, 27, 16], [3, 21, 51, 53, 103, 52, 662, 23, 16, 16], [13, 16, 12, 37, 67, 146, 37, 617, 17, 38], [87, 77, 3, 18, 15, 23, 12, 8, 711, 46], [20, 262, 5, 10, 4, 21, 33, 33, 89, 523]]"
10,10,0.50862,0.5405,"[[513, 44, 35, 6, 33, 12, 34, 33, 215, 75], [17, 689, 9, 9, 3, 10, 16, 11, 80, 156], [67, 18, 318, 39, 215, 115, 100, 64, 35, 29], [13, 18, 55, 196, 76, 280, 185, 79, 37, 61], [27, 9, 75, 32, 512, 52, 111, 135, 35, 12], [8, 11, 66, 96, 56, 520, 107, 85, 31, 20], [4, 18, 47, 44, 155, 37, 636, 22, 13, 24], [14, 11, 23, 22, 71, 123, 35, 647, 14, 40], [64, 63, 5, 11, 11, 14, 16, 17, 734, 65], [17, 172, 10, 5, 4, 19, 31, 34, 68, 640]]"
11,11,0.5196,0.5508,"[[502, 46, 52, 17, 33, 9, 35, 20, 205, 81], [21, 717, 12, 9, 3, 9, 19, 10, 64, 136], [58, 19, 341, 72, 196, 88, 110, 61, 34, 21], [14, 21, 63, 321, 66, 215, 158, 69, 25, 48], [24, 10, 83, 55, 477, 42, 138, 131, 28, 12], [6, 11, 71, 173, 48, 487, 93, 69, 23, 19], [4, 19, 41, 70, 122, 34, 660, 20, 12, 18], [15, 15, 31, 47, 67, 110, 29, 639, 11, 36], [61, 67, 9, 15, 16, 18, 16, 10, 720, 68], [17, 185, 11, 12, 5, 20, 30, 24, 52, 644]]"
