,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1255,"[[0, 0, 0, 861, 0, 0, 0, 119, 0, 0], [0, 0, 0, 2, 0, 0, 0, 1133, 0, 0], [0, 0, 0, 98, 0, 0, 0, 934, 0, 0], [0, 0, 0, 255, 0, 0, 0, 755, 0, 0], [0, 0, 0, 82, 0, 0, 0, 900, 0, 0], [0, 0, 0, 223, 0, 0, 0, 669, 0, 0], [0, 0, 0, 606, 0, 0, 2, 350, 0, 0], [0, 0, 0, 30, 0, 0, 0, 998, 0, 0], [0, 0, 0, 132, 0, 0, 0, 842, 0, 0], [0, 0, 0, 38, 0, 0, 0, 971, 0, 0]]"
1,1,10,10,0.3467,"[[654, 0, 0, 147, 0, 0, 115, 51, 0, 13], [0, 518, 0, 0, 0, 0, 2, 615, 0, 0], [4, 0, 0, 25, 0, 0, 285, 718, 0, 0], [0, 0, 0, 497, 0, 0, 7, 498, 0, 8], [0, 0, 0, 15, 0, 0, 16, 931, 0, 20], [1, 4, 0, 408, 0, 0, 30, 444, 0, 5], [1, 0, 0, 48, 0, 0, 785, 124, 0, 0], [1, 1, 0, 9, 0, 0, 0, 1006, 0, 11], [0, 0, 0, 130, 0, 0, 50, 792, 0, 2], [0, 0, 0, 20, 0, 0, 11, 971, 0, 7]]"
2,2,10,10,0.5409,"[[974, 1, 1, 0, 0, 1, 2, 1, 0, 0], [1, 1128, 1, 0, 0, 0, 4, 1, 0, 0], [131, 149, 500, 0, 20, 6, 182, 41, 3, 0], [496, 97, 17, 175, 2, 108, 10, 99, 5, 1], [22, 21, 12, 0, 736, 1, 32, 106, 1, 51], [675, 58, 5, 3, 5, 119, 7, 8, 7, 5], [330, 28, 40, 0, 16, 5, 539, 0, 0, 0], [37, 81, 11, 0, 6, 0, 0, 857, 1, 35], [188, 188, 25, 3, 21, 141, 58, 186, 161, 3], [59, 22, 3, 1, 280, 0, 6, 417, 1, 220]]"
3,3,10,10,0.7226,"[[958, 1, 1, 0, 0, 4, 15, 1, 0, 0], [0, 1121, 8, 2, 1, 0, 2, 1, 0, 0], [26, 79, 828, 3, 24, 1, 42, 28, 1, 0], [55, 69, 51, 728, 0, 17, 8, 73, 1, 8], [1, 9, 4, 0, 829, 0, 22, 8, 1, 108], [280, 36, 4, 54, 13, 415, 26, 18, 9, 37], [64, 16, 60, 0, 29, 4, 785, 0, 0, 0], [6, 42, 22, 0, 7, 0, 0, 935, 0, 16], [51, 215, 43, 32, 43, 99, 85, 182, 155, 69], [16, 11, 3, 2, 265, 6, 3, 231, 0, 472]]"
4,4,10,10,0.8262,"[[955, 0, 1, 0, 0, 7, 14, 1, 2, 0], [0, 1123, 4, 2, 1, 0, 3, 0, 2, 0], [20, 31, 896, 4, 21, 1, 27, 27, 4, 1], [9, 21, 28, 898, 1, 13, 5, 29, 2, 4], [0, 6, 2, 0, 900, 0, 21, 1, 3, 49], [64, 21, 4, 82, 13, 629, 32, 10, 13, 24], [33, 10, 16, 0, 16, 9, 874, 0, 0, 0], [3, 31, 26, 0, 5, 0, 0, 939, 1, 23], [9, 135, 17, 51, 33, 82, 55, 87, 444, 61], [14, 12, 6, 8, 247, 6, 2, 109, 1, 604]]"
5,5,10,10,0.879,"[[959, 0, 1, 0, 0, 7, 10, 1, 2, 0], [0, 1123, 4, 2, 0, 0, 3, 0, 3, 0], [21, 7, 913, 8, 18, 1, 28, 26, 10, 0], [5, 6, 23, 917, 1, 23, 3, 22, 6, 4], [0, 4, 1, 0, 896, 0, 24, 1, 4, 52], [30, 4, 3, 45, 7, 765, 16, 3, 11, 8], [26, 6, 6, 0, 9, 21, 890, 0, 0, 0], [5, 16, 27, 0, 4, 0, 0, 955, 1, 20], [4, 50, 14, 30, 18, 95, 28, 48, 652, 35], [15, 9, 7, 10, 130, 12, 2, 103, 1, 720]]"
6,6,10,10,0.9018,"[[961, 0, 1, 0, 0, 3, 12, 1, 2, 0], [0, 1121, 4, 2, 0, 0, 4, 0, 3, 1], [22, 3, 933, 7, 14, 0, 20, 23, 9, 1], [9, 3, 27, 915, 1, 15, 4, 19, 9, 8], [0, 1, 2, 0, 905, 0, 19, 0, 4, 51], [35, 3, 2, 46, 5, 748, 23, 4, 11, 15], [19, 5, 4, 0, 9, 15, 906, 0, 0, 0], [4, 9, 29, 1, 2, 0, 0, 949, 2, 32], [6, 25, 16, 24, 19, 42, 25, 32, 747, 38], [14, 5, 5, 10, 72, 7, 2, 56, 5, 833]]"
7,7,10,10,0.9142,"[[961, 0, 1, 0, 0, 2, 12, 1, 3, 0], [0, 1118, 4, 2, 0, 0, 6, 0, 5, 0], [20, 2, 949, 7, 12, 1, 12, 20, 8, 1], [4, 3, 31, 916, 0, 16, 3, 20, 13, 4], [0, 1, 3, 0, 927, 0, 19, 0, 4, 28], [22, 3, 3, 40, 4, 771, 23, 4, 11, 11], [16, 4, 4, 0, 9, 15, 910, 0, 0, 0], [2, 8, 29, 1, 3, 0, 0, 963, 3, 19], [5, 17, 18, 22, 17, 27, 18, 33, 802, 15], [13, 4, 7, 11, 63, 8, 2, 70, 6, 825]]"
8,8,10,10,0.9248,"[[958, 0, 1, 0, 0, 3, 13, 1, 4, 0], [0, 1120, 3, 2, 0, 0, 5, 0, 5, 0], [20, 2, 944, 7, 13, 1, 12, 19, 12, 2], [4, 2, 23, 928, 0, 14, 5, 14, 12, 8], [0, 1, 3, 0, 912, 0, 18, 0, 4, 44], [15, 3, 2, 37, 3, 793, 18, 3, 8, 10], [13, 4, 3, 0, 9, 19, 909, 0, 1, 0], [2, 6, 28, 2, 2, 0, 0, 951, 3, 34], [4, 12, 11, 21, 13, 26, 11, 20, 832, 24], [9, 4, 6, 11, 25, 12, 2, 33, 6, 901]]"
9,9,10,10,0.9291,"[[962, 0, 1, 0, 0, 3, 10, 1, 3, 0], [0, 1119, 3, 2, 0, 0, 5, 1, 4, 1], [20, 3, 943, 7, 12, 1, 11, 21, 12, 2], [5, 2, 26, 915, 0, 22, 5, 17, 13, 5], [0, 1, 2, 0, 916, 0, 18, 0, 3, 42], [14, 3, 1, 20, 1, 812, 17, 3, 11, 10], [13, 4, 3, 0, 8, 20, 909, 0, 1, 0], [2, 6, 24, 1, 2, 0, 0, 968, 3, 22], [4, 16, 6, 14, 11, 22, 11, 22, 842, 26], [8, 5, 6, 8, 18, 12, 2, 38, 7, 905]]"
10,10,10,10,0.9342,"[[963, 0, 0, 0, 0, 3, 10, 1, 3, 0], [0, 1120, 3, 2, 0, 0, 5, 1, 4, 0], [20, 3, 942, 9, 12, 0, 11, 20, 12, 3], [4, 2, 17, 939, 0, 14, 3, 15, 12, 4], [0, 1, 2, 0, 926, 0, 14, 0, 3, 36], [11, 3, 0, 29, 0, 813, 15, 3, 9, 9], [12, 4, 2, 0, 9, 21, 909, 0, 1, 0], [2, 5, 21, 3, 2, 0, 0, 964, 3, 28], [4, 11, 3, 18, 12, 18, 12, 18, 857, 21], [9, 5, 1, 10, 26, 12, 2, 28, 7, 909]]"
11,11,10,10,0.9366,"[[959, 0, 1, 0, 0, 3, 12, 1, 3, 1], [0, 1119, 3, 2, 0, 0, 6, 1, 4, 0], [18, 1, 957, 10, 9, 0, 9, 17, 8, 3], [4, 2, 21, 943, 0, 10, 4, 14, 10, 2], [0, 1, 2, 0, 929, 0, 16, 0, 3, 31], [12, 2, 0, 30, 0, 811, 19, 3, 6, 9], [9, 4, 2, 0, 9, 17, 917, 0, 0, 0], [2, 5, 21, 2, 3, 1, 0, 973, 2, 19], [5, 8, 6, 20, 11, 16, 13, 19, 854, 22], [9, 5, 3, 12, 27, 12, 2, 30, 5, 904]]"
12,12,10,10,0.9389,"[[965, 0, 2, 0, 0, 2, 6, 1, 3, 1], [0, 1118, 3, 2, 0, 0, 6, 1, 5, 0], [17, 1, 966, 9, 7, 0, 7, 13, 9, 3], [4, 2, 21, 941, 0, 14, 3, 13, 9, 3], [0, 1, 4, 0, 916, 0, 15, 0, 3, 43], [10, 2, 0, 26, 0, 820, 17, 3, 6, 8], [11, 4, 2, 0, 9, 19, 912, 0, 1, 0], [2, 4, 22, 2, 2, 1, 0, 970, 2, 23], [4, 6, 7, 16, 7, 18, 12, 19, 862, 23], [9, 5, 3, 10, 14, 15, 1, 25, 8, 919]]"
13,13,10,10,0.9405,"[[962, 0, 1, 0, 1, 2, 7, 1, 3, 3], [0, 1119, 3, 2, 0, 0, 6, 1, 4, 0], [16, 1, 962, 9, 8, 0, 7, 15, 11, 3], [4, 2, 19, 943, 0, 13, 3, 13, 10, 3], [0, 1, 2, 0, 912, 1, 15, 0, 1, 50], [11, 2, 0, 25, 0, 821, 16, 3, 6, 8], [9, 4, 1, 0, 9, 18, 916, 0, 1, 0], [2, 4, 18, 3, 2, 0, 0, 973, 3, 23], [5, 4, 6, 18, 7, 13, 12, 17, 865, 27], [9, 5, 1, 7, 12, 11, 1, 23, 8, 932]]"
14,14,10,10,0.9429,"[[964, 0, 1, 0, 0, 2, 9, 1, 3, 0], [0, 1120, 3, 2, 0, 0, 5, 1, 4, 0], [16, 1, 964, 9, 9, 0, 7, 15, 10, 1], [4, 2, 19, 946, 0, 12, 2, 14, 9, 2], [0, 1, 3, 0, 925, 0, 15, 0, 3, 35], [11, 2, 1, 23, 0, 822, 15, 3, 7, 8], [8, 4, 2, 0, 9, 18, 916, 0, 1, 0], [2, 4, 22, 2, 4, 0, 0, 971, 3, 20], [4, 4, 7, 17, 8, 13, 10, 17, 878, 16], [9, 5, 2, 8, 17, 16, 1, 20, 8, 923]]"
15,15,10,10,0.9442,"[[961, 0, 2, 0, 0, 2, 8, 1, 3, 3], [0, 1120, 3, 2, 0, 0, 5, 1, 4, 0], [16, 2, 969, 8, 7, 0, 6, 12, 10, 2], [5, 2, 22, 934, 0, 17, 3, 14, 11, 2], [0, 1, 4, 0, 922, 0, 14, 0, 1, 40], [10, 1, 0, 18, 0, 829, 16, 4, 7, 7], [8, 4, 2, 0, 8, 19, 916, 0, 1, 0], [2, 4, 23, 1, 3, 0, 0, 975, 3, 17], [4, 3, 7, 15, 6, 13, 9, 16, 882, 19], [10, 4, 1, 7, 10, 15, 1, 18, 9, 934]]"
16,16,10,10,0.9457,"[[960, 0, 1, 0, 0, 2, 10, 1, 3, 3], [0, 1121, 3, 2, 0, 0, 4, 1, 4, 0], [16, 2, 970, 8, 7, 0, 5, 14, 9, 1], [5, 2, 19, 944, 0, 12, 4, 13, 8, 3], [0, 1, 4, 0, 925, 0, 13, 0, 1, 38], [9, 2, 1, 21, 0, 828, 14, 4, 6, 7], [7, 4, 2, 0, 9, 16, 919, 0, 1, 0], [2, 4, 21, 3, 5, 0, 0, 971, 3, 19], [5, 3, 10, 17, 6, 11, 9, 15, 877, 21], [8, 4, 1, 7, 12, 12, 1, 13, 9, 942]]"
17,17,10,10,0.9464,"[[959, 0, 3, 0, 0, 2, 8, 2, 3, 3], [0, 1120, 3, 2, 0, 0, 5, 1, 4, 0], [14, 2, 975, 8, 7, 0, 5, 12, 8, 1], [4, 1, 19, 946, 0, 12, 4, 12, 9, 3], [0, 1, 4, 0, 926, 0, 13, 0, 1, 37], [9, 1, 1, 20, 0, 831, 13, 4, 6, 7], [7, 3, 2, 0, 8, 19, 919, 0, 0, 0], [2, 4, 23, 3, 5, 0, 0, 969, 3, 19], [4, 3, 8, 18, 6, 12, 9, 16, 877, 21], [8, 4, 1, 8, 12, 13, 1, 12, 8, 942]]"
18,18,10,10,0.9477,"[[959, 0, 1, 0, 0, 2, 10, 2, 3, 3], [0, 1117, 3, 2, 0, 0, 6, 1, 6, 0], [16, 3, 967, 8, 7, 0, 6, 13, 11, 1], [5, 2, 19, 939, 0, 14, 4, 12, 12, 3], [0, 1, 3, 0, 927, 1, 16, 0, 1, 33], [10, 0, 0, 18, 0, 834, 13, 4, 7, 6], [6, 3, 1, 0, 7, 13, 927, 0, 1, 0], [2, 4, 21, 2, 5, 0, 0, 972, 3, 19], [4, 1, 5, 10, 6, 11, 9, 16, 896, 16], [9, 4, 0, 7, 12, 17, 1, 11, 9, 939]]"
19,19,10,10,0.9489,"[[960, 0, 2, 0, 0, 2, 8, 2, 3, 3], [0, 1119, 3, 2, 0, 0, 4, 1, 6, 0], [16, 2, 973, 7, 6, 0, 4, 12, 10, 2], [5, 1, 18, 945, 0, 13, 4, 11, 10, 3], [0, 1, 4, 0, 919, 0, 13, 0, 1, 44], [10, 0, 0, 18, 0, 834, 12, 4, 8, 6], [7, 3, 1, 0, 8, 19, 919, 0, 1, 0], [2, 3, 21, 3, 4, 0, 0, 971, 3, 21], [4, 1, 6, 13, 5, 8, 5, 14, 903, 15], [9, 4, 0, 7, 10, 13, 0, 10, 10, 946]]"
