,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0]]"
1,1,0.10032,0.099,"[[0, 0, 0, 2, 0, 0, 998, 0, 0, 0], [0, 0, 0, 7, 0, 0, 993, 0, 0, 0], [0, 0, 0, 8, 0, 0, 992, 0, 0, 0], [0, 0, 0, 5, 0, 0, 995, 0, 0, 0], [0, 0, 0, 3, 0, 0, 997, 0, 0, 0], [0, 0, 0, 2, 0, 0, 998, 0, 0, 0], [0, 0, 0, 15, 0, 0, 985, 0, 0, 0], [0, 0, 0, 5, 0, 0, 995, 0, 0, 0], [0, 0, 0, 10, 0, 0, 990, 0, 0, 0], [0, 0, 0, 11, 0, 0, 989, 0, 0, 0]]"
2,2,0.20726,0.2159,"[[0, 2, 27, 0, 3, 24, 44, 42, 798, 60], [0, 47, 7, 0, 5, 118, 112, 111, 448, 152], [0, 3, 75, 0, 54, 57, 388, 67, 316, 40], [1, 8, 58, 1, 30, 128, 444, 68, 236, 26], [0, 2, 46, 0, 54, 41, 494, 61, 265, 37], [0, 4, 55, 1, 43, 159, 406, 58, 250, 24], [0, 4, 22, 0, 22, 46, 663, 79, 134, 30], [1, 10, 48, 0, 36, 72, 363, 192, 198, 80], [0, 9, 13, 0, 3, 50, 27, 24, 791, 83], [0, 9, 16, 0, 23, 27, 115, 151, 482, 177]]"
3,3,0.26666,0.2949,"[[357, 48, 19, 2, 14, 12, 76, 27, 364, 81], [5, 366, 2, 7, 19, 15, 152, 68, 217, 149], [84, 27, 84, 15, 24, 47, 575, 52, 39, 53], [37, 39, 20, 36, 24, 120, 568, 66, 31, 59], [41, 15, 22, 6, 27, 14, 740, 35, 49, 51], [32, 55, 25, 32, 19, 232, 486, 62, 26, 31], [7, 17, 6, 4, 12, 16, 845, 52, 11, 30], [14, 66, 12, 19, 23, 57, 469, 173, 48, 119], [191, 82, 15, 12, 12, 20, 54, 22, 511, 81], [12, 109, 6, 10, 20, 20, 181, 93, 231, 318]]"
4,4,0.27702,0.2959,"[[180, 51, 61, 30, 16, 12, 105, 54, 389, 102], [5, 357, 2, 31, 9, 33, 165, 139, 112, 147], [41, 11, 112, 85, 11, 67, 558, 58, 19, 38], [10, 29, 36, 143, 5, 108, 542, 72, 11, 44], [14, 11, 38, 39, 11, 15, 767, 49, 30, 26], [9, 29, 33, 126, 6, 247, 445, 80, 9, 16], [2, 8, 4, 26, 3, 12, 875, 57, 3, 10], [5, 37, 20, 69, 8, 66, 468, 242, 19, 66], [59, 90, 36, 44, 15, 17, 71, 41, 501, 126], [2, 107, 13, 40, 9, 37, 199, 175, 127, 291]]"
5,5,0.2976,0.3233,"[[329, 73, 53, 33, 14, 3, 57, 39, 301, 98], [5, 462, 5, 32, 11, 10, 85, 86, 138, 166], [60, 34, 121, 147, 26, 35, 438, 70, 21, 48], [16, 55, 38, 272, 11, 58, 406, 68, 22, 54], [23, 28, 35, 76, 37, 7, 646, 68, 39, 41], [17, 58, 36, 280, 15, 163, 322, 68, 14, 27], [4, 26, 8, 67, 21, 12, 787, 54, 2, 19], [12, 67, 20, 125, 26, 43, 326, 256, 20, 105], [168, 116, 22, 42, 8, 6, 31, 19, 466, 122], [8, 172, 7, 69, 15, 8, 114, 120, 147, 340]]"
6,6,0.30308,0.3253,"[[197, 76, 74, 22, 18, 19, 80, 32, 379, 103], [1, 442, 6, 26, 16, 35, 114, 99, 114, 147], [42, 21, 139, 97, 24, 109, 457, 62, 19, 30], [9, 39, 44, 162, 10, 180, 427, 62, 12, 55], [16, 19, 46, 67, 26, 35, 674, 53, 30, 34], [8, 33, 45, 126, 12, 352, 341, 48, 11, 24], [2, 16, 9, 44, 11, 34, 830, 40, 1, 13], [8, 33, 28, 73, 22, 115, 351, 271, 16, 83], [70, 107, 36, 39, 13, 30, 38, 27, 514, 126], [2, 164, 16, 61, 19, 34, 132, 126, 126, 320]]"
7,7,0.31166,0.3327,"[[267, 63, 68, 27, 29, 14, 71, 38, 287, 136], [1, 416, 5, 39, 23, 24, 100, 87, 100, 205], [42, 17, 126, 148, 31, 96, 423, 55, 14, 48], [9, 28, 33, 258, 12, 127, 395, 64, 11, 63], [15, 19, 40, 95, 29, 24, 653, 55, 28, 42], [8, 28, 38, 246, 18, 280, 296, 43, 12, 31], [3, 12, 10, 61, 14, 25, 818, 40, 0, 17], [8, 28, 24, 97, 27, 109, 312, 277, 17, 101], [102, 101, 31, 47, 13, 18, 41, 27, 462, 158], [4, 134, 7, 63, 17, 23, 124, 128, 106, 394]]"
8,8,0.3194,0.341,"[[168, 64, 58, 30, 44, 18, 49, 33, 437, 99], [0, 430, 6, 33, 38, 28, 71, 88, 142, 164], [40, 18, 151, 139, 88, 95, 345, 56, 31, 37], [8, 30, 48, 245, 48, 144, 325, 76, 21, 55], [16, 20, 41, 94, 98, 27, 572, 63, 34, 35], [7, 29, 56, 211, 51, 301, 245, 63, 15, 22], [2, 13, 20, 68, 50, 24, 763, 41, 3, 16], [6, 30, 35, 102, 62, 106, 227, 322, 22, 88], [48, 86, 24, 40, 30, 21, 26, 27, 586, 112], [1, 146, 8, 71, 37, 20, 90, 133, 148, 346]]"
9,9,0.32052,0.3469,"[[345, 59, 63, 32, 34, 12, 60, 37, 249, 109], [6, 415, 9, 42, 36, 25, 81, 90, 106, 190], [46, 18, 180, 132, 59, 60, 393, 61, 15, 36], [13, 25, 45, 254, 30, 105, 383, 77, 10, 58], [27, 14, 47, 81, 70, 12, 618, 71, 25, 35], [10, 27, 64, 245, 38, 235, 279, 71, 8, 23], [3, 11, 24, 63, 27, 10, 799, 47, 1, 15], [12, 27, 37, 100, 44, 84, 249, 354, 14, 79], [171, 95, 28, 43, 21, 13, 39, 29, 436, 125], [9, 130, 13, 50, 29, 23, 111, 126, 128, 381]]"
