,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1000, 0]]"
1,1,0.11668,0.1136,"[[0, 0, 0, 138, 0, 0, 0, 0, 862, 0], [0, 0, 0, 265, 0, 0, 0, 0, 735, 0], [0, 0, 0, 198, 0, 0, 0, 0, 802, 0], [0, 0, 0, 259, 0, 0, 0, 0, 741, 0], [0, 0, 0, 287, 0, 0, 0, 0, 713, 0], [0, 0, 0, 317, 0, 0, 0, 0, 683, 0], [0, 0, 0, 462, 0, 0, 0, 0, 538, 0], [0, 0, 0, 336, 0, 0, 0, 0, 664, 0], [0, 0, 0, 123, 0, 0, 0, 0, 877, 0], [0, 0, 0, 239, 0, 0, 0, 0, 761, 0]]"
2,2,0.1,0.1,"[[0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1000, 0, 0, 0, 0, 0, 0]]"
3,3,0.12694,0.1282,"[[6, 175, 0, 577, 0, 0, 0, 126, 15, 101], [0, 111, 0, 748, 0, 1, 0, 49, 6, 85], [1, 34, 0, 872, 0, 4, 0, 61, 3, 25], [0, 25, 0, 904, 0, 0, 0, 52, 2, 17], [0, 8, 0, 949, 0, 1, 0, 28, 2, 12], [2, 57, 0, 869, 0, 1, 0, 42, 3, 26], [0, 2, 0, 979, 0, 0, 0, 17, 0, 2], [0, 42, 0, 813, 0, 0, 0, 115, 2, 28], [2, 160, 0, 547, 0, 1, 0, 49, 18, 223], [1, 91, 0, 654, 0, 0, 0, 122, 5, 127]]"
4,4,0.18342,0.1824,"[[279, 88, 0, 23, 0, 25, 4, 23, 532, 26], [107, 116, 0, 49, 0, 99, 31, 34, 487, 77], [164, 60, 0, 219, 0, 124, 28, 74, 263, 68], [139, 65, 0, 175, 0, 210, 41, 65, 225, 80], [92, 39, 0, 325, 0, 122, 101, 90, 166, 65], [158, 56, 0, 156, 0, 174, 28, 68, 303, 57], [105, 25, 0, 334, 0, 144, 141, 81, 109, 61], [174, 77, 0, 134, 0, 108, 25, 181, 203, 98], [157, 109, 0, 8, 0, 59, 1, 12, 621, 33], [205, 113, 0, 52, 0, 39, 15, 45, 394, 137]]"
5,5,0.22132,0.227,"[[127, 0, 0, 18, 0, 42, 40, 54, 304, 415], [13, 1, 0, 16, 0, 115, 138, 94, 209, 414], [20, 0, 0, 85, 0, 91, 354, 150, 82, 218], [6, 0, 0, 95, 0, 172, 336, 157, 31, 203], [7, 0, 0, 83, 0, 51, 545, 147, 25, 142], [1, 0, 0, 75, 0, 199, 302, 136, 59, 228], [0, 0, 0, 50, 0, 71, 655, 131, 3, 90], [4, 1, 0, 56, 0, 85, 248, 296, 22, 288], [38, 1, 0, 17, 0, 65, 24, 53, 324, 478], [16, 0, 0, 27, 0, 37, 101, 133, 113, 573]]"
6,6,0.21868,0.2175,"[[25, 15, 0, 1, 0, 38, 35, 22, 716, 148], [5, 35, 0, 3, 0, 103, 106, 61, 546, 141], [7, 36, 1, 4, 0, 202, 309, 65, 292, 84], [13, 24, 0, 10, 0, 286, 254, 82, 220, 111], [2, 21, 0, 5, 0, 178, 478, 71, 155, 90], [8, 33, 1, 11, 0, 275, 235, 57, 309, 71], [2, 23, 0, 5, 0, 176, 583, 80, 62, 69], [14, 45, 0, 3, 0, 162, 191, 171, 178, 236], [2, 9, 0, 2, 0, 53, 14, 20, 723, 177], [6, 9, 0, 3, 0, 58, 80, 81, 411, 352]]"
7,7,0.24552,0.2592,"[[438, 12, 2, 70, 2, 66, 31, 122, 36, 221], [126, 61, 0, 53, 0, 210, 82, 182, 114, 172], [100, 14, 2, 128, 4, 131, 303, 256, 11, 51], [28, 6, 1, 207, 0, 198, 225, 274, 11, 50], [37, 1, 0, 117, 5, 67, 478, 240, 5, 50], [25, 3, 0, 186, 0, 287, 210, 242, 11, 36], [5, 0, 1, 84, 3, 71, 595, 222, 1, 18], [22, 14, 1, 97, 3, 111, 139, 492, 8, 113], [296, 9, 1, 59, 1, 101, 10, 109, 101, 313], [94, 21, 0, 59, 0, 62, 58, 248, 54, 404]]"
8,8,0.25938,0.2754,"[[259, 81, 0, 0, 0, 40, 44, 35, 411, 130], [21, 321, 1, 0, 0, 88, 118, 63, 265, 123], [84, 80, 2, 10, 0, 198, 376, 75, 123, 52], [38, 78, 0, 13, 0, 304, 308, 108, 92, 59], [27, 32, 0, 6, 0, 143, 581, 82, 74, 55], [20, 144, 1, 11, 0, 309, 289, 73, 115, 38], [18, 29, 0, 10, 0, 127, 687, 74, 22, 33], [31, 114, 0, 10, 0, 153, 235, 226, 62, 169], [47, 109, 0, 0, 0, 58, 16, 31, 578, 161], [19, 119, 0, 3, 0, 52, 97, 76, 275, 359]]"
9,9,0.25128,0.2675,"[[407, 19, 2, 98, 17, 49, 8, 203, 30, 167], [91, 203, 0, 83, 23, 121, 26, 234, 36, 183], [88, 21, 4, 187, 216, 94, 35, 315, 5, 35], [18, 12, 1, 323, 120, 124, 24, 352, 2, 24], [29, 1, 0, 172, 314, 37, 51, 365, 5, 26], [20, 10, 0, 289, 123, 208, 20, 313, 4, 13], [6, 1, 0, 152, 355, 47, 153, 274, 1, 11], [16, 22, 2, 115, 78, 82, 20, 595, 2, 68], [238, 46, 4, 100, 4, 51, 2, 177, 105, 273], [59, 48, 1, 77, 10, 46, 18, 334, 44, 363]]"
