,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.2667,"[[841, 93, 0, 0, 1, 0, 0, 0, 31, 14], [0, 910, 0, 0, 0, 0, 0, 0, 25, 200], [73, 625, 0, 0, 6, 0, 0, 0, 128, 200], [146, 349, 0, 0, 1, 0, 0, 0, 481, 33], [23, 34, 0, 0, 223, 0, 0, 0, 690, 12], [154, 145, 0, 0, 31, 0, 0, 0, 403, 159], [183, 205, 0, 0, 132, 0, 0, 0, 392, 46], [45, 281, 0, 0, 6, 0, 0, 0, 638, 58], [70, 63, 0, 0, 4, 0, 0, 0, 670, 167], [56, 41, 0, 0, 1, 0, 0, 0, 888, 23]]"
1,1,10,10,0.6623,"[[924, 0, 5, 6, 0, 31, 1, 1, 10, 2], [0, 1062, 0, 3, 0, 1, 2, 5, 62, 0], [67, 39, 662, 16, 3, 15, 45, 20, 164, 1], [58, 9, 10, 632, 0, 68, 7, 99, 127, 0], [25, 1, 1, 2, 656, 81, 8, 25, 178, 5], [115, 15, 3, 49, 9, 472, 7, 36, 172, 14], [68, 8, 21, 1, 55, 155, 559, 0, 91, 0], [21, 32, 15, 3, 4, 13, 0, 842, 69, 29], [35, 14, 8, 13, 14, 107, 7, 47, 723, 6], [37, 6, 1, 4, 105, 156, 0, 407, 202, 91]]"
2,2,10,10,0.817,"[[933, 0, 2, 7, 1, 18, 9, 1, 9, 0], [0, 1081, 5, 9, 0, 2, 7, 0, 28, 3], [32, 19, 834, 14, 10, 2, 67, 17, 35, 2], [10, 11, 18, 819, 1, 47, 12, 37, 48, 7], [4, 3, 2, 1, 826, 9, 40, 5, 26, 66], [67, 12, 3, 81, 31, 553, 55, 12, 72, 6], [25, 5, 27, 1, 51, 12, 827, 0, 10, 0], [5, 33, 28, 4, 11, 5, 2, 854, 41, 45], [32, 23, 13, 36, 35, 30, 31, 22, 711, 41], [24, 8, 3, 12, 94, 13, 4, 91, 28, 732]]"
3,3,10,10,0.7866,"[[955, 0, 0, 6, 0, 6, 7, 1, 5, 0], [0, 1125, 0, 5, 0, 1, 3, 0, 1, 0], [68, 124, 653, 12, 21, 0, 94, 15, 39, 6], [17, 59, 8, 833, 3, 25, 7, 12, 26, 20], [4, 13, 0, 0, 871, 0, 32, 0, 2, 60], [115, 30, 2, 81, 38, 524, 58, 5, 20, 19], [34, 30, 9, 1, 55, 17, 806, 1, 3, 2], [6, 82, 13, 9, 11, 1, 0, 761, 13, 132], [44, 130, 0, 36, 39, 17, 29, 6, 570, 103], [25, 29, 2, 13, 151, 1, 2, 16, 2, 768]]"
4,4,10,10,0.8515,"[[936, 0, 3, 6, 0, 19, 8, 2, 6, 0], [0, 1080, 7, 10, 0, 1, 5, 1, 29, 2], [22, 4, 881, 6, 17, 2, 45, 20, 33, 2], [8, 11, 25, 822, 1, 56, 3, 24, 48, 12], [1, 2, 3, 1, 848, 1, 35, 0, 6, 85], [25, 5, 10, 64, 30, 667, 46, 6, 31, 8], [15, 4, 36, 0, 35, 29, 834, 1, 4, 0], [2, 19, 32, 1, 8, 4, 1, 856, 26, 79], [13, 12, 10, 32, 28, 28, 25, 13, 765, 48], [14, 8, 4, 11, 81, 10, 2, 45, 8, 826]]"
5,5,10,10,0.8587,"[[947, 0, 2, 4, 0, 14, 7, 2, 4, 0], [0, 1098, 5, 7, 0, 1, 5, 1, 17, 1], [25, 4, 871, 7, 20, 1, 48, 21, 32, 3], [8, 12, 19, 850, 1, 46, 3, 21, 41, 9], [2, 2, 2, 1, 856, 0, 32, 0, 5, 82], [35, 9, 7, 66, 29, 668, 46, 5, 19, 8], [17, 6, 30, 1, 35, 29, 838, 1, 0, 1], [2, 22, 28, 1, 8, 3, 0, 858, 21, 85], [18, 17, 10, 35, 30, 24, 23, 12, 759, 46], [14, 8, 4, 12, 73, 9, 2, 40, 5, 842]]"
6,6,10,10,0.8679,"[[950, 0, 3, 4, 0, 12, 6, 2, 3, 0], [0, 1104, 3, 6, 0, 1, 5, 1, 15, 0], [23, 4, 884, 6, 21, 1, 41, 21, 29, 2], [7, 12, 21, 854, 1, 42, 4, 20, 40, 9], [2, 2, 2, 1, 860, 0, 31, 0, 5, 79], [32, 9, 8, 54, 24, 690, 45, 4, 18, 8], [17, 6, 30, 1, 27, 28, 847, 1, 0, 1], [2, 20, 28, 1, 8, 3, 0, 871, 19, 76], [18, 16, 10, 34, 26, 24, 22, 11, 769, 44], [15, 8, 4, 12, 66, 9, 1, 39, 5, 850]]"
7,7,10,10,0.8743,"[[951, 0, 3, 4, 0, 11, 6, 2, 3, 0], [0, 1106, 3, 6, 0, 1, 5, 1, 13, 0], [20, 3, 891, 6, 21, 2, 36, 22, 31, 0], [7, 12, 21, 859, 2, 38, 4, 17, 40, 10], [1, 2, 2, 1, 861, 0, 33, 0, 5, 77], [31, 10, 8, 50, 24, 698, 45, 3, 16, 7], [16, 6, 29, 1, 24, 28, 852, 1, 1, 0], [2, 18, 29, 1, 8, 1, 0, 881, 17, 71], [16, 13, 9, 32, 24, 20, 20, 12, 791, 37], [14, 8, 5, 12, 64, 8, 1, 38, 6, 853]]"
8,8,10,10,0.879,"[[952, 0, 3, 4, 0, 10, 6, 2, 3, 0], [0, 1104, 3, 6, 0, 1, 5, 1, 15, 0], [17, 2, 890, 7, 21, 2, 37, 20, 35, 1], [7, 12, 20, 854, 2, 41, 5, 17, 42, 10], [1, 2, 2, 1, 857, 0, 32, 0, 5, 82], [25, 7, 9, 45, 23, 715, 40, 3, 18, 7], [15, 6, 23, 1, 24, 29, 858, 1, 1, 0], [2, 14, 29, 1, 8, 1, 0, 883, 17, 73], [13, 12, 6, 31, 21, 19, 20, 10, 811, 31], [14, 8, 5, 11, 57, 10, 1, 29, 8, 866]]"
9,9,10,10,0.8837,"[[952, 0, 3, 4, 0, 9, 7, 2, 3, 0], [0, 1106, 3, 6, 0, 1, 5, 1, 13, 0], [17, 2, 895, 6, 21, 2, 37, 19, 32, 1], [7, 11, 20, 861, 2, 37, 5, 16, 41, 10], [1, 2, 2, 1, 864, 0, 30, 0, 7, 75], [23, 7, 9, 44, 21, 718, 40, 3, 20, 7], [13, 5, 22, 1, 20, 28, 866, 1, 2, 0], [2, 12, 29, 1, 9, 1, 0, 890, 15, 69], [12, 11, 6, 32, 20, 19, 20, 10, 816, 28], [13, 8, 7, 10, 56, 7, 1, 28, 10, 869]]"
