round,train_acc,test_acc,f1,time_stamp,time_hours
0.0,0.0,1.679474124043992,0.0,244.8472441468194,0.06801312337411648
0.0,0.0,1.4173684536257092,0.0,488.06804412666514,0.13557445670185136
0.0,0.0,1.906209152567823,0.0,741.8243052858988,0.20606230702386075
0.0,0.0,1.9312431229651053,0.0,1016.2610102566728,0.2822947250712979
0.0,0.0,0.3732291521304311,0.0,1281.0958730166606,0.35585996472685016
0.0,0.0,0.5594044452212867,0.0,1559.9311064073197,0.4333141962242554
0.0,0.0,0.13316656236958707,0.0,1839.6878746211248,0.5110244096169789
0.0,0.0,0.2299999999999982,0.0,2137.9919241943694,0.593886645609547
0.0,0.0,0.9757731976916231,0.0,2420.427295063767,0.6723409152954907
0.0,0.0,1.044238159297643,0.0,2687.695419162563,0.74658206087849
0.0,0.0,1.4809118812407456,0.0,2974.8191541386173,0.8263386539273935
0.0,0.0,2.3622517506255174,0.0,3314.729253589346,0.9207581259970408
0.0,0.0,2.0043037028687385,0.0,3746.243728219968,1.0406232578388803
0.0,0.0,1.8352384041317367,0.0,4227.780513192193,1.1743834758867209
0.0,0.0,1.3736933185152107,0.0,4715.686178566349,1.3099128273795408
0.0,0.0,1.8133210783899578,0.0,5213.402847703951,1.4481674576955421
0.0,0.0,2.1241782724934684,0.0,5718.295815324086,1.58841550425669
0.0,0.0,1.4239733143566984,0.0,6227.152507971232,1.729764585547565
0.0,0.0,1.5573160672558826,0.0,6733.68536917579,1.8704681581043856
0.0,0.0,2.031608558097088,0.0,7173.112604858043,1.992531279127233
0.0,0.0,1.267398911156236,0.0,7619.350095120824,2.1164861375335624
0.0,0.0,1.5673012899035443,0.0,8087.3577120286645,2.2464882533412958
0.0,0.0,1.2126967194370304,0.0,8561.795043435302,2.3782764009542503
0.0,0.0,0.791980639494007,0.0,9027.523460903796,2.507645405806609
0.0,0.0,0.7498666548127088,0.0,9440.719702167678,2.6224221394910217
0.0,0.0,0.39677869566463625,0.0,9820.624741464631,2.7279513170735092
0.0,0.0,0.8315247039825907,0.0,10195.772937971984,2.832159149436662
0.0,0.0,0.6800245093622227,0.0,10533.39230649771,2.925942307360474
0.0,0.0,0.43577517139002087,0.0,10787.94443337307,2.99665123149252
0.0,0.0,0.428524600616271,0.0,11006.545945078538,3.0573738736329266
0.0,0.0,0.5350077881053061,0.0,11357.472775267017,3.1548535486852822
0.0,0.0,0.32046840717924596,0.0,11706.547817003082,3.251818838056411
0.0,0.0,0.45829393770082943,0.0,12058.801962171292,3.349667211714248
0.0,0.0,0.41073105555825473,0.0,12393.96474784048,3.442767985511244
0.0,0.0,0.42755116652863767,0.0,12736.97738052495,3.538049272368041
0.0,0.0,0.20550750189064804,0.0,13080.640467668025,3.633511241018896
0.0,0.0,1.016874295738333,0.0,13417.156924196643,3.7269880344990667
0.0,0.0,0.3878573620976305,0.0,13758.187807420134,3.821718835394484
0.0,0.0,0.5786190456595818,0.0,14108.821308560173,3.9191170301556038
0.0,0.0,0.6951498639382258,0.0,14456.425633674988,4.0156737871319415
0.0,0.0,0.5921430007467241,0.0,14811.754619608962,4.114376283224711
0.0,0.0,0.21283796653792705,0.0,15159.029097902529,4.210841416084034
0.0,0.0,0.3100537587795654,0.0,15504.034306674634,4.3066761962985085
0.0,0.0,0.30315012782448003,0.0,15863.357904235094,4.406488306731972
0.0,0.0,0.462925479964107,0.0,16219.60510766577,4.505445863240491
0.0,0.0,0.15044378795195482,0.0,16557.00366673084,4.59916768520301
0.0,0.0,0.12503332889007637,0.0,16911.99965070717,4.697777680751991
0.0,0.0,0.11590225767142359,0.0,17267.80200228649,4.796611667301805
0.0,0.0,0.4085339643163065,0.0,17585.890108279316,4.884969474522032
0.0,0.0,0.3271594921950664,0.0,17933.782598527647,4.981606277368791
