,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1085,"[[0, 2, 4, 0, 0, 1, 6, 314, 0, 673], [0, 8, 1, 0, 0, 0, 21, 247, 0, 723], [0, 20, 2, 0, 0, 0, 18, 381, 0, 579], [0, 40, 10, 0, 0, 5, 17, 294, 0, 634], [0, 14, 2, 0, 0, 3, 20, 396, 0, 565], [0, 41, 9, 0, 0, 3, 16, 256, 0, 675], [0, 21, 1, 0, 0, 1, 17, 280, 0, 680], [0, 18, 12, 0, 0, 8, 9, 443, 0, 510], [0, 6, 1, 0, 0, 1, 0, 257, 0, 735], [0, 17, 2, 0, 0, 1, 29, 339, 0, 612]]"
1,1,10,10,0.1465,"[[6, 398, 50, 5, 0, 1, 495, 0, 8, 37], [6, 568, 11, 6, 0, 0, 331, 0, 20, 58], [7, 255, 29, 1, 0, 0, 691, 0, 4, 13], [8, 228, 72, 18, 2, 2, 647, 0, 1, 22], [0, 213, 27, 2, 1, 4, 738, 0, 1, 14], [8, 248, 61, 12, 1, 2, 653, 0, 1, 14], [5, 257, 37, 0, 0, 0, 692, 0, 1, 8], [5, 345, 87, 7, 1, 8, 487, 0, 8, 52], [2, 584, 9, 2, 0, 1, 318, 0, 12, 72], [10, 608, 19, 4, 0, 1, 215, 0, 6, 137]]"
2,2,10,10,0.219,"[[236, 192, 25, 20, 28, 51, 105, 95, 23, 225], [25, 379, 4, 9, 26, 28, 160, 49, 10, 310], [130, 135, 34, 18, 88, 57, 308, 103, 12, 115], [52, 109, 17, 40, 108, 106, 287, 127, 12, 142], [32, 116, 13, 8, 145, 42, 410, 114, 0, 120], [52, 125, 9, 29, 100, 128, 308, 105, 22, 122], [48, 134, 14, 10, 74, 32, 497, 70, 1, 120], [42, 161, 20, 14, 111, 31, 168, 170, 9, 274], [24, 301, 5, 10, 23, 88, 114, 24, 23, 388], [32, 230, 4, 11, 20, 18, 91, 42, 14, 538]]"
3,3,10,10,0.2632,"[[382, 179, 32, 10, 14, 20, 46, 43, 115, 159], [58, 449, 3, 3, 31, 27, 117, 24, 75, 213], [141, 118, 74, 16, 92, 45, 343, 62, 23, 86], [51, 102, 60, 33, 136, 89, 292, 86, 22, 129], [48, 95, 45, 5, 151, 31, 480, 52, 7, 86], [37, 113, 46, 27, 116, 147, 294, 65, 64, 91], [23, 96, 30, 5, 62, 13, 618, 58, 3, 92], [40, 167, 40, 6, 116, 28, 191, 136, 23, 253], [89, 323, 15, 10, 19, 74, 31, 8, 182, 249], [51, 268, 11, 2, 25, 14, 79, 27, 63, 460]]"
4,4,10,10,0.2867,"[[399, 53, 11, 7, 12, 22, 54, 38, 293, 111], [77, 275, 0, 8, 26, 29, 138, 20, 258, 169], [150, 42, 37, 17, 77, 68, 415, 56, 61, 77], [51, 55, 39, 42, 108, 130, 332, 81, 40, 122], [58, 34, 20, 10, 123, 53, 550, 48, 35, 69], [41, 49, 26, 41, 89, 209, 319, 68, 83, 75], [17, 29, 25, 11, 48, 28, 696, 57, 10, 79], [44, 83, 22, 12, 100, 47, 228, 159, 62, 243], [97, 112, 2, 6, 17, 70, 32, 18, 506, 140], [53, 121, 6, 5, 22, 16, 106, 25, 225, 421]]"
5,5,10,10,0.3012,"[[466, 133, 20, 9, 12, 19, 47, 35, 173, 86], [99, 407, 3, 9, 22, 23, 115, 25, 129, 168], [167, 58, 74, 42, 69, 71, 378, 38, 30, 73], [59, 62, 59, 93, 96, 132, 279, 78, 23, 119], [70, 50, 42, 34, 139, 49, 487, 34, 25, 70], [49, 52, 55, 83, 77, 223, 289, 56, 42, 74], [21, 34, 41, 34, 53, 30, 656, 41, 3, 87], [47, 106, 39, 23, 93, 56, 192, 194, 29, 221], [186, 186, 5, 8, 16, 56, 22, 16, 348, 157], [64, 202, 17, 12, 16, 19, 92, 27, 139, 412]]"
6,6,10,10,0.3151,"[[373, 110, 12, 8, 16, 21, 42, 34, 319, 65], [59, 387, 6, 8, 21, 27, 89, 32, 211, 160], [138, 44, 91, 57, 77, 76, 344, 49, 57, 67], [48, 56, 69, 86, 78, 154, 251, 86, 42, 130], [59, 48, 40, 28, 157, 67, 425, 63, 46, 67], [37, 41, 56, 68, 75, 253, 265, 66, 66, 73], [22, 33, 31, 34, 67, 42, 637, 43, 7, 84], [33, 98, 34, 15, 84, 75, 158, 233, 53, 217], [93, 134, 10, 7, 12, 50, 17, 20, 549, 108], [49, 157, 14, 12, 17, 18, 81, 29, 238, 385]]"
7,7,10,10,0.3245,"[[452, 138, 9, 6, 20, 16, 45, 42, 204, 68], [79, 478, 6, 9, 19, 27, 77, 49, 99, 157], [157, 55, 75, 51, 79, 88, 316, 93, 32, 54], [64, 72, 52, 74, 68, 176, 244, 115, 28, 107], [71, 43, 31, 28, 148, 74, 394, 112, 36, 63], [45, 58, 58, 68, 69, 276, 238, 94, 37, 57], [25, 41, 22, 33, 74, 43, 635, 56, 3, 68], [46, 101, 28, 14, 67, 82, 138, 334, 35, 155], [190, 169, 7, 8, 12, 45, 11, 35, 400, 123], [66, 207, 12, 16, 16, 20, 73, 54, 163, 373]]"
8,8,10,10,0.3367,"[[358, 114, 20, 8, 26, 13, 40, 37, 334, 50], [46, 479, 11, 18, 16, 19, 69, 34, 159, 149], [124, 49, 94, 96, 104, 86, 262, 77, 57, 51], [57, 78, 58, 160, 53, 141, 218, 91, 48, 96], [57, 55, 43, 54, 162, 54, 351, 110, 52, 62], [27, 55, 78, 115, 67, 264, 200, 76, 60, 58], [21, 42, 24, 69, 73, 39, 611, 51, 8, 62], [33, 107, 31, 29, 62, 92, 120, 312, 53, 161], [90, 144, 12, 13, 13, 33, 9, 27, 570, 89], [36, 216, 16, 26, 12, 14, 60, 40, 223, 357]]"
9,9,10,10,0.3462,"[[412, 148, 23, 13, 35, 12, 43, 40, 189, 85], [48, 530, 10, 13, 18, 17, 77, 26, 63, 198], [105, 48, 103, 77, 104, 83, 308, 78, 35, 59], [47, 78, 56, 116, 54, 168, 253, 91, 22, 115], [55, 59, 35, 34, 157, 65, 394, 101, 31, 69], [32, 62, 76, 84, 66, 286, 230, 72, 27, 65], [12, 38, 22, 41, 54, 53, 682, 41, 3, 54], [29, 95, 28, 21, 68, 92, 138, 323, 27, 179], [142, 184, 12, 7, 12, 34, 19, 25, 407, 158], [32, 238, 10, 22, 11, 18, 75, 38, 110, 446]]"
