,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,10,0.42294,0.4681,"[[549, 56, 51, 14, 34, 4, 27, 34, 171, 60], [39, 592, 19, 17, 13, 14, 22, 32, 94, 158], [69, 22, 311, 71, 177, 56, 142, 97, 27, 28], [28, 32, 97, 274, 55, 145, 205, 82, 16, 66], [41, 24, 102, 55, 407, 24, 177, 116, 29, 25], [13, 21, 101, 172, 76, 331, 139, 98, 19, 30], [6, 9, 64, 60, 165, 21, 592, 42, 11, 30], [37, 22, 48, 49, 82, 87, 42, 561, 14, 58], [139, 103, 30, 21, 17, 16, 13, 20, 558, 83], [39, 187, 21, 25, 8, 20, 31, 47, 116, 506]]"
1,1,10,0.43362,0.4731,"[[545, 56, 44, 16, 32, 6, 28, 35, 179, 59], [40, 604, 16, 15, 10, 16, 22, 30, 84, 163], [70, 22, 312, 71, 173, 56, 138, 101, 29, 28], [27, 33, 97, 272, 57, 155, 195, 80, 17, 67], [37, 24, 105, 54, 405, 27, 174, 114, 34, 26], [13, 18, 91, 178, 72, 350, 135, 94, 20, 29], [5, 12, 61, 59, 162, 24, 593, 40, 15, 29], [40, 18, 53, 49, 84, 90, 38, 550, 17, 61], [121, 104, 25, 21, 17, 16, 13, 17, 587, 79], [41, 193, 21, 24, 8, 17, 29, 45, 109, 513]]"
2,2,10,0.43634,0.4768,"[[548, 58, 48, 14, 34, 11, 30, 30, 163, 64], [31, 621, 18, 19, 9, 12, 22, 25, 71, 172], [69, 22, 311, 73, 176, 71, 137, 86, 28, 27], [23, 33, 88, 282, 59, 172, 200, 58, 15, 70], [37, 25, 107, 54, 398, 38, 184, 101, 30, 26], [13, 22, 92, 187, 68, 357, 139, 79, 15, 28], [2, 12, 60, 65, 153, 25, 610, 32, 15, 26], [35, 18, 52, 52, 83, 102, 47, 533, 17, 61], [120, 108, 30, 19, 19, 18, 11, 15, 575, 85], [37, 185, 22, 25, 7, 15, 30, 42, 104, 533]]"
3,3,10,0.4416,0.485,"[[524, 54, 49, 13, 34, 7, 31, 41, 177, 70], [24, 612, 18, 12, 8, 15, 23, 28, 77, 183], [58, 24, 340, 69, 157, 58, 139, 99, 25, 31], [26, 33, 86, 281, 56, 167, 193, 77, 14, 67], [30, 24, 116, 45, 399, 36, 171, 122, 31, 26], [9, 19, 103, 171, 65, 360, 129, 100, 15, 29], [2, 11, 58, 59, 154, 23, 616, 34, 12, 31], [29, 18, 48, 45, 81, 92, 42, 574, 13, 58], [105, 103, 26, 22, 18, 14, 11, 19, 592, 90], [32, 182, 22, 23, 8, 15, 28, 45, 93, 552]]"
4,4,10,0.4402,0.4831,"[[570, 49, 49, 20, 33, 10, 29, 32, 155, 53], [42, 597, 17, 13, 10, 21, 26, 27, 85, 162], [67, 25, 319, 70, 167, 79, 138, 86, 25, 24], [29, 30, 86, 257, 64, 205, 193, 65, 15, 56], [39, 19, 106, 44, 429, 46, 160, 105, 32, 20], [11, 16, 97, 156, 68, 396, 132, 84, 12, 28], [2, 11, 54, 58, 164, 29, 609, 32, 13, 28], [37, 13, 45, 53, 90, 106, 41, 546, 15, 54], [130, 95, 25, 20, 23, 16, 9, 16, 593, 73], [43, 192, 22, 22, 8, 19, 29, 44, 106, 515]]"
5,5,10,0.4466,0.4889,"[[561, 58, 41, 15, 27, 6, 29, 28, 169, 66], [27, 633, 14, 12, 7, 8, 24, 18, 89, 168], [70, 31, 319, 79, 162, 55, 138, 86, 29, 31], [33, 35, 81, 298, 51, 157, 192, 63, 18, 72], [42, 23, 110, 54, 395, 34, 173, 114, 32, 23], [12, 22, 95, 205, 55, 341, 127, 89, 17, 37], [2, 14, 52, 69, 135, 24, 626, 29, 16, 33], [36, 20, 52, 62, 75, 82, 46, 542, 14, 71], [121, 105, 23, 18, 12, 7, 10, 14, 610, 80], [32, 185, 16, 20, 7, 16, 27, 31, 102, 564]]"
6,6,10,0.44946,0.493,"[[566, 58, 38, 17, 32, 4, 34, 31, 160, 60], [30, 647, 13, 10, 7, 8, 27, 21, 69, 168], [71, 31, 334, 73, 154, 48, 149, 85, 30, 25], [29, 34, 75, 279, 68, 152, 209, 63, 21, 70], [40, 23, 114, 42, 411, 33, 179, 108, 29, 21], [12, 21, 93, 186, 73, 338, 141, 91, 14, 31], [3, 16, 51, 57, 136, 15, 650, 28, 14, 30], [35, 21, 43, 59, 87, 82, 52, 549, 15, 57], [116, 112, 18, 17, 17, 7, 11, 14, 609, 79], [39, 200, 16, 21, 8, 10, 31, 39, 89, 547]]"
7,7,10,0.45564,0.4966,"[[570, 55, 40, 15, 29, 7, 33, 30, 166, 55], [30, 621, 16, 10, 6, 12, 26, 20, 83, 176], [72, 27, 311, 79, 157, 68, 147, 85, 30, 24], [33, 28, 65, 291, 56, 189, 191, 63, 21, 63], [44, 21, 100, 45, 399, 46, 186, 110, 30, 19], [12, 18, 82, 179, 61, 388, 128, 86, 15, 31], [3, 13, 44, 60, 130, 28, 649, 29, 16, 28], [35, 13, 36, 56, 80, 100, 48, 562, 16, 54], [114, 100, 18, 18, 16, 13, 10, 17, 627, 67], [39, 183, 18, 21, 6, 15, 31, 38, 101, 548]]"
8,8,10,0.4545,0.4955,"[[554, 54, 48, 18, 27, 7, 29, 27, 170, 66], [27, 625, 17, 9, 7, 11, 22, 18, 77, 187], [69, 28, 346, 71, 159, 67, 126, 82, 25, 27], [29, 29, 75, 285, 62, 192, 181, 62, 19, 66], [40, 26, 120, 44, 422, 47, 152, 96, 29, 24], [10, 20, 102, 183, 69, 380, 114, 79, 11, 32], [2, 15, 58, 54, 144, 30, 621, 28, 13, 35], [36, 16, 54, 54, 87, 101, 39, 540, 16, 57], [107, 106, 21, 18, 17, 13, 10, 18, 615, 75], [35, 188, 19, 22, 9, 13, 26, 37, 84, 567]]"
9,9,10,0.4573,0.4995,"[[583, 56, 41, 16, 28, 8, 30, 28, 160, 50], [33, 641, 18, 10, 7, 10, 22, 19, 78, 162], [74, 29, 325, 69, 161, 72, 136, 84, 27, 23], [38, 29, 64, 271, 62, 203, 191, 66, 19, 57], [44, 27, 103, 40, 425, 49, 157, 107, 29, 19], [13, 19, 87, 162, 63, 403, 128, 85, 13, 27], [2, 15, 49, 56, 134, 28, 637, 30, 16, 33], [41, 18, 44, 50, 83, 95, 43, 555, 15, 56], [114, 104, 19, 20, 22, 12, 8, 18, 626, 57], [43, 204, 20, 20, 7, 14, 30, 37, 96, 529]]"
