round, train_acc, test_acc, f1, time_stamp
0, 0.9489371784259067, 0.9496718260188087, 0.9496718260188087, 882.0238072872162
1, 0.9735720574599339, 0.9726684952978056, 0.9726684952978056, 1882.1664547920227
2, 0.9792671547621485, 0.978791144200627, 0.978791144200627, 2910.2115659713745
3, 0.9819582125526146, 0.981460619122257, 0.981460619122257, 3902.0393617153168
4, 0.9837893018752578, 0.9830280172413793, 0.9830280172413793, 4922.92563700676
5, 0.985123130519228, 0.9842525470219435, 0.9842525470219435, 5948.827427864075
6, 0.9861030265624954, 0.9853056426332288, 0.9853056426332288, 6985.279735565186
7, 0.9867202148166132, 0.9859668887147336, 0.9859668887147336, 8017.2966730594635
8, 0.9873725038245196, 0.986432210031348, 0.986432210031348, 9042.414672851562
9, 0.9878200384353254, 0.986946512539185, 0.986946512539185, 10062.086490154266
10, 0.9881885963501066, 0.9871914184952978, 0.9871914184952978, 11086.040476083755
11, 0.9886536813378067, 0.9873873432601881, 0.9873873432601881, 12099.242657661438
12, 0.9889695881219049, 0.9876812304075235, 0.9876812304075235, 13127.635778665543
13, 0.9893088954085288, 0.9878036833855799, 0.9878036833855799, 14151.239814281464
14, 0.9896657530720472, 0.9880975705329154, 0.9880975705329154, 15174.139015674591
15, 0.9898149312756491, 0.9883669670846394, 0.9883669670846394, 16196.413563013077
16, 0.9900840370546957, 0.9888077978056427, 0.9888077978056427, 17221.02109527588
17, 0.9903238922055851, 0.9889057601880877, 0.9889057601880877, 18240.1264629364
18, 0.9905286466026858, 0.9890527037617555, 0.9890527037617555, 19253.226627111435
19, 0.9907509513766808, 0.9894200626959248, 0.9894200626959248, 20267.912554502487
20, 0.9909440055225186, 0.9894690438871473, 0.9894690438871473, 21302.395676612854
21, 0.9910902586633048, 0.98951802507837, 0.98951802507837, 22338.797298669815
22, 0.9912131113015652, 0.9896649686520376, 0.9896649686520376, 23361.052822589874
23, 0.991321338625747, 0.989787421630094, 0.989787421630094, 24364.215857982635
24, 0.9914237158242973, 0.9897384404388715, 0.9897384404388715, 25369.240771770477
25, 0.9915582687138206, 0.9898364028213166, 0.9898364028213166, 26352.39225912094
26, 0.9916811213520811, 0.9901792711598746, 0.9901792711598746, 27257.649066209793
27, 0.9917425476712113, 0.9901792711598746, 0.9901792711598746, 28225.963148117065
28, 0.9918449248697616, 0.9900568181818182, 0.9900568181818182, 29243.770791053772
29, 0.9919824028221006, 0.9901792711598746, 0.9901792711598746, 30218.575993061066
30, 0.9920701547065723, 0.9904486677115988, 0.9904486677115988, 31208.23012804985
31, 0.9921462063397811, 0.9906201018808778, 0.9906201018808778, 32202.263369083405
32, 0.9922456584755157, 0.9906445924764891, 0.9906445924764891, 33202.52564406395
33, 0.9923275602343561, 0.9907180642633229, 0.9907180642633229, 34201.48090696335
34, 0.9923509607368818, 0.9907670454545454, 0.9907670454545454, 35224.12837386131
35, 0.992444562746985, 0.9907915360501567, 0.9907915360501567, 36250.70554232597
36, 0.992529389568641, 0.9908160266457681, 0.9908160266457681, 37259.367399930954
37, 0.9925878908249555, 0.9909384796238244, 0.9909384796238244, 38272.76121520996
38, 0.9926844178978743, 0.9909629702194357, 0.9909629702194357, 39285.43459868431
39, 0.9928014204105033, 0.9909139890282131, 0.9909139890282131, 40297.01369595528
40, 0.9928628467296335, 0.9909874608150471, 0.9909874608150471, 41310.91714310646
41, 0.9929681489909996, 0.9910609326018809, 0.9910609326018809, 42328.83986353874
42, 0.9929710740538154, 0.9910609326018809, 0.9910609326018809, 43347.56097650528
43, 0.99309100162926, 0.991158894984326, 0.991158894984326, 44358.89880943298
44, 0.9931027018805229, 0.9912078761755486, 0.9912078761755486, 45367.60165810585
45, 0.9932080041418889, 0.9913058385579937, 0.9913058385579937, 46325.38187932968
46, 0.9932431048956777, 0.9913058385579937, 0.9913058385579937, 47285.68542790413
47, 0.9933016061519921, 0.9912323667711599, 0.9912323667711599, 48243.87174963951
48, 0.9933776577852009, 0.9913058385579937, 0.9913058385579937, 49201.54648113251
49, 0.9933688825967537, 0.9912323667711599, 0.9912323667711599, 50162.093801259995
